N	2gram	Bakhtin_sl_2	Psycholo
171	не остается	1	2
172	и без	1	2
173	все те	1	2
174	и этот	1	2
175	еще не	7	2
176	как не	1	2
177	и говорить	1	2
178	к своему	9	2
179	художественный прием	1	2
180	роман и	2	2
181	с его	7	2
182	но не	6	2
183	точка зрения	2	2
184	к которой	1	2
185	значение и	1	2
186	отличие от	13	2
187	однако не	1	2
188	могли бы	1	2
189	но эта	2	2
190	увидим что	1	2
191	из самых	1	2
192	формы не	1	2
193	в себе	2	2
194	как он	2	2
195	как всякий	2	2
196	т д	2	2
197	тем и	1	2
198	в узком	4	2
199	на его	2	2
200	в каждом	1	2
201	подход к	1	2
202	значение в	2	2
203	материала и	3	2
204	с другими	4	2
205	и которые	1	2
206	это не	5	2
207	то все	1	2
208	должен был	1	2
209	в них	6	2
210	смысл и	2	2
211	одного и	1	2
212	не значит	1	2
213	и при	2	2
214	всяком случае	2	2
215	место в	1	2
216	своему существу	1	2
217	вещей и	1	2
218	в этих	7	2
219	для нее	1	2
220	все более	1	2
221	лиц и	1	2
222	на него	2	2
223	в процессе	13	2
224	на самый	1	2
225	его от	3	2
226	это то	1	2
227	же время	4	2
228	в русском	1	2
229	которая не	1	2
230	не до	1	2
231	ни в	4	2
232	как только	1	2
233	отличается от	2	2
234	что оно	4	2
235	оно не	8	2
236	она не	6	2
237	свою очередь	2	2
238	романе в	3	2
239	в особенности	3	2
240	и говорит	1	2
241	так в	2	2
242	роль в	2	2
243	на том	1	2
244	на которую	1	2
245	как свои	1	2
246	даны в	1	2
247	в таком	4	2
248	и здесь	2	2
249	во всяком	3	2
250	которой мы	1	2
251	в его	7	2
252	применяется к	1	2
253	и только	1	2
254	в свете	3	2
255	и следовательно	1	2
256	в него	7	2
257	людей с	2	2
258	к нему	3	2
259	в драме	1	2
260	два основных	1	2
261	в поэтическом	1	2
262	в какой	1	2
263	это очень	2	2
264	именно на	2	2
265	ней не	1	2
266	говорит о	1	2
267	слова в	13	2
268	мы находим	1	2
269	в одном	2	2
270	вовсе не	10	2
271	с этими	1	2
272	отношение к	4	2
273	к ним	1	2
274	и никогда	1	2
275	в других	1	2
276	не было	2	2
277	не на	1	2
278	зависит от	1	2
279	там где	6	2
280	материал и	3	2
281	вместе с	2	2
282	если она	3	2
283	мы опять	1	2
284	из самого	1	2
285	этого факта	1	2
286	более и	1	2
287	но это	3	2
288	и таким	1	2
289	и часто	3	2
290	для выражения	1	2
291	речи с	1	2
292	для нас	5	2
293	это может	1	2
294	из себя	3	2
295	интерес к	1	2
296	в романе	46	2
297	другой стороны	1	2
298	или иного	1	2
299	и от	3	2
300	все что	2	2
301	с новыми	1	1
302	смысле слова	1	1
303	как известно	1	1
304	от этой	1	1
305	героев и	1	1
306	к материалу	2	1
307	речь идет	1	1
308	одним из	2	1
309	нем так	1	1
310	человека и	3	1
311	сводится именно	1	1
312	каждом шагу	2	1
313	он может	1	1
314	и должны	1	1
315	его же	1	1
316	по преимуществу	1	1
317	игры с	2	1
318	и самое	1	1
319	в зависимости	4	1
320	во-первых в	1	1
321	отношения к	4	1
322	и за	1	1
323	а как	1	1
324	и значение	1	1
325	характер его	1	1
326	что уже	1	1
327	этих частей	1	1
328	почти все	2	1
329	роман в	3	1
330	на тему	1	1
331	и со	1	1
332	и заставляет	1	1
333	зависимости от	4	1
334	значении не	1	1
335	литературы и	1	1
336	он сам	1	1
337	тем как	1	1
338	его так	2	1
339	формальных приемов	2	1
340	одним словом	2	1
341	в риторике	4	1
342	самих себя	1	1
343	с одной	5	1
344	чем это	1	1
345	в предмет	1	1
346	слов не	1	1
347	которую она	1	1
348	его во	1	1
349	должны были	1	1
350	материал как	1	1
351	за пределы	2	1
352	связи и	2	1
353	внешних и	1	1
354	к сожалению	1	1
355	чем же	1	1
356	в истории	11	1
357	этот прием	1	1
358	идет о	1	1
359	независимо от	2	1
360	его на	1	1
361	для всех	4	1
362	что как	1	1
363	к новому	3	1
364	кроме того	2	1
365	они дают	1	1
366	сознания в	1	1
367	сказал бы	1	1
368	более или	2	1
369	вносит в	1	1
370	этой цели	1	1
371	уже не	5	1
372	себе как	2	1
373	не приходится	3	1
374	говорят о	1	1
375	в нашем	2	1
376	от действительности	2	1
377	творчество достоевского	1	1
378	в большинстве	6	1
379	нами в	1	1
380	человеке и	3	1
381	на восприятие	1	1
382	если он	1	1
383	этот процесс	1	1
384	вообще не	1	1
385	соглашаются с	1	1
386	бесспорного и	1	1
387	его лежит	1	1
388	однако при	1	1
389	отдельных слов	1	1
390	важную роль	1	1
391	именно к	2	1
392	у пушкина	1	1
393	в плане	5	1
394	которого и	1	1
395	всех своих	1	1
396	людей и	2	1
397	в нее	2	1
398	одно и	1	1
399	но все	5	1
400	русском языке	1	1
401	факт что	2	1
402	чужом языке	2	1
403	он просто	1	1
404	типы и	1	1
405	и характер	1	1
406	другом случае	1	1
407	и дальше	3	1
408	в другом	2	1
409	его не	4	1
410	сознание не	1	1
411	ни при	1	1
412	его в	4	1
413	те или	1	1
414	существенными моментами	1	1
415	основным и	1	1
416	на почве	4	1
417	но именно	1	1
418	даже по	1	1
419	шагу в	1	1
420	он является	1	1
421	и представить	1	1
422	факта и	1	1
423	его собственной	1	1
424	и уже	1	1
425	всегда и	1	1
426	и вне	2	1
427	мы видели	2	1
428	к вопросам	1	1
429	чем в	2	1
430	должно быть	1	1
431	стороны оно	1	1
432	в эту	1	1
433	которая является	1	1
434	определяется и	1	1
435	наших дней	1	1
436	не столько	3	1
437	на каждом	2	1
438	себе а	1	1
439	в отличие	12	1
440	утверждения что	1	1
441	нему и	1	1
442	от его	1	1
443	иным способом	1	1
444	от поэтического	1	1
445	не поймет	1	1
446	однако в	2	1
447	произведений искусства	1	1
448	зрения и	2	1
449	в историческом	2	1
450	при этой	1	1
451	как будет	1	1
452	самого начала	1	1
453	и проч	2	1
454	дело не	1	1
455	эти формы	4	1
456	на котором	2	1
457	дело в	2	1
458	одна из	4	1
459	и остается	3	1
460	без остатка	1	1
461	материала в	2	1
462	было у	1	1
463	подходят к	1	1
464	похоже на	1	1
465	только не	1	1
466	человека от	1	1
467	возможно и	2	1
468	в качестве	1	1
469	от эпохи	1	1
470	слов в	2	1
471	очень мало	1	1
472	к ней	2	1
473	самому своему	1	1
474	п в	2	1
475	же он	1	1
476	имеет два	1	1
477	связи с	3	1
478	достаточно указать	1	1
479	эти три	1	1
480	в области	2	1
481	на высказывание	1	1
482	именно такой	1	1
483	и оно	2	1
484	все то	1	1
485	языке и	1	1
486	иногда даже	1	1
487	которая кажется	1	1
488	и другим	2	1
489	или такой	1	1
490	всего что	1	1
491	как сон	1	1
492	людях и	2	1
493	он никогда	1	1
494	должен быть	2	1
495	поэтому эта	1	1
496	как мы	7	1
497	и о	1	1
498	к такому	1	1
499	на нем	2	1
500	всем этим	2	1
501	людей в	1	1
502	и служит	1	1
503	и единственный	2	1
504	существенное значение	1	1
505	в собственном	3	1
506	характер и	1	1
507	в себя	2	1
508	с самого	1	1
509	культуры и	1	1
510	этот роман	1	1
511	приводит к	1	1
512	и может	1	1
513	слова а	1	1
514	как с	2	1
515	на чужом	2	1
516	одного языка	3	1
517	не с	3	1
518	здесь как	2	1
519	как таковую	1	1
520	с собой	1	1
521	еще в	1	1
522	и всюду	1	1
523	допускает все	1	1
524	как у	1	1
525	элемент в	1	1
526	о нем	2	1
527	и должно	1	1
528	действительности но	1	1
529	но мы	2	1
530	можно сказать	1	1
531	в сфере	2	1
532	оставляет в	2	1
533	авторов в	1	1
534	или иные	1	1
535	таких же	1	1
536	при изображении	1	1
537	когда оно	1	1
538	его сознание	1	1
539	естественных наук	1	1
540	вообще и	1	1
541	представления о	1	1
542	и об	1	1
543	и она	1	1
544	же роман	1	1
545	в самый	1	1
546	как объект	1	1
547	все зависит	1	1
548	в двух	1	1
549	важное значение	1	1
550	с ними	5	1
551	мы увидим	2	1
552	то прежде	1	1
553	не имеющих	1	1
554	правда и	2	1
555	и сказал	1	1
556	здесь с	1	1
557	со всеми	2	1
558	где они	2	1
559	же и	2	1
560	в таких	1	1
561	конечно не	5	1
562	на всем	1	1
563	своей целью	1	1
564	общим мнением	1	1
565	всем его	2	1
566	основе его	2	1
567	иным и	1	1
568	который без	1	1
569	его и	2	1
570	за ним	1	1
571	для него	7	1
572	и художественно	2	1
573	в политической	1	1
574	прежде всего	8	1
575	свой смысл	2	1
576	не о	1	1
577	только с	2	1
578	случае не	1	1
579	свое выражение	1	1
580	не просто	1	1
581	самого же	2	1
582	к совершенно	1	1
583	даже не	1	1
584	этой проблемы	1	1
585	с другим	1	1
586	именно в	2	1
587	ведь на	1	1
588	их от	1	1
589	случаев в	1	1
590	этой роли	1	1
591	и затем	2	1
592	себя и	4	1
593	в некоторых	3	1
594	связано с	3	1
595	на основании	1	1
596	смысла и	3	1
597	нужно сказать	1	1
598	индивидуального сознания	2	1
599	века и	1	1
600	материал в	3	1
601	психологии а	1	1
602	именно так	1	1
603	относящиеся к	1	1
604	стиль и	1	1
605	с которым	2	1
606	к трем	1	1
607	в связи	2	1
608	очень легко	2	1
609	с помощью	4	1
610	прямо сказать	3	1
611	мы говорим	1	1
612	с общей	1	1
613	тот факт	2	1
614	нужно отнести	1	1
615	какого бы	1	1
616	одной стороны	5	1
617	который мы	1	1
618	в той	4	1
619	во все	1	1
620	очень важно	1	1
621	и там	3	1
622	или менее	2	1
623	вокруг себя	1	1
624	для понимания	1	1
625	с изучением	1	1
626	и философии	1	1
627	конфликт с	1	1
628	этого слова	1	1
629	дело идет	2	1
630	слова есть	1	1
631	еще раз	3	1
632	этом случае	6	1
633	и нет	2	1
634	как предмет	4	1
635	новые и	1	1
636	этом и	1	1
637	от нас	2	1
638	которые оно	1	1
639	в более	2	1
640	сомнения в	1	1
641	на самой	1	1
642	сюжета и	1	1
643	указать на	1	1
644	она может	2	1
645	на новый	1	1
646	или в	2	1
647	и другими	1	1
648	узком смысле	4	1
649	в результате	2	1
650	мира и	5	1
651	обращается к	1	1
652	менее чем	1	1
653	от него	5	1
654	из своего	1	1
655	ни к	2	1
656	и наконец	5	1
657	лежит в	1	1
658	может и	2	1
659	всецело определяется	1	1
660	слово в	11	1
661	есть от	2	1
662	работы и	2	1
663	речи и	3	1
664	лишь тогда	2	1
665	существенное отличие	1	1
666	это и	2	1
667	что под	1	1
668	только о	2	1
669	самый сюжет	1	1
670	в виде	2	1
671	делает их	1	1
672	и другие	2	1
673	тема или	1	1
674	к этому	1	1
675	они не	2	1
