N	2gram	Bakhtin_Pr_1	PoTuStor
436	можно было	2	1
437	времени и	1	1
438	конкретное событие	1	1
439	отсюда и	2	1
440	именно этот	1	1
441	если бы	9	1
442	из одного	4	1
443	о нем	9	1
444	развития в	1	1
445	и здесь	3	1
446	на вопрос	2	1
447	и та	1	1
448	собрать в	1	1
449	говорит об	1	1
450	жизни ни	1	1
451	не позволяет	2	1
452	откуда у	1	1
453	и превратить	1	1
454	тяжести в	1	1
455	говорить об	1	1
456	отметить что	1	1
457	которые сделали	1	1
458	в другой	3	1
459	наконец в	2	1
460	нем и	1	1
461	в свете	4	1
462	все время	2	1
463	вся жизнь	1	1
464	для самого	2	1
465	всего могут	1	1
466	к нему	6	1
467	он что	1	1
468	переносит центр	1	1
469	тот же	2	1
470	истории его	1	1
471	мы увидим	1	1
472	сознание в	3	1
473	на своей	1	1
474	их находит	1	1
475	образа с	1	1
476	бы ни	1	1
477	нас здесь	1	1
478	в качестве	1	1
479	себя в	1	1
480	целом это	1	1
481	же и	2	1
482	уже в	3	1
483	то и	2	1
484	только такое	1	1
485	не дает	3	1
486	быть объяснены	1	1
487	плана в	1	1
488	абсолютного духа	1	1
489	его и	2	1
490	центр тяжести	1	1
491	ведь это	2	1
492	ним и	3	1
493	в конце	6	1
494	вовсе не	7	1
495	привела к	1	1
496	как его	1	1
497	случае не	1	1
498	заметить что	2	1
499	как раз	6	1
500	этом отношении	3	1
501	него уже	1	1
502	пр как	1	1
503	быть совершенно	1	1
504	перейти к	1	1
505	для того	1	1
506	и старается	2	1
507	со стороны	1	1
508	в высшей	1	1
509	с другой	3	1
510	все идеологическое	1	1
511	на ее	1	1
512	здесь в	1	1
513	в свою	1	1
514	и быть	1	1
515	а с	1	1
516	что для	1	1
517	месте и	2	1
518	у нас	1	1
519	его смерти	1	1
520	на этот	2	1
521	и самый	1	1
522	зависит от	1	1
523	а не	22	1
524	жизнь в	1	1
525	в руках	1	1
526	не он	1	1
527	не всегда	1	1
528	художественной формы	1	1
529	именно оно	1	1
530	оно ни	2	1
531	в момент	1	1
532	знает все	1	1
533	бы оно	1	1
534	этой же	1	1
535	и особенно	1	1
536	конечно есть	1	1
537	в человеке	3	1
538	б я	1	1
539	объяснены и	1	1
540	в данном	2	1
541	и оценок	1	1
542	тому как	3	1
543	что же	4	1
544	быть только	1	1
545	у самого	1	1
546	наконец и	1	1
547	друг с	2	1
548	в человеческом	1	1
549	в состоянии	1	1
550	быть не	1	1
551	есть то	3	1
552	имеет значение	2	1
553	самостоятельными и	1	1
554	построение не	1	1
555	которые были	2	1
556	в более	1	1
557	известной степени	1	1
558	другими моментами	1	1
559	потому не	1	1
560	она может	1	1
561	это первое	1	1
562	и другими	1	1
563	мы только	1	1
564	которой можно	1	1
565	мы должны	3	1
566	на языке	2	1
567	позволяет нам	1	1
568	только что	1	1
569	динамика и	1	1
570	я в	1	1
571	же в	2	1
572	является его	1	1
573	психики и	1	1
574	с ней	1	1
575	которая позволила	1	1
576	от всех	1	1
577	характерно понимание	1	1
578	мир но	1	1
579	сознания на	1	1
580	выводы в	1	1
581	на своем	1	1
582	себе но	1	1
583	в своих	3	1
584	этой точки	1	1
585	зрения может	1	1
586	и эта	1	1
587	это в	1	1
588	как на	3	1
