N	2gram	Losev_Prob_4	OGranits
150	так же	5	2
151	в отношении	4	2
152	который мы	1	2
153	с этой	1	2
154	слова и	1	2
155	художественное произведение	1	2
156	не менее	10	2
157	символики и	2	2
158	что эта	1	2
159	самого начала	1	2
160	не имеет	4	2
161	сознания и	3	2
162	бы в	1	2
163	и является	3	2
164	во всем	2	2
165	а в	4	2
166	в целях	5	2
167	нет ничего	3	2
168	и к	3	2
169	могут быть	1	2
170	чем иным	2	2
171	в своих	1	2
172	к тому	3	2
173	и это	2	1
174	она отражается	1	1
175	эту систему	1	1
176	можно говорить	1	1
177	эти функции	1	1
178	категорий мы	2	1
179	не думает	1	1
180	одним из	1	1
181	также и	13	1
182	же как	1	1
183	и уж	2	1
184	но мало	1	1
185	человека и	1	1
186	функции в	2	1
187	и предварительно	1	1
188	в виду	6	1
189	того же	2	1
190	значительной мере	2	1
191	и сами	1	1
192	в эстетике	1	1
193	как известно	1	1
194	на основе	1	1
195	только потому	1	1
196	и отражение	1	1
197	это и	4	1
198	пусть эта	1	1
199	ему становится	1	1
200	преломления в	1	1
201	последнее время	1	1
202	и есть	4	1
203	нам кажется	2	1
204	и художественных	1	1
205	и до	1	1
206	он всегда	1	1
207	ведь и	1	1
208	на том	1	1
209	едва ли	10	1
210	в образе	1	1
211	можно было	4	1
212	особенно в	1	1
213	здесь нет	3	1
214	мы имеем	6	1
215	когда в	1	1
216	на первом	1	1
217	и о	5	1
218	мы в	1	1
219	вопрос о	1	1
220	и всякого	2	1
221	другое дело	2	1
222	для этого	2	1
223	по себе	11	1
224	выходит за	2	1
225	на себя	1	1
226	с ее	2	1
227	часто и	1	1
228	но даже	4	1
229	ему в	2	1
230	то это	3	1
231	или только	1	1
232	виде но	1	1
233	нулю в	1	1
234	и он	2	1
235	в каждой	3	1
236	теории литературы	1	1
237	собою и	1	1
238	внимание на	1	1
239	другими словами	3	1
240	и являются	2	1
241	и что	2	1
242	не имеем	1	1
243	еще не	7	1
244	нам представляется	2	1
245	столь же	2	1
246	время в	1	1
247	есть отражение	5	1
248	уже самое	1	1
249	ли кто-нибудь	2	1
250	и своей	1	1
251	несомненно и	1	1
252	тем как	1	1
253	то мы	2	1
254	к нему	3	1
255	на самом	5	1
256	совсем не	1	1
257	но не	5	1
258	или иные	4	1
259	то он	2	1
260	функции хотя	1	1
261	вся эта	2	1
262	высокой и	1	1
263	всякой возможности	1	1
264	природы и	1	1
265	отношение к	1	1
266	тут же	3	1
267	нет и	2	1
268	в оценке	1	1
269	значение имеет	1	1
270	всего является	1	1
271	на то	1	1
272	в художественной	1	1
273	которая и	1	1
274	в истории	3	1
275	на широкую	1	1
276	мышление и	1	1
277	в своем	3	1
278	по своей	1	1
279	моменты в	1	1
280	собой разумеется	1	1
281	понять и	1	1
282	и как	3	1
283	одной из	4	1
284	что он	8	1
285	более или	2	1
286	писателей и	1	1
287	или иную	1	1
288	который в	1	1
289	в значительной	2	1
290	что едва	1	1
291	платон в	1	1
292	со всеми	2	1
293	ни одна	2	1
294	в этой	4	1
295	в последнее	1	1
296	для всех	3	1
297	можем путем	1	1
298	что к	2	1
299	с их	1	1
300	остановиться на	1	1
301	само собой	3	1
302	есть чисто	1	1
303	с одним	1	1
304	конечно не	3	1
305	сливаются в	3	1
306	и у	1	1
307	только на	2	1
308	если он	2	1
309	в нашей	1	1
310	и если	5	1
311	является не	2	1
312	что она	4	1
313	или даже	4	1
314	на эту	1	1
315	единая и	1	1
316	математики и	3	1
317	раз навсегда	1	1
318	символа к	1	1
319	превращаются в	1	1
320	ту или	1	1
321	речи вообще	1	1
322	никто не	2	1
323	сознания но	1	1
324	в виде	22	1
325	он весь	1	1
326	и один	1	1
327	в конце	2	1
328	одном случае	2	1
329	на службу	1	1
330	что без	2	1
331	но что	1	1
332	только с	1	1
333	лишь с	1	1
334	или иных	3	1
335	входящих в	1	1
336	он как-то	1	1
337	и вместе	1	1
338	явления природы	1	1
339	ее на	1	1
340	даже и	13	1
341	для того	3	1
342	ни о	4	1
343	категорический ответ	1	1
344	на всю	1	1
345	в совершенно	2	1
346	к другому	1	1
347	бы быть	2	1
348	на все	2	1
349	и здесь	1	1
350	его в	2	1
351	как к	1	1
352	те или	5	1
353	и лучше	1	1
354	искусства в	1	1
355	если только	1	1
356	в предисловии	1	1
357	представляет собою	1	1
358	как же	2	1
359	заключается в	2	1
360	то само	1	1
361	в античной	1	1
362	мира это	1	1
363	все указанные	1	1
364	в живом	1	1
365	музыкального произведения	1	1
366	что мы	3	1
367	только к	3	1
368	произведения не	1	1
369	этом мы	2	1
370	для них	2	1
371	из нее	1	1
372	нужно сказать	1	1
373	о которых	2	1
374	не было	3	1
375	поскольку она	1	1
376	все равно	3	1
377	далеко не	2	1
378	и самый	1	1
379	не всегда	1	1
380	он и	1	1
381	все время	2	1
382	отнюдь не	10	1
383	понятие о	2	1
384	существует то	1	1
385	его чисто	1	1
386	для человека	1	1
387	метода так	1	1
388	должно быть	1	1
389	этого произведения	2	1
390	однако было	1	1
391	и тогда	2	1
392	если не	3	1
393	или менее	2	1
394	и вполне	5	1
395	но если	6	1
396	себе в	3	1
397	при изучении	1	1
398	и особенно	1	1
399	на философию	1	1
400	этого необходимо	1	1
401	как все	1	1
402	в такой	1	1
403	как это	3	1
404	что всякий	3	1
405	здесь уже	2	1
406	однако этот	2	1
407	себе а	1	1
408	бы мы	1	1
409	предисловии к	1	1
410	это произведение	3	1
411	существует но	1	1
412	она есть	1	1
413	распознавание и	1	1
414	такого рода	7	1
415	отдельных произведений	1	1
416	и вот	1	1
417	наполнения и	1	1
418	переходе от	1	1
419	тем не	10	1
420	в эпоху	1	1
421	и более	3	1
422	человеческом обществе	1	1
423	в человеческом	2	1
424	необходимо чтобы	1	1
425	своей самостоятельной	1	1
426	только то	1	1
427	в контексте	1	1
428	тому что	1	1
429	одинаково являются	1	1
430	существует только	1	1
431	нет никакого	3	1
432	быть и	1	1
433	является для	3	1
434	в условиях	3	1
435	до конца	1	1
436	вплоть до	3	1
437	литературы как	1	1
438	вне и	1	1
439	но это	6	1
440	элемент которого	1	1
441	равно не	1	1
442	в начале	3	1
443	или движения	1	1
444	всего его	1	1
445	почти никогда	1	1
446	и другое	3	1
447	в то	4	1
448	как о	3	1
449	к другим	1	1
450	работ в	1	1
451	тех или	4	1
452	весь этот	2	1
453	не говорить	1	1
454	не знаем	1	1
455	мы все	3	1
456	действительности поэтому	1	1
457	того чтобы	2	1
458	жизни когда	1	1
459	уже на	1	1
460	в самых	3	1
461	само по	1	1
462	иметь в	1	1
463	хотя они	2	1
464	не существует	5	1
465	в разных	4	1
466	или в	5	1
467	на одном	1	1
468	художественного образа	3	1
469	в самой	4	1
470	при наличии	1	1
471	находятся в	2	1
472	который является	2	1
473	бесконечно разнообразной	1	1
474	или как	1	1
475	в основе	1	1
476	тем более	4	1
477	с понятием	1	1
478	это слово	1	1
479	только что	2	1
480	потому что	15	1
481	связи с	3	1
482	для анализа	1	1
483	эта категория	1	1
484	для осуществления	1	1
485	голосом не	1	1
486	до того	2	1
487	не вполне	2	1
488	об этом	6	1
489	эстетике и	1	1
490	бы несколько	1	1
491	это все	2	1
492	ничего в	1	1
493	не знает	1	1
494	сказать что	7	1
495	или эмоций	1	1
496	ведь именно	1	1
497	равно как	1	1
498	мы здесь	2	1
499	слова есть	1	1
500	поэтому не	2	1
501	кто-нибудь станет	1	1
502	и часто	1	1
503	когда мы	5	1
504	во все	2	1
505	на очень	1	1
506	живом историческом	1	1
507	с его	2	1
508	только о	1	1
509	же самое	6	1
510	следовательно не	1	1
511	всего в	1	1
512	вместе с	5	1
513	только они	2	1
514	по поводу	1	1
515	что при	1	1
516	этой точки	1	1
