N	2gram	Nazirov_Tv_2	Mirosoze
215	в братьях	6	2
216	и если	2	2
217	на его	4	2
218	иваном карамазовым	2	2
219	этого вопроса	1	2
220	не к	1	2
221	с собой	1	2
222	еще более	1	2
223	лишь в	1	2
224	настасье филипповне	4	2
225	федора павловича	1	2
226	то все	1	2
227	мышкина и	1	2
228	достоевского и	2	2
229	должно быть	1	2
230	в церкви	1	2
231	достоевского нет	3	2
232	в этих	1	2
233	любить друг	1	2
234	с настасьей	1	2
235	нас не	1	2
236	место в	3	2
237	но эта	2	2
238	сам он	1	2
239	эта мысль	2	2
240	чем не	1	2
241	нет смысла	1	2
242	ничего не	4	2
243	жизни не	1	2
244	к ней	1	2
245	народ есть	1	2
246	связи с	1	2
247	как будто	1	2
248	в основе	2	2
249	к себе	1	2
250	нет ни	1	2
251	быть назван	1	2
252	приходит к	1	2
253	мысль о	1	2
254	можно было	1	2
255	еще в	1	2
256	в которые	1	2
257	быть может	3	2
258	по себе	1	2
259	всего человечества	1	2
260	и поэтому	2	2
261	и что	2	2
262	все время	2	2
263	мы видим	4	2
264	тот же	1	2
265	и рогожина	1	2
266	а лишь	1	2
267	между тем	3	2
268	герои достоевского	4	2
269	народа на	1	2
270	так что	2	2
271	со своим	1	2
272	уже в	2	2
273	друг за	1	2
274	о великом	3	2
275	и других	2	2
276	человека на	1	2
277	и мир	1	2
278	подлинного бытия	1	2
279	не о	1	2
280	братьях карамазовых	7	2
281	противоречии с	1	2
282	не случайно	2	2
283	или иной	1	2
284	как у	3	2
285	уходит в	1	2
286	души и	1	2
287	что не	3	2
288	и люди	1	2
289	превращается в	3	2
290	так это	1	2
291	не означает	2	2
292	и раскольников	1	2
293	личности в	2	2
294	в идиоте	1	2
295	есть бог	1	2
296	вместе с	3	2
297	что за	1	2
298	такого рода	1	2
299	я никогда	1	2
300	что же	1	2
301	из этой	2	2
302	понял что	1	2
303	или купец	1	2
304	ничего кроме	1	2
305	его собственная	1	2
306	его с	1	2
307	человек и	1	2
308	ее и	1	2
309	но когда	1	2
310	дневнике писателя	2	2
311	а в	4	2
312	митя карамазов	1	2
313	к самому	2	2
314	это все	2	2
315	но этот	1	2
316	отношению к	3	2
317	возвращает богу	1	1
318	лишь из	1	1
319	противопоставлен всему	1	1
320	бытия а	1	1
321	достоевского она	1	1
322	самом деле	2	1
323	иване карамазове	1	1
324	только потому	1	1
325	перед лицом	1	1
326	свою жену	1	1
327	карамазовых это	1	1
328	человеческой души	1	1
329	почти всегда	1	1
330	проникает в	2	1
331	человека достоевский	1	1
332	мы убиваем	1	1
333	смерти отца	1	1
334	это совершенно	1	1
335	мы не	4	1
336	преступления и	2	1
337	что если	1	1
338	большую роль	1	1
339	не была	1	1
340	говорить о	2	1
341	это отношение	1	1
342	открыть в	1	1
343	х годов	3	1
344	и ее	2	1
345	личности с	1	1
346	на мир	1	1
347	конце романа	1	1
348	быть в	1	1
349	в преступлении	10	1
350	себе он	1	1
351	для сведения	1	1
352	сознания не	1	1
353	таково же	1	1
354	не все	1	1
355	если в	1	1
356	него с	1	1
357	такой силой	1	1
358	нет и	2	1
359	как личности	1	1
360	и русское	1	1
361	необходимо лишь	1	1
362	с этим	1	1
363	сострадания и	1	1
364	романах достоевского	13	1
365	это был	3	1
366	по внешним	1	1
367	и как	1	1
368	я должен	1	1
369	от народной	1	1
370	его к	1	1
371	великим человеком	1	1
372	любви но	1	1
373	с аглаей	3	1
374	не быть	1	1
375	за границей	1	1
376	для которого	2	1
377	достоевского хотя	1	1
378	из жизни	2	1
379	отказывается от	2	1
380	в целом	6	1
381	что достоевский	3	1
382	все эти	4	1
383	или во	1	1
384	во многих	2	1
385	и народ	1	1
386	что ничего	1	1
387	в жертву	1	1
388	на то	1	1
389	в записках	3	1
390	на западе	3	1
391	как дети	1	1
392	что нужно	1	1
393	наших глазах	1	1
394	братья карамазовы	1	1
395	не могли	2	1
396	у пушкина	3	1
397	в плане	3	1
398	жить в	1	1
399	совпадают с	1	1
400	же не	2	1
401	то чтобы	1	1
402	в другом	1	1
403	не веруют	1	1
404	об этом	4	1
405	раскольников и	1	1
406	говорил что	2	1
407	глава vii	1	1
408	входит в	1	1
409	его личности	1	1
410	с прошлым	1	1
411	было бы	1	1
412	к миру	2	1
413	после этого	1	1
414	и наказания	2	1
415	внешне его	1	1
416	достоевский и	1	1
417	символический смысл	1	1
418	ставрогин в	1	1
419	он из	1	1
420	к которым	1	1
421	может нас	1	1
422	жизни то	1	1
423	которой он	2	1
424	с такой	1	1
425	в развитии	1	1
426	потому и	1	1
427	остается в	1	1
428	на себя	1	1
429	богу к	1	1
430	перед собой	1	1
431	достоевского но	3	1
432	его образ	1	1
433	но если	2	1
434	от своего	1	1
435	доводит до	2	1
436	и без	2	1
437	всему миру	2	1
438	смердякова и	1	1
439	в котором	3	1
440	к одному	1	1
441	будущую гармонию	1	1
442	прибегает к	1	1
443	в которых	3	1
444	своего рода	3	1
445	признать что	1	1
446	народ не	1	1
447	должны были	1	1
448	одном из	2	1
449	как достоевский	2	1
450	своих в	1	1
451	о русских	1	1
452	в ставрогине	1	1
453	и более	1	1
454	их в	2	1
455	ставрогина в	1	1
456	их личности	1	1
457	цельности и	1	1
458	теперь я	2	1
459	нас к	1	1
460	с раскольниковым	1	1
461	и потом	1	1
462	это чувство	1	1
463	человечества и	1	1
464	из нас	2	1
465	достоевский сам	1	1
466	как о	2	1
467	совесть и	1	1
468	карамазова в	1	1
469	раскольников должен	1	1
470	на путях	1	1
471	у этого	1	1
472	своих романах	2	1
473	xix веке	2	1
474	собственной личности	1	1
475	в сознании	1	1
476	филипповне любовь	1	1
477	что на	2	1
478	а мы	1	1
479	гибель и	1	1
480	записок из	1	1
481	достоевский вскрывает	1	1
482	есть у	1	1
483	в момент	1	1
484	мечты о	1	1
485	легенда о	4	1
486	будущее в	1	1
487	не могут	1	1
488	истории не	1	1
489	лежит в	1	1
490	сама жизнь	1	1
491	бы он	1	1
492	отличается от	1	1
493	в окончательном	2	1
494	и состраданию	1	1
495	он видит	1	1
496	внутреннего движения	1	1
497	для себя	1	1
498	в ее	2	1
499	западе это	1	1
500	он с	1	1
501	на той	1	1
502	настасьи филипповны	4	1
503	говорили что	1	1
504	детей более	1	1
505	в пределах	1	1
506	приводит к	2	1
507	роль в	2	1
508	в xix	2	1
509	веру в	2	1
510	и сам	5	1
511	в бесконечность	1	1
512	не с	1	1
513	живет в	1	1
514	его героев	1	1
515	мог бы	1	1
516	татьяны или	1	1
517	она была	1	1
518	когда в	1	1
519	стороне от	1	1
520	и безобразного	1	1
521	глубже в	2	1
522	но у	4	1
523	с женщиной	1	1
524	с человеком	1	1
525	была идея	1	1
526	создает атмосферу	1	1
527	именно потому	1	1
528	на вопрос	1	1
529	может не	1	1
530	можно встретить	1	1
531	преступлении и	11	1
532	очень важна	1	1
533	раньше чем	1	1
534	революционный социализм	1	1
535	здравому смыслу	1	1
536	и только	2	1
537	достоевского это	3	1
538	достоинство человека	1	1
539	нем и	1	1
540	на наших	1	1
541	это одна	1	1
542	ли он	1	1
543	но ни	1	1
544	соня мармеладова	1	1
545	в стороне	2	1
546	достоевский решительно	1	1
547	быть человеком	1	1
548	не то	1	1
549	в иване	1	1
550	этой борьбе	1	1
551	это сам	1	1
552	идеи в	2	1
553	и у	2	1
554	а напротив	1	1
555	в противоречии	1	1
556	записках из	3	1
557	до предела	1	1
558	не из	1	1
559	смысла в	1	1
560	счетов с	1	1
561	не дает	1	1
562	жестокость достоевского	1	1
563	всегда было	1	1
564	его и	2	1
565	мир в	1	1
566	был бы	1	1
567	а потому	1	1
568	в письме	1	1
569	достоевского его	1	1
570	у нее	3	1
571	для них	1	1
572	идея у	1	1
573	в xx	1	1
574	бытия и	1	1
575	достоевского проникнуто	1	1
576	из нее	1	1
577	французской революции	1	1
578	в бунт	1	1
579	счастья в	1	1
580	и всякий	1	1
581	подпольного человека	3	1
582	возможно что	1	1
583	с иваном	2	1
584	достоевского эта	1	1
585	достоевского такой	1	1
586	с другой	2	1
587	хоть и	1	1
588	достоевский до	1	1
589	перешедшего в	1	1
590	знал бы	1	1
591	и прежде	1	1
592	и русские	1	1
593	во второй	1	1
594	такое же	1	1
595	а с	3	1
596	же о	1	1
597	жалости и	1	1
598	может жить	1	1
599	идея не	1	1
600	достоевского с	5	1
601	еще от	1	1
602	и считает	1	1
603	отрывается от	1	1
604	жизнь идей	2	1
605	человека или	1	1
606	от всех	1	1
607	через его	1	1
608	русской действительности	1	1
609	представляется нам	1	1
610	связь с	2	1
611	достоевский принял	1	1
612	достоевского только	1	1
613	он изображает	1	1
614	глава vi	1	1
615	все позволено	1	1
616	силой как	1	1
617	в меру	1	1
618	и проблема	1	1
619	но такое	1	1
620	требует от	1	1
621	и наказание	1	1
622	xix века	7	1
623	героев которые	1	1
624	в жизнь	1	1
625	в изображении	1	1
626	в романах	13	1
627	по бесконечной	1	1
628	но сам	1	1
629	а между	1	1
630	бесах и	1	1
631	на чьей	1	1
632	что весь	1	1
633	и двух	1	1
634	xx веке	1	1
635	о человеке	2	1
636	века и	1	1
637	что раскольников	3	1
638	у ивана	1	1
639	можно принять	2	1
640	духовной жизни	1	1
641	мыслится как	1	1
642	случилось с	1	1
643	этого слова	1	1
644	с этой	3	1
645	сердце достоевского	1	1
646	чьей стороне	1	1
647	этой трагедии	1	1
648	в п	1	1
649	она нередко	1	1
650	все это	6	1
651	которые были	1	1
652	письме к	1	1
653	она должна	1	1
654	происходит не	1	1
655	человеческое сердце	3	1
656	достоевский как	1	1
657	культуры и	1	1
658	изменения в	1	1
659	вечности это	1	1
660	в силах	2	1
661	но тот	1	1
662	русской жизни	1	1
663	а все	1	1
664	своей собственной	1	1
665	большей силой	1	1
666	а к	1	1
667	когда он	4	1
668	огромную роль	1	1
669	о достоевском	2	1
670	той или	1	1
671	более всего	2	1
672	ни к	2	1
673	всякий раз	1	1
674	ребенка который	1	1
675	и борьбе	1	1
676	нем самом	1	1
677	образ человека	2	1
678	а о	1	1
679	человека образ	1	1
680	устремлена к	1	1
681	между ними	1	1
682	с ней	1	1
683	русская литература	1	1
684	была бы	1	1
685	алеши и	1	1
686	суд над	1	1
687	идея в	1	1
688	как люди	1	1
689	рогожина к	1	1
690	из этого	2	1
691	сам в	2	1
692	личности гибель	1	1
693	но эти	2	1
694	а может	1	1
695	видим в	2	1
696	и наказании	10	1
697	по поводу	1	1
698	к этому	3	1
699	тайны и	1	1
700	как на	1	1
