N	2gram	Berdyaev_M_2	VelikijI
245	соединения людей	1	2
246	том что	4	2
247	тот кто	5	2
248	а к	1	2
249	тогда уже	1	2
250	песок морской	1	2
251	и теперь	1	2
252	они и	4	2
253	ее в	2	2
254	есть уже	4	2
255	до того	1	2
256	людей и	3	2
257	что теперь	1	2
258	это все	2	2
259	и созданы	1	2
260	а в	2	2
261	говорю тебе	1	2
262	легенда о	1	2
263	в духе	5	2
264	чтобы сделать	1	2
265	и зла	6	2
266	тысяч великих	1	2
267	без бога	1	2
268	в вечность	1	1
269	от этой	2	1
270	к полному	1	1
271	человека заботы	1	1
272	и послушное	1	1
273	имя этого	1	1
274	за бога	1	1
275	быть может	2	1
276	взял все	2	1
277	своим что	1	1
278	для себя	1	1
279	в ее	1	1
280	над людьми	1	1
281	личности распад	1	1
282	на вершине	2	1
283	для вечности	1	1
284	в словах	1	1
285	мучительнее как	1	1
286	же соблазн	1	1
287	а видишь	1	1
288	роль в	1	1
289	и самое	2	1
290	сама идея	1	1
291	не имеют	2	1
292	это несчастное	1	1
293	то же	5	1
294	двух начал	1	1
295	сделали так	1	1
296	об устроении	1	1
297	их работать	1	1
298	их и	1	1
299	песнями хором	1	1
300	ли это?	1	1
301	на путь	4	1
302	живет в	1	1
303	черт у	1	1
304	игру с	1	1
305	от всякой	1	1
306	жизнь без	1	1
307	дух небытия	2	1
308	тебе чтобы	1	1
309	заслугу себе	1	1
310	эмпирического мира	1	1
311	какими они	1	1
312	бога есть	1	1
313	человеческой природы	7	1
314	истины и	1	1
315	бога это	1	1
316	по сравнению	1	1
317	как религию	1	1
318	всего только	1	1
319	вопрос о	6	1
320	отверг во	1	1
321	не была	1	1
322	для раскрытия	1	1
323	который был	2	1
324	только это	2	1
325	смерть человеку	1	1
326	абсолютное знамя	1	1
327	находится в	1	1
328	как детскую	1	1
329	этой нагой	1	1
330	заботы мучительнее	1	1
331	никогда и	1	1
332	я не	5	1
333	и ее	1	1
334	атеистического социализма	1	1
335	чем счастье	1	1
336	не был	2	1
337	же что	2	1
338	знамя которое	1	1
339	вражда к	1	1
340	побежит человечество	1	1
341	несчастное существо	1	1
342	быть скрыта	1	1
343	камни в	1	1
344	и на	3	1
345	он был	9	1
346	после того	2	1
347	теперь и	1	1
348	и который	1	1
349	со словами	1	1
350	человека любовь	2	1
351	любви к	7	1
352	духа который	2	1
353	не знающее	1	1
354	у маркса	1	1
355	вечной жизни	4	1
356	жизни с	1	1
357	путь путь	1	1
358	и раскаленной	1	1
359	людей мы	1	1
360	раскаленной пустыне?	1	1
361	плясками о	1	1
362	все в	1	1
363	за тобой	1	1
364	стремлений не	1	1
365	к нему	2	1
366	инквизитор но	1	1
367	как найти	1	1
368	идет к	1	1
369	которое предлагалось	1	1
370	сознания не	1	1
371	если в	1	1
372	свободы с	1	1
373	менее всего	3	1
374	убедим их	1	1
375	в новом	1	1
376	а потому	1	1
377	что человек	2	1
378	пустая свобода	1	1
379	себе и	2	1
380	такой силой	1	1
381	бы в	2	1
382	важное для	1	1
383	себя но	1	1
384	революция духа	1	1
385	хотел бы	1	1
386	нагой и	1	1
387	бы передать	1	1
388	это лишь	2	1
389	и можно	3	1
390	часы мы	1	1
391	и свободное	1	1
392	достоинство человека	1	1
393	насилие и	1	1
394	я представляю	1	1
395	к конечному	1	1
396	мы дадим	1	1
397	кому бы	1	1
398	человечества не	1	1
399	его на	4	1
400	как в	7	1
401	и мир	2	1
402	в свободные	1	1
403	все миллионы	1	1
404	все будут	2	1
405	осчастливить людей	1	1
406	в своем	8	1
407	сознание могло	1	1
408	передать поскорее	1	1
409	что нет	3	1
410	есть что-то	4	1
411	его свободы	1	1
412	но с	2	1
413	что лишь	1	1
414	потому поступил	1	1
415	могли бы	1	1
416	жизнь свою	1	1
417	мы видим	2	1
418	со злом	3	1
419	был таким	1	1
420	и бессильны	1	1
421	мы увидим	2	1
422	ли он	1	1
423	царство и	1	1
424	от смысла	1	1
425	мы устроим	1	1
426	в католичестве	3	1
427	человеческая имеет	1	1
428	природы на	1	1
429	царства божьего	1	1
430	маркса в	1	1
431	это очень	1	1
432	духа в	2	1
433	со своей	1	1
434	в самом	5	1
435	земное царство	1	1
436	к свободе	1	1
437	отверг единственное	1	1
438	у них	4	1
439	и небытию	1	1
440	в которой	2	1
441	устроения царства	1	1
442	об окончательном	1	1
443	дадим им	1	1
444	что это	6	1
445	любовь есть	5	1
446	очень глубокий	1	1
447	бы ни	1	1
448	но под	1	1
449	окончательное избрание	1	1
450	на людей	2	1
451	в целом	1	1
452	средство для	2	1
453	счастья и	1	1
454	видишь ли	1	1
455	человеческой души	1	1
456	личности по	1	1
457	стадо благодарное	1	1
458	в этой	7	1
459	же и	2	1
460	и счастье	1	1
461	найти того	1	1
462	царства мира	2	1
463	есть зло	2	1
464	устроения их	1	1
465	лишь во	1	1
466	христианство есть	1	1
467	свободы но	1	1
468	признание абсолютного	1	1
469	своей целью	1	1
470	человеческую личность	1	1
471	его совесть	1	1
472	уже в	2	1
473	жизнь как	1	1
474	и хотел	1	1
475	достоинства человека	1	1
476	с невинными	1	1
477	человечество как	1	1
478	и если	2	1
479	благодарное и	1	1
480	не преодолевается	1	1
481	они побороли	1	1
482	это отрицание	1	1
483	уклон к	1	1
484	говорит что	2	1
485	свою свободу	5	1
486	перестает быть	1	1
487	в я	1	1
488	человеческого духа	5	1
489	не будут	2	1
490	как дети	1	1
491	искать в	1	1
492	абсолютное значение	1	1
493	любви в	1	1
494	чем у	4	1
495	зла и	7	1
496	и вот	5	1
497	слабы и	1	1
498	послушное хотя	1	1
499	ницше и	1	1
500	детскими песнями	1	1
501	не для	3	1
502	отношение к	8	1
503	человека когда	1	1
504	природы человека	1	1
505	в xx	1	1
506	но что	1	1
507	бытия и	1	1
508	у него	22	1
509	свобода есть	1	1
510	не случайно	2	1
511	в грядущем	2	1
512	заставить всех	1	1
513	этом мире	1	1
514	и человеческого	2	1
515	на этом	2	1
516	небытия есть	1	1
517	социализме есть	1	1
518	он так	2	1
519	ее на	1	1
520	лишив его	1	1
521	человека в	14	1
522	и свободу	1	1
523	же пути	1	1
524	тут не	2	1
525	на нее	1	1
526	бы это	1	1
527	тот дар	1	1
528	для того	5	1
529	представляю себе	1	1
530	труда часы	1	1
531	этом нет	1	1
532	или ницше	1	1
533	любит и	2	1
534	их во	1	1
535	и подобие	5	1
536	и устроения	1	1
537	не были	1	1
538	и с	3	1
539	мы разрешим	1	1
540	уже последние	1	1
541	было не	2	1
542	была вражда	1	1
543	не надо	2	1
544	и менее	1	1
545	с другой	1	1
546	хоть и	1	1
547	этом пути	2	1
548	его личности	1	1
549	есть не	5	1
550	бог но	1	1
551	должен привести	3	1
552	поскорее тот	1	1
553	русской революции	3	1
554	это одна	1	1
555	миру и	1	1
556	и быть	1	1
557	ничтожны и	1	1
558	в массе	1	1
559	к миру	1	1
560	марксе и	1	1
561	и тем	1	1
562	души и	2	1
563	и безбожной	2	1
564	соединение и	1	1
565	детскую игру	1	1
566	имя своей	2	1
567	хлеба насущного	1	1
568	земли во	1	1
569	к человеку	12	1
570	церкви и	1	1
571	и своего	2	1
572	есть соединение	1	1
573	формах в	1	1
574	она и	1	1
575	которые идут	1	1
576	может ли	1	1
577	это? и	1	1
578	у человека	1	1
579	католичество и	1	1
580	власти и	1	1
581	человеческой жизни	2	1
582	не всегда	2	1
583	и уже	1	1
584	с которым	3	1
585	зла для	1	1
586	жизнь в	6	1
587	от труда	1	1
588	для чего	3	1
589	слова для	1	1
590	очень важное	2	1
591	человека не	4	1
592	было для	2	1
593	о чем	1	1
594	которым это	1	1
595	тебе что	1	1
596	и религию	1	1
597	и своим	2	1
598	социализм как	1	1
599	отца своего	2	1
600	всех преклониться	1	1
601	него не	1	1
602	любви человека	2	1
603	как стадо	1	1
604	что путь	2	1
605	о зле	1	1
606	своем не	1	1
607	иван карамазов	13	1
608	соблазн небытия	2	1
609	обрати их	1	1
610	суд над	1	1
611	себя за	1	1
612	как сама	1	1
613	бог есть	2	1
614	вместе с	2	1
615	так же	6	1
616	того духа	1	1
617	что личность	2	1
618	человека к	8	1
619	что всякий	3	1
620	существует человек	1	1
621	работать но	1	1
622	сии камни	1	1
623	в человеке	2	1
624	совести не	1	1
625	у нас	11	1
626	в которых	1	1
627	существо рождается	1	1
628	и сделали	1	1
629	неверие в	1	1
630	в изображении	1	1
631	связанность и	1	1
632	сравнению с	1	1
633	рим и	1	1
634	предлагалось тебе	1	1
635	эти современные	1	1
636	свободные от	1	1
637	с такой	1	1
638	свободными когда	1	1
639	ведет к	13	1
640	наконец-то они	1	1
641	личное начало	2	1
642	тобой побежит	1	1
643	бога во	1	1
644	этот есть	1	1
645	зла не	3	1
646	в заслугу	1	1
647	но я	1	1
648	марксистский социализм	2	1
649	xx веке	1	1
650	а потом	1	1
651	бунт против	3	1
652	есть одна	1	1
653	образ и	5	1
654	в тот	1	1
655	слабосильных существ	1	1
656	есть еще	2	1
657	они слабы	1	1
658	пустыне? обрати	1	1
659	по силам	1	1
660	свобода и	2	1
661	христос во	1	1
662	если нет	8	1
663	нужно идти	1	1
664	к высшему	1	1
665	сама она	1	1
666	мира с	1	1
667	новый опыт	1	1
668	этого слова	1	1
669	с этой	1	1
670	любя их	1	1
671	невыносимее свободы	1	1
672	любви и	3	1
673	с любовью	2	1
674	в атмосфере	2	1
675	и нет	3	1
676	на тысячу	1	1
677	можно ли	3	1
678	станут свободными	1	1
679	ли сии	1	1
680	невинными плясками	1	1
681	есть один	2	1
682	человека есть	3	1
683	как можно	1	1
684	есть знак	1	1
685	из нас	1	1
686	чтобы заставить	1	1
687	ничего кроме	2	1
688	есть прежде	5	1
689	обратился к	1	1
690	на два	1	1
691	грех они	1	1
692	существ какими	1	1
693	со свободой	4	1
694	не по	1	1
695	боролся с	1	1
696	истинная любовь	3	1
697	вечно трепещущее	1	1
698	и именно	1	1
699	людей к	1	1
700	всех на	1	1
701	но она	2	1
702	должна раскрыться	2	1
703	самые глубокие	1	1
704	его есть	1	1
705	есть путь	2	1
706	и слишком	1	1
707	того кому	1	1
708	не существует	3	1
709	и от	3	1
710	подобие божье	1	1
711	задача которая	1	1
712	и всегда	3	1
713	мира и	1	1
714	нет бога	4	1
715	единственное абсолютное	1	1
716	ничего не	2	1
717	человек и	2	1
718	в разных	2	1
719	того как	3	1
720	жизни не	2	1
721	нет сознания	1	1
722	зло должно	2	1
723	христа и	1	1
724	не захотели	1	1
725	лишь как	3	1
726	может быть	21	1
727	людей об	1	1
728	человек на	1	1
729	побороли свободу	1	1
730	природы в	2	1
731	заставим их	1	1
732	в русском	4	1
733	конце концов	1	1
734	будут счастливы	2	1
735	разрешим им	1	1
736	более всего	1	1
737	во всем	5	1
738	свобода человека	1	1
739	и любовь	2	1
740	католичестве и	1	1
741	духа а	1	1
742	будет еще	1	1
743	в мировом	1	1
744	в новых	2	1
745	грядущих счастливцев	1	1
746	в сознании	1	1
747	хором с	1	1
748	свободу за	1	1
749	что наконец-то	1	1
750	уже и	1	1
751	мы убедим	1	1
752	человеческого общества	2	1
753	связь с	1	1
754	жизни в	3	1
755	что на	1	1
756	человека что	2	1
757	в будущем	1	1
758	да это	1	1
759	устроить земное	1	1
760	не быть	1	1
761	мира для	1	1
762	свободы а	1	1
763	его нужно	1	1
764	для нашего	1	1
765	идея в	1	1
766	социализма и	3	1
767	имеет абсолютное	1	1
768	зло это	1	1
769	и дал	1	1
770	общества невыносимее	1	1
771	но все	1	1
772	есть и	3	1
773	новых формах	1	1
774	счастье слабосильных	1	1
775	есть то	1	1
776	знамя хлеба	1	1
777	к этому	1	1
778	дух в	1	1
779	тайны и	1	1
780	социализма не	1	1
781	в окончательном	1	1
782	его с	2	1
783	с детскими	1	1
784	и атеистического	1	1
785	зло не	3	1
786	в своих	3	1
787	этого духа	1	1
788	есть свобода	1	1
789	и эта	2	1
790	это в	1	1
791	но к	1	1
792	им и	1	1
793	себя и	3	1
794	она не	8	1
795	во власть	1	1
796	мы заставим	1	1
797	они не	4	1
