N	2gram	Potebnia_M_1	Stilisti
108	к тому	4	4
109	на это	1	4
110	свою очередь	4	4
111	языка и	17	4
112	с самого	3	4
113	было в	1	4
114	если бы	14	4
115	в словах	3	4
116	о том	2	4
117	влияние на	2	4
118	которой мы	1	4
119	во внутренней	3	4
120	того что	8	4
121	один из	1	4
122	мы видим	4	4
123	мы увидим	3	4
124	в обществе	1	4
125	если мы	3	4
126	вопроса о	2	4
127	речь и	2	4
128	были бы	3	4
129	в слове	8	4
130	то есть	42	4
131	не что	2	4
132	и слушающего	1	4
133	все это	1	4
134	не существует	2	4
135	бы в	4	4
136	человека не	2	4
137	природы или	1	4
138	того времени	1	4
139	так же	5	4
140	человеческой речи	1	3
141	вряд ли	1	3
142	отношения к	1	3
143	словом и	2	3
144	на самом	1	3
145	круг предметов	1	3
146	еще не	6	3
147	видели что	1	3
148	то он	2	3
149	ответ на	1	3
150	перед нами	1	3
151	хотя и	3	3
152	та же	1	3
153	если он	1	3
154	вследствие этого	1	3
155	что всякое	1	3
156	их в	1	3
157	заключает в	2	3
158	не будет	2	3
159	лишь в	1	3
160	это не	7	3
161	может стать	1	3
162	не мог	3	3
163	том что	16	3
164	уважение к	2	3
165	что такое	1	3
166	бы мы	1	3
167	в разных	2	3
168	связи с	3	3
169	до того	1	3
170	может показаться	1	3
171	деятельности и	5	3
172	да и	1	3
173	слова но	2	3
174	и развития	2	3
175	что оно	2	3
176	в виду	2	3
177	но при	3	3
178	в ее	1	3
179	роль в	1	3
180	что у	1	3
181	мы в	2	3
182	приближается к	1	3
183	не имеем	2	3
184	должно было	1	3
185	связь между	2	3
186	нуждается в	2	3
187	то мы	2	3
188	жизни и	2	3
189	только на	3	3
190	из них	1	3
191	не так	3	3
192	представить себе	3	3
193	в котором	1	3
194	в одном	8	3
195	но что	1	3
196	от того	4	3
197	явления природы	1	3
198	что и	6	3
199	и даже	4	3
200	и уже	1	3
201	если не	2	3
202	в тех	1	3
203	этого слова	1	3
204	как только	1	3
205	в целом	2	3
206	как предмет	2	3
207	в начале	2	3
208	и слово	1	3
209	но для	1	3
210	и для	5	3
211	для нас	9	3
212	и все	3	3
213	язык не	5	3
214	между ними	1	3
215	сказать что	3	3
216	человека и	1	2
217	жизни мы	1	2
218	нас не	1	2
219	что эти	1	2
220	и этот	1	2
221	от чего	1	2
222	его не	1	2
223	мы имеем	1	2
224	вопрос о	4	2
225	на эти	1	2
226	как не	1	2
227	иное как	2	2
228	природы и	1	2
229	но не	8	2
230	только потому	3	2
231	значение и	2	2
232	только тогда	5	2
233	в помощи	1	2
234	должны были	1	2
235	очевидно что	3	2
236	себе и	1	2
237	как в	10	2
238	и нет	1	2
239	помнить что	3	2
240	от нашего	1	2
241	может получить	1	2
242	все эти	1	2
243	бы не	6	2
244	друг другу	3	2
245	человек не	1	2
246	этот процесс	1	2
247	одной и	3	2
248	может перейти	1	2
249	значительной степени	2	2
250	связанные с	1	2
251	зрения на	1	2
252	есть не	2	2
253	человечества но	1	2
254	с этим	7	2
255	в жизни	3	2
256	не всегда	1	2
257	в этих	7	2
258	и при	3	2
259	в своей	3	2
260	в отношении	1	2
261	в которых	1	2
262	для всякого	2	2
263	в мире	3	2
264	важную роль	1	2
265	однако в	4	2
266	который мы	1	2
267	существует и	1	2
268	слова мы	3	2
269	ее с	2	2
270	в нас	7	2
271	что иное	2	2
272	не останется	1	2
273	это слово	1	2
274	этом отношении	1	2
275	в каком	6	2
276	в движении	2	2
277	от их	1	2
278	все то	2	2
279	без языка	4	2
280	приведенных нами	1	2
281	не есть	10	2
282	из всего	1	2
283	здесь не	1	2
284	времени и	2	2
285	не с	1	2
286	быть может	1	2
287	и вообще	3	2
288	с ним	3	2
289	по своей	1	2
290	к нему	1	2
291	находит свое	1	2
292	в языке	33	2
293	не должен	1	2
294	языка мы	1	2
295	эти звуковые	1	2
296	помощи языка	1	2
297	как например	2	2
298	в том	26	2
299	что он	1	2
300	в какой	1	2
301	как нечто	1	2
302	их мы	1	2
303	для всех	5	2
304	слова не	2	2
305	или даже	3	2
306	в душе	11	2
307	для него	4	2
308	для них	2	2
309	заметить что	2	2
310	тем что	9	2
311	даже и	2	2
312	перейти к	2	2
313	нужно было	3	2
314	а на	1	2
315	развития в	1	2
316	и эту	1	2
317	говорить и	1	2
318	к которому	3	2
319	еще и	1	2
320	не было	4	2
321	зависит от	5	2
322	речи это	1	2
323	разных местах	1	2
324	будет иметь	1	2
325	в связи	1	2
326	равно как	1	2
327	связь с	2	2
328	нет ничего	2	2
329	слово становится	1	2
330	и потому	5	2
331	как одно	1	2
332	перейти в	1	2
333	смысле этого	1	2
334	должно быть	7	2
335	про себя	1	2
336	впечатлений от	1	2
337	сих пор	1	2
338	но это	5	2
339	в так	1	2
340	при всем	1	2
341	тем и	1	2
342	или в	2	2
343	но об	1	2
344	о происхождении	8	2
345	происхождении языка	7	2
346	несмотря на	5	2
347	этот вопрос	2	2
348	не говоря	1	2
349	к этому	1	2
350	в голову	1	2
351	в своих	4	2
352	внутренняя и	1	2
353	членораздельный звук	2	2
354	то чему	1	1
355	мы начнем	1	1
356	одним из	2	1
357	языка с	6	1
358	же как	1	1
359	чтобы не	2	1
360	наших исследований	1	1
361	над нашим	1	1
362	переход от	1	1
363	решительно все	1	1
364	не иначе	3	1
365	и всем	1	1
366	чего не	1	1
367	которую они	1	1
368	и самое	2	1
369	не имеют	5	1
370	собственном смысле	1	1
371	в их	2	1
372	например в	1	1
373	до такой	1	1
374	язык как	7	1
375	именно к	1	1
376	этом не	1	1
377	оба эти	1	1
378	в сущности	2	1
379	совпадает с	1	1
380	само слово	1	1
381	языка без	1	1
382	жизни как	1	1
383	они были	1	1
384	ему в	1	1
385	но то	1	1
386	два рода	1	1
387	так а	1	1
388	того же	3	1
389	из ее	1	1
390	в каждой	1	1
391	это возможно	1	1
392	в чем	1	1
393	служит для	2	1
394	одним словом	2	1
395	но как	3	1
396	и другие	1	1
397	не то	1	1
398	если в	1	1
399	тесно связанные	1	1
400	какой степени	1	1
401	уже как	1	1
402	друга и	1	1
403	так язык	1	1
404	связи и	1	1
405	грамматических форм	1	1
406	к сожалению	1	1
407	относится к	3	1
408	в собственном	2	1
409	там где	4	1
410	в истории	7	1
411	более чем	1	1
412	притом так	1	1
413	в одной	1	1
414	для создания	1	1
415	дает нам	1	1
416	только ее	1	1
417	нем ничего	1	1
418	скажем что	1	1
419	в своем	3	1
420	и есть	2	1
421	и слова	2	1
422	когда он	1	1
423	и понимания	9	1
424	вопросом о	2	1
425	был связан	1	1
426	бы стать	1	1
427	более или	1	1
428	себе не	1	1
429	увидим что	4	1
430	этим языком	1	1
431	ясно и	1	1
432	от этого	1	1
433	его части	1	1
434	другие органы	1	1
435	то в	5	1
436	зависит и	1	1
437	указания на	2	1
438	же быть	1	1
439	формы в	1	1
440	чем больше	1	1
441	он в	1	1
442	из этих	4	1
443	звукового языка	1	1
444	что так	1	1
445	законам природы	1	1
446	думать что	3	1
447	себя теперь	1	1
448	и отношения	1	1
449	с их	1	1
450	тем он	1	1
451	бы только	2	1
452	не могла	2	1
453	его но	1	1
454	все они	2	1
455	и если	2	1
456	все ее	2	1
457	с течением	1	1
458	своих внутренних	1	1
459	тем не	6	1
460	он не	3	1
461	происхождения языка	1	1
462	соприкасается с	1	1
463	и общее	1	1
464	ключ к	2	1
465	он должен	2	1
466	к одному	2	1
467	не как	1	1
468	нашего времени	1	1
469	общество и	2	1
470	но вместе	2	1
471	объективность и	1	1
472	на этом	1	1
473	прежде чем	3	1
474	развития языка	1	1
475	так например	3	1
476	на то	2	1
477	что нельзя	1	1
478	могла бы	2	1
479	мыслью но	1	1
480	тем в	1	1
481	в другом	1	1
482	развития к	1	1
483	на все	2	1
484	как между	1	1
485	то все	2	1
486	не совпадает	1	1
487	одна и	1	1
488	всю свою	1	1
489	истории и	1	1
490	должен был	1	1
491	весь мир	1	1
492	этот мир	1	1
493	уже язык	1	1
494	слов для	1	1
495	за ним	2	1
496	но уже	2	1
497	например дерево	1	1
498	с этой	2	1
499	только свою	1	1
500	будем в	1	1
501	во внимание	3	1
502	движения и	1	1
503	перестает быть	1	1
504	языка конечно	1	1
505	и того	2	1
506	себе все	1	1
507	одного и	2	1
508	или менее	1	1
509	в г	2	1
510	с областью	1	1
511	оно происходит	1	1
512	таким же	2	1
513	слов поэтому	1	1
514	например голода	1	1
515	взгляд на	2	1
516	в следующем	1	1
517	на свою	1	1
518	мысли и	9	1
519	теперь как	1	1
520	о языке	3	1
521	природы но	2	1
522	тогда только	1	1
523	и первые	1	1
524	знание этого	1	1
525	по крайней	2	1
526	и эти	1	1
527	этот предмет	1	1
528	том же	2	1
529	что этот	1	1
530	из одного	3	1
531	или если	1	1
532	вместе со	1	1
533	по себе	10	1
534	даже в	1	1
535	человека но	1	1
536	и говорящий	1	1
537	в одно	2	1
538	произведения и	1	1
539	бы их	1	1
540	нет никакого	1	1
541	без него	2	1
542	если и	2	1
543	всех их	1	1
544	не менее	6	1
545	других отношений	1	1
546	выраженной в	1	1
547	это чувство	1	1
548	в таких	2	1
549	как можно	1	1
550	она не	3	1
551	этими двумя	1	1
552	и проч	1	1
553	как изменяется	1	1
554	тогда когда	9	1
555	того как	6	1
556	в развитии	1	1
557	и искусство	1	1
558	словом но	3	1
559	только не	2	1
560	следовательно и	2	1
561	совершенно ясным	1	1
562	и всегда	2	1
563	с физиологическим	1	1
564	в общих	1	1
565	воли и	1	1
566	в самой	3	1
567	именно с	1	1
568	находятся в	3	1
569	и весь	1	1
570	вне его	1	1
571	на природу	1	1
572	этой речи	1	1
573	убедиться в	1	1
574	и теперь	1	1
575	бы по	1	1
576	доказать что	1	1
577	представлений в	1	1
578	и делает	1	1
579	которому мы	1	1
580	тела и	1	1
581	группы и	1	1
582	один шаг	1	1
583	отношении языка	1	1
584	представлять себе	1	1
585	какой форме	1	1
586	языка в	6	1
587	и оно	1	1
588	опыт с	1	1
589	не могут	4	1
590	языке и	1	1
591	нас происходит	1	1
592	должны быть	7	1
593	себя только	2	1
594	что при	5	1
595	если же	5	1
596	должен быть	1	1
597	что для	3	1
598	и о	2	1
599	каждому из	2	1
600	говоря уже	1	1
601	будет видно	1	1
602	исторической жизни	1	1
603	мысль о	2	1
604	слова были	2	1
605	только вследствие	1	1
606	уже с	2	1
607	в произведении	1	1
608	нельзя в	1	1
609	лучше сказать	1	1
610	всей своей	1	1
611	и характер	1	1
612	человека для	1	1
613	даже отчасти	1	1
614	людей он	1	1
615	его самого	2	1
616	сколько бы	1	1
617	нам остается	1	1
618	здесь нет	1	1
619	же эти	1	1
620	вопрос только	1	1
621	человека над	1	1
622	еще в	1	1
623	когда в	3	1
624	помощи слова	1	1
625	мысли мы	1	1
626	понятно что	1	1
627	является в	1	1
628	для этого	2	1
629	по мере	6	1
630	к языку	2	1
631	образом в	1	1
632	слова а	1	1
633	может в	1	1
634	и историческое	1	1
635	не найдем	1	1
636	каждый раз	4	1
637	во-вторых не	1	1
638	на вопрос	1	1
639	столь же	3	1
640	никак не	2	1
641	и что	10	1
642	как ее	1	1
643	становится уже	1	1
644	мог бы	2	1
645	что его	1	1
646	все его	1	1
647	и во	3	1
648	образом мы	1	1
649	взаимодействия таким	1	1
650	между тем	5	1
651	что первый	2	1
652	при исследовании	1	1
653	примыкает к	1	1
654	крайней мере	2	1
655	вслед за	1	1
656	и первыми	1	1
657	что бы	2	1
658	слова для	4	1
659	языка это	1	1
660	в каких	1	1
661	на те	1	1
662	отражения в	1	1
663	которым мы	1	1
664	кроме самого	1	1
665	с ними	1	1
666	дело с	1	1
667	бы из	1	1
668	к нашему	1	1
669	например можно	1	1
670	между этими	1	1
671	вошло в	1	1
672	неизвестных нам	1	1
673	создание и	1	1
674	история и	2	1
675	с какой	1	1
676	б мы	2	1
677	так что	16	1
678	деятельности для	1	1
679	есть в	2	1
680	не можем	2	1
681	одном и	2	1
682	языка как	5	1
683	в виде	1	1
684	его с	2	1
685	вообще может	1	1
686	не из	3	1
687	каким образом	3	1
688	что вообще	1	1
689	при помощи	2	1
690	по отношению	13	1
691	разума и	1	1
692	он принадлежит	1	1
693	был бы	1	1
694	одинаковое и	1	1
695	не сумеет	1	1
696	ни в	1	1
697	могло бы	3	1
698	иначе как	2	1
699	вовсе не	5	1
700	от тех	1	1
701	ее не	1	1
702	друг друга	5	1
703	у него	1	1
704	который служит	1	1
705	превращается в	1	1
706	процессы в	1	1
707	не противоречит	1	1
708	предметов и	2	1
709	это будет	2	1
710	с общим	1	1
711	в другой	3	1
712	со стороны	8	1
713	в языке?	1	1
714	до сих	1	1
715	с другой	7	1
716	без понимания	1	1
717	каждый человек	1	1
718	всякая речь	1	1
719	за пределы	2	1
720	этим путем	1	1
721	что человек	5	1
722	языка можно	3	1
723	все равно	1	1
724	представления но	1	1
725	как же	1	1
726	язык на	1	1
727	такое же	1	1
728	души и	5	1
729	по всей	1	1
730	к более	1	1
731	ничем не	1	1
732	движение языка	2	1
733	чтобы убедиться	1	1
734	окружающего мира	1	1
735	на этот	2	1
736	именно так	1	1
737	языка не	5	1
738	его как	1	1
739	без известной	1	1
740	возвращаясь к	1	1
741	со своими	1	1
742	и том	2	1
743	есть явление	2	1
744	и отношение	1	1
745	в речи	1	1
746	лица и	2	1
747	но оно	3	1
748	нашей мысли	1	1
749	утверждению что	1	1
750	прибавить еще	1	1
751	историю и	1	1
752	слова то	2	1
753	только его	1	1
754	это служит	1	1
755	без помощи	1	1
756	ни от	1	1
757	предположить что	1	1
758	он говорит	1	1
759	пройти через	1	1
760	в течение	2	1
761	если язык	1	1
762	тому как	4	1
763	или возможность	1	1
764	для человека	2	1
765	в человеческом	2	1
766	многих других	1	1
767	только то	2	1
768	частей речи	1	1
769	только совокупность	1	1
770	сил которые	1	1
771	именно в	1	1
772	голода и	1	1
773	не внешним	1	1
774	говорить что	1	1
775	из чего	1	1
776	виду что	1	1
777	особенностей и	1	1
778	на человека	1	1
779	в более	4	1
780	не станет	2	1
781	то будет	1	1
782	что собственно	1	1
783	для выражения	1	1
784	новое слово	1	1
785	к пониманию	1	1
786	в мысли	8	1
787	не имея	1	1
788	что я	1	1
789	сознания и	1	1
790	само по	4	1
791	в результате	1	1
792	о котором	3	1
793	бы даже	2	1
794	что в	22	1
795	к одной	3	1
796	говоря о	1	1
797	это так	1	1
798	собственно говоря	1	1
799	с языком	2	1
800	еще более	2	1
801	тем более	2	1
802	даже будем	1	1
803	направление его	1	1
804	будто бы	1	1
805	с другими	1	1
806	есть продукт	1	1
807	к мысли	2	1
808	к лицу	1	1
809	и органы	1	1
810	то вопрос	1	1
811	нам не	1	1
812	слово в	1	1
813	но если	2	1
814	лишь по	1	1
815	необходимое условие	1	1
816	или других	1	1
817	другой стороны	5	1
818	была бы	2	1
819	совершенно не	1	1
820	нет но	1	1
821	творчества не	1	1
822	в последнем	1	1
823	до какой	1	1
824	отношению к	13	1
825	сущность языка	1	1
826	только о	1	1
827	определение языка	1	1
828	в действительности	4	1
829	не нуждается	2	1
830	указывают на	2	1
831	заключать в	1	1
832	в таком	5	1
833	все что	2	1
834	языка эта	1	1
