N	2gram	Medvedev_F_3	Problema
187	же как	3	3
188	то в	2	3
189	здесь и	6	3
190	говорить о	2	3
191	и ее	6	3
192	из того	1	3
193	это же	1	3
194	но не	5	3
195	знака с	1	3
196	в художественном	5	3
197	кроме того	1	3
198	и как	4	3
199	в самом	11	3
200	что это	3	3
201	в этой	2	3
202	говорят о	2	3
203	на то	1	3
204	конце концов	2	3
205	одно и	1	3
206	но все	1	3
207	значение в	1	3
208	об этом	1	3
209	его в	7	3
210	с другими	1	3
211	но уже	2	3
212	он является	2	3
213	о которых	1	3
214	в чистом	1	3
215	этого произведения	1	3
216	и тогда	2	3
217	но никак	1	3
218	не значит	2	3
219	бы к	2	3
220	себе а	1	3
221	в которых	3	3
222	но эта	2	3
223	бы быть	2	3
224	же такое	1	3
225	и очень	2	3
226	знаком и	1	3
227	на себе	1	3
228	та или	1	3
229	ничего не	2	3
230	находятся в	2	3
231	именно потому	2	3
232	свое значение	1	3
233	если же	5	3
234	она не	4	3
235	от художественной	1	3
236	то или	2	3
237	идет речь	1	3
238	на что-то	1	3
239	если бы	12	3
240	том или	1	3
241	может иметь	2	3
242	не так	1	3
243	быть и	1	3
244	в качестве	1	3
245	самом деле	16	3
246	есть в	1	3
247	уже в	4	3
248	а то	1	3
249	для него	1	3
250	могло бы	1	3
251	случае не	1	3
252	отличие от	2	3
253	здесь в	1	3
254	являются только	2	3
255	что для	1	3
256	прежде всего	4	3
257	именно так	5	3
258	в первую	1	3
259	жизнь в	1	3
260	но оно	2	3
261	в той	3	3
262	образ и	1	3
263	с этой	1	3
264	слова и	4	3
265	в условиях	3	3
266	формы и	3	3
267	и все	8	3
268	ни к	1	3
269	хотя бы	6	3
270	ни было	5	3
271	же в	1	3
272	есть уже	1	3
273	а ведь	1	3
274	или иного	1	3
275	из этого	4	3
276	к тому	4	3
277	того же	3	2
278	что смысл	1	2
279	и до	1	2
280	поэтому и	2	2
281	его не	1	2
282	мы имеем	1	2
283	мы и	3	2
284	этого термина	1	2
285	литературы и	3	2
286	целое и	3	2
287	не был	1	2
288	во всех	3	2
289	совсем не	5	2
290	то он	3	2
291	или иное	2	2
292	с этим	1	2
293	и нет	1	2
294	не являются	2	2
295	тем же	7	2
296	значение если	1	2
297	с их	1	2
298	всей его	1	2
299	а вовсе	4	2
300	время и	1	2
301	всех этих	2	2
302	же типа	1	2
303	ведь не	2	2
304	ни была	1	2
305	в понятии	1	2
306	между знаком	1	2
307	что является	1	2
308	из отдельных	1	2
309	же не	1	2
310	и может	1	2
311	зрения на	1	2
312	для них	7	2
313	чего бы	1	2
314	в слове	4	2
315	он и	3	2
316	для чего	2	2
317	мы видели	4	2
318	между собою	1	2
319	нисколько не	2	2
320	в этих	3	2
321	и при	1	2
322	имели в	1	2
323	первый план	1	2
324	в котором	2	2
325	с точки	14	2
326	в их	1	2
327	возможны только	1	2
328	мы говорили	1	2
329	в отличие	2	2
330	от его	3	2
331	является в	2	2
332	бы о	1	2
333	и более	3	2
334	произведения в	6	2
335	однако в	2	2
336	если нет	1	2
337	бы нас	1	2
338	в отношении	2	2
339	при условии	1	2
340	и художественной	2	2
341	дело не	2	2
342	в процессе	15	2
343	в основе	3	2
344	и именно	2	2
345	возможно и	1	2
346	действительности но	1	2
347	в самой	2	2
348	слова как	2	2
349	и по	1	2
350	как она	1	2
351	ровно ничего	2	2
352	ничто не	3	2
353	однако это	1	2
354	чистом виде	1	2
355	в общую	1	2
356	могут быть	4	2
357	всегда есть	1	2
358	виде как	1	2
359	же оказывается	1	2
360	что при	1	2
361	с ее	2	2
362	и сами	2	2
363	настоящее время	1	2
364	определенным образом	1	2
365	только то	3	2
366	она может	1	2
367	это можно	2	2
368	том как	2	2
369	жизнь и	3	2
370	в настоящее	1	2
371	все дело	1	2
372	искусства и	1	2
373	это вполне	1	2
374	художественной структуры	2	2
375	поэтому хотя	1	2
376	и во	2	2
377	переходит в	2	2
378	мы ни	2	2
379	и следовательно	3	2
380	для самого	1	2
381	но с	1	2
382	чисто художественной	2	2
383	который в	1	2
384	с одной	1	2
385	себя в	1	2
386	да еще	1	2
387	и у	1	2
388	в нашей	1	2
389	ведь если	2	2
390	в начале	1	2
391	является не	2	2
392	за счет	2	2
393	из них	2	2
394	почему например	1	2
395	произведения и	3	2
396	от тех	1	2
397	друг друга	5	2
398	или ином	1	2
399	от того	2	2
400	друга и	1	2
401	даже не	1	2
402	до сих	1	2
403	на ее	4	2
404	именно в	1	2
405	в природе	1	2
406	только к	1	2
407	ничем не	1	2
408	о чем	1	2
409	произведение в	4	2
410	действительности как	1	2
411	в частности	1	2
412	вместе с	6	2
413	происходит в	1	2
414	как это	4	2
415	к другой	1	2
416	он будет	1	2
417	на какой-то	1	2
418	и всей	1	2
419	по существу	1	2
420	к проблеме	3	2
421	в контексте	1	2
422	к понятию	1	2
423	вещей с	1	2
424	сих пор	1	2
425	ни для	2	2
426	и для	6	2
427	при таком	1	2
428	только тогда	1	2
429	мы только	1	2
430	в результате	5	2
431	а к	2	2
432	к одной	2	2
433	ее и	2	2
434	от него	2	2
435	у них	2	2
436	бы в	6	2
437	все они	1	2
438	к самому	2	2
439	героя в	3	2
440	это так	1	2
441	это в	1	2
442	это понятие	2	2
443	этой точки	1	2
444	действительности так	1	1
445	между художественным	1	1
446	от этой	1	1
447	произведения но	4	1
448	на а	1	1
449	не должны	1	1
450	одним из	3	1
451	л толстого	1	1
452	он может	2	1
453	и всеми	1	1
454	об искусстве	1	1
455	в первом	1	1
456	значение он	2	1
457	в конкретном	4	1
458	оно было	1	1
459	должна быть	3	1
460	собственном смысле	1	1
461	действительности и	6	1
462	которых идет	1	1
463	не сводимые	1	1
464	и этот	1	1
465	строго отличать	1	1
466	одним и	2	1
467	той же	3	1
468	языка с	1	1
469	связаны между	1	1
470	и нашей	1	1
471	нам в	1	1
472	который был	2	1
473	а для	1	1
474	оно есть	1	1
475	на тему	2	1
476	и говорят	1	1
477	же что	2	1
478	как впрочем	1	1
479	самое примитивное	1	1
480	действительности когда	1	1
481	произведение и	1	1
482	историческую эпоху	1	1
483	и на	3	1
484	между собой	4	1
485	это возможно	1	1
486	быть никакого	1	1
487	слове совершенно	1	1
488	произведения его	2	1
489	бы не	2	1
490	то мы	3	1
491	а отношение	1	1
492	видели что	2	1
493	он говорит	1	1
494	данного элемента	1	1
495	эти произведения	1	1
496	словами что	1	1
497	в сторону	2	1
498	вообще как	1	1
499	а и	3	1
500	вовсе нельзя	1	1
501	себе и	1	1
502	и речи	2	1
503	один и	1	1
504	пришлось бы	1	1
505	определения и	1	1
506	в истории	5	1
507	самое понятие	3	1
508	независимо от	5	1
509	его на	1	1
510	что именно	5	1
511	перехода от	1	1
512	и понимаем	2	1
513	что действительность	1	1
514	который будет	1	1
515	и закон	1	1
516	и художественного	1	1
517	в каком-то	1	1
518	следующим образом	1	1
519	как таковое	1	1
520	от этого	2	1
521	именно эта	1	1
522	или иную	1	1
523	значения как	1	1
524	из жизни	1	1
525	в литературном	1	1
526	другой то	1	1
527	произведения искусства	1	1
528	так или	1	1
529	никакого существенного	1	1
530	из этих	2	1
531	и действительное	1	1
532	говорить об	2	1
533	действительности а	1	1
534	учение о	2	1
535	остановиться на	1	1
536	и тот	1	1
537	сливаются в	3	1
538	иначе и	1	1
539	но ведь	4	1
540	как он	2	1
541	вообще не	2	1
542	бы от	1	1
543	в определенном	1	1
544	на создание	1	1
545	все те	1	1
546	а просто	1	1
547	соприкасается с	1	1
548	перестает быть	2	1
549	произведении как	2	1
550	этого вопроса	1	1
551	не к	1	1
552	момент художественного	1	1
553	самый образ	1	1
554	очевидным что	1	1
555	какой бы	2	1
556	его от	2	1
557	что ни	2	1
558	возможно только	2	1
559	так например	1	1
560	что она	2	1
561	действительности на	1	1
562	именно это	2	1
563	форма у	1	1
564	общностью и	2	1
565	этим самым	2	1
566	так называемым	1	1
567	до бесконечности	1	1
568	необходима уже	1	1
569	лишь в	9	1
570	входит в	8	1
571	каждого элемента	1	1
572	наше сознание	1	1
573	или просто	1	1
574	в него	3	1
575	может стать	3	1
576	в плохих	1	1
577	отца и	1	1
578	быть не	1	1
579	с начала	1	1
580	на сцене	1	1
581	в жизни	11	1
582	другое то	1	1
583	тип является	1	1
584	роли и	1	1
585	произведение как	6	1
586	в них	3	1
587	значение может	1	1
588	отражается в	1	1
589	в своих	6	1
590	всегда и	1	1
591	строгом смысле	1	1
592	значит не	1	1
593	от понятия	1	1
594	автора и	1	1
595	и того	1	1
596	только тем	1	1
597	общее с	1	1
598	в такой	2	1
599	мы конечно	1	1
600	общность и	1	1
601	одной области	1	1
602	она в	1	1
603	пушкина с	1	1
604	то его	2	1
605	не как	2	1
606	значение то	1	1
607	знаем что	2	1
608	слова в	1	1
609	и той	1	1
610	для данного	4	1
611	но он	1	1
612	и эти	1	1
613	и почти	1	1
614	необходимо чтобы	2	1
615	вместе со	1	1
616	даже в	2	1
617	же мы	1	1
618	каждого отдельного	1	1
619	дня и	1	1
620	случае они	1	1
621	тогда когда	4	1
622	правда в	2	1
623	и вместо	1	1
624	состоящее из	1	1
625	мы все	1	1
626	иметь в	1	1
627	одной и	2	1
628	того чтобы	5	1
629	только не	2	1
630	близкими и	1	1
631	подобно тому	4	1
632	и никогда	1	1
633	поскольку оно	2	1
634	и связи	1	1
635	правда это	1	1
636	не ставит	1	1
637	на него	1	1
638	целом и	1	1
639	исторического процесса	3	1
640	не нуждается	3	1
641	в нее	1	1
642	и нисколько	1	1
643	представляется нам	1	1
644	идею и	1	1
645	данности и	1	1
646	не могут	10	1
647	и часто	1	1
648	взятое в	1	1
649	этого и	1	1
650	герой дан	1	1
651	в одну	1	1
652	оно не	3	1
653	утверждать что	1	1
654	будут совершенно	1	1
655	и можем	1	1
656	определенному закону	1	1
657	факт что	1	1
658	здесь необходимо	2	1
659	но при	2	1
660	всего этого	1	1
661	теперь что	1	1
662	мы перешли	1	1
663	в собственном	1	1
664	конструктивного принципа	1	1
665	реальной действительности	3	1
666	отвлечься от	1	1
667	она только	1	1
668	в пределах	8	1
669	в дальнейшем	5	1
670	и литературоведении	1	1
671	если они	2	1
672	котором мы	1	1
673	мы приведем	1	1
674	начала и	1	1
675	это событие	1	1
676	не ради	2	1
677	можно только	2	1
678	в которые	1	1
679	строго говоря	1	1
680	поэтому в	2	1
681	что под	1	1
682	в эпоху	3	1
683	изображение в	1	1
684	говорят что	1	1
685	больше чем	1	1
686	правда эти	1	1
687	часто и	1	1
688	это рассуждение	1	1
689	произведения как	6	1
690	каждой из	1	1
691	и ничем	1	1
692	совершенно случайна	1	1
693	и та	1	1
694	язык и	1	1
695	говорит об	1	1
696	но мы	1	1
697	совершенно неверно	2	1
698	к одному	1	1
699	там же	1	1
700	внешней формы	1	1
701	все в	1	1
702	в данных	1	1
703	связь между	4	1
704	на какую-то	1	1
705	которого оно	1	1
706	искусства с	1	1
707	и каждого	2	1
708	нуждается в	3	1
709	ее художественного	1	1
710	и содержания	2	1
711	возникает вопрос	1	1
712	бы и	3	1
713	исторического развития	2	1
714	что бы	1	1
715	в ту	1	1
716	все время	6	1
717	из моментов	1	1
718	перестал бы	1	1
719	условия для	1	1
720	предполагать что	1	1
721	он перестал	2	1
722	в литературе	6	1
723	образом как	1	1
724	что только	1	1
725	словами мы	1	1
726	дело с	3	1
727	допустим даже	1	1
728	но этим	1	1
729	именно о	1	1
730	бесконечно малое	1	1
731	и действительно	2	1
732	целого и	1	1
733	о художественном	1	1
734	не имеющих	1	1
735	стремящегося к	1	1
736	впрочем и	1	1
737	всех его	1	1
738	действительности тем	1	1
739	бы ни	4	1
740	от них	1	1
741	же он	2	1
742	без этого	1	1
743	от одной	1	1
744	промежуток времени	1	1
745	для всех	1	1
746	не можем	2	1
747	или не	1	1
748	языка как	2	1
749	которая вполне	1	1
750	такой элемент	1	1
751	и обратно	1	1
752	и других	1	1
753	и понимание	5	1
754	ту или	2	1
755	что содержание	1	1
756	к каким	1	1
757	был бы	2	1
758	себе в	1	1
759	пушкина то	1	1
760	в одном	1	1
761	чтобы она	1	1
762	является именно	1	1
763	как его	9	1
764	и бесконечно	1	1
765	которые могут	1	1
766	ее понимает	1	1
767	не обязательна	1	1
768	они будут	2	1
769	имеется еще	2	1
770	каждый элемент	4	1
771	смысла и	4	1
772	для того	4	1
773	момент в	1	1
774	а потому	1	1
775	а потом	1	1
776	с общим	1	1
777	только само	1	1
778	или иначе	1	1
779	а эти	1	1
780	образ вовсе	1	1
781	от этих	2	1
782	и между	5	1
783	мы еще	2	1
784	души и	3	1
785	перешли к	1	1
786	его именно	1	1
787	этот термин	1	1
788	его содержании	1	1
789	а наоборот	1	1
790	она является	1	1
791	до конца	4	1
792	не на	3	1
793	зависит от	1	1
794	отделить от	1	1
795	была бы	2	1
796	для их	1	1
797	там где	7	1
798	формы действительности	1	1
799	каких бы	1	1
800	на который	1	1
801	для этой	1	1
802	если это	1	1
803	такой степени	1	1
804	нет в	1	1
805	языком как	1	1
806	или отдельных	1	1
807	от предмета	1	1
808	тот факт	1	1
809	без всякой	2	1
810	требует от	1	1
811	под эту	1	1
812	к своему	1	1
813	этих случаях	1	1
814	одной стороны	1	1
815	смысле этого	2	1
816	чисто художественные	1	1
817	во все	1	1
818	типа как	1	1
819	быть только	2	1
820	оно вовсе	1	1
821	слов в	1	1
822	в художественную	1	1
823	всерьез и	1	1
824	типа иначе	1	1
825	только для	1	1
826	направления в	1	1
827	в какую	1	1
828	ведь и	1	1
829	но для	2	1
830	говорят и	1	1
831	пародии на	2	1
832	является как	1	1
833	этот образ	1	1
834	одного и	1	1
835	его контекста	1	1
836	и действительности	2	1
837	о котором	1	1
838	но отнюдь	1	1
839	не с	1	1
840	этой действительности	1	1
841	в языке	2	1
842	здесь именно	1	1
843	не должен	1	1
844	истории литературы	6	1
845	стороны в	1	1
846	было только	1	1
847	от всего	1	1
848	причем эта	1	1
849	вещи в	1	1
850	произведения можно	4	1
851	очень хорошо	1	1
852	образом сама	1	1
853	всех тех	1	1
854	в целях	2	1
855	своей идеологической	1	1
856	в реальное	2	1
857	обычно не	1	1
858	равно как	3	1
859	понимается как	1	1
860	является и	2	1
861	которые сами	1	1
862	мере в	1	1
863	но вовсе	2	1
864	бы его	1	1
865	них это	1	1
866	вполне понятно	1	1
867	произведения есть	1	1
868	ее в	3	1
869	в стихе	1	1
870	пушкин и	1	1
871	того если	1	1
872	к этому	2	1
873	можно назвать	1	1
874	они не	4	1
