N	2gram	Vinokur_Vv_1	Problemy
362	могло служить	1	1
363	исследования но	1	1
364	меньшей степени	1	1
365	быть понято	1	1
366	предметом и	1	1
367	заключенных в	1	1
368	которые он	1	1
369	во всех	2	1
370	в создании	2	1
371	как если	1	1
372	своей работе	1	1
373	существенно новый	1	1
374	а только	8	1
375	к слову	1	1
376	ответ на	3	1
377	в качестве	7	1
378	а и	1	1
379	тогда как	2	1
380	нет и	1	1
381	и чем	1	1
382	из таких	1	1
383	сама по	3	1
384	которые не	1	1
385	заключено в	1	1
386	к автору	1	1
387	нет надобности	3	1
388	независимо от	3	1
389	что именно	2	1
390	каждая из	1	1
391	стороны и	3	1
392	не удалась	1	1
393	хотя и	3	1
394	как уже	2	1
395	это тоже	1	1
396	в материал	1	1
397	и художественного	1	1
398	в действительности	1	1
399	от этого	5	1
400	за собой	3	1
401	впечатление что	1	1
402	та же	1	1
403	что это	3	1
404	с внешней	1	1
405	бы сказать	1	1
406	бы с	1	1
407	его содержания	1	1
408	у каждого	1	1
409	из этих	5	1
410	ни одна	2	1
411	в известном	3	1
412	имеем в	1	1
413	как он	6	1
414	свой материал	1	1
415	вообще не	3	1
416	что каждая	2	1
417	не понятой	1	1
418	идей и	1	1
419	не следует	2	1
420	больше всего	1	1
421	в статье	1	1
422	время и	1	1
423	соприкасается с	1	1
424	к фактам	1	1
425	эту задачу	1	1
426	и совершенно	2	1
427	он должен	1	1
428	же это	2	1
429	есть та	1	1
430	в начале	3	1
431	и вот	3	1
432	второго а	1	1
433	мысли как	1	1
434	смысле как	3	1
435	он старается	1	1
436	его можно	2	1
437	лишь с	1	1
438	находит себе	2	1
439	или иных	3	1
440	в основу	2	1
441	сознание но	1	1
442	в работе	3	1
443	что все	1	1
444	единое и	1	1
445	оправдано лишь	1	1
446	же касается	2	1
447	об этом	5	1
448	из них	3	1
449	особенности в	1	1
450	них не	1	1
451	лишь в	1	1
452	заключается в	4	1
453	действительности в	2	1
454	то все	1	1
455	не совпадает	1	1
456	быть не	1	1
457	истории и	4	1
458	видеть и	1	1
459	ведь в	1	1
460	здесь нет	4	1
461	к области	1	1
462	на свои	2	1
463	для них	1	1
464	но уже	2	1
465	ни отдельной	1	1
466	она и	1	1
467	пути как	1	1
468	при том	5	1
469	все равно	1	1
470	он действительно	1	1
471	мы имеем	3	1
472	т д	37	1
473	времени была	1	1
474	не всегда	1	1
475	всегда и	1	1
476	уже у	1	1
477	действительно не	1	1
478	роль и	1	1
479	не больше	1	1
480	со всей	3	1
481	одного и	2	1
482	и становится	1	1
483	было не	1	1
484	от своего	1	1
485	понимать все	1	1
486	к истории	6	1
487	взгляд на	1	1
488	почти не	1	1
489	то для	1	1
490	не столько	2	1
491	как совокупность	2	1
492	почва для	1	1
493	народного духа	1	1
494	своего рода	3	1
495	становится предметом	1	1
496	должны были	1	1
497	и другого	1	1
498	и новые	1	1
499	и цельное	1	1
500	не его	1	1
501	по крайней	4	1
502	стороны действительности	1	1
503	к философскому	1	1
504	так называемого	1	1
505	если и	1	1
506	как обычно	1	1
507	природа и	1	1
508	не имеет	4	1
509	который был	1	1
510	дело в	3	1
511	ее с	1	1
512	не вытекает	1	1
513	определяет как	2	1
514	которого он	1	1
515	и именно	12	1
516	значение только	1	1
517	и имеет	1	1
518	даже как	1	1
519	есть т	1	1
520	того чтобы	21	1
521	не могло	1	1
522	не то	1	1
523	из него	1	1
524	и всегда	1	1
525	сам для	1	1
526	как момент	1	1
527	эти связи	1	1
528	показывает как	1	1
529	действительно в	1	1
530	на этом	3	1
531	к концу	1	1
532	на те	1	1
533	целое в	1	1
534	убедиться в	1	1
535	и сама	1	1
536	о чем-то	1	1
537	документ но	1	1
538	слова о	1	1
539	своем предмете	1	1
540	то это	3	1
541	в области	4	1
542	в каком	1	1
543	ему не	1	1
544	у нас	2	1
545	у меня	1	1
546	среди них	1	1
547	именно оно	2	1
548	одно и	1	1
549	в момент	1	1
550	и конечная	1	1
551	искусства и	1	1
552	чтобы сделать	1	1
553	лежит в	2	1
554	же самое	2	1
555	должны быть	1	1
556	всего в	1	1
557	для такого	1	1
558	к тому	4	1
559	достоевский как	1	1
560	свое значение	2	1
561	в каждой	2	1
562	и был	2	1
563	не могли	2	1
564	должен быть	4	1
565	особенности этого	1	1
566	то она	1	1
567	е все	1	1
568	не существует	2	1
569	свою очередь	1	1
570	как один	1	1
571	здесь не	2	1
572	в ее	11	1
573	не вмещается	1	1
574	только при	1	1
575	он определяет	1	1
576	чтобы быть	1	1
577	стиля а	1	1
578	с самого	1	1
579	вмещается в	1	1
580	котором мы	1	1
581	что у	1	1
582	в другом	3	1
583	материала на	1	1
584	не трудно	7	1
585	времени и	4	1
586	как таковые	1	1
587	самого понятия	1	1
588	он по	1	1
589	нельзя найти	1	1
590	она была	2	1
591	знает не	1	1
592	по сравнению	3	1
593	не исчерпывается	2	1
594	понятно что	3	1
595	в осуществлении	1	1
596	он нам	1	1
597	для этого	3	1
598	в настоящее	1	1
599	со стороны	12	1
600	одном месте	1	1
601	в содержании	1	1
602	же автора	1	1
603	уже само	1	1
604	образом в	1	1
605	в виду	4	1
606	познания и	2	1
607	первом случае	2	1
608	другом месте	2	1
609	люди с	1	1
610	о том	15	1
611	и та	1	1
612	другими словами	1	1
613	настоящее время	1	1
614	многое и	1	1
615	к одной	1	1
616	говорит об	1	1
617	уже совсем	2	1
618	и ставит	1	1
619	можно сказать	3	1
620	времени в	3	1
621	того как	3	1
622	ее от	2	1
623	если принять	1	1
624	это заставляет	2	1
625	материалом но	1	1
626	в особые	1	1
627	во втором	2	1
628	автор как	1	1
629	крайней мере	4	1
630	принуждены были	2	1
631	если это	2	1
632	которая как	2	1
633	вопросов и	1	1
634	того что	12	1
635	к которому	1	1
636	большей или	2	1
637	быть и	2	1
638	известном смысле	3	1
639	на которой	1	1
640	и воспринимать	1	1
641	или меньшей	2	1
642	связь и	1	1
643	одной из	3	1
644	что даже	2	1
645	явления в	1	1
646	в какой	4	1
647	то в	1	1
648	целого и	2	1
649	и так	1	1
650	в самое	1	1
651	во-первых она	1	1
652	по этому	2	1
653	вся эта	1	1
654	однако с	2	1
655	себя в	2	1
656	вот почему	3	1
657	превращаем в	1	1
658	попавшая в	1	1
659	есть действительно	2	1
660	или иным	1	1
661	только слово	1	1
662	слова не	1	1
663	и других	3	1
664	это отрицание	1	1
665	из чужих	1	1
666	следует что	2	1
667	и художественно	1	1
668	иначе как	1	1
669	к ним	1	1
670	при всей	1	1
671	второй части	1	1
672	может служить	3	1
673	но что	3	1
674	своем существе	1	1
675	и никогда	1	1
676	того или	1	1
677	это было	1	1
678	она имеет	1	1
679	нее не	1	1
680	для того	21	1
681	в особенности	4	1
682	чтобы убедиться	1	1
683	глубине и	1	1
684	нами не	2	1
685	не отделима	1	1
686	однако что	1	1
687	материалов и	2	1
688	здесь в	1	1
689	а именно	6	1
690	вообще и	3	1
691	во второй	3	1
692	что не	5	1
693	но есть	1	1
694	к идеям	1	1
695	нужно сказать	1	1
696	не создает	1	1
697	литературное произведение	2	1
698	зависит от	3	1
699	жизнь в	1	1
700	а так	2	1
701	следует только	1	1
702	что мы	2	1
703	в одно	1	1
704	если не	1	1
705	в руках	1	1
706	с помощью	1	1
707	в частности	3	1
708	он представляет	1	1
709	ближе всего	1	1
710	автора с	1	1
711	и особенно	1	1
712	во множестве	1	1
713	как одно	1	1
714	и понимать	3	1
715	мысли но	1	1
716	от других	2	1
717	предисловии к	1	1
718	сравнению с	3	1
719	такого рода	2	1
720	в тех	2	1
721	о человеке	1	1
722	опору в	1	1
723	объединяются в	1	1
724	с рядом	1	1
725	этого слова	2	1
726	слова и	1	1
727	этом случае	6	1
728	все зависит	1	1
729	и дух	1	1
730	не раз	1	1
731	например у	1	1
732	тех или	3	1
733	в более	2	1
734	любовь к	4	1
735	в идеале	2	1
736	от той	1	1
737	отсюда следует	1	1
738	иного рода	1	1
739	е о	1	1
740	и все	1	1
741	у них	1	1
742	чтобы его	1	1
743	случае и	1	1
744	в большей	7	1
745	будто бы	2	1
746	только что	4	1
747	на одно	1	1
748	служат предметом	1	1
749	ее в	1	1
750	мы видели	2	1
751	самому и	1	1
752	художественного стиля	1	1
753	бы оно	1	1
754	или другим	1	1
755	непосредственно как	1	1
756	становления и	1	1
757	может и	1	1
758	в свою	1	1
759	но если	3	1
760	с ней	2	1
761	это в	2	1
762	впервые в	1	1
763	совершенно не	1	1
764	эта установка	1	1
765	же мы	1	1
766	или иного	1	1
767	всю ее	1	1
768	времени было	1	1
769	групп не	1	1
770	себе не	1	1
771	и другие	1	1
772	и эта	1	1
773	гораздо ближе	2	1
774	к этому	3	1
775	точно так	2	1
776	этой точки	1	1
