N	2gram	Losev_Dial_2	EvropaiE
201	тому чтобы	1	2
202	можем сказать	1	2
203	она не	8	2
204	тогда когда	6	2
205	по своей	4	2
206	как будто	7	2
207	что на	2	2
208	выход к	1	2
209	в порядке	1	2
210	не могут	4	2
211	могут быть	4	2
212	только одно	2	2
213	как не	2	2
214	говоря уже	2	2
215	данном случае	2	2
216	культуры и	2	2
217	мог бы	1	2
218	во многом	1	2
219	на месте	1	2
220	по сравнению	1	2
221	и поэтому	1	2
222	и та	6	2
223	и что	5	2
224	и во	1	2
225	к нему	4	2
226	в его	1	2
227	во всей	1	2
228	и можно	2	2
229	мы должны	2	2
230	в сферу	2	2
231	эти последние	1	2
232	но с	1	2
233	в какой	2	2
234	и теперь	1	2
235	есть в	2	2
236	если в	2	2
237	при помощи	1	2
238	бы совершенно	1	2
239	в одном	4	2
240	в других	1	2
241	а именно	5	2
242	будет ли	2	2
243	как же	3	2
244	только к	2	2
245	в некоторых	2	2
246	а не	16	2
247	и тут	3	2
248	что все	1	2
249	начиная с	1	2
250	вместе с	2	2
251	или по	2	2
252	сравнению с	1	2
253	не дают	1	2
254	что же	2	2
255	ко всему	1	2
256	происходит в	1	2
257	или в	2	2
258	то не	3	2
259	и все	12	2
260	же в	2	2
261	мы видим	2	2
262	а в	4	2
263	не есть	47	2
264	не говоря	2	2
265	другой стороны	4	2
266	жизни и	6	2
267	и эта	1	2
268	так но	1	1
269	существует только	1	1
270	как известно	2	1
271	также что	2	1
272	и т	17	1
273	например в	2	1
274	связана с	2	1
275	определенный момент	1	1
276	в тех	2	1
277	и это	5	1
278	тех же	1	1
279	многих отношениях	1	1
280	же по	1	1
281	перед лицом	1	1
282	и до	1	1
283	указанных выше	1	1
284	речь идет	1	1
285	являющаяся в	1	1
286	эту же	1	1
287	ограничиться в	1	1
288	из всего	2	1
289	определенного рода	2	1
290	по самой	1	1
291	ответить на	1	1
292	чтобы не	6	1
293	есть нечто	8	1
294	время как	7	1
295	говорить о	5	1
296	только это	1	1
297	мы получаем	2	1
298	то это	2	1
299	когда мы	3	1
300	быть в	4	1
301	но скорее	1	1
302	истории культуры	1	1
303	бы она	1	1
304	мы будем	1	1
305	это вопрос	1	1
306	к которой	1	1
307	не увлекает	1	1
308	пребывают в	1	1
309	мы же	2	1
310	в новом	1	1
311	и земли	1	1
312	отличие от	1	1
313	воздействием на	1	1
314	в оценке	1	1
315	за пределы	4	1
316	только путем	1	1
317	к сожалению	2	1
318	влечение к	1	1
319	можно представить	1	1
320	которые не	2	1
321	в одной	4	1
322	дает нам	1	1
323	воды и	1	1
324	все остальные	1	1
325	все же	4	1
326	однако не	1	1
327	кроме того	3	1
328	что по	2	1
329	к культуре	1	1
330	более или	2	1
331	мы но	1	1
332	то нет	1	1
333	та же	4	1
334	это есть	8	1
335	он в	1	1
336	в последнее	1	1
337	с их	1	1
338	бы только	2	1
339	тому же	1	1
340	на его	2	1
341	к выводу	1	1
342	при этом	4	1
343	т д	15	1
344	не значит	3	1
345	и когда	4	1
346	в принципе	1	1
347	не как	2	1
348	то как	3	1
349	на земле	1	1
350	сфера в	1	1
351	на этом	2	1
352	в характере	1	1
353	две области	1	1
354	но все	2	1
355	от нее	1	1
356	как они	3	1
357	в нем	10	1
358	оно всегда	2	1
359	значение в	1	1
360	сферу в	1	1
361	поэзии и	4	1
362	и неизбежно	1	1
363	в глубине	1	1
364	говорить не	1	1
365	входя в	1	1
366	такой вопрос	2	1
367	которая как	1	1
368	лишь на	1	1
369	истории и	1	1
370	весь мир	1	1
371	в жизни	2	1
372	времени можно	2	1
373	она и	2	1
374	тела если	1	1
375	во внимание	3	1
376	всегда и	1	1
377	потому и	1	1
378	как таковой	4	1
379	и различие	1	1
380	или менее	2	1
381	веры это	1	1
382	именно и	1	1
383	роль но	1	1
384	далее в	2	1
385	творчества и	1	1
386	друг другу	1	1
387	много раз	3	1
388	ли уже	1	1
389	тому что	2	1
390	некоторых случаях	1	1
391	все эти	2	1
392	не менее	3	1
393	что эта	1	1
394	что с	2	1
395	имеет свое	1	1
396	с теми	1	1
397	и другое	1	1
398	в обоих	1	1
399	считает что	1	1
400	одна из	1	1
401	душе и	1	1
402	данной сферы	1	1
403	было у	1	1
404	из их	1	1
405	та или	2	1
406	он мог	2	1
407	это мы	2	1
408	в разных	3	1
409	только и	2	1
410	или иная	2	1
411	конец но	1	1
412	во всем	1	1
413	мире и	2	1
414	и его	5	1
415	каждой из	1	1
416	бы по	1	1
417	связи с	4	1
418	следует что	2	1
419	так то	1	1
420	в основе	1	1
421	мира только	1	1
422	должны быть	3	1
423	мы отнюдь	1	1
424	всегда в	1	1
425	оно может	1	1
426	своего развития	1	1
427	и о	1	1
428	сказать чтобы	1	1
429	последнее время	1	1
430	то или	4	1
431	мысль о	1	1
432	то время	4	1
433	на свой	1	1
434	литературы и	1	1
435	котором мы	1	1
436	те же	1	1
437	одного из	1	1
438	об этом	3	1
439	еще в	1	1
440	когда в	1	1
441	имеется в	2	1
442	быть может	1	1
443	и вообще	6	1
444	имеет значения	1	1
445	с ним	4	1
446	в состав	1	1
447	внимание на	1	1
448	или на	2	1
449	оно остается	1	1
450	может не	4	1
451	любви к	1	1
452	времени в	2	1
453	нас в	1	1
454	в которую	1	1
455	это может	2	1
456	из себя	1	1
457	а у	1	1
458	являются в	1	1
459	и всякая	2	1
460	эти два	2	1
461	его мысль	1	1
462	и наука	1	1
463	но нельзя	2	1
464	глаза на	1	1
465	нем и	2	1
466	и следовательно	5	1
467	различия между	2	1
468	для структуры	1	1
469	значит что	12	1
470	большей или	1	1
471	быть и	4	1
472	ибо в	1	1
473	же все	1	1
474	есть часть	1	1
475	тот же	1	1
476	речи о	1	1
477	не конец	2	1
478	с ними	2	1
479	этого можно	1	1
480	именно о	1	1
481	всех этих	3	1
482	стране не	1	1
483	ли он	1	1
484	как нечто	4	1
485	есть некоторый	1	1
486	и ее	1	1
487	и видим	1	1
488	больше чем	1	1
489	внимание что	1	1
490	конечно не	6	1
491	уже не	3	1
492	неизвестно в	1	1
493	уже в	4	1
494	если мы	2	1
495	то и	1	1
496	только тогда	7	1
497	что не	6	1
498	но совершенно	1	1
499	тут есть	1	1
500	одно из	4	1
501	и их	3	1
502	представить себе	1	1
503	мы находим	3	1
504	исторического процесса	1	1
505	и искусства	1	1
506	не о	1	1
507	как его	1	1
508	бытия и	1	1
509	от того	4	1
510	и научное	1	1
511	или иное	4	1
512	и неизвестно	1	1
513	даже не	1	1
514	или иначе	2	1
515	не обязательно	5	1
516	не входя	1	1
517	не сводится	1	1
518	в каких	2	1
519	к которому	1	1
520	или меньшей	1	1
521	одних и	1	1
522	каком смысле	1	1
523	не было	3	1
524	что обе	1	1
525	в любой	2	1
526	зависит от	2	1
527	и далее	1	1
528	человеческой жизни	2	1
529	с которым	1	1
530	свое собственное	1	1
531	которые по	1	1
532	что мы	2	1
533	мы знаем	1	1
534	в связи	4	1
535	входить в	1	1
536	уже о	2	1
537	нет ничего	1	1
538	то можно	1	1
539	пространства и	7	1
540	поэтому если	2	1
541	е прежде	1	1
542	к жизни	1	1
543	что за	1	1
544	а если	1	1
545	она есть	9	1
546	действуют в	1	1
547	есть только	4	1
548	религии и	1	1
549	реальность и	1	1
550	возможна ли	3	1
551	созидания и	1	1
552	в состоянии	2	1
553	ставится вопрос	1	1
554	том смысле	4	1
555	должно быть	7	1
556	в иные	1	1
557	с ее	2	1
558	вес то	1	1
559	слова и	1	1
560	чем та	1	1
561	и где	3	1
562	протеста против	1	1
563	тех или	2	1
564	вопрос в	1	1
565	к еще	1	1
566	одного и	1	1
567	выше не	1	1
568	нельзя сказать	4	1
569	этих сфер	1	1
570	суть в	2	1
571	это можно	1	1
572	что оно	4	1
573	о котором	3	1
574	а к	1	1
575	ее и	1	1
576	лежали в	1	1
577	ли эти	1	1
578	находим в	1	1
579	но это	7	1
580	время придется	1	1
581	бы на	1	1
582	же будет	1	1
583	понимать как	3	1
584	не быть	2	1
585	существует в	1	1
586	ни была	1	1
587	и наивность	1	1
588	обязательно чтобы	1	1
589	но этот	1	1
590	оно не	1	1
591	в свое	1	1
592	есть то	1	1
593	время не	3	1
594	целей и	1	1
595	вполне понятно	1	1
596	на ту	1	1
597	научное и	1	1
598	это в	1	1
599	с г	1	1
600	который не	1	1
601	можно назвать	1	1
602	все что	1	1
603	гораздо более	1	1
604	смысле что	3	1
