N	2gram	Propp_Russ_2	Komedia
412	мы и	1	1
413	что на	2	1
414	от их	1	1
415	о сходстве	1	1
416	и для	2	1
417	по своим	1	1
418	к себе	1	1
419	те и	1	1
420	это конечно	1	1
421	с полной	1	1
422	и другим	1	1
423	наоборот в	1	1
424	в поле	19	1
425	например на	1	1
426	и это	1	1
427	часто эти	1	1
428	vii в	1	1
429	более поздней	1	1
430	это только	1	1
431	данном случае	7	1
432	только молодежь	1	1
433	говорить о	1	1
434	идет речь	1	1
435	и когда	1	1
436	iii в	1	1
437	по аналогии	1	1
438	можно было	2	1
439	почти каждый	1	1
440	оно все	1	1
441	когда в	1	1
442	своему происхождению	1	1
443	жизнь и	2	1
444	заключение что	1	1
445	имеется довольно	1	1
446	отрицать что	1	1
447	предположить что	4	1
448	с ним	1	1
449	означает что	1	1
450	именно с	1	1
451	и что	5	1
452	в глаза	2	1
453	или их	2	1
454	утверждает что	1	1
455	ее от	2	1
456	состоит не	1	1
457	в середине	1	1
458	и следовательно	1	1
459	если это	1	1
460	дома в	1	1
461	места и	1	1
462	в литературе	1	1
463	того что	3	1
464	оставляют в	1	1
465	этой силы	3	1
466	год и	1	1
467	сразу же	2	1
468	в двух	1	1
469	идет по	1	1
470	но ни	1	1
471	к их	1	1
472	представления в	1	1
473	в стороне	2	1
474	полной уверенностью	1	1
475	песнях и	1	1
476	за ней	1	1
477	так что	4	1
478	к земле	5	1
479	можно выразить	1	1
480	в большинстве	1	1
481	это обстоятельство	1	1
482	он поставил	1	1
483	в данной	1	1
484	на эту	2	1
485	который без	1	1
486	за ним	3	1
487	по случаю	1	1
488	мир в	1	1
489	себе в	1	1
490	это предположение	1	1
491	о которой	1	1
492	ее не	1	1
493	друг друга	3	1
494	заметить что	2	1
495	в руки	2	1
496	ее на	2	1
497	само собой	1	1
498	не противоречит	1	1
499	для того	6	1
500	в особенности	1	1
501	пользуясь его	1	1
502	представление о	5	1
503	из среды	1	1
504	в исторической	1	1
505	возможно что	1	1
506	в н	1	1
507	далеко не	4	1
508	в ряде	1	1
509	имело место	1	1
510	месте в	1	1
511	и др	1	1
512	на которых	1	1
513	с презрением	1	1
514	этому времени	1	1
515	в комическом	1	1
516	превращается в	1	1
517	а наоборот	3	1
518	две партии	1	1
519	дают своим	1	1
520	на весь	1	1
521	г где	1	1
522	о чем	4	1
523	и своим	1	1
524	него не	1	1
525	совершенно очевидно	2	1
526	для этой	3	1
527	нет никаких	2	1
528	связь с	3	1
529	эти слова	1	1
530	и потому	1	1
531	что именно	1	1
532	в самый	2	1
533	в данном	6	1
534	к жизни	5	1
535	ненависть к	1	1
536	нашу задачу	1	1
537	применении к	1	1
538	тому как	3	1
539	заключению что	1	1
540	несколько человек	1	1
541	как бы	18	1
542	а потом	1	1
543	что сила	4	1
544	бросается в	2	1
545	в это	1	1
546	этого слова	1	1
547	с этой	2	1
548	в основном	1	1
549	показывают что	1	1
550	поставил вопрос	1	1
551	в теорию	1	1
552	происхождении и	1	1
553	случаях когда	1	1
554	в сопровождении	1	1
555	от него	1	1
556	у них	2	1
557	в духе	1	1
558	этих элементов	1	1
559	к ее	1	1
560	на поле	4	1
561	рядом исследователей	1	1
562	с ней	5	1
563	том где	1	1
564	сказать что	1	1
565	понимать как	1	1
566	себе на	1	1
567	сделать некоторые	1	1
568	совершенно не	2	1
569	ко всему	1	1
570	всего как	1	1
571	ли он	1	1
572	время не	1	1
573	этим объясняется	1	1
574	к этой	1	1
575	и другие	14	1
576	и эта	1	1
577	это в	2	1
578	как на	1	1
579	в таком	4	1
580	аграрные обряды	1	1
581	земли и	5	1
