N	2gram	Tiupa_Anal_1	StatiiOP
531	или в	1	1
532	что оно	1	1
533	в отдельных	1	1
534	текста есть	1	1
535	для нас	1	1
536	от него	1	1
537	и все	3	1
538	я должен	1	1
539	все они	1	1
540	этом можно	1	1
541	же в	1	1
542	в свою	1	1
543	а н	1	1
544	к самому	1	1
545	отвечая на	1	1
546	между ними	1	1
547	не говоря	2	1
548	к его	1	1
549	языка на	1	1
550	едва ли	2	1
551	отношению к	5	1
552	которой был	1	1
553	из этого	1	1
554	героя в	2	1
555	жизни и	1	1
556	а я	1	1
557	о себе	1	1
558	в своих	1	1
559	который не	1	1
560	в таком	3	1
561	все что	1	1
562	том числе	3	1
