N	2gram	Propp_Russ_2	Dialekti
245	и следовательно	1	2
246	же можно	1	2
247	как например	3	2
248	содержится в	1	2
249	их не	1	2
250	же и	1	2
251	не можем	2	2
252	же в	6	2
253	руки и	3	2
254	чтобы она	1	2
255	где есть	3	2
256	именно в	4	2
257	а именно	3	2
258	быть только	2	2
259	зависит от	1	2
260	в природе	3	2
261	нет никаких	2	2
262	исходит от	1	2
263	и потому	1	2
264	в данном	6	2
265	по существу	4	2
266	быть не	1	2
267	было ни	1	2
268	в который	1	2
269	и для	2	2
270	или в	7	2
271	для нас	6	2
272	из себя	1	2
273	а в	9	2
274	и одно	1	2
275	другой стороны	1	2
276	совершенно не	2	2
277	из этого	2	2
278	к этой	1	2
279	ее в	8	2
280	в своих	2	2
281	во всяком	1	2
282	внесения в	1	1
283	ту же	1	1
284	в применении	1	1
285	или вещь	1	1
286	этом отношении	1	1
287	на самом	2	1
288	он может	1	1
289	в приведенном	1	1
290	и так	1	1
291	что эти	1	1
292	и должен	1	1
293	и которая	1	1
294	и за	1	1
295	по его	1	1
296	а как	1	1
297	из всего	1	1
298	на место	1	1
299	на свою	1	1
300	христианского учения	1	1
301	проявляет себя	1	1
302	необходимо решить	1	1
303	во всех	3	1
304	оно совершенно	1	1
305	тогда как	2	1
306	иногда и	2	1
307	отличаются от	1	1
308	за эти	1	1
309	если она	2	1
310	независимо от	1	1
311	стороны и	1	1
312	не это	1	1
313	и папоротник	1	1
314	и наконец	1	1
315	нового и	1	1
316	более или	1	1
317	от этого	1	1
318	в этот	10	1
319	них как	2	1
320	животных и	1	1
321	и корней	1	1
322	та же	2	1
323	в которой	2	1
324	к необходимости	1	1
325	во многих	9	1
326	право на	2	1
327	что к	1	1
328	и будущее	1	1
329	только один	1	1
330	если он	2	1
331	то этим	1	1
332	есть одна	1	1
333	вера в	1	1
334	история для	1	1
335	после этого	2	1
336	всех этих	1	1
337	не к	2	1
338	мало того	1	1
339	что называется	1	1
340	иной мир	1	1
341	как от	1	1
342	именно это	1	1
343	от нее	1	1
344	воскресения и	1	1
345	его в	8	1
346	знает что	1	1
347	в него	2	1
348	известно что	1	1
349	и дает	1	1
350	не ясно	2	1
351	нет в	1	1
352	далеко не	4	1
353	мы имеем	6	1
354	не всегда	3	1
355	о чем	4	1
356	кто во	1	1
357	такой же	1	1
358	и становится	1	1
359	или менее	1	1
360	никаких признаков	1	1
361	или вообще	4	1
362	во время	12	1
363	христианской религии	1	1
364	нас не	2	1
365	в такой	1	1
366	в котором	3	1
367	бы к	1	1
368	она в	1	1
369	место в	1	1
370	представление о	5	1
371	не от	1	1
372	по своей	1	1
373	основана на	1	1
374	как одна	1	1
375	выше мы	3	1
376	но он	3	1
377	и более	1	1
378	чтобы это	1	1
379	иванова дня	1	1
380	без особой	1	1
381	признаков что	1	1
382	а иногда	2	1
383	что эта	1	1
384	что с	2	1
385	виду что	1	1
386	вместе и	1	1
387	считает что	1	1
388	дело не	2	1
389	того как	2	1
390	на него	1	1
391	всей их	1	1
392	когда они	2	1
393	меняется если	1	1
394	не имели	2	1
395	в науке	1	1
396	такая же	1	1
397	на природу	2	1
398	представление об	1	1
399	связи с	2	1
400	и при	2	1
401	что на	2	1
402	представлять себе	1	1
403	многих местах	1	1
404	от их	1	1
405	все то	2	1
406	но все	1	1
407	это конечно	1	1
408	как только	1	1
409	смерти и	2	1
410	как некое	1	1
411	на лошади	1	1
412	должен быть	2	1
413	на нем	1	1
414	не могу	1	1
415	без всякого	1	1
416	в ее	3	1
417	о воскресении	3	1
418	данном случае	7	1
419	и человеческая	1	1
420	и совершенно	1	1
421	iii в	1	1
422	достаточно чтобы	1	1
423	не с	2	1
424	мог бы	1	1
425	на которую	1	1
426	связанных с	1	1
427	именно тогда	1	1
428	с этого	1	1
429	с ним	1	1
430	но может	1	1
431	дерево это	1	1
432	и поэтому	1	1
433	что каждый	1	1
434	или на	8	1
435	не имеем	1	1
436	можно сказать	1	1
437	получается так	1	1
438	все в	2	1
439	вся эта	2	1
440	не отличаются	1	1
441	живой человек	2	1
442	не более	1	1
443	в другой	1	1
444	он был	1	1
445	представления о	2	1
446	если эта	1	1
447	если это	1	1
448	к ней	2	1
449	в другую	1	1
450	и мир	1	1
451	но так	1	1
452	сюда же	2	1
453	но с	1	1
454	здесь не	1	1
455	тот же	1	1
456	этот вопрос	2	1
457	употребляет их	1	1
458	очень много	1	1
459	особенной силой	1	1
460	в качестве	3	1
461	каждый из	2	1
462	вопроса о	1	1
463	а это	1	1
464	и обратно	1	1
465	или просто	2	1
466	был бы	1	1
467	не так	1	1
468	на части	9	1
469	представлений о	2	1
470	в одном	1	1
471	к ним	1	1
472	заметить что	2	1
473	теорией и	1	1
474	в других	15	1
475	указание на	1	1
476	само собой	1	1
477	до самого	1	1
478	таком виде	2	1
479	и свои	1	1
480	с той	1	1
481	на ней	1	1
482	с презрением	1	1
483	от другого	1	1
484	в некоторых	9	1
485	церкви и	2	1
486	а наоборот	3	1
487	в христианской	1	1
488	пока что	1	1
489	а так	1	1
490	если эти	1	1
491	или с	3	1
492	есть одно	1	1
493	связь с	3	1
494	живой и	1	1
495	вместе с	6	1
496	относятся к	1	1
497	части а	1	1
498	или по	1	1
499	верно что	1	1
500	которая для	1	1
501	по своему	1	1
502	в область	1	1
503	с своими	1	1
504	не дают	1	1
505	в течение	2	1
506	чем в	2	1
507	применении к	1	1
508	и целые	1	1
509	религии и	1	1
510	и основной	1	1
511	здесь имеется	1	1
512	или другого	1	1
513	в это	1	1
514	этого очень	1	1
515	видно что	2	1
516	и таким	1	1
517	силу и	2	1
518	еще прежде	1	1
519	в научной	1	1
520	здесь в	2	1
521	все не	1	1
522	себя именно	1	1
523	бы говорить	1	1
524	решить вопрос	2	1
525	тот кто	1	1
526	от него	1	1
527	в жилище	1	1
528	и новое	1	1
529	самого объекта	1	1
530	в этих	3	1
531	с таким	1	1
532	есть уже	1	1
533	и очень	1	1
534	очень хорошо	1	1
535	к ее	1	1
536	этого же	1	1
537	это на	1	1
538	имеет место	1	1
539	не сами	1	1
540	одновременно и	1	1
541	права говорить	1	1
542	не говорится	2	1
543	всем этом	1	1
544	это так	1	1
545	а может	1	1
546	и эта	1	1
547	те которые	1	1
548	на лице	1	1
