N	2gram	Savitsky_P_1	Tvorches
299	прикасается к	1	1
300	мир в	1	1
301	сами по	3	1
302	не о	2	1
303	противоречии с	1	1
304	которого в	1	1
305	как раз	2	1
306	не просто	1	1
307	возможно что	1	1
308	что и	1	1
309	со стороны	2	1
310	или иной	1	1
311	он живет	1	1
312	и несравненно	1	1
313	традицию русского	1	1
314	но твердо	1	1
315	л а	2	1
316	как ни	1	1
317	и я	1	1
318	в различных	1	1
319	всемирной истории	1	1
320	на фоне	1	1
321	и особенно	1	1
322	эта идея	2	1
323	он будет	1	1
324	применении к	1	1
325	идеологическая и	1	1
326	о соотношении	1	1
327	личности хотя	1	1
328	и высоко	1	1
329	в статьях	1	1
330	капитализма как	1	1
331	такова же	1	1
332	в с	4	1
333	должна была	1	1
334	об отношении	1	1
335	и право	2	1
336	в результате	1	1
337	при посредстве	2	1
338	для нас	2	1
339	жить и	1	1
340	еще более	2	1
341	среды в	1	1
342	пусть в	1	1
343	тот же	3	1
344	отношении к	5	1
345	не есть	1	1
346	может и	2	1
347	только как	1	1
348	к формам	1	1
349	капитализм и	1	1
350	к действию	1	1
351	частности в	1	1
352	к другим	1	1
353	и другие	1	1
354	своего идейного	1	1
355	как на	2	1
356	том числе	2	1
