N	2gram	Medvedev_V_1	Narrotol
211	мысль о	2	2
212	в футляре	1	2
213	что у	2	2
214	можно было	2	2
215	том как	3	2
216	все те	1	2
217	как было	1	2
218	или иначе	1	2
219	что и	3	2
220	дело с	1	2
221	исключительно в	1	2
222	с нею	2	2
223	одном полюсе	1	2
224	в виде	1	2
225	в начале	1	2
226	не все	1	2
227	на одном	1	2
228	по словам	8	2
229	могло бы	2	2
230	т п	9	2
231	вовсе не	3	2
232	может служить	1	2
233	не случайно	1	2
234	только на	1	2
235	не обязательно	1	2
236	именно в	2	2
237	бытия в	1	2
238	героя и	1	2
239	говорит о	7	2
240	и развязка	1	2
241	из наиболее	1	2
242	зависит от	2	2
243	сознания субъекта	2	2
244	если не	1	2
245	более чем	1	2
246	так же	3	2
247	в него	1	2
248	по своему	1	2
249	о чем	2	2
250	в течение	2	2
251	тому как	2	2
252	которое не	1	2
253	но это	1	2
254	в результате	5	2
255	собственно говоря	1	2
256	бы в	3	2
257	от всего	1	2
258	хотя бы	19	2
259	только что	4	2
260	во время	3	2
261	как показывает	1	2
262	о своем	2	2
263	в свою	1	2
264	в своих	2	2
265	по поводу	2	2
266	во сне	21	2
267	можно назвать	1	2
268	как на	3	2
269	они не	2	2
270	а между	1	1
271	говоря о	1	1
272	одним из	5	1
273	также и	2	1
274	например в	3	1
275	у гоголя	1	1
276	в движение	1	1
277	таком случае	1	1
278	начинается с	1	1
279	протяжении жизни	1	1
280	это и	6	1
281	художника перед	1	1
282	каждый из	1	1
283	путем не	1	1
284	из его	3	1
285	противном случае	2	1
286	видеть в	2	1
287	в зависимости	6	1
288	в театре	1	1
289	всей ее	1	1
290	им самим	1	1
291	его мнению	1	1
292	вопрос о	1	1
293	именно к	1	1
294	своей судьбы	1	1
295	но она	1	1
296	а для	2	1
297	на себя	1	1
298	следует смешивать	1	1
299	мы и	1	1
300	похожи на	1	1
301	зависимости от	5	1
302	о наличии	2	1
303	так называемые	1	1
304	жизни это	1	1
305	о роли	1	1
306	это время	1	1
307	проявляется в	1	1
308	на другом	1	1
309	собой в	1	1
310	быть в	1	1
311	во всех	6	1
312	общественное положение	1	1
313	в общем	2	1
314	очевидно что	7	1
315	отношение к	1	1
316	быть сведена	1	1
317	воплощенной в	1	1
318	за пределы	1	1
319	произведения могут	1	1
320	порой и	1	1
321	относится к	2	1
322	рассказ о	1	1
323	чем же	4	1
324	как говорит	5	1
325	в противном	2	1
326	и как	3	1
327	и наконец	2	1
328	более или	6	1
329	то в	1	1
330	в которой	2	1
331	бы и	6	1
332	так или	1	1
333	бы не	2	1
334	только два	1	1
335	поэтому же	1	1
336	п все	1	1
337	никитин и	3	1
338	например как	1	1
339	было сделано	1	1
340	после этого	2	1
341	образом для	1	1
342	однако при	1	1
343	воспроизведение в	1	1
344	против теории	1	1
345	сказал что	1	1
346	в плане	5	1
347	для данной	1	1
348	из него	1	1
349	что ни	2	1
350	на этом	1	1
351	его можно	1	1
352	своих персонажей	1	1
353	мысль то	1	1
354	поскольку она	1	1
355	исходя из	1	1
356	и ей	1	1
357	и характер	1	1
358	его не	3	1
359	которой является	1	1
360	саду и	1	1
361	входит в	1	1
362	этом смысле	1	1
363	приходит в	1	1
364	в новое	1	1
365	мы встречаемся	1	1
366	и ошибок	1	1
367	смерть и	1	1
368	ни в	1	1
369	роли и	1	1
370	как об	2	1
371	в реальной	2	1
372	и особенно	1	1
373	не всегда	1	1
374	должно быть	2	1
375	обратимся к	1	1
376	еще раз	1	1
377	между ними	3	1
378	в саду	1	1
379	или менее	6	1
380	есть в	1	1
381	в ходе	1	1
382	никаких оснований	2	1
383	и без	1	1
384	это делает	3	1
385	всяком случае	1	1
386	и целостного	2	1
387	и толстого	1	1
388	знает и	1	1
389	разума а	1	1
390	в характеристике	1	1
391	в которых	3	1
392	чехова с	1	1
393	признать что	1	1
394	об отсутствии	1	1
395	и социальные	1	1
396	есть его	1	1
397	право говорить	1	1
398	их в	6	1
399	этих и	2	1
400	освободиться от	1	1
401	связи с	4	1
402	нет никакого	1	1
403	что есть	1	1
404	можно ли	2	1
405	вплоть до	2	1
406	как можно	1	1
407	с которой	1	1
408	она не	3	1
409	дело не	1	1
410	характер так	1	1
411	в основе	1	1
412	время как	1	1
413	иметь в	2	1
414	а порой	1	1
415	жизни не	1	1
416	этом процессе	2	1
417	следует понимать	5	1
418	смешивать с	1	1
419	свидетельствуют о	2	1
420	действий в	1	1
421	не по	2	1
422	только с	2	1
423	как будто	1	1
424	в каком	1	1
425	например что	3	1
426	раскрывается в	1	1
427	не могут	7	1
428	ли не	2	1
429	еще определеннее	1	1
430	же самое	2	1
431	об одном	1	1
432	не тождественны	1	1
433	именно таким	1	1
434	если же	1	1
435	от которой	1	1
436	гоголь в	4	1
437	как мы	1	1
438	в едином	1	1
439	но по	1	1
440	с ее	1	1
441	что все	3	1
442	в виду	4	1
443	его авторской	1	1
444	характером и	1	1
445	только со	1	1
446	реальной действительности	10	1
447	то время	1	1
448	приводит к	5	1
449	сознания в	1	1
450	в классической	1	1
451	его самого	1	1
452	если они	1	1
453	всего следует	1	1
454	реализуется в	1	1
455	по аналогии	1	1
456	было в	2	1
457	к анализу	1	1
458	каждого из	1	1
459	и прочих	1	1
460	нет места	1	1
461	еще в	1	1
462	по ее	1	1
463	перед сном	1	1
464	это только	4	1
465	по сравнению	1	1
466	жизнь и	1	1
467	не имели	1	1
468	благодаря этому	1	1
469	о своей	1	1
470	своей социальной	1	1
471	это обычно	1	1
472	произведения как	5	1
473	в самой	1	1
474	следует иметь	2	1
475	что перед	1	1
476	говорит об	2	1
477	из рассказа	2	1
478	утверждает что	3	1
479	с того	1	1
480	может не	2	1
481	более высокой	1	1
482	аналогии с	1	1
483	и многих	1	1
484	это было	1	1
485	нет это	1	1
486	том или	1	1
487	которой было	1	1
488	грань между	1	1
489	и во	1	1
490	а потому	1	1
491	полноту и	1	1
492	во всей	2	1
493	хотя оно	1	1
494	наконец в	1	1
495	ее как	2	1
496	что искусство	1	1
497	индивидуальный характер	1	1
498	говорит в	3	1
499	происходит в	1	1
500	быть и	1	1
501	но с	2	1
502	оно и	1	1
503	большею частью	1	1
504	каждого человека	1	1
505	одной из	1	1
506	этот вопрос	3	1
507	с каждым	1	1
508	такого типа	1	1
509	как нечто	1	1
510	очень много	1	1
511	и так	1	1
512	действительной жизни	3	1
513	простой и	1	1
514	но то	2	1
515	события и	1	1
516	и детей	1	1
517	толстой в	1	1
518	ни одного	2	1
519	этих рассказов	1	1
520	в нашей	4	1
521	и чисто	1	1
522	предполагает наличие	1	1
523	является не	4	1
524	в данной	1	1
525	по выражению	1	1
526	был прав	1	1
527	и их	3	1
528	в прозе	1	1
529	в одном	4	1
530	не для	1	1
531	не о	2	1
532	скучной истории	1	1
533	но что	1	1
534	в системе	2	1
535	заметить что	1	1
536	тем что	1	1
537	на некоторые	1	1
538	или ином	1	1
539	внутреннего мира	1	1
540	для того	3	1
541	частности из	1	1
542	оснований видеть	1	1
543	для художника	5	1
544	даже не	2	1
545	если под	1	1
546	до сих	1	1
547	ли это	2	1
548	а именно	1	1
549	чем он	1	1
550	и быть	2	1
551	как же	1	1
552	же о	2	1
553	однако чтобы	1	1
554	что не	3	1
555	связано с	1	1
556	на этот	1	1
557	и составляет	1	1
558	этой системе	1	1
559	не означает	1	1
560	другой в	1	1
561	стороны и	2	1
562	на эту	1	1
563	из многочисленных	2	1
564	двумя полюсами	1	1
565	абсолютной истины	1	1
566	что мы	2	1
567	художественного целого	1	1
568	проникновения в	1	1
569	может иметь	1	1
570	нет никаких	2	1
571	свести к	1	1
572	вместе с	7	1
573	произведения у	1	1
574	личную жизнь	2	1
575	и потому	2	1
576	некоторые из	3	1
577	опирается на	1	1
578	о самоубийстве	1	1
579	в плоскости	1	1
580	он говорит	5	1
581	сравнению с	1	1
582	через сеть	1	1
583	не каждому	1	1
584	сведена к	1	1
585	позицию как	1	1
586	реакции на	1	1
587	том смысле	1	1
588	слова и	1	1
589	сказать не	1	1
590	о своих	1	1
591	в умении	1	1
592	и от	3	1
593	сих пор	1	1
594	о его	2	1
595	все это	10	1
596	этом и	2	1
597	случае он	1	1
598	одного лица	1	1
599	каждой из	2	1
600	которых он	1	1
601	лев толстой	1	1
602	него еще	1	1
603	мой взгляд	1	1
604	в связи	3	1
605	отсутствии у	1	1
606	не подлежит	2	1
607	художника и	7	1
608	место для	1	1
609	или в	3	1
610	только у	2	1
611	когда он	3	1
612	в этих	1	1
613	еще более	1	1
614	и смысл	1	1
615	будто бы	2	1
616	хотя в	1	1
617	к ее	1	1
618	в романе	4	1
619	в последнем	2	1
620	одновременно и	1	1
621	по которой	1	1
622	бы его	1	1
623	в кругу	1	1
624	что при	2	1
625	находился при	1	1
626	с анной	1	1
627	частности в	2	1
628	ее в	4	1
629	этой точки	2	1
630	к этому	9	1
631	во всяком	1	1
