1	не может	9	17
103	форма в	1	2
104	в живом	1	2
105	на этом	2	2
106	из этих	1	2
107	говорить о	5	2
108	у него	1	2
109	из которых	1	2
110	что это	10	2
111	друг с	1	2
112	времени и	9	2
113	приводит к	1	2
114	же мы	3	2
115	уже не	3	2
116	свою собственную	1	2
117	возможность и	1	2
118	все те	1	2
119	и даже	14	2
120	как известно	2	2
121	и есть	4	2
122	или иной	1	2
123	представлять себе	2	2
124	от обстоятельств	1	2
125	в самом	5	2
126	самом деле	4	2
127	и изменение	1	2
128	мы знаем	1	2
129	в некоторых	2	2
130	с одной	2	2
131	отличие от	1	2
132	мы видим	2	2
133	быть и	4	2
134	во всяком	2	2
135	и по	4	2
136	что в	7	2
137	только один	1	2
138	же самое	2	2
139	что все	1	2
140	и во	1	2
141	в науке	2	2
142	тот же	1	2
143	можно назвать	1	2
144	и они	2	2
145	то и	1	2
146	со всеми	1	2
147	в которую	1	2
148	и пространства	2	2
149	в его	1	2
150	своего предмета	1	2
151	то ни	1	2
152	из одного	1	2
153	в один	3	2
154	и что	5	2
155	с этим	3	2
156	вне времени	2	2
157	совершенно не	7	2
158	как мы	3	2
159	в таком	4	2
160	и пр	5	2
161	не будем	1	2
162	как нет	1	1
163	и эта	1	1
164	несмотря на	2	1
165	почти не	1	1
166	будет ли	2	1
167	оно может	1	1
168	если понимать	1	1
169	его в	3	1
170	в ней	2	1
171	различия между	2	1
172	то нет	1	1
173	и тогда	3	1
174	наконец мы	2	1
175	и их	3	1
176	его и	1	1
177	все они	1	1
178	и всегда	1	1
179	это как	3	1
180	мы уже	8	1
181	конечно не	6	1
182	связи с	4	1
183	точка зрения	1	1
184	о том	5	1
185	многих его	1	1
186	метафизическое построение	1	1
187	но уже	1	1
188	это только	3	1
189	все его	3	1
190	человек и	1	1
191	данном случае	2	1
192	все время	3	1
193	меньше и	1	1
194	в своих	2	1
195	и должно	2	1
196	на них	1	1
197	именно в	2	1
198	но не	6	1
199	же делает	1	1
200	нового периода	1	1
201	потом и	1	1
202	же необходимо	1	1
203	но эта	1	1
204	в очень	2	1
205	в основу	1	1
206	он с	1	1
207	как его	1	1
208	по себе	18	1
209	случае не	1	1
210	своему существу	1	1
211	мы ее	1	1
212	по преимуществу	1	1
213	силу и	1	1
214	же в	2	1
215	современная наука	1	1
216	к нему	4	1
217	их и	1	1
218	в связи	4	1
219	в одинаковой	1	1
220	и действительно	1	1
221	не будет	2	1
222	не что	3	1
223	явлений жизни	1	1
224	от другого	1	1
225	что эта	1	1
226	все что	1	1
227	до сих	2	1
228	а это	1	1
229	или нет	3	1
230	если в	2	1
231	раз он	1	1
232	и значит	1	1
233	совсем не	1	1
234	иное как	3	1
235	свое время	1	1
236	форму и	1	1
237	что с	2	1
238	а потом	4	1
239	на самом	2	1
240	не знает	1	1
241	в данном	3	1
242	в мире	2	1
243	и его	5	1
244	кроме того	3	1
245	одна и	4	1
246	одной стороны	1	1
247	одного из	1	1
248	но ведь	2	1
249	явлений и	2	1
250	есть не	7	1
251	и до	1	1
252	так же	2	1
253	остановиться на	1	1
254	ни одного	1	1
255	это и	3	1
256	как у	1	1
257	по крайней	9	1
258	она всегда	1	1
259	идет о	1	1
260	мере в	2	1
261	это просто	1	1
262	сказать несколько	1	1
263	и следовательно	5	1
264	мы это	2	1
265	на ней	1	1
266	расходятся между	1	1
267	ни о	2	1
268	нет никаких	1	1
269	это уже	2	1
270	пока не	1	1
271	но только	3	1
272	цельный организм	1	1
273	только на	1	1
274	с ним	4	1
275	он сам	1	1
276	его с	3	1
277	природы и	1	1
278	но если	1	1
279	и та	6	1
280	между двумя	1	1
281	должен быть	1	1
282	же как	3	1
283	никакому сомнению	1	1
284	сколько угодно	1	1
285	и становится	1	1
286	сами по	3	1
287	когда в	1	1
288	совершенно невозможно	2	1
289	она не	8	1
290	они не	3	1
291	выбор между	1	1
292	жизни вот	1	1
293	нельзя сказать	4	1
294	без всяких	1	1
295	не было	3	1
296	себя самого	1	1
297	того же	1	1
298	всегда и	1	1
299	или другой	3	1
300	быть только	2	1
301	может ли	1	1
302	и живой	1	1
303	сказать что	10	1
304	в своем	4	1
305	более и	2	1
306	мы имеем	3	1
307	по самому	1	1
308	во всей	1	1
309	и органами	1	1
310	том что	10	1
311	нечто совсем	1	1
312	но что	7	1
313	развития и	1	1
314	этом смысле	1	1
315	что уже	2	1
316	и если	4	1
317	только в	5	1
318	здесь нет	1	1
319	там где	1	1
320	мы будем	1	1
321	понятия и	1	1
322	от его	1	1
323	может стать	1	1
324	равно как	1	1
325	кто же	1	1
326	человека и	2	1
327	и из	3	1
328	еще раз	1	1
329	во многом	1	1
330	той или	4	1
331	и ни	1	1
332	не имеет	1	1
333	он не	4	1
334	сих пор	2	1
335	но это	7	1
336	в театр	1	1
337	живое существо	2	1
338	уже знаем	3	1
339	от всяких	1	1
340	все более	1	1
341	всегда будет	1	1
342	быть действительно	1	1
343	для своего	1	1
344	времени не	1	1
345	и при	2	1
346	значит что	12	1
347	и более	3	1
348	мы говорим	3	1
349	мира мы	1	1
350	в то	6	1
351	только такой	1	1
352	она в	1	1
353	и нет	2	1
354	эти качества	1	1
355	есть то	1	1
356	оно конечно	1	1
357	только одно	2	1
358	ни в	10	1
359	несколько слов	1	1
360	же просто	1	1
361	никогда не	9	1
362	по его	1	1
363	если нет	1	1
364	и вообще	6	1
365	может совершенно	1	1
366	это конечно	4	1
367	но для	1	1
368	в древней	1	1
369	к которому	1	1
370	в обоих	1	1
371	важен самый	1	1
372	не окажется	1	1
373	совершенно иными	1	1
374	или как	3	1
375	и прежде	2	1
376	не важно	2	1
377	можем сказать	1	1
378	что иное	3	1
379	та же	4	1
380	факт что	1	1
381	вообще на	1	1
382	в свое	1	1
383	заставляя его	1	1
384	и от	3	1
385	не быть	2	1
386	науке и	1	1
387	собственно и	1	1
388	весь мир	1	1
389	и может	6	1
390	быть в	4	1
391	это то	1	1
392	только не	2	1
393	и еще	1	1
394	только тот	1	1
395	мы в	2	1
396	те же	1	1
397	крайней мере	9	1
398	из многих	1	1
399	жизнь человека	1	1
400	это значит	8	1
401	вопрос и	1	1
402	том как	2	1
403	же время	5	1
404	принадлежит только	1	1
405	вовсе не	13	1
406	всяких условий	1	1
407	ли он	1	1
408	только к	2	1
409	должно быть	7	1
410	такой вопрос	2	1
411	или в	2	1
412	в другом	4	1
413	зрения и	1	1
414	элементов а	1	1
415	окажется такой	1	1
416	здесь в	1	1
417	что один	1	1
418	еще в	1	1
419	это последнее	1	1
420	она и	2	1
421	своего развития	1	1
422	этого можно	1	1
423	ли это	1	1
424	но как	5	1
425	формы или	1	1
426	ведь если	1	1
427	в эту	1	1
428	в гуще	1	1
429	только и	2	1
430	обоих случаях	1	1
431	например у	1	1
432	они одинаково	1	1
433	без помощи	1	1
434	следовательно нельзя	1	1
435	в какой	2	1
436	во всех	2	1
437	бы то	1	1
438	и только	4	1
439	только о	2	1
440	а потому	2	1
441	эта сторона	1	1
442	мыслить себе	1	1
443	с другой	5	1
444	стороны и	1	1
445	все равно	5	1
446	мы всегда	1	1
447	и это	5	1
448	чем в	1	1
449	с ее	2	1
450	допустим что	1	1
451	по существу	1	1
452	с тою	1	1
453	независимо от	4	1
454	всеми его	1	1
