N	2gram	Vinokur_Vv_1	Problema
220	для которого	1	3
221	в отношении	2	3
222	дело в	3	3
223	того как	3	3
224	в самой	1	3
225	или как	3	3
226	тех или	3	3
227	и его	5	3
228	как будто	3	3
229	в каком	1	3
230	к тому	4	3
231	что оно	2	3
232	для себя	1	3
233	можно было	7	3
234	ясно что	9	3
235	для этого	3	3
236	не на	1	3
237	искусства и	1	3
238	другими словами	1	3
239	настоящее время	1	3
240	что его	1	3
241	различие в	1	3
242	к нему	2	3
243	тем или	1	3
244	этому поводу	2	3
245	во всей	1	3
246	значит что	1	3
247	что здесь	2	3
248	очень много	1	3
249	или другим	1	3
250	по этому	2	3
251	именно на	2	3
252	уже не	5	3
253	уже в	5	3
254	из них	3	3
255	говорит о	3	3
256	всяком случае	3	3
257	бы никакого	1	3
258	уже и	7	3
259	до сих	5	3
260	с другой	8	3
261	здесь в	1	3
262	а наоборот	1	3
263	оно не	1	3
264	что не	5	3
265	обратить внимание	2	3
266	самой действительности	1	3
267	нужно сказать	1	3
268	однако и	1	3
269	бы оно	1	3
270	этих случаях	2	3
271	быть и	2	3
272	сих пор	5	3
273	но для	1	3
274	не больше	1	3
275	своему содержанию	1	3
276	в настоящее	1	3
277	чтобы понять	2	3
278	хотя бы	5	3
279	с ним	1	3
280	или не	1	3
281	хотя в	2	3
282	мы говорим	2	3
283	может и	1	3
284	другой стороны	5	3
285	что понятие	1	3
286	есть и	4	3
287	себе не	1	3
288	я и	1	2
289	как говорят	2	2
290	например в	2	2
291	же как	3	2
292	к нашему	1	2
293	в первом	5	2
294	и до	2	2
295	по его	2	2
296	мы имеем	3	2
297	мы не	2	2
298	и ничего	1	2
299	что если	2	2
300	науки и	2	2
301	мы называем	2	2
302	в сущности	3	2
303	что иное	4	2
304	себе что	3	2
305	большей частью	1	2
306	было до	1	2
307	и этого	3	2
308	он сам	3	2
309	иное как	5	2
310	говоря уже	2	2
311	только после	2	2
312	не то	1	2
313	нет и	1	2
314	чем же	3	2
315	то или	1	2
316	кроме того	1	2
317	это тоже	1	2
318	ясно и	1	2
319	этой идеи	1	2
320	идея и	1	2
321	в которой	1	2
322	таковы например	1	2
323	так или	4	2
324	из этих	5	2
325	вопроса о	1	2
326	что к	1	2
327	говорят о	1	2
328	во многих	1	2
329	вообще не	3	2
330	на его	1	2
331	одно целое	2	2
332	не значит	1	2
333	он должен	1	2
334	действительности к	2	2
335	что ни	1	2
336	или иных	3	2
337	а это	1	2
338	и заключается	4	2
339	как они	1	2
340	и с	2	2
341	разница между	1	2
342	это было	1	2
343	с другими	1	2
344	науки а	4	2
345	конца xix	1	2
346	для них	1	2
347	во внимание	2	2
348	должно быть	2	2
349	и того	2	2
350	понятия и	1	2
351	одного и	2	2
352	в эту	1	2
353	но если	3	2
354	и при	2	2
355	не как	3	2
356	по крайней	4	2
357	текст и	3	2
358	однако в	3	2
359	что этот	1	2
360	из числа	2	2
361	же мы	1	2
362	и очень	1	2
363	в таких	1	2
364	не имеет	4	2
365	мы находим	1	2
366	следовательно и	1	2
367	и сама	1	2
368	единое и	1	2
369	в области	4	2
370	не потому	1	2
371	что будет	1	2
372	которого он	1	2
373	не могут	5	2
374	могут быть	4	2
375	и надо	1	2
376	для такого	1	2
377	без всякого	1	2
378	подобно тому	1	2
379	не содержит	1	2
380	что может	3	2
381	здесь нет	4	2
382	и всегда	1	2
383	это только	4	2
384	смысле и	2	2
385	и должно	1	2
386	все прочие	1	2
387	того или	1	2
388	между тем	8	2
389	нечто иное	1	2
390	крайней мере	4	2
391	этот последний	1	2
392	все время	1	2
393	энциклопедии и	1	2
394	понимать не	1	2
395	том как	1	2
396	мы видим	1	2
397	и так	1	2
398	а потому	3	2
399	не мешает	1	2
400	в качестве	7	2
401	на этой	3	2
402	этого понятия	5	2
403	от других	2	2
404	свой собственный	1	2
405	одно из	5	2
406	для него	1	2
407	есть та	1	2
408	ведь это	1	2
409	но что	3	2
410	как такового	2	2
411	само собой	2	2
412	момент в	1	2
413	говорим о	1	2
414	или иначе	4	2
415	но есть	1	2
416	которых мы	1	2
417	как именно	1	2
418	вместе с	6	2
419	и особенно	1	2
420	направление в	2	2
421	тому как	1	2
422	по существу	2	2
423	есть тот	1	2
424	этом случае	6	2
425	заставляет нас	1	2
426	имел в	1	2
427	что нет	2	2
428	и часто	1	2
429	в результате	3	2
430	особого рода	4	2
431	но еще	1	2
432	чтобы его	1	2
433	или вообще	5	2
434	только что	4	2
435	этой области	3	2
436	в нечто	2	2
437	о своем	1	2
438	понимать как	1	2
439	для нашего	1	2
440	или иного	1	2
441	не что	4	2
442	ее в	1	2
443	понимать что	1	2
444	гораздо более	3	2
445	а между	1	1
446	есть особого	1	1
447	одним из	5	1
448	пониматься как	1	1
449	чтобы не	1	1
450	и объясняется	1	1
451	но тогда	1	1
452	которые существуют	1	1
453	сразу и	1	1
454	в чисто	4	1
455	из самых	1	1
456	вещей в	1	1
457	отношения между	1	1
458	что эти	1	1
459	оно было	1	1
460	от которых	2	1
461	думать так	1	1
462	был и	1	1
463	отношения к	1	1
464	которыми он	1	1
465	той же	4	1
466	смотреть на	4	1
467	его предметом	1	1
468	очень далеко	1	1
469	том насколько	1	1
470	до времени	1	1
471	чтобы действительно	1	1
472	а уж	1	1
473	самое же	2	1
474	на такие	1	1
475	нам в	1	1
476	как обычно	1	1
477	который был	1	1
478	представлением о	1	1
479	то это	3	1
480	имеет дело	5	1
481	которое в	2	1
482	мы ее	1	1
483	спрашивается как	1	1
484	быть в	4	1
485	нам представляется	1	1
486	бы то	1	1
487	есть такие	1	1
488	то мы	1	1
489	только тогда	1	1
490	в общем	12	1
491	а если	2	1
492	или иное	1	1
493	рода примеры	1	1
494	стало действительно	1	1
495	и чем	1	1
496	и эстетического	1	1
497	и я	1	1
498	в течение	5	1
499	выясняется что	1	1
500	тем больше	1	1
501	самое понятие	1	1
502	но пока	2	1
503	дает нам	1	1
504	того не	2	1
505	отгородиться от	1	1
506	необходимо несколько	1	1
507	все же	8	1
508	просто как	1	1
509	то ясно	1	1
510	говорит что	1	1
511	с понятием	3	1
512	или без	1	1
513	его к	2	1
514	а имеется	1	1
515	к числу	1	1
516	есть ли	1	1
517	от этого	5	1
518	не сам	1	1
519	сливается с	3	1
520	еще на	1	1
521	бы и	2	1
522	притом еще	1	1
523	выражение в	1	1
524	от действительности	2	1
525	ни одна	2	1
526	в известном	3	1
527	от простого	1	1
528	особенно важно	1	1
529	тому же	1	1
530	и те	2	1
531	если он	1	1
532	что каждая	2	1
533	тем большее	1	1
534	в определенном	1	1
535	в какой-то	1	1
536	о которой	2	1
537	должна быть	2	1
538	действительность как	1	1
539	момента в	2	1
540	же здесь	1	1
541	да притом	1	1
542	не к	2	1
543	отношений между	3	1
544	в силу	3	1
545	новое и	1	1
546	чтобы в	1	1
547	д все	2	1
548	не похожих	1	1
549	и будет	1	1
550	на этом	3	1
551	его можно	2	1
552	всего то	3	1
553	одно и	1	1
554	от отдельных	1	1
555	в каждом	4	1
556	и литературы	2	1
557	то ни	1	1
558	этом втором	1	1
559	факт что	1	1
560	первом из	2	1
561	они должны	1	1
562	до бесконечности	1	1
563	и никакого	1	1
564	говорил что	1	1
565	в глубине	1	1
566	них не	1	1
567	области действительности	6	1
568	лишь в	1	1
569	заключается в	4	1
570	и других	3	1
571	на протяжении	2	1
572	отчет в	3	1
573	на почве	5	1
574	то все	1	1
575	известно что	1	1
576	мы вообще	1	1
577	мог бы	2	1
578	мы вкладываем	1	1
579	на свои	2	1
580	показывает что	1	1
581	как об	9	1
582	этим и	1	1
583	мы видели	2	1
584	и такая	1	1
585	и тогда	3	1
586	это очевидно	2	1
587	форме или	1	1
588	и становится	1	1
589	только тем	1	1
590	совсем другое	1	1
591	именно он	1	1
592	во время	1	1
593	нужно только	1	1
594	что между	1	1
595	историк литературы	3	1
596	эта черта	1	1
597	и науки	2	1
598	на данный	1	1
599	в такой	1	1
600	наших дней	1	1
601	и без	2	1
602	и всеми	1	1
603	нечто единое	1	1
604	прийти к	1	1
605	впрочем не	1	1
606	представление о	1	1
607	в известной	3	1
608	вопрос о	8	1
609	свое существование	2	1
610	ее ни	1	1
611	и другого	1	1
612	и той	2	1
613	науке а	1	1
614	для которых	3	1
615	том чтобы	6	1
616	что никакой	1	1
617	т п	5	1
618	данной науки	1	1
619	ни было	1	1
620	чем собственно	1	1
621	том же	2	1
622	для нее	1	1
623	которая вырастает	1	1
624	какой угодно	1	1
625	об ее	1	1
626	но вместо	1	1
627	если и	1	1
628	хорошо знаем	1	1
629	не раз	1	1
630	идея которая	1	1
631	иной раз	2	1
632	вполне естественно	1	1
633	как о	4	1
634	дело не	3	1
635	на котором	2	1
636	тогда когда	3	1
637	так чтобы	3	1
638	и искусство	1	1
639	текст но	1	1
640	себе полный	1	1
641	о таких	1	1
642	образом в	1	1
643	в языкознании	1	1
644	о них	2	1
645	при полной	1	1
646	понять ее	2	1
647	из него	1	1
648	существует также	1	1
649	правда в	1	1
650	понимать их	1	1
651	одна из	2	1
652	это то	1	1
653	имеем дело	1	1
654	находятся в	2	1
655	обратим внимание	1	1
656	этих двух	1	1
657	в какой-нибудь	1	1
658	которые и	1	1
659	понятными и	1	1
660	много общего	1	1
661	так например	6	1
662	было не	1	1
663	только с	3	1
664	этом отношении	3	1
665	что на	1	1
666	ему не	1	1
667	этом сказано	1	1
668	то более	3	1
669	кто занимается	1	1
670	в момент	1	1
671	в специальном	1	1
672	уже о	1	1
673	то менее	1	1
674	сравнении с	1	1
675	однако история	1	1
676	какой она	1	1
677	должны быть	1	1
678	содержанием и	1	1
679	виде как	1	1
680	этого и	1	1
681	же только	2	1
682	того о	1	1
683	мы хорошо	1	1
684	утверждать что	1	1
685	если же	2	1
686	не объект	1	1
687	должен быть	4	1
688	особенности этого	1	1
689	поэтического образа	1	1
690	были только	1	1
691	для читателя	1	1
692	чтобы быть	1	1
693	вопрос что	2	1
694	идет речь	2	1
695	нечто целое	2	1
696	для познания	1	1
697	и сам	2	1
698	на нее	2	1
699	проблем и	1	1
700	которыми мы	1	1
701	не с	2	1
702	усвоить себе	1	1
703	их исторического	1	1
704	самого понятия	1	1
705	не место	1	1
706	о природе	7	1
707	известной мере	2	1
708	имеется в	1	1
709	он был	1	1
710	нем то	1	1
711	он служит	1	1
712	по мере	4	1
713	терминов но	1	1
714	в определенной	1	1
715	нас и	1	1
716	познания и	2	1
717	мало для	1	1
718	в другом	3	1
719	этом понятии	1	1
720	себя не	1	1
721	внимание на	4	1
722	и та	1	1
723	для целей	1	1
724	как ее	1	1
725	одного из	1	1
726	например немцы	1	1
727	то возникает	1	1
728	по адресу	1	1
729	и значительным	1	1
730	это в	2	1
731	и требует	2	1
732	при исследовании	1	1
733	познание или	1	1
734	во втором	2	1
735	в языке	1	1
736	внешним образом	1	1
737	разумеется здесь	1	1
738	которая должна	1	1
739	чтобы был	1	1
740	слова для	1	1
741	наук и	3	1
742	и об	1	1
743	это несомненно	1	1
744	познания в	1	1
745	по содержанию	2	1
746	ни к	2	1
747	нового типа	2	1
748	и всего	1	1
749	содержания но	1	1
750	известном смысле	3	1
751	но с	4	1
752	в греческом	1	1
753	она стала	1	1
754	оказалось что	2	1
755	также ее	1	1
756	этот вопрос	4	1
757	что даже	2	1
758	словом если	1	1
759	в стороне	1	1
760	может оказаться	3	1
761	в самое	1	1
762	словами или	2	1
763	сложности и	1	1
764	это заставляет	2	1
765	до наших	1	1
766	история и	3	1
767	себя в	2	1
768	что внутренняя	1	1
769	нас с	1	1
770	раз уж	1	1
771	раз в	1	1
772	исследование только	1	1
773	стоит на	1	1
774	в значении	1	1
775	чтобы он	2	1
776	в начале	3	1
777	чем с	1	1
778	анализа и	1	1
779	не дает	1	1
780	существует никакой	1	1
781	эту формулу	1	1
782	его и	1	1
783	за ним	1	1
784	ту или	1	1
785	мы знаем	1	1
786	котором можно	1	1
787	вырастает на	1	1
788	всякий кто	1	1
789	в прошлом	2	1
790	ее не	1	1
791	при всей	1	1
792	читателя так	1	1
793	каждый из	2	1
794	и начал	1	1
795	от того	3	1
796	значение только	1	1
797	этих понятий	2	1
798	со стороны	12	1
799	от другой	3	1
800	них в	1	1
801	здесь нужно	1	1
802	форме и	1	1
803	смысле только	1	1
804	есть сразу	1	1
805	времени в	3	1
806	может пониматься	1	1
807	его из	1	1
808	более то	1	1
809	к человеку	1	1
810	что находится	1	1
811	самом же	1	1
812	он только	1	1
813	потом в	1	1
814	цвета и	1	1
815	а главное	1	1
816	в картине	1	1
817	идет уже	1	1
818	человек в	1	1
819	бы ее	2	1
820	в россии	1	1
821	для начала	1	1
822	произведение в	1	1
823	что из	1	1
824	человеку из	1	1
825	мира в	1	1
826	ближе к	2	1
827	к лицу	1	1
828	входить в	1	1
829	в одной	1	1
830	и литературе	1	1
831	вещи однако	1	1
832	человека к	1	1
833	его содержание	1	1
834	или по	1	1
835	речь не	1	1
836	и понимать	3	1
837	нечто вполне	1	1
838	из которых	2	1
839	случаях в	1	1
840	на каком-нибудь	2	1
841	и к	1	1
842	наряду с	2	1
843	не понимать	1	1
844	языке или	1	1
845	но который	1	1
846	языке и	1	1
847	это значит	1	1
848	методе и	1	1
849	здесь идет	1	1
850	с этой	4	1
851	слова и	1	1
852	это выражение	1	1
853	всяком выражении	1	1
854	самое существенное	1	1
855	чтобы этот	1	1
856	в идеале	2	1
857	от той	1	1
858	для этой	1	1
859	отсюда ясно	1	1
860	и от	1	1
861	понять что	1	1
862	различны но	1	1
863	о котором	8	1
864	которая в	1	1
865	гораздо менее	1	1
866	есть система	1	1
867	это требует	1	1
868	значило бы	1	1
869	из себя	1	1
870	что по	1	1
871	но зато	2	1
872	будто бы	2	1
873	в свете	1	1
874	как этого	1	1
875	тот же	1	1
876	в системе	1	1
877	нами не	2	1
878	рассматривают в	1	1
879	подойдя к	1	1
880	только как	6	1
881	смысле они	1	1
882	так значило	1	1
883	типа и	1	1
884	одновременно и	1	1
885	в сравнении	1	1
886	ко всему	1	1
887	чем иным	1	1
888	т е	38	1
889	достаточно в	1	1
890	есть то	1	1
891	как энциклопедии	1	1
892	и фактов	1	1
893	чтобы ее	1	1
894	просто не	1	1
895	с внешней	1	1
896	жизни и	2	1
897	и эта	1	1
898	это понятие	2	1
899	к этому	3	1
900	как на	11	1
901	которая не	1	1
