N	2gram	Propp_Russ_2	Myslijsy
150	и следовательно	1	3
151	на которой	1	3
152	состоит не	1	3
153	же и	1	3
154	есть в	2	3
155	только на	1	3
156	за ним	3	3
157	прежде всего	2	3
158	друг друга	3	3
159	должны будем	1	3
160	именно в	4	3
161	от другого	1	3
162	одной стороны	2	3
163	там где	2	3
164	в одно	1	3
165	связь с	3	3
166	так же	4	3
167	и оно	1	3
168	все остальные	1	3
169	тем и	2	3
170	а к	2	3
171	и все	4	3
172	не я	1	3
173	в свою	1	3
174	в которой	2	3
175	к этому	5	3
176	в таком	4	3
177	а между	1	2
178	себе этот	1	2
179	это и	2	2
180	в приведенном	1	2
181	и до	1	2
182	в их	2	2
183	с в	8	2
184	мы уже	1	2
185	не столько	2	2
186	все в	2	2
187	на свою	1	2
188	которое не	1	2
189	явлений и	1	2
190	к слову	1	2
191	тогда как	2	2
192	отношение к	1	2
193	что они	1	2
194	нечто вроде	2	2
195	все же	2	2
196	что по	4	2
197	его к	1	2
198	как знак	1	2
199	сливается с	1	2
200	та же	2	2
201	под ним	2	2
202	в этой	3	2
203	на то	1	2
204	не могла	1	2
205	так сказать	1	2
206	и если	1	2
207	с таким	1	2
208	или другое	1	2
209	подобно тому	3	2
210	людей и	2	2
211	но все	1	2
212	могла бы	1	2
213	на все	1	2
214	входит в	1	2
215	как при	1	2
216	можно заключить	1	2
217	показывает что	8	2
218	не всегда	3	2
219	несмотря на	1	2
220	многие другие	2	2
221	во время	12	2
222	в своей	2	2
223	а как	1	2
224	в которых	4	2
225	выше мы	3	2
226	их в	4	2
227	том же	4	2
228	что есть	1	2
229	что эта	1	2
230	она не	3	2
231	что с	2	2
232	и притом	1	2
233	как о	1	2
234	иметь в	1	2
235	такая же	1	2
236	из того	1	2
237	этом отношении	1	2
238	когда мы	2	2
239	от этого	1	2
240	указание на	1	2
241	от нее	1	2
242	так например	1	2
243	ничего общего	1	2
244	и о	3	2
245	в ее	3	2
246	так в	2	2
247	когда в	1	2
248	можно только	1	2
249	к тем	1	2
250	и с	10	2
251	могла быть	1	2
252	об этом	2	2
253	о том	9	2
254	или на	8	2
255	должно было	3	2
256	от него	1	2
257	связь между	2	2
258	от них	1	2
259	природы и	2	2
260	в форме	2	2
261	в какой	1	2
262	буквальном смысле	1	2
263	и после	3	2
264	в природе	3	2
265	том чтобы	2	2
266	связи с	2	2
267	с нею	1	2
268	в виде	4	2
269	был бы	1	2
270	не составляет	1	2
271	заключить что	1	2
272	в одном	1	2
273	себя от	1	2
274	в других	15	2
275	и даже	1	2
276	только один	1	2
277	а с	2	2
278	притом не	1	2
279	или с	3	2
280	эти слова	1	2
281	по своему	1	2
282	как средство	2	2
283	быть не	1	2
284	с этой	2	2
285	и действия	1	2
286	перед нами	1	2
287	есть одно	1	2
288	следующие за	1	2
289	из себя	1	2
290	и наконец	1	2
291	же в	6	2
292	только одну	2	2
293	это в	2	2
294	это неверно	1	1
295	и атрибутов	1	1
296	выражено в	1	1
297	одним из	2	1
298	мы здесь	2	1
299	от дерева	1	1
300	на самом	2	1
301	вне связи	1	1
302	силу на	2	1
303	ли мы	1	1
304	в нашу	1	1
305	что эти	1	1
306	по его	1	1
307	играть и	1	1
308	что совокупность	1	1
309	что между	1	1
310	что если	1	1
311	в первый	1	1
312	вопрос о	4	1
313	из своих	1	1
314	нас это	1	1
315	время как	1	1
316	но она	2	1
317	один пример	1	1
318	д а	1	1
319	он был	1	1
320	на них	4	1
321	без которой	1	1
322	здесь не	1	1
323	без всякого	1	1
324	его состоит	2	1
325	особую силу	2	1
326	данном случае	7	1
327	он может	1	1
328	совсем не	2	1
329	если в	1	1
330	а через	2	1
331	отличие от	3	1
332	нам право	2	1
333	нет и	1	1
334	и чем	1	1
335	из которого	1	1
336	первый взгляд	1	1
337	так называемая	1	1
338	некоторое время	1	1
339	стороны и	1	1
340	что ее	3	1
341	к новому	1	1
342	что касается	1	1
343	в противном	1	1
344	хотя и	1	1
345	когда он	1	1
346	всем другим	1	1
347	увидим что	1	1
348	но в	5	1
349	возможен только	1	1
350	но эта	1	1
351	можно в	1	1
352	на ней	1	1
353	как скоро	1	1
354	с места	1	1
355	все эти	3	1
356	своему влиянию	1	1
357	право на	2	1
358	все силы	1	1
359	и дерево	1	1
360	что к	1	1
361	тому же	1	1
362	во многих	9	1
363	как он	1	1
364	но на	1	1
365	чем больше	1	1
366	как оно	2	1
367	главным образом	3	1
368	и таких	1	1
369	после этого	2	1
370	области и	1	1
371	доказательства что	1	1
372	он должен	1	1
373	есть та	1	1
374	многое но	1	1
375	и свойства	1	1
376	что без	1	1
377	и д	2	1
378	их соединения	1	1
379	в нее	1	1
380	форме а	1	1
381	а вместе	1	1
382	здесь мы	2	1
383	с криком	1	1
384	знает что	1	1
385	те или	1	1
386	это не	5	1
387	и наша	1	1
388	этой силы	3	1
389	то увидим	1	1
390	только одно	1	1
391	например и	1	1
392	отсюда видно	1	1
393	для чего	1	1
394	это сходство	1	1
395	ни с	1	1
396	в этих	3	1
397	нужно чтобы	1	1
398	в связь	1	1
399	но если	3	1
400	или точнее	1	1
401	таким же	1	1
402	которая имеет	1	1
403	как все	1	1
404	в такой	1	1
405	человека одетого	1	1
406	как символ	1	1
407	в сказке	1	1
408	не будем	3	1
409	которые в	1	1
410	но он	3	1
411	образом из	1	1
412	и более	1	1
413	этом а	1	1
414	однако в	1	1
415	что этот	1	1
416	дерева на	1	1
417	на доску	2	1
418	отдельно от	1	1
419	в пищу	2	1
420	к такой	1	1
421	в таких	3	1
422	хотя это	1	1
423	мало того	1	1
424	виду что	1	1
425	без ответа	1	1
426	и должен	1	1
427	или другие	1	1
428	ее с	1	1
429	что представление	1	1
430	когда они	2	1
431	а может	1	1
432	следовательно и	1	1
433	не всякий	1	1
434	принадлежат к	2	1
435	не имели	2	1
436	ничего не	1	1
437	состоять в	1	1
438	не принадлежат	2	1
439	с одним	1	1
440	более что	1	1
441	во всем	2	1
442	е не	1	1
443	что на	2	1
444	с которой	1	1
445	начиная с	2	1
446	других случаях	1	1
447	народа к	1	1
448	наоборот в	1	1
449	для его	1	1
450	о происхождении	2	1
451	в поле	19	1
452	другую в	1	1
453	быть назван	1	1
454	должен быть	2	1
455	и которая	1	1
456	разные стороны	1	1
457	из всего	1	1
458	в виду	2	1
459	другие эти	1	1
460	и многие	2	1
461	и значения	1	1
462	говорится что	4	1
463	до самого	1	1
464	и когда	1	1
465	что у	1	1
466	на нее	6	1
467	не с	2	1
468	мог бы	1	1
469	оно как	2	1
470	в силе	1	1
471	на которую	1	1
472	этим в	1	1
473	и представлением	1	1
474	это только	1	1
475	жизнь и	2	1
476	для этого	5	1
477	из одного	1	1
478	предположить что	4	1
479	находится в	1	1
480	сводится к	1	1
481	и здесь	1	1
482	форма более	1	1
483	силы природы	1	1
484	в глаза	2	1
485	не имеем	1	1
486	после того	2	1
487	нас в	1	1
488	то эта	1	1
489	состав этого	1	1
490	во всех	3	1
491	ее от	2	1
492	этому поводу	2	1
493	но нет	1	1
494	какое значение	1	1
495	от одного	1	1
496	все следующие	1	1
497	в другой	1	1
498	о единстве	1	1
499	в ту	1	1
500	и ограничимся	1	1
501	если это	1	1
502	места и	1	1
503	и е	2	1
504	бросается в	2	1
505	что здесь	3	1
506	в двух	1	1
507	хлеба это	1	1
508	тот же	1	1
509	к дереву	2	1
510	в стороне	2	1
511	который в	1	1
512	то эти	1	1
513	и ее	2	1
514	по этому	2	1
515	связанным с	1	1
516	человека с	1	1
517	них или	1	1
518	например а	1	1
519	а это	1	1
520	есть однако	1	1
521	или даже	3	1
522	при помощи	1	1
523	смерти и	2	1
524	могло бы	1	1
525	эту силу	5	1
526	ее не	1	1
527	к ним	1	1
528	как его	1	1
529	должен был	3	1
530	каждый из	2	1
531	него всю	1	1
532	не является	1	1
533	жизни в	2	1
534	нужно было	1	1
535	в малороссии	2	1
536	даже не	1	1
537	имеет и	1	1
538	как у	1	1
539	по своим	1	1
540	в ряде	1	1
541	на которые	1	1
542	по всей	3	1
543	не входит	1	1
544	но есть	1	1
545	превращается в	1	1
546	не на	1	1
547	также с	1	1
548	сложное явление	1	1
549	под влиянием	1	1
550	но можно	2	1
551	на который	1	1
552	в одной	1	1
553	или по	1	1
554	многих случаях	2	1
555	в область	1	1
556	в данном	6	1
557	в земле	4	1
558	несколько раз	1	1
559	из разных	1	1
560	а потом	1	1
561	исходя из	1	1
562	многих других	1	1
563	как средства	1	1
564	и там	3	1
565	во всю	1	1
566	было ни	1	1
567	как например	3	1
568	на пути	1	1
569	и другим	1	1
570	только для	1	1
571	видно что	2	1
572	и таким	1	1
573	из ряда	1	1
574	сходство с	1	1
575	вряд ли	2	1
576	почему именно	1	1
577	здесь все	1	1
578	или не	1	1
579	с другою	1	1
580	на первый	3	1
581	в эту	3	1
582	по одной	1	1
583	г в	1	1
584	например из	1	1
585	имея в	1	1
586	очень хорошо	1	1
587	все то	2	1
588	к ее	1	1
589	и начинается	1	1
590	полученных им	1	1
591	ему но	1	1
592	сделать некоторые	1	1
593	нет но	1	1
594	с ними	1	1
595	него в	1	1
596	что подобные	1	1
597	есть и	1	1
598	этим объясняется	1	1
599	на лице	1	1
600	это так	1	1
601	доску с	1	1
602	ее в	8	1
603	и эта	1	1
604	нас не	2	1
605	во всяком	1	1
606	силы на	2	1
