N	2gram	Propp_Morf_1	Dialekti
103	и притом	1	4
104	это мы	1	4
105	только и	1	4
106	к ней	1	4
107	к тому	4	4
108	ничего общего	1	4
109	как мы	6	4
110	о том	2	4
111	от него	1	4
112	быть и	2	4
113	мы видим	13	4
114	но не	4	4
115	с какой	1	4
116	для меня	1	4
117	мы можем	2	4
118	как раз	1	4
119	как это	3	4
120	хотя и	3	4
121	собственно говоря	1	4
122	так же	3	4
123	может и	1	4
124	другой стороны	4	4
125	во всяком	2	4
126	самом деле	4	3
127	от самого	1	3
128	должна быть	1	3
129	но она	1	3
130	на самом	4	3
131	если в	5	3
132	или иное	1	3
133	что они	2	3
134	если она	2	3
135	говорит что	1	3
136	более или	2	3
137	но эта	1	3
138	та же	2	3
139	он не	3	3
140	не значит	2	3
141	то как	2	3
142	но все	3	3
143	в них	1	3
144	должно быть	1	3
145	или менее	2	3
146	имеет ничего	1	3
147	точку зрения	1	3
148	даже в	1	3
149	тому что	4	3
150	вплоть до	1	3
151	в основе	1	3
152	случае не	3	3
153	иметь в	1	3
154	могут быть	16	3
155	утверждать что	3	3
156	что и	7	3
157	один из	5	3
158	но с	1	3
159	только в	2	3
160	очень много	1	3
161	только на	1	3
162	даже не	3	3
163	точек зрения	1	3
164	еще и	1	3
165	а он	1	3
166	в данном	1	3
167	что же	2	3
168	в его	1	3
169	тех или	1	3
170	не является	3	3
171	и все	1	3
172	или нет	2	3
173	дана в	1	3
174	только что	2	3
175	но вот	2	3
176	состоит из	1	3
177	можно говорить	1	2
178	или наоборот	1	2
179	вопрос о	7	2
180	время как	3	2
181	оно есть	1	2
182	качестве примера	1	2
183	как таковая	2	2
184	то мы	4	2
185	друг к	2	2
186	из этих	1	2
187	но как	2	2
188	это или	1	2
189	что именно	1	2
190	с этим	11	2
191	что касается	1	2
192	помнить что	1	2
193	и где	1	2
194	мы получаем	2	2
195	образом и	1	2
196	все эти	2	2
197	тут и	1	2
198	связанные с	1	2
199	в виде	2	2
200	на этом	3	2
201	в каждом	1	2
202	могла бы	4	2
203	и может	1	2
204	к другу	2	2
205	это было	3	2
206	с другими	1	2
207	чаще всего	7	2
208	мы имеем	9	2
209	с этой	1	2
210	как и	3	2
211	между собою	2	2
212	до сих	1	2
213	и тогда	1	2
214	и при	1	2
215	в своей	1	2
216	всяком случае	2	2
217	во всем	1	2
218	в которых	2	2
219	ни было	2	2
220	же может	2	2
221	для нее	1	2
222	можно указать	1	2
223	не знает	1	2
224	не менее	5	2
225	но они	1	2
226	дело не	2	2
227	заметить что	8	2
228	же он	1	2
229	этом отношении	1	2
230	которое в	1	2
231	всегда так	1	2
232	о которых	1	2
233	как не	1	2
234	как с	1	2
235	и совершенно	1	2
236	в другом	2	2
237	мог бы	1	2
238	или на	3	2
239	что под	1	2
240	его самого	4	2
241	но к	1	2
242	е о	1	2
243	на что	1	2
244	д но	4	2
245	том или	1	2
246	грань между	1	2
247	для того	2	2
248	вслед за	5	2
249	в него	1	2
250	не зная	1	2
251	того что	3	2
252	же можно	2	2
253	что здесь	1	2
254	д и	1	2
255	с ними	1	2
256	мы увидим	8	2
257	с одной	1	2
258	в качестве	5	2
259	уже не	2	2
260	и у	1	2
261	если мы	5	2
262	следует за	2	2
263	из них	3	2
264	но есть	3	2
265	для него	1	2
266	и их	2	2
267	никто не	3	2
268	были бы	1	2
269	со стороны	3	2
270	живой и	2	2
271	а с	2	2
272	стремится к	1	2
273	о чем	1	2
274	если это	3	2
275	в частности	2	2
276	или по	2	2
277	как в	3	2
278	два или	1	2
279	одной стороны	1	2
280	еще не	3	2
281	как например	2	2
282	какие же	1	2
283	такой же	1	2
284	сих пор	1	2
285	но так	1	2
286	убедиться что	1	2
287	она должна	1	2
288	и для	2	2
289	то не	1	2
290	лишь как	1	2
291	ни к	2	2
292	в отдельности	1	2
293	что даже	1	2
294	точно так	1	2
295	к этому	3	2
296	которая не	1	2
297	как все	1	1
298	например в	2	1
299	д в	2	1
300	сразу и	2	1
301	показать что	4	1
302	из самых	1	1
303	явления и	1	1
304	есть категория	1	1
305	и до	1	1
306	что эти	2	1
307	и этот	1	1
308	уже по	1	1
309	такого описания	1	1
310	это совершенно	1	1
311	мы не	8	1
312	не содержат	1	1
313	связаны между	1	1
314	из этого	1	1
315	о формах	2	1
316	имеет смысла	1	1
317	кто же	1	1
318	в различных	2	1
319	так если	2	1
320	во всех	4	1
321	не требует	1	1
322	другой более	1	1
323	совсем не	3	1
324	другой пример	1	1
325	коем случае	1	1
326	мы будем	3	1
327	заметим что	2	1
328	явлений и	1	1
329	чем же	1	1
330	себя за	2	1
331	первый взгляд	3	1
332	в той	1	1
333	данный момент	1	1
334	только об	1	1
335	если на	1	1
336	дает нам	1	1
337	в связи	9	1
338	что ее	1	1
339	итак в	1	1
340	что земля	1	1
341	мысль о	1	1
342	на анализе	1	1
343	могли бы	1	1
344	и наконец	1	1
345	окружающие нас	1	1
346	и к	4	1
347	если наконец	1	1
348	следующим образом	3	1
349	становится все	1	1
350	и говорит	1	1
351	не более	1	1
352	к чему	3	1
353	не приходится	1	1
354	в которой	3	1
355	как то	2	1
356	формы в	1	1
357	бы не	1	1
358	земле и	1	1
359	она их	1	1
360	если он	1	1
361	есть но	1	1
362	его если	1	1
363	вообще не	1	1
364	что каждая	1	1
365	больше всего	1	1
366	при этом	1	1
367	большого объема	1	1
368	свою собственную	1	1
369	в силу	1	1
370	д все	2	1
371	постольку поскольку	1	1
372	и по	2	1
373	так например	3	1
374	или иных	1	1
375	от других	2	1
376	таким образом	21	1
377	по его	1	1
378	бы они	2	1
379	здесь мы	3	1
380	однако все	1	1
381	по известной	1	1
382	не будет	1	1
383	же не	1	1
384	в состоянии	1	1
385	тем в	1	1
386	главным образом	4	1
387	же касается	1	1
388	форма есть	1	1
389	мы уже	1	1
390	них не	1	1
391	а по	3	1
392	на каком	1	1
393	его в	2	1
394	ли он	1	1
395	то все	1	1
396	и тем	2	1
397	еще одно	1	1
398	кажется что	1	1
399	из нее	1	1
400	нет в	1	1
401	это положение	2	1
402	далеко не	5	1
403	в этой	2	1
404	этого не	2	1
405	при случае	1	1
406	не всегда	9	1
407	на другое	1	1
408	этим и	1	1
409	оно имеет	1	1
410	с такой	1	1
411	и становится	1	1
412	еще недостаточно	1	1
413	именно и	1	1
414	наконец даже	1	1
415	что данная	1	1
416	как там	1	1
417	эта сказка	1	1
418	оказывается что	1	1
419	как действуют	1	1
420	которые в	1	1
421	но он	1	1
422	тем не	5	1
423	еще раз	1	1
424	что например	1	1
425	может трактоваться	1	1
426	можно ли	1	1
427	стоит в	1	1
428	до известной	1	1
429	мы пока	2	1
430	мало того	1	1
431	и начинает	1	1
432	с теми	4	1
433	самого начала	1	1
434	то чего	1	1
435	дело в	1	1
436	того как	2	1
437	как таковых	2	1
438	такая простая	1	1
439	того чтобы	3	1
440	может только	1	1
441	вытекает из	1	1
442	не стремится	1	1
443	в коем	1	1
444	больше чем	1	1
445	под этим	1	1
446	действительно в	1	1
447	лишь с	2	1
448	по земле	1	1
449	и его	1	1
450	связи с	10	1
451	здесь же	3	1
452	е не	1	1
453	так то	1	1
454	как будто	2	1
455	не потому	1	1
456	д они	2	1
457	с другом	1	1
458	сравнить с	1	1
459	этот закон	1	1
460	формы с	1	1
461	но там	1	1
462	не могут	4	1
463	когда мы	1	1
464	же самое	1	1
465	уже было	1	1
466	должны быть	1	1
467	этого и	1	1
468	они даны	2	1
469	например на	1	1
470	оно не	2	1
471	если же	5	1
472	своей конкретности	1	1
473	вывод что	2	1
474	здесь не	2	1
475	в голову	1	1
476	какое же	1	1
477	него самого	1	1
478	мы берем	1	1
479	и этим	5	1
480	также является	1	1
481	с самого	1	1
482	то время	3	1
483	не подходит	1	1
484	и когда	1	1
485	если они	2	1
486	оно также	1	1
487	в образе	4	1
488	здесь как	1	1
489	и каждый	1	1
490	еще в	1	1
491	этим в	1	1
492	в результате	7	1
493	свет а	1	1
494	имеется в	3	1
495	даны в	1	1
496	же просто	1	1
497	другой не	2	1
498	д если	2	1
499	связанное с	1	1
500	и там	1	1
501	быть заменено	1	1
502	то они	2	1
503	и вызывает	3	1
504	но мы	3	1
505	и просто	1	1
506	но об	1	1
507	того или	1	1
508	положения и	1	1
509	обоих случаях	2	1
510	доходит до	1	1
511	чтобы получить	1	1
512	между тем	5	1
513	нечто иное	1	1
514	а потому	1	1
515	общий принцип	1	1
516	у которого	1	1
517	а именно	1	1
518	не так	1	1
519	схеме и	1	1
520	сразу же	2	1
521	в новой	1	1
522	только можно	1	1
523	природой и	1	1
524	в какой	3	1
525	пор не	1	1
526	как нечто	1	1
527	или же	6	1
528	или они	1	1
529	об их	1	1
530	за ней	2	1
531	все они	1	1
532	со всеми	1	1
533	форма может	1	1
534	разделение на	1	1
535	себя в	1	1
536	о происхождении	2	1
537	можно установить	1	1
538	не можем	1	1
539	вопроса о	1	1
540	море и	1	1
541	это сказка	3	1
542	а то	3	1
543	сказать о	2	1
544	не дает	1	1
545	при помощи	9	1
546	он имеет	1	1
547	он может	2	1
548	от другого	2	1
549	или как	1	1
550	от тех	1	1
551	с этими	1	1
552	с применением	1	1
553	ее не	1	1
554	у него	1	1
555	как при	1	1
556	как такового	1	1
557	от того	3	1
558	в очень	1	1
559	эти явления	1	1
560	уже совершенно	1	1
561	это будет	1	1
562	видим как	1	1
563	с другим	1	1
564	быть поставлено	1	1
565	сюда же	3	1
566	эти две	1	1
567	и самая	1	1
568	я был	1	1
569	только один	1	1
570	ли считать	1	1
571	такое же	1	1
572	мы еще	1	1
573	и др	10	1
574	эти ученые	1	1
575	а на	3	1
576	может ли	1	1
577	одну из	1	1
578	становится на	1	1
579	там где	5	1
580	меня не	1	1
581	если не	1	1
582	уже давно	1	1
583	где есть	1	1
584	входить в	2	1
585	то прежде	1	1
586	как та	1	1
587	к другой	1	1
588	же с	1	1
589	получить в	1	1
590	так мы	1	1
591	в брак	1	1
592	где же	1	1
593	или другом	1	1
594	встречается в	1	1
595	а если	4	1
596	не дают	1	1
597	наряду с	5	1
598	последнем случае	2	1
599	перед нами	10	1
600	из этой	1	1
601	который для	1	1
602	по существу	12	1
603	друг с	1	1
604	или другого	1	1
605	думает о	1	1
606	что мы	2	1
607	не меняет	2	1
608	видно что	1	1
609	между прочим	1	1
610	этом и	1	1
611	увидим как	1	1
612	очень большой	1	1
613	у вас	1	1
614	но для	2	1
615	кроме того	1	1
616	можно сравнить	2	1
617	является ли	1	1
618	это уже	3	1
619	ее сущности	1	1
620	в полном	1	1
621	известной степени	1	1
622	форм и	1	1
623	этих случаях	11	1
624	указать на	1	1
625	ли в	1	1
626	что там	2	1
627	она может	1	1
628	быть названа	1	1
629	это можно	1	1
630	о котором	1	1
631	на первый	3	1
632	для нас	2	1
633	к этой	1	1
634	возникает вопрос	2	1
635	как явление	1	1
636	до какого	1	1
637	также не	1	1
638	а также	4	1
639	она его	1	1
640	поскольку это	1	1
641	имеет целью	1	1
642	всего мира	1	1
643	между ними	1	1
644	по одному	1	1
645	в последнем	2	1
646	только о	1	1
647	есть то	1	1
648	которым они	1	1
649	и другие	6	1
650	реку на	1	1
651	они не	1	1
652	в таком	1	1
