N	2gram	Ircho_Kome_2	Hudozhes
202	с и	4	2
203	со своим	1	2
204	что на	3	2
205	представляется нам	1	2
206	все еще	1	2
207	на основе	1	2
208	первой из	1	2
209	в себя	1	2
210	угол зрения	1	2
211	остановимся на	1	2
212	и поэтому	3	2
213	внимание на	1	2
214	никак не	1	2
215	и что	2	2
216	его жизни	1	2
217	до сих	2	2
218	молодой женщины	1	2
219	там же	1	2
220	при встрече	1	2
221	говорить об	1	2
222	второй половине	1	2
223	с ними	2	2
224	впрочем и	2	2
225	так что	5	2
226	больше не	1	2
227	в начале	4	2
228	за ним	1	2
229	мы знаем	3	2
230	а то	1	2
231	у нее	2	2
232	на стороне	1	2
233	или иначе	3	2
234	с той	2	2
235	действующих лиц	5	2
236	а с	1	2
237	что не	1	2
238	также в	2	2
239	до конца	1	2
240	не означает	1	2
241	характер человека	1	2
242	ближе к	1	2
243	на фоне	1	2
244	в изображении	2	2
245	этих словах	1	2
246	что же	1	2
247	в тот	1	2
248	да и	3	2
249	в это	2	2
250	и не	14	2
251	с этой	3	2
252	еще раз	1	2
253	каждого из	1	2
254	только для	1	2
255	нет ничего	1	2
256	н а	1	2
257	xviii в	1	2
258	в результате	1	2
259	о котором	1	2
260	то о	1	2
261	своих героев	1	2
262	человека не	1	2
263	в системе	1	2
264	не знает	1	2
265	или иного	1	2
266	на столе	1	2
267	как известно	2	1
268	нас более	1	1
269	только теперь	1	1
270	утра до	1	1
271	в чьей	1	1
272	тех же	3	1
273	за собой	2	1
274	в первом	2	1
275	существенное различие	1	1
276	на две	1	1
277	из его	2	1
278	под которым	1	1
279	видеть в	1	1
280	внутренний мир	1	1
281	и за	2	1
282	по его	1	1
283	его не	1	1
284	ни у	1	1
285	из области	1	1
286	не слишком	1	1
287	в сущности	1	1
288	в решении	1	1
289	х годов	2	1
290	хотя бы	2	1
291	ему в	1	1
292	похожи на	3	1
293	же что	1	1
294	в каждой	1	1
295	это время	3	1
296	и быта	1	1
297	случай на	1	1
298	время в	1	1
299	что его	3	1
300	в чем	1	1
301	чем это	2	1
302	обстояло дело	1	1
303	бы в	2	1
304	же она	1	1
305	не все	1	1
306	ответ на	3	1
307	в общем	1	1
308	с совершенно	1	1
309	рассказывает как	1	1
310	отношение к	2	1
311	иначе не	1	1
312	тут же	2	1
313	именно ему	1	1
314	друг от	1	1
315	нет и	2	1
316	в свои	1	1
317	да так	1	1
318	и я	2	1
319	чем же	1	1
320	первый взгляд	1	1
321	общего с	1	1
322	что именно	2	1
323	что касается	3	1
324	однако не	1	1
325	в полном	1	1
326	еще больше	1	1
327	в цитатах	1	1
328	и как	1	1
329	не являются	1	1
330	цитатах из	1	1
331	настаивает на	1	1
332	в герое	1	1
333	от этого	2	1
334	и хотя	2	1
335	да еще	2	1
336	в которой	5	1
337	из жизни	1	1
338	жизни еще	1	1
339	этом фрагменте	1	1
340	из этих	4	1
341	делах и	1	1
342	ни одна	2	1
343	поражение в	1	1
344	имеет для	1	1
345	корнями в	1	1
346	современной ему	2	1
347	не могла	1	1
348	три года	2	1
349	главным образом	1	1
350	в рамки	1	1
351	не пишет	1	1
352	же это	1	1
353	для подготовки	1	1
354	в силу	2	1
355	ее и	1	1
356	том чтобы	1	1
357	через год	1	1
358	его от	1	1
359	что ни	2	1
360	и этот	1	1
361	близкой к	1	1
362	от нее	1	1
363	то ни	2	1
364	том случае	1	1
365	или читателю	1	1
366	а их	1	1
367	входит в	1	1
368	о месте	1	1
369	этом смысле	2	1
370	роль в	2	1
371	по истории	1	1
372	в последующих	1	1
373	уж не	1	1
374	поведения и	1	1
375	но уже	1	1
376	но мы	1	1
377	автором из	1	1
378	он же	1	1
379	к своим	1	1
380	соответствии с	1	1
381	которым было	1	1
382	этого не	1	1
383	с тем	5	1
384	со своими	1	1
385	и уже	1	1
386	которой он	1	1
387	он и	1	1
388	элемента в	1	1
389	как таковой	1	1
390	когда в	2	1
391	является его	1	1
392	на первый	1	1
393	или менее	1	1
394	своему происхождению	1	1
395	в г	17	1
396	и причина	1	1
397	таким же	1	1
398	ли можно	3	1
399	и без	1	1
400	молодого человека	9	1
401	во времена	1	1
402	место в	4	1
403	было очень	1	1
404	обстоятельств в	1	1
405	в отличие	2	1
406	они уже	1	1
407	признать что	2	1
408	нельзя было	1	1
409	читателю в	1	1
410	в одном	2	1
411	другом и	1	1
412	друг другу	3	1
413	и более	1	1
414	их в	1	1
415	ним в	1	1
416	бы быть	1	1
417	вместе со	1	1
418	был прав	1	1
419	вовсе не	2	1
420	на участие	1	1
421	между людьми	1	1
422	на рубеже	1	1
423	так как	4	1
424	но они	1	1
425	тем самым	1	1
426	как можно	1	1
427	что эта	1	1
428	самого начала	1	1
429	как о	1	1
430	легко представить	1	1
431	склонный к	1	1
432	что их	2	1
433	у кого	1	1
434	в основе	1	1
435	даже как	1	1
436	из их	1	1
437	к жанру	1	1
438	человека если	1	1
439	однако если	1	1
440	при отсутствии	1	1
441	последние десятилетия	5	1
442	отнестись к	1	1
443	пример из	1	1
444	в самой	3	1
445	этих двух	1	1
446	такая же	2	1
447	мы помним	1	1
448	с другом	2	1
449	к той	1	1
450	в трагедии	1	1
451	него на	1	1
452	что ей	1	1
453	в речах	2	1
454	и вполне	1	1
455	всего в	2	1
456	как для	1	1
457	для его	1	1
458	в поле	3	1
459	обращение к	1	1
460	на это	2	1
461	говорит о	1	1
462	теперь на	1	1
463	приходит к	1	1
464	не делает	1	1
465	в виду	2	1
466	того времени	3	1
467	свою очередь	1	1
468	и служит	1	1
469	же не	2	1
470	в в	4	1
471	и безграничная	1	1
472	с самого	2	1
473	встреча с	1	1
474	на свой	1	1
475	есть человек	1	1
476	в образе	3	1
477	на такого	1	1
478	за то	4	1
479	в споре	1	1
480	здесь нет	1	1
481	мог бы	1	1
482	о связи	1	1
483	других и	1	1
484	на примере	1	1
485	интересующих нас	1	1
486	но у	1	1
487	жизнь и	1	1
488	речь всегда	1	1
489	с утра	1	1
490	означает что	1	1
491	даже не	3	1
492	сводится к	1	1
493	тому и	1	1
494	за пределами	1	1
495	одного из	1	1
496	все его	1	1
497	для нас	3	1
498	с другой	2	1
499	нас в	1	1
500	восходит к	4	1
501	в которую	1	1
502	во всех	3	1
503	нем не	2	1
504	сцену из	1	1
505	в другой	2	1
506	выступает как	1	1
507	до вечера	1	1
508	наконец в	2	1
509	к концу	3	1
510	своему содержанию	1	1
511	в жизнь	2	1
512	как например	1	1
513	сразу же	4	1
514	в двух	6	1
515	опирался на	1	1
516	жизнь он	1	1
517	тот же	2	1
518	речь о	2	1
519	среди других	1	1
520	в какой	2	1
521	по свидетельству	1	1
522	времени и	1	1
523	всяком случае	2	1
524	одних и	2	1
525	и ее	2	1
526	были две	1	1
527	с одной	2	1
528	человека с	1	1
529	более или	1	1
530	и у	2	1
531	уже в	4	1
532	и они	1	1
533	самую суть	1	1
534	свою жизнь	1	1
535	в жизни	1	1
536	действующего лица	1	1
537	с женой	2	1
538	не принимает	1	1
539	является не	2	1
540	ни с	1	1
541	одно из	2	1
542	представить себе	3	1
543	могло бы	1	1
544	и та	1	1
545	произведения и	1	1
546	этими словами	1	1
547	отличие от	2	1
548	той самой	1	1
549	тогда в	1	1
550	и другому	1	1
551	ее на	1	1
552	следует признать	2	1
553	где в	1	1
554	рядом с	2	1
555	не укладывается	1	1
556	никого не	1	1
557	из двух	1	1
558	не имеющей	1	1
559	и из	1	1
560	за последние	1	1
561	не один	1	1
562	и тех	2	1
563	вслед за	2	1
564	в античной	2	1
565	что для	4	1
566	становится известным	1	1
567	противоречие между	1	1
568	выступает в	1	1
569	к человеку	1	1
570	отставной солдат	1	1
571	одной стороны	2	1
572	не на	1	1
573	в руках	4	1
574	из названных	1	1
575	там где	1	1
576	о широкой	1	1
577	одна и	1	1
578	жизнь в	1	1
579	их самих	1	1
580	конечной целью	1	1
581	которого она	1	1
582	так называемых	2	1
583	следовало бы	1	1
584	о себе	1	1
585	для сестры	2	1
586	служит не	1	1
587	как это	4	1
588	текста в	1	1
589	об известной	1	1
590	со словом	1	1
591	который видит	1	1
592	но все	3	1
593	из которых	3	1
594	и столь	3	1
595	фрагмент из	1	1
596	о чем	3	1
597	в столь	1	1
598	все внимание	1	1
599	видя в	1	1
600	себя то	1	1
601	и там	1	1
602	в положении	1	1
603	друг с	2	1
604	реакции на	2	1
605	и другой	1	1
606	быть не	1	1
607	поэтому когда	1	1
608	себя их	1	1
609	простотой и	1	1
610	в контексте	1	1
611	него в	1	1
612	на пути	2	1
613	это был	1	1
614	форме к	1	1
615	в существовании	1	1
616	не мог	1	1
617	под названием	2	1
618	от друга	1	1
619	г а	1	1
620	в голову	2	1
621	было ясно	1	1
622	отношения между	1	1
623	при таком	1	1
624	периода в	1	1
625	его творчества	1	1
626	себя на	1	1
627	известие о	1	1
628	когда он	1	1
629	как особая	1	1
630	как уже	1	1
631	со своей	3	1
632	полагать что	1	1
633	не более	2	1
634	тем более	1	1
635	не будучи	1	1
636	базаре в	1	1
637	хотя в	1	1
638	соединяется с	1	1
639	с он	1	1
640	к ее	1	1
641	от первого	1	1
642	сведения о	1	1
643	это касается	1	1
644	от своего	1	1
645	сказать что	1	1
646	где как	1	1
647	в свою	1	1
648	к его	2	1
649	забывать что	1	1
650	в характере	1	1
651	в последнем	1	1
652	с такой	1	1
653	первом случае	1	1
654	из этого	2	1
655	его творчестве	1	1
656	пути к	2	1
657	человеку и	2	1
658	и другие	2	1
659	случае если	1	1
660	и эта	1	1
661	молодой человек	9	1
662	во всяком	2	1
663	все что	1	1
