N	2gram	Propp_Isto_7	RusskieA
230	до того	1	2
231	и здесь	12	2
232	и другим	1	2
233	они и	1	2
234	как они	1	2
235	в золотой	1	2
236	эти представления	1	2
237	интересный и	1	2
238	что у	4	2
239	в образе	3	2
240	к празднику	1	2
241	домой и	2	2
242	подойти к	1	2
243	составные части	1	2
244	с ним	5	2
245	означает что	1	2
246	находится в	1	2
247	на все	1	2
248	и поэтому	1	2
249	после того	4	2
250	в различных	3	2
251	должно было	2	2
252	связь между	1	2
253	в его	1	2
254	в свете	3	2
255	к ней	2	2
256	другие виды	1	2
257	значит что	1	2
258	не случайно	3	2
259	только у	1	2
260	этот вопрос	2	2
261	в какой	1	2
262	показывают что	6	2
263	их не	2	2
264	приводит нас	1	2
265	наших целей	1	2
266	так что	3	2
267	в большинстве	1	2
268	очень ясно	2	2
269	этому вопросу	1	2
270	с материалами	1	2
271	но что	1	2
272	тут же	1	2
273	выводы можно	1	2
274	в особенности	2	2
275	же а	1	2
276	которые можно	1	2
277	для наших	1	2
278	такое же	2	2
279	но есть	3	2
280	с ней	3	2
281	и пр	1	2
282	только по	1	2
283	а не	8	2
284	его как	1	2
285	большинстве случаев	1	2
286	стоит в	2	2
287	в частности	1	2
288	и потому	1	2
289	предположить что	3	2
290	на колени	1	2
291	там где	5	2
292	довольно много	2	2
293	останавливаться на	1	2
294	между прочим	3	2
295	между собой	1	2
296	мы видим	10	2
297	мыслительная основа	1	2
298	тем и	1	2
299	не объясняет	1	2
300	или в	8	2
301	когда он	3	2
302	мы должны	4	2
303	относящиеся к	1	2
304	обычно не	1	2
305	заупокойном культе	1	2
306	в отдельности	2	2
307	у которых	1	2
308	что обряд	1	2
309	нас не	2	2
310	широко распространено	1	1
311	ту же	1	1
312	начинался с	1	1
313	о каких	1	1
314	имеем ту	1	1
315	же как	4	1
316	переходит к	1	1
317	эти случаи	7	1
318	не кто-нибудь	1	1
319	мы здесь	2	1
320	самом деле	1	1
321	только потому	1	1
322	зависимости от	1	1
323	необходимо было	1	1
324	из самых	2	1
325	что эти	2	1
326	и ее	2	1
327	должна быть	1	1
328	видеть в	3	1
329	становится ясной	1	1
330	и за	1	1
331	по его	2	1
332	приходит к	3	1
333	мы уже	4	1
334	это объяснение	1	1
335	в несколько	1	1
336	самые разнообразные	1	1
337	этого огня	1	1
338	и цель	1	1
339	или наоборот	1	1
340	в русских	2	1
341	а совершенно	1	1
342	этого нет	1	1
343	указать что	2	1
344	что если	1	1
345	не приходится	1	1
346	которую мы	1	1
347	животного или	1	1
348	вопрос о	3	1
349	доме и	1	1
350	первоначальный смысл	1	1
351	приводят к	1	1
352	такое положение	2	1
353	на глазах	2	1
354	смотрит в	1	1
355	не вполне	3	1
356	ему в	1	1
357	направление в	1	1
358	же что	2	1
359	власть над	2	1
360	того же	2	1
361	и он	3	1
362	происхождение этого	1	1
363	в чем	5	1
364	с его	3	1
365	этих случаях	16	1
366	не отличается	1	1
367	имеем здесь	1	1
368	на столбах	1	1
369	на основе	1	1
370	это видно	2	1
371	а только	1	1
372	сомнения говорит	1	1
373	же она	1	1
374	после смерти	3	1
375	не все	3	1
376	в китае	2	1
377	в сказке	36	1
378	ответ на	6	1
379	по отношению	1	1
380	не путем	1	1
381	очевидно что	1	1
382	себе и	3	1
383	он пишет	1	1
384	значение имеет	1	1
385	отличаются от	1	1
386	однако из	1	1
387	и должны	1	1
388	что во	2	1
389	эта связь	3	1
390	другим народам	1	1
391	же с	1	1
392	его на	2	1
393	что некогда	1	1
394	а третий	1	1
395	показать что	1	1
396	некоторое время	1	1
397	совершенно другой	1	1
398	перед нами	2	1
399	и наконец	3	1
400	что этим	1	1
401	им или	1	1
402	увидим что	2	1
403	он на	2	1
404	от этого	1	1
405	и питье	1	1
406	из мифа	1	1
407	этот случай	9	1
408	в которой	2	1
409	два обстоятельства	1	1
410	но дает	1	1
411	с места	1	1
412	объяснение мы	1	1
413	то и	4	1
414	е с	1	1
415	на то	3	1
416	д т	1	1
417	не имеют	2	1
418	единственная форма	1	1
419	он не	6	1
420	у древних	1	1
421	более сильным	1	1
422	в начале	1	1
423	как обычай	2	1
424	объяснить его	1	1
425	в народе	1	1
426	здесь мы	5	1
427	жизнь но	1	1
428	в совершенно	1	1
429	те же	1	1
430	к заключению	1	1
431	в заупокойном	1	1
432	и иногда	1	1
433	его в	3	1
434	всех народов	1	1
435	уже знаем	3	1
436	известно что	2	1
437	должен был	2	1
438	и тем	2	1
439	по всему	1	1
440	с водой	1	1
441	ни в	2	1
442	этом мы	2	1
443	применялись в	1	1
444	типичен для	1	1
445	в этой	1	1
446	на основании	1	1
447	как видно	1	1
448	со своими	1	1
449	не всегда	4	1
450	мы видели	7	1
451	просить прощения	1	1
452	можно считать	1	1
453	даются не	1	1
454	можно больше	1	1
455	там на	2	1
456	но если	1	1
457	и при	1	1
458	никак не	1	1
459	обхода и	1	1
460	взгляд на	1	1
461	и бессмертие	1	1
462	и без	1	1
463	напоминают нам	1	1
464	необходимо указать	1	1
465	не столько	3	1
466	этого вопроса	1	1
467	что я	1	1
468	солнце на	1	1
469	ее на	4	1
470	но эта	2	1
471	которые в	1	1
472	такую же	1	1
473	при рассмотрении	1	1
474	не могли	1	1
475	что сам	1	1
476	и наоборот	1	1
477	более древних	1	1
478	превратилось в	1	1
479	сам он	2	1
480	в то	2	1
481	самый акт	1	1
482	не о	1	1
483	хотелось бы	1	1
484	дело не	5	1
485	тогда когда	3	1
486	дело в	1	1
487	это означает	2	1
488	что их	1	1
489	ее с	1	1
490	тому кто	2	1
491	не по	2	1
492	в основе	2	1
493	можем предположить	1	1
494	с некоторой	1	1
495	самых распространенных	1	1
496	вытекает из	2	1
497	дворец и	3	1
498	этих обрядов	1	1
499	встают и	1	1
500	на землю	1	1
501	которые и	1	1
502	однако такое	1	1
503	в три	1	1
504	того в	1	1
505	видим что	3	1
506	встречается чаще	1	1
507	и его	3	1
508	прямо в	1	1
509	этого сходства	1	1
510	ссылаясь на	1	1
511	кто-нибудь другой	1	1
512	обращает на	1	1
513	доказать что	1	1
514	они показывают	1	1
515	при обряде	1	1
516	ему не	1	1
517	нет даже	1	1
518	дают возможность	1	1
519	в городе	1	1
520	урожай это	1	1
521	в сказках	4	1
522	должны быть	3	1
523	связь не	1	1
524	обряд и	1	1
525	не единственный	1	1
526	если же	1	1
527	свинью или	1	1
528	для себя	1	1
529	и это	2	1
530	они должны	2	1
531	из их	1	1
532	она считала	1	1
533	ниже мы	1	1
534	основываясь на	1	1
535	и о	2	1
536	из постоянных	1	1
537	на другой	1	1
538	данном случае	3	1
539	большей частью	1	1
540	нами выше	2	1
541	в народном	1	1
542	тех случаях	4	1
543	как знак	1	1
544	то время	2	1
545	собственно не	2	1
546	на том	2	1
547	если они	1	1
548	и сам	1	1
549	на кавказе	1	1
550	можно было	1	1
551	из всего	2	1
552	материалы приводят	1	1
553	и этого	1	1
554	во второй	1	1
555	имеется в	2	1
556	без сомнения	1	1
557	основана на	1	1
558	если бы	1	1
559	но ему	1	1
560	должны признать	1	1
561	собой и	1	1
562	по мере	1	1
563	мы рассмотрим	3	1
564	что им	1	1
565	но здесь	2	1
566	и та	1	1
567	а около	1	1
568	второй половине	1	1
569	теми которые	1	1
570	же происходит	1	1
571	но мы	1	1
572	из сказки	1	1
573	в риме	1	1
574	по старому	1	1
575	можно сказать	1	1
576	жениться на	4	1
577	нас особенно	1	1
578	все на	1	1
579	к нему	7	1
580	имеется очень	1	1
581	и во	1	1
582	раньше чем	3	1
583	существу в	1	1
584	в третьем	1	1
585	от одного	1	1
586	случай который	1	1
587	во всей	1	1
588	в форме	2	1
589	кто в	1	1
590	происхождение и	1	1
591	в центральной	1	1
592	о своих	1	1
593	или может	1	1
594	было бы	2	1
595	ночь с	2	1
596	не так	2	1
597	развития но	1	1
598	что здесь	7	1
599	дело так	1	1
600	молчании и	1	1
601	на которой	1	1
602	и античных	1	1
603	д и	1	1
604	землю и	1	1
605	сразу же	1	1
606	это вытекает	2	1
607	совсем не	1	1
608	тот же	2	1
609	или когда	3	1
610	что он	21	1
611	которых они	1	1
612	к их	1	1
613	и действительно	1	1
614	очень много	2	1
615	и так	2	1
616	он уже	1	1
617	который в	1	1
618	бы ни	1	1
619	случаи когда	2	1
620	одежды и	1	1
621	том чтобы	3	1
622	вот что	1	1
623	по другим	1	1
624	можно еще	1	1
625	плодов земли	1	1
626	палку и	1	1
627	уже в	3	1
628	развития этого	1	1
629	или не	1	1
630	же в	1	1
631	только тогда	1	1
632	первые три	1	1
633	у греков	1	1
634	не дает	1	1
635	как показал	1	1
636	год не	1	1
637	него нет	1	1
638	других так	1	1
639	земли и	1	1
640	лежит не	1	1
641	делалось для	1	1
642	т п	1	1
643	солнце и	1	1
644	увидим еще	1	1
645	содержанию своему	1	1
646	объяснение этого	1	1
647	и обычаев	1	1
648	не могут	2	1
649	от того	1	1
650	смерти и	1	1
651	не единственная	2	1
652	не до	1	1
653	возможно что	3	1
654	сказки а	1	1
655	домов на	1	1
656	на заре	1	1
657	мы еще	1	1
658	случай этот	1	1
659	по всей	1	1
660	что не	2	1
661	иногда это	2	1
662	говорит о	2	1
663	связано с	3	1
664	общая картина	1	1
665	в изучение	1	1
666	в любой	1	1
667	у других	1	1
668	и самый	1	1
669	с наступлением	1	1
670	в руках	2	1
671	борьбу и	1	1
672	что-нибудь приносит	1	1
673	свое внимание	1	1
674	совершенно очевидно	2	1
675	которой он	3	1
676	одна и	1	1
677	здесь следует	1	1
678	под влиянием	1	1
679	становится ясным	2	1
680	мы знаем	2	1
681	если не	4	1
682	если предположить	1	1
683	эта теория	1	1
684	сюда же	2	1
685	и пришли	1	1
686	представления о	4	1
687	совсем так	1	1
688	можно будет	1	1
689	в иной	2	1
690	в иных	1	1
691	или по	1	1
692	из которых	1	1
693	по своему	1	1
694	в данном	4	1
695	не дают	1	1
696	можно согласиться	1	1
697	и смерти	1	1
698	же их	1	1
699	же можно	1	1
700	сослаться на	1	1
701	где это	1	1
702	два раза	1	1
703	и было	1	1
704	есть и	4	1
705	как только	2	1
706	что мы	3	1
707	приведем несколько	1	1
708	но для	2	1
709	см гл	1	1
710	кроме того	3	1
711	же значение	1	1
712	это как	2	1
713	по дороге	3	1
714	очень интересный	1	1
715	только одна	1	1
716	случаях когда	4	1
717	к пониманию	1	1
718	магического значения	1	1
719	много но	2	1
720	главный жрец	1	1
721	тот кто	5	1
722	оказалось что	1	1
723	от него	3	1
724	и все	6	1
725	да все	1	1
726	ст в	1	1
727	или вообще	1	1
728	отсюда же	2	1
729	по традиции	1	1
730	будет ниже	1	1
731	но оно	2	1
732	в ад	2	1
733	согласиться с	2	1
734	нам не	1	1
735	случаи показывают	1	1
736	на смену	1	1
737	не знает	1	1
738	сказать что	2	1
739	только как	1	1
740	отношению к	1	1
741	оно не	1	1
742	только о	2	1
743	в заключение	1	1
744	жизни и	1	1
745	в таком	1	1
746	также не	1	1
747	и вновь	1	1
748	они не	2	1
749	что делалось	1	1
750	значение они	1	1
751	можно назвать	1	1
752	как на	1	1
753	точно так	2	1
754	все что	1	1
