N	2gram	Propp_Russ_1	EvropaiC
126	в таком	1	4
127	как известно	2	3
128	же как	1	3
129	другие народы	1	3
130	с в	4	3
131	вопрос о	1	3
132	не вполне	1	3
133	но даже	2	3
134	в данном	1	3
135	очевидно что	1	3
136	которые не	3	3
137	в истории	1	3
138	целый ряд	1	3
139	что по	4	3
140	и наконец	1	3
141	в нашем	2	3
142	в тех	4	3
143	в нем	2	3
144	и по	8	3
145	они должны	1	3
146	в совершенно	1	3
147	на этой	2	3
148	это не	10	3
149	на почве	1	3
150	в жизни	2	3
151	с тем	8	3
152	чем в	2	3
153	семьи и	1	3
154	и того	1	3
155	одного и	1	3
156	в этих	3	3
157	что если	1	3
158	таким же	3	3
159	представление о	3	3
160	что их	1	3
161	для нас	6	3
162	в разных	3	3
163	от того	1	3
164	у нас	8	3
165	должны быть	1	3
166	основаны на	2	3
167	ничего общего	2	3
168	и это	1	3
169	данном случае	1	3
170	жизнь и	1	3
171	и вообще	1	3
172	настоящее время	3	3
173	тот же	1	3
174	в культурном	1	3
175	даже если	1	3
176	очень много	1	3
177	в эти	4	3
178	рассматриваться как	1	3
179	в начале	1	3
180	и других	7	3
181	может служить	1	3
182	каждый из	1	3
183	отличие от	1	3
184	как у	1	3
185	же не	2	3
186	в связи	4	3
187	и потому	2	3
188	целом ряде	1	3
189	случаях когда	1	3
190	в настоящее	3	3
191	от него	1	3
192	а в	9	3
193	что мы	1	3
194	указывают на	1	3
195	можно назвать	1	3
196	ту же	1	2
197	и развитие	1	2
198	которого в	2	2
199	тех же	1	2
200	и до	2	2
201	что эти	1	2
202	по его	1	2
203	также и	1	2
204	и состоит	1	2
205	время от	1	2
206	и ее	1	2
207	же что	1	2
208	в ней	2	2
209	свою очередь	2	2
210	между народами	1	2
211	во всяком	1	2
212	друг к	2	2
213	только тогда	1	2
214	более как	1	2
215	что они	7	2
216	общего с	1	2
217	есть в	1	2
218	и те	3	2
219	что она	2	2
220	из непременных	1	2
221	он должен	1	2
222	том чтобы	1	2
223	которые уже	1	2
224	а затем	1	2
225	к другу	2	2
226	то есть	3	2
227	только одно	1	2
228	в них	6	2
229	нет в	1	2
230	со своими	1	2
231	мы видели	1	2
232	такой же	2	2
233	в один	2	2
234	но если	1	2
235	представить себе	1	2
236	на каждом	3	2
237	от времени	1	2
238	что до	1	2
239	в которых	5	2
240	точку зрения	1	2
241	и более	2	2
242	тому что	4	2
243	она не	2	2
244	тогда когда	1	2
245	одна из	4	2
246	в основе	1	2
247	говорить о	1	2
248	на этом	3	2
249	доказать что	1	2
250	что на	4	2
251	к таким	3	2
252	в среде	1	2
253	сходство с	2	2
254	имеет место	2	2
255	если же	1	2
256	как мы	10	2
257	как не	2	2
258	рассматривать как	1	2
259	только при	1	2
260	на том	1	2
261	и сам	1	2
262	что у	2	2
263	те же	1	2
264	в виду	1	2
265	а к	1	2
266	дальнейшего развития	1	2
267	и начало	2	2
268	и поэтому	2	2
269	чем их	1	2
270	можно встретить	1	2
271	к нему	1	2
272	во втором	1	2
273	народов европы	2	2
274	них в	2	2
275	исторического развития	1	2
276	было бы	1	2
277	показывают что	2	2
278	этот вопрос	2	2
279	и так	1	2
280	жизни и	1	2
281	то и	1	2
282	борьбы с	2	2
283	к своим	1	2
284	одно из	5	2
285	не будут	1	2
286	всяком случае	1	2
287	к ним	3	2
288	свой народ	2	2
289	не было	2	2
290	и из	3	2
291	которые по	1	2
292	себя и	2	2
293	что для	1	2
294	по тем	1	2
295	отнюдь не	2	2
296	ближе к	1	2
297	в одно	1	2
298	в частности	2	2
299	независимо от	2	2
300	но не	2	2
301	этого слова	3	2
302	и некоторые	3	2
303	между прочим	2	2
304	но для	1	2
305	при таком	1	2
306	в отдельных	1	2
307	гораздо менее	1	2
308	не более	1	2
309	на более	1	2
310	на такой	1	2
311	с ними	5	2
312	между ними	1	2
313	не знает	1	2
314	в свою	3	2
315	ко всему	1	2
316	они не	1	2
317	говоря о	1	1
318	например в	2	1
319	ассимиляция с	1	1
320	ни велика	1	1
321	многих отношениях	1	1
322	и должны	1	1
323	славян и	1	1
324	в первом	1	1
325	из самых	1	1
326	по которым	1	1
327	оно было	1	1
328	долгое время	1	1
329	на тех	2	1
330	из всего	1	1
331	мы не	6	1
332	что между	1	1
333	которую мы	1	1
334	не во	1	1
335	в семье	1	1
336	на место	1	1
337	из своих	1	1
338	имеет свою	1	1
339	этом не	1	1
340	от своих	1	1
341	такое положение	1	1
342	с детства	1	1
343	на себя	2	1
344	похожи на	1	1
345	зависимости от	1	1
346	большей частью	1	1
347	происхождение этого	1	1
348	и этого	1	1
349	на них	1	1
350	всем этим	1	1
351	при сравнении	1	1
352	иное как	2	1
353	в различных	2	1
354	а из	1	1
355	с его	1	1
356	не отличается	1	1
357	это имеет	2	1
358	а следовательно	1	1
359	наиболее совершенным	1	1
360	особенно если	1	1
361	и другие	13	1
362	а только	1	1
363	если в	3	1
364	себе и	1	1
365	по другим	1	1
366	и свои	1	1
367	отличаются от	1	1
368	что во	1	1
369	как в	5	1
370	что именно	2	1
371	однако не	1	1
372	перед нами	1	1
373	кроме того	1	1
374	тех случаях	1	1
375	и как	2	1
376	с понятием	1	1
377	его к	2	1
378	тем же	1	1
379	в этот	10	1
380	всегда был	1	1
381	не приходится	1	1
382	о степени	1	1
383	возможно что	1	1
384	его следует	1	1
385	еще далеко	1	1
386	однако совершенно	1	1
387	ни одна	1	1
388	сливаются в	1	1
389	во многих	5	1
390	века к	1	1
391	по происхождению	3	1
392	главным образом	2	1
393	который у	1	1
394	поставленного выше	1	1
395	после этого	4	1
396	одно целое	1	1
397	однако он	1	1
398	но вместе	1	1
399	были введены	1	1
400	по этой	1	1
401	быть потому	1	1
402	эта же	1	1
403	в каждом	2	1
404	здесь мы	1	1
405	часть его	1	1
406	имелись в	1	1
407	несколько иной	1	1
408	и определить	1	1
409	входит в	4	1
410	на путь	1	1
411	всех народов	1	1
412	уже знаем	1	1
413	каждого из	1	1
414	и тем	1	1
415	чаще всего	3	1
416	указаний на	1	1
417	этой работы	2	1
418	по всему	1	1
419	прочим в	1	1
420	которой он	1	1
421	наука в	1	1
422	в развитии	1	1
423	можно считать	1	1
424	существу совершенно	1	1
425	ряде других	1	1
426	зато в	1	1
427	их на	4	1
428	таким народам	1	1
429	нас не	2	1
430	во времена	1	1
431	не к	1	1
432	далее в	2	1
433	что я	1	1
434	и нужно	1	1
435	основании этих	1	1
436	состоит в	8	1
437	и эти	1	1
438	их в	3	1
439	из самих	1	1
440	с такими	1	1
441	что этот	4	1
442	необходимо чтобы	1	1
443	всех их	1	1
444	стоит в	2	1
445	деле это	1	1
446	а а	25	1
447	каждого нового	1	1
448	для каждого	1	1
449	не имеет	6	1
450	степени их	1	1
451	ее с	1	1
452	народов в	1	1
453	к этим	1	1
454	и сама	1	1
455	не по	1	1
456	заключалось в	1	1
457	иметь в	1	1
458	больше из	1	1
459	связанными с	1	1
460	вытекает из	1	1
461	следовательно и	1	1
462	судя по	2	1
463	не имели	1	1
464	дело в	1	1
465	именно с	2	1
466	однако такое	1	1
467	же после	1	1
468	пристальное изучение	1	1
469	к ней	2	1
470	видим что	1	1
471	их сходства	1	1
472	на природу	1	1
473	это слово	1	1
474	и его	1	1
475	можно рассматривать	1	1
476	только с	1	1
477	не потому	1	1
478	не совсем	4	1
479	начиная с	3	1
480	в общую	1	1
481	часто в	1	1
482	и другой	3	1
483	том кто	1	1
484	отсюда как	1	1
485	зависят от	1	1
486	они и	2	1
487	к пониманию	1	1
488	для себя	1	1
489	известно в	1	1
490	приходит к	1	1
491	вывод что	3	1
492	некоторые другие	5	1
493	из приведенных	3	1
494	были у	1	1
495	нами выше	1	1
496	то время	1	1
497	так в	4	1
498	приводит к	3	1
499	вопрос гласит	1	1
500	которые больше	1	1
501	и другими	2	1
502	самого понятия	1	1
503	сам он	1	1
504	вопрос этот	1	1
505	иногда в	2	1
506	к тем	3	1
507	не были	2	1
508	что от	2	1
509	основана на	1	1
510	составные части	2	1
511	собой и	1	1
512	ничего не	3	1
513	стремление к	1	1
514	одно это	1	1
515	находится в	2	1
516	другой характер	2	1
517	в раннем	1	1
518	и та	1	1
519	забота о	1	1
520	но мы	1	1
521	никак не	1	1
522	что каждый	1	1
523	и просто	1	1
524	которых они	1	1
525	от них	3	1
526	раньше чем	1	1
527	которых к	1	1
528	заимствования а	1	1
529	не противоречит	1	1
530	стоит и	1	1
531	борьбе с	1	1
532	во всей	1	1
533	и следовательно	1	1
534	либо совсем	1	1
535	или может	1	1
536	связь между	2	1
537	другие же	1	1
538	как из	1	1
539	на которой	1	1
540	один из	8	1
541	же все	1	1
542	совсем не	1	1
543	мы видим	2	1
544	народами но	1	1
545	зрения в	1	1
546	к их	1	1
547	в разные	2	1
548	поэтому и	1	1
549	самые разнообразные	1	1
550	может признать	1	1
551	бы ни	1	1
552	по этому	3	1
553	с которыми	1	1
554	в качестве	3	1
555	менее похожи	1	1
556	если стремление	1	1
557	уже не	6	1
558	уже в	1	1
559	только на	3	1
560	в нашей	1	1
561	же явления	1	1
562	свидетельствует о	1	1
563	тем такие	1	1
564	этому вопросу	2	1
565	многочисленны но	1	1
566	но совершенно	1	1
567	нас при	1	1
568	в прошлом	2	1
569	не случайно	2	1
570	случае не	1	1
571	много и	3	1
572	общий для	1	1
573	заметить что	1	1
574	то сразу	1	1
575	тем что	4	1
576	ее на	1	1
577	в других	11	1
578	следует признать	1	1
579	не имеющей	1	1
580	не раньше	1	1
581	чем тот	1	1
582	связаны с	3	1
583	к которому	1	1
584	еще и	1	1
585	кто в	1	1
586	с ней	2	1
587	те кто	1	1
588	и пр	2	1
589	только по	2	1
590	не без	1	1
591	это без	1	1
592	на основании	1	1
593	до конца	2	1
594	а не	2	1
595	в руках	1	1
596	вопрос можно	1	1
597	в риме	1	1
598	или с	1	1
599	исторически и	1	1
600	могут рассматриваться	1	1
601	он и	1	1
602	себя на	1	1
603	так называемых	1	1
604	народа на	1	1
605	должна была	2	1
606	некоторые из	1	1
607	направление в	1	1
608	у славян	1	1
609	в область	1	1
610	к жизни	3	1
611	наряду с	1	1
612	если они	1	1
613	находящиеся под	1	1
614	могут быть	2	1
615	быть не	1	1
616	весь ход	1	1
617	и самих	1	1
618	только для	2	1
619	в так	1	1
620	на свои	1	1
621	своих предшественников	1	1
622	в более	2	1
623	не говорить	1	1
624	много но	1	1
625	нет правда	1	1
626	ли они	1	1
627	которого они	1	1
628	эту точку	1	1
629	или нет	1	1
630	мы попытаемся	2	1
631	приведенных выше	1	1
632	будто бы	6	1
633	люди которые	1	1
634	что следовательно	1	1
635	или не	1	1
636	в равной	2	1
637	для народа	1	1
638	в целях	3	1
639	россии в	1	1
640	они возникли	1	1
641	это все	1	1
642	сказать что	1	1
643	подошел к	1	1
644	нет но	1	1
645	разных народов	1	1
646	увидим что	1	1
647	еще менее	1	1
648	е когда	1	1
649	в своих	2	1
650	точно так	1	1
