N	2gram	Tiupa_Hudo_1	VLabPisa
291	единстве целого	1	2
292	мира и	2	2
293	например не	1	2
294	все они	1	2
295	а в	12	2
296	в системе	2	2
297	как говорил	1	2
298	о своем	1	2
299	между ними	4	2
300	не быть	1	2
301	к его	2	2
302	его произведений	1	2
303	анны карениной	2	2
304	частности в	1	2
305	в своих	1	2
306	этой точки	1	2
307	они не	1	2
308	которая не	1	2
309	можно говорить	1	1
310	говоря о	3	1
311	в сфере	1	1
312	таком случае	1	1
313	начинается с	1	1
314	и без	1	1
315	ильфа и	1	1
316	художественных произведений	1	1
317	между всеми	1	1
318	же по	1	1
319	или говоря	3	1
320	достоевского в	1	1
321	тот или	2	1
322	противном случае	2	1
323	общественных отношений	1	1
324	несколько иной	1	1
325	диаметрально противоположные	1	1
326	за его	1	1
327	о различных	1	1
328	как мы	1	1
329	превратилась в	1	1
330	содержания в	1	1
331	они могут	1	1
332	язык данного	1	1
333	именно к	1	1
334	своей судьбы	1	1
335	себя свою	1	1
336	но она	2	1
337	из того	1	1
338	следует смешивать	3	1
339	к общему	1	1
340	проявляется в	1	1
341	свою очередь	2	1
342	и то	4	1
343	произведения именно	1	1
344	собой в	1	1
345	между собой	2	1
346	двенадцать стульев	1	1
347	здесь не	2	1
348	и мира	1	1
349	служит для	1	1
350	по своему	2	1
351	порой и	1	1
352	а только	4	1
353	дело обстоит	1	1
354	не все	2	1
355	само же	1	1
356	или иное	1	1
357	сама по	2	1
358	в известном	1	1
359	в истории	1	1
360	процесс формирования	1	1
361	сознания в	3	1
362	говорит что	2	1
363	ином отношении	1	1
364	и свою	1	1
365	или иную	1	1
366	то в	2	1
367	привести к	1	1
368	таковы например	2	1
369	свою душу	1	1
370	есть для	1	1
371	за это	1	1
372	из анекдота	1	1
373	без ее	1	1
374	рассказ о	2	1
375	имеем в	3	1
376	тому же	1	1
377	связи между	1	1
378	на то	1	1
379	если он	1	1
380	но на	1	1
381	говоря только	1	1
382	на его	1	1
383	в классическом	1	1
384	к искусству	1	1
385	как художественное	2	1
386	время и	1	1
387	наличия в	1	1
388	первой части	2	1
389	в понимании	1	1
390	не как	2	1
391	необходимо для	1	1
392	наконец наиболее	1	1
393	уже не	4	1
394	что может	2	1
395	на этом	1	1
396	его можно	1	1
397	заключает в	1	1
398	одно и	3	1
399	то есть	18	1
400	творчества он	1	1
401	входит в	4	1
402	на почве	3	1
403	этом смысле	3	1
404	например с	1	1
405	чаще всего	1	1
406	говорим о	1	1
407	к области	3	1
408	в обыденной	1	1
409	самые различные	1	1
410	однако при	3	1
411	шиллер в	1	1
412	соответствии с	1	1
413	с этой	1	1
414	как видно	1	1
415	этим и	1	1
416	аллегории и	1	1
417	духовной жизни	1	1
418	обратимся к	1	1
419	и сосредоточенности	1	1
420	в этих	3	1
421	вещи в	1	1
422	в ходе	5	1
423	он должен	3	1
424	художественное мышление	1	1
425	иного типа	1	1
426	наиболее глубокий	1	1
427	на свою	1	1
428	как совокупность	1	1
429	говорил о	1	1
430	творчества все	1	1
431	значение для	1	1
432	душевное состояние	1	1
433	есть его	1	1
434	образом и	2	1
435	но он	3	1
436	друг другу	1	1
437	субъективного порядка	1	1
438	бы быть	1	1
439	зрения и	1	1
440	мы встречаемся	1	1
441	форму в	1	1
442	поэтому у	1	1
443	например говорит	1	1
444	в таких	1	1
445	с которой	1	1
446	ему принадлежит	1	1
447	дело не	2	1
448	из дальнейшего	1	1
449	к изучению	1	1
450	без остатка	2	1
451	смертью в	1	1
452	виду не	3	1
453	материала в	2	1
454	иметь в	1	1
455	но только	1	1
456	та или	1	1
457	не могло	2	1
458	а тот	1	1
459	мышления и	1	1
460	не имеет	1	1
461	казалось бы	1	1
462	области художественного	1	1
463	жизни не	1	1
464	или иная	1	1
465	от него	1	1
466	как будто	1	1
467	в основе	4	1
468	в каком	2	1
469	тем это	1	1
470	все то	1	1
471	к сфере	1	1
472	деятельности если	1	1
473	в совокупности	1	1
474	внутреннего мира	2	1
475	однако все	2	1
476	деятельности начиная	1	1
477	о судьбе	1	1
478	и это	2	1
479	и поэтому	1	1
480	именно эту	1	1
481	с ее	5	1
482	как один	1	1
483	и служит	1	1
484	художественной деятельности	2	1
485	то или	1	1
486	действительности которая	1	1
487	от обычного	1	1
488	то время	1	1
489	вопрос что	1	1
490	и сам	1	1
491	нельзя не	1	1
492	что автор	1	1
493	наташи ростовой	1	1
494	но у	1	1
495	видов искусства	2	1
496	строго говоря	1	1
497	о котором	1	1
498	для этого	1	1
499	воображения не	1	1
500	с ним	2	1
501	для будущего	1	1
502	а по	1	1
503	ситуации и	1	1
504	искусства и	1	1
505	это происходит	1	1
506	следует иметь	1	1
507	и что	3	1
508	в глаза	2	1
509	первого из	1	1
510	после того	1	1
511	а также	5	1
512	и многих	1	1
513	под именем	1	1
514	автора на	1	1
515	говорят о	1	1
516	и петрова	1	1
517	или иначе	4	1
518	области искусства	2	1
519	об отсутствии	1	1
520	художников слова	1	1
521	в форме	4	1
522	познания или	1	1
523	в русском	1	1
524	о своих	1	1
525	из видов	1	1
526	творческого акта	3	1
527	быть и	2	1
528	обе эти	1	1
529	деятельность художника	2	1
530	в какой	2	1
531	смешивать с	3	1
532	который в	2	1
533	простой и	1	1
534	самые разнообразные	1	1
535	во времени	4	1
536	сложности и	1	1
537	между этими	1	1
538	без этого	1	1
539	же и	1	1
540	есть в	2	1
541	собою в	2	1
542	в поэзии	1	1
543	сознание как	1	1
544	свидетельствует о	1	1
545	которых можно	1	1
546	смысла в	1	1
547	что ничто	1	1
548	не дает	1	1
549	или даже	3	1
550	системе образов	1	1
551	ту или	1	1
552	к каким	1	1
553	себе в	1	1
554	ни в	5	1
555	в известной	1	1
556	к более	2	1
557	полноту и	1	1
558	только лишь	1	1
559	основания для	1	1
560	отношение к	5	1
561	не случайно	3	1
562	в систему	1	1
563	определял как	1	1
564	тем что	1	1
565	или ином	1	1
566	автора как	2	1
567	в более	1	1
568	смысла и	1	1
569	встречаемся с	1	1
570	отклонений от	1	1
571	жизни личности	1	1
572	следует подчеркнуть	3	1
573	иной мере	1	1
574	к какому-либо	2	1
575	связаны с	1	1
576	не обязательно	2	1
577	а именно	2	1
578	в свою	3	1
579	это необходимо	1	1
580	читателя зрителя	3	1
581	литературное произведение	1	1
582	в воображении	3	1
583	себя и	2	1
584	в соответствии	1	1
585	быть названо	2	1
586	и составляет	3	1
587	из наиболее	1	1
588	не означает	1	1
589	однако и	1	1
590	жизнь в	1	1
591	личности в	4	1
592	наконец в	1	1
593	что из	1	1
594	мира в	2	1
595	другие в	1	1
596	художественного целого	3	1
597	если не	1	1
598	впечатлений в	1	1
599	свести к	1	1
600	и особенно	2	1
601	представить себе	1	1
602	между участниками	1	1
603	мы говорим	1	1
604	индивидуальный характер	1	1
605	как в	2	1
606	статье о	1	1
607	зрителя слушателя	3	1
608	обратил внимание	1	1
609	в данном	4	1
610	так или	3	1
611	в той	3	1
612	к действительности	3	1
613	сознания при	1	1
614	типа как	1	1
615	которая служит	1	1
616	имеем дело	2	1
617	я с	5	1
618	никем не	1	1
619	должно быть	1	1
620	единства в	1	1
621	с бытием	1	1
622	слова и	2	1
623	сказать не	1	1
624	открытие и	1	1
625	только для	1	1
626	в противном	2	1
627	принимается за	1	1
628	самое существенное	1	1
629	мы видим	1	1
630	сценического искусства	1	1
631	и внешнего	1	1
632	в следующей	1	1
633	это правило	1	1
634	для такого	2	1
635	к пониманию	1	1
636	происходит в	1	1
637	об искусстве	1	1
638	в каждой	1	1
639	внимание на	1	1
640	собственно говоря	2	1
641	других произведений	2	1
642	той или	4	1
643	у достоевского	1	1
644	ни к	2	1
645	от всего	1	1
646	потому что	3	1
647	и наоборот	1	1
648	этого писателя	1	1
649	личности и	3	1
650	личность и	1	1
651	дело с	1	1
652	из тех	2	1
653	том или	1	1
654	от всех	1	1
655	это на	1	1
656	природе и	1	1
657	или иного	3	1
658	целостность произведения	1	1
659	начале этой	1	1
660	или точнее	1	1
661	к числу	1	1
662	которой я	1	1
663	видим в	2	1
664	это было	1	1
665	и другие	2	1
666	можно назвать	1	1
667	в таком	1	1
668	в роли	3	1
