N	2gram	Tiupa_Teor_1	StatiiOP
240	что от	1	2
241	для этого	1	2
242	то есть	12	2
243	а также	6	2
244	крайней мере	1	2
245	также в	1	2
246	статье о	1	2
247	говорит в	2	2
248	для установления	1	2
249	к нему	1	2
250	быть и	2	2
251	на которой	1	2
252	по своей	3	2
253	д и	1	2
254	с которыми	1	2
255	из которого	3	2
256	оказывается в	3	2
257	свидетельствует о	1	2
258	если в	2	2
259	как более	1	2
260	у него	1	2
261	никем не	1	2
262	или иначе	5	2
263	делает в	1	2
264	еще и	1	2
265	превращается в	2	2
266	одной стороны	2	2
267	однако и	1	2
268	по крайней	1	2
269	языка не	1	2
270	если не	1	2
271	стороны в	1	2
272	нет никаких	1	2
273	и потому	2	2
274	в иных	1	2
275	и их	1	2
276	такого рода	8	2
277	первой строфе	4	2
278	по существу	1	2
279	я с	5	2
280	этого слова	3	2
281	точно и	1	2
282	это явление	1	2
283	о котором	1	2
284	истории литературы	1	2
285	зрения в	1	2
286	в этих	3	2
287	в равной	3	2
288	дело с	1	2
289	не знает	3	2
290	в своих	1	2
291	можно назвать	1	2
292	том числе	2	2
293	а между	1	1
294	берет под	1	1
295	можно говорить	1	1
296	так я	1	1
297	чтобы не	1	1
298	художественного произведения	4	1
299	на деле	2	1
300	здесь и	1	1
301	на две	3	1
302	из его	1	1
303	исходит из	1	1
304	на вещи	1	1
305	и последующих	1	1
306	этом не	1	1
307	в каждый	1	1
308	от друга	1	1
309	как я	1	1
310	из перечисленных	1	1
311	революции в	1	1
312	пребывания в	1	1
313	во мне	2	1
314	и на	1	1
315	на них	1	1
316	между собой	3	1
317	внимание и	1	1
318	бы то	1	1
319	с его	5	1
320	но как	1	1
321	а только	3	1
322	в стихе	2	1
323	времени то	1	1
324	друг от	1	1
325	и стиха	1	1
326	это тот	1	1
327	как говорит	3	1
328	они ни	1	1
329	является к	1	1
330	в одной	1	1
331	каждая из	1	1
332	перед нами	2	1
333	хотя и	3	1
334	это тоже	2	1
335	и к	3	1
336	некоторых частностей	1	1
337	зрения как	1	1
338	или иную	1	1
339	и конечно	1	1
340	еще на	1	1
341	момент его	1	1
342	за это	1	1
343	он в	1	1
344	в нашем	4	1
345	у каждого	1	1
346	то я	1	1
347	так в	4	1
348	право на	1	1
349	в известном	1	1
350	с их	2	1
351	и до	1	1
352	если он	1	1
353	так с	1	1
354	всей его	1	1
355	одним глазом	1	1
356	время и	1	1
357	на одну	1	1
358	в узком	3	1
359	и вот	3	1
360	можно даже	1	1
361	но дело	1	1
362	все с	1	1
363	без исключения	4	1
364	ни был	2	1
365	значительной степени	1	1
366	том же	1	1
367	бы они	1	1
368	в безударном	1	1
369	могла бы	2	1
370	содержит в	1	1
371	безударном положении	1	1
372	для перевода	1	1
373	том случае	1	1
374	в таких	1	1
375	второй половины	1	1
376	входит в	1	1
377	это было	2	1
378	но их	3	1
379	и дает	1	1
380	только одно	1	1
381	ср не	1	1
382	в них	2	1
383	даже сказать	1	1
384	соответствии с	2	1
385	далеко не	2	1
386	с тем	1	1
387	всю жизнь	1	1
388	только во	1	1
389	иначе говоря	4	1
390	и некоторые	2	1
391	на себя	2	1
392	от своего	2	1
393	представить себе	1	1
394	не становится	1	1
395	место в	5	1
396	мы в	2	1
397	не столько	1	1
398	от себя	3	1
399	оно стало	1	1
400	по душе	1	1
401	значение для	1	1
402	две стороны	1	1
403	это разумеется	1	1
404	однако в	7	1
405	с такими	1	1
406	и наоборот	1	1
407	не должно	1	1
408	превращая его	1	1
409	бы быть	1	1
410	по себе	1	1
411	таких случаях	2	1
412	из нас	1	1
413	в русской	6	1
414	на котором	1	1
415	и притом	2	1
416	в стилистическом	2	1
417	не могло	2	1
418	из других	1	1
419	казалось бы	2	1
420	на язык	1	1
421	только и	1	1
422	с одним	1	1
423	и является	2	1
424	ему и	1	1
425	о чем-то	1	1
426	и делает	1	1
427	бы несколько	1	1
428	ему не	1	1
429	в момент	2	1
430	разрыв между	1	1
431	не могут	2	1
432	отличается от	2	1
433	и другим	1	1
434	к тому	2	1
435	слова с	1	1
436	отказаться от	1	1
437	им по	1	1
438	то ни	1	1
439	вещей в	1	1
440	имеем перед	1	1
441	как мы	1	1
442	и о	4	1
443	в виду	5	1
444	ни одно	1	1
445	к нам	2	1
446	на основе	2	1
447	только то	1	1
448	не подлежит	1	1
449	том-то и	1	1
450	читателя в	1	1
451	проблем и	1	1
452	времени и	2	1
453	мог бы	3	1
454	на которую	1	1
455	разного рода	1	1
456	но у	1	1
457	является в	1	1
458	о ней	2	1
459	как ученый	1	1
460	при котором	1	1
461	в глаза	2	1
462	после того	1	1
463	что его	1	1
464	можно сказать	3	1
465	и который	2	1
466	времени в	2	1
467	это была	1	1
468	каждом из	1	1
469	однако с	2	1
470	его личности	1	1
471	данного текста	1	1
472	нуждается в	1	1
473	иными словами	1	1
474	как варианты	1	1
475	во всей	1	1
476	в форме	2	1
477	в другой	1	1
478	новая форма	1	1
479	стихи и	1	1
480	в том-то	1	1
481	по собственному	1	1
482	той мере	1	1
483	для таких	1	1
484	тот же	1	1
485	языка на	1	1
486	который в	2	1
487	самые разнообразные	1	1
488	бы ни	1	1
489	тот что	1	1
490	себя в	6	1
491	этой системе	2	1
492	бы свой	1	1
493	уже не	4	1
494	том чем	1	1
495	если мы	2	1
496	языка а	1	1
497	которых можно	1	1
498	слова не	1	1
499	случаях оказывается	1	1
500	его текст	2	1
501	языка но	1	1
502	д как	1	1
503	ту или	1	1
504	ведь это	1	1
505	слова в	2	1
506	в одном	2	1
507	в прошлом	1	1
508	с этими	1	1
509	к ним	1	1
510	в случаях	1	1
511	чтобы оно	1	1
512	в текстах	4	1
513	о каком	1	1
514	русской поэзии	2	1
515	видно из	1	1
516	стилистическом отношении	2	1
517	или иной	4	1
518	точек зрения	1	1
519	говорим о	1	1
520	на ее	1	1
521	никакого определенного	1	1
522	с той	1	1
523	текст в	4	1
524	и др	1	1
525	больше и	1	1
526	в соответствии	3	1
527	не касаться	1	1
528	иначе в	1	1
529	более того	1	1
530	не на	2	1
531	не означает	1	1
532	о чем	1	1
533	ближе к	1	1
534	в одно	2	1
535	и ему	1	1
536	по мысли	1	1
537	является его	1	1
538	вместе с	2	1
539	но кто	1	1
540	в перспективе	1	1
541	мы говорим	1	1
542	к особенностям	1	1
543	а при	1	1
544	к своему	1	1
545	обратил внимание	1	1
546	его личной	1	1
547	целом ряде	1	1
548	с некоторыми	1	1
549	я никогда	1	1
550	я сейчас	1	1
551	им с	1	1
552	пушкина я	1	1
553	для понимания	2	1
554	текста как	4	1
555	онегин и	1	1
556	в это	1	1
557	сказать не	1	1
558	всегда имеются	1	1
559	в культуре	2	1
560	этом смысле	2	1
561	каждой из	1	1
562	и позволяет	1	1
563	особенностям его	1	1
564	тем и	1	1
565	и от	1	1
566	котором он	1	1
567	который ставит	1	1
568	сколько бы	1	1
569	или в	3	1
570	которая в	1	1
571	тот кто	2	1
572	обращается к	2	1
573	себя самого	1	1
574	всего что	1	1
575	это может	1	1
576	той или	1	1
577	в третьем	1	1
578	бы в	1	1
579	в литературной	1	1
580	пушкиным в	1	1
581	знаков в	2	1
582	пришлось бы	1	1
583	я в	16	1
584	знаками препинания	1	1
585	отношении к	2	1
586	в стихах	1	1
587	одной из	2	1
588	слово в	1	1
589	но эта	1	1
590	но всякий	1	1
591	с ней	1	1
592	отдает себе	1	1
593	это делает	1	1
594	от всех	1	1
595	к его	2	1
596	перевод с	1	1
597	оно не	1	1
598	из этого	1	1
599	в малой	1	1
600	слиться в	1	1
601	и б	1	1
602	и другие	2	1
603	точно так	1	1
604	в роли	3	1
605	они не	1	1
