N	2gram	Potebnia_M_4	Freidism
381	ступени развития	1	1
382	оба эти	1	1
383	и новых	1	1
384	одной только	1	1
385	оно есть	2	1
386	но даже	2	1
387	ему в	1	1
388	мы и	2	1
389	то это	8	1
390	что можно	1	1
391	так а	1	1
392	но от	1	1
393	в каждой	1	1
394	всех сторон	1	1
395	проявляется в	2	1
396	дать ему	1	1
397	что по	2	1
398	не был	1	1
399	что его	2	1
400	без всякого	1	1
401	конечно помимо	1	1
402	основано на	1	1
403	природы и	2	1
404	но конечно	1	1
405	заметим что	3	1
406	только потому	4	1
407	же она	1	1
408	при исследовании	1	1
409	в качестве	1	1
410	иногда и	1	1
411	ведь мы	1	1
412	нет и	1	1
413	и речи	1	1
414	отличаются от	1	1
415	которые не	2	1
416	душевных явлений	1	1
417	относящимся к	1	1
418	что хотя	3	1
419	в истории	4	1
420	как говорит	1	1
421	эти образы	2	1
422	первый взгляд	1	1
423	независимо от	6	1
424	общего с	1	1
425	и нет	1	1
426	однако не	1	1
427	что ребенок	1	1
428	как уже	1	1
429	и каждое	1	1
430	его к	2	1
431	выделить и	1	1
432	и хотя	3	1
433	но эта	2	1
434	убеждение что	2	1
435	та же	1	1
436	бы и	5	1
437	меньшей мере	1	1
438	именно того	1	1
439	образом и	1	1
440	он в	1	1
441	бы не	3	1
442	многое в	1	1
443	только один	1	1
444	говорят о	1	1
445	имеем в	1	1
446	на то	7	1
447	если он	1	1
448	дальше и	1	1
449	в наших	2	1
450	вообще не	1	1
451	по-видимому не	2	1
452	от его	2	1
453	он ни	1	1
454	т д	3	1
455	на одну	1	1
456	даже тогда	1	1
457	же это	1	1
458	человеческого тела	1	1
459	с самых	1	1
460	но вместо	1	1
461	не теряет	1	1
462	под давлением	2	1
463	из него	2	1
464	чтобы их	1	1
465	его можно	1	1
466	картины и	1	1
467	в нее	3	1
468	основные черты	1	1
469	не следует	2	1
470	этим самым	1	1
471	важным указанием	1	1
472	взятый из	1	1
473	примеры мы	1	1
474	то нам	2	1
475	развития на	1	1
476	входит в	1	1
477	не умеет	1	1
478	человека только	1	1
479	окажется что	1	1
480	связанная с	3	1
481	уже сказано	1	1
482	случае является	1	1
483	должен был	1	1
484	и тем	4	1
485	если вместо	1	1
486	далеко не	1	1
487	оба члена	1	1
488	не всегда	3	1
489	во внимание	1	1
490	более древнего	1	1
491	и скупости	1	1
492	чем в	2	1
493	можно считать	2	1
494	и было	1	1
495	обратимся к	1	1
496	не мог	1	1
497	на первый	1	1
498	с воспоминанием	1	1
499	в связь	1	1
500	этом случае	5	1
501	быть непосредственно	1	1
502	оказываются только	1	1
503	таким же	5	1
504	как наука	2	1
505	и без	2	1
506	участие в	1	1
507	мы называем	1	1
508	является только	1	1
509	в одном	4	1
510	которые в	1	1
511	друг другу	1	1
512	это относится	1	1
513	по крайней	5	1
514	есть именно	1	1
515	и форма	1	1
516	если и	2	1
517	возникает в	1	1
518	до известной	2	1
519	прочь от	1	1
520	друг друга	2	1
521	это последнее	4	1
522	тогда когда	8	1
523	на два	1	1
524	только из	1	1
525	бы широко	1	1
526	к новым	1	1
527	не по	1	1
528	одну сторону	1	1
529	но вместе	1	1
530	образом в	5	1
531	же значение	1	1
532	вытекает из	1	1
533	не имели	2	1
534	дело в	1	1
535	самая мысль	1	1
536	можем ли	1	1
537	или как	1	1
538	нее нет	1	1
539	по меньшей	1	1
540	того в	1	1
541	к ней	2	1
542	слове и	1	1
543	только этим	1	1
544	более позднее	2	1
545	что на	2	1
546	тела и	2	1
547	от их	1	1
548	и здесь	2	1
549	истории не	1	1
550	из глубины	1	1
551	его для	1	1
552	впервые знакомится	1	1
553	его с	1	1
554	той или	1	1
555	с забытым	3	1
556	и материи	1	1
557	ребенок в	1	1
558	отказаться от	1	1
559	если же	4	1
560	предмет в	1	1
561	о том	8	1
562	для образования	1	1
563	правда не	1	1
564	и это	2	1
565	голову по	1	1
566	то она	1	1
567	меня в	1	1
568	но при	1	1
569	желание его	1	1
570	и сами	2	1
571	мысль о	6	1
572	то время	1	1
573	и находится	1	1
574	материи и	1	1
575	что такой	1	1
576	как с	1	1
577	до самого	1	1
578	и когда	2	1
579	котором мы	1	1
580	и сам	1	1
581	мы только	1	1
582	в мире	2	1
583	переход к	1	1
584	на нее	3	1
585	времени и	1	1
586	не с	2	1
587	ясно что	1	1
588	субъективное и	1	1
589	теряет своей	1	1
590	опыта как	1	1
591	увидим что	1	1
592	можно только	2	1
593	к тем	1	1
594	мы в	3	1
595	основана на	1	1
596	эти чувства	1	1
597	должны признать	1	1
598	своего происхождения	2	1
599	из одного	3	1
600	ничего не	1	1
601	находится в	5	1
602	все его	1	1
603	связанное с	1	1
604	о ней	1	1
605	на все	1	1
606	то есть	34	1
607	а также	1	1
608	оно непосредственно	1	1
609	это tertium	1	1
610	внимание на	5	1
611	и та	4	1
612	мысль не	1	1
613	после того	2	1
614	мы старались	1	1
615	в сфере	1	1
616	но когда	1	1
617	с соответствующими	1	1
618	чем она	1	1
619	там же	3	1
620	любви к	1	1
621	затем в	1	1
622	и во	1	1
623	он берет	1	1
624	а у	1	1
625	уже при	1	1
626	от них	1	1
627	которые мы	2	1
628	но нет	2	1
629	на одном	1	1
630	что человек	3	1
631	ними в	1	1
632	в форме	1	1
633	крайней мере	5	1
634	исходя из	1	1
635	а его	1	1
636	и следовательно	3	1
637	и всякое	1	1
638	к сознанию	2	1
639	или может	1	1
640	к которому	1	1
641	все члены	1	1
642	чтобы ответить	1	1
643	но так	2	1
644	с себя	1	1
645	сознание это	1	1
646	в двух	2	1
647	к различным	1	1
648	которым мы	1	1
649	к делу	1	1
650	дело с	1	1
651	образом только	1	1
652	и быть	2	1
653	во всем	1	1
654	пор не	3	1
655	к нашему	1	1
656	и так	3	1
657	в обществе	2	1
658	они могут	2	1
659	что нам	1	1
660	бы ни	2	1
661	же при	1	1
662	этого мифа	1	1
663	кроме этого	1	1
664	отдельных лиц	1	1
665	образов в	1	1
666	есть в	5	1
667	судить о	2	1
668	с нею	3	1
669	впечатление которое	1	1
670	близко к	1	1
671	то и	4	1
672	отношений к	1	1
673	чтобы он	1	1
674	в виде	2	1
675	различия в	1	1
676	а это	1	1
677	по выражению	1	1
678	и других	3	1
679	к содержанию	1	1
680	к своим	1	1
681	одно из	1	1
682	не так	2	1
683	пока не	2	1
684	слова в	3	1
685	прибавить что	1	1
686	от сознания	1	1
687	эти понятия	1	1
688	ее влияние	2	1
689	старались показать	1	1
690	бытия и	1	1
691	и им	1	1
692	как будто	1	1
693	тем что	10	1
694	примыкает к	5	1
695	даже и	3	1
696	перейти к	1	1
697	уже совершенно	1	1
698	и только	3	1
699	и старается	1	1
700	в другой	2	1
701	даже не	2	1
702	если признать	1	1
703	исходят из	1	1
704	и чем	2	1
705	на них	1	1
706	именно в	3	1
707	с той	1	1
708	мы его	3	1
709	на чем	1	1
710	такое же	2	1
711	относящихся к	2	1
712	своего собственного	1	1
713	в ребенке	2	1
714	к человеку	1	1
715	превращается в	2	1
716	процесс в	1	1
717	или другими	1	1
718	частью его	1	1
719	целым рядом	1	1
720	как ни	2	1
721	меньше всего	1	1
722	было для	1	1
723	в слове	22	1
724	там где	3	1
725	взглядах на	1	1
726	имеем возможность	1	1
727	на слово	1	1
728	если это	1	1
729	так называемых	3	1
730	из мира	1	1
731	для самого	2	1
732	мы говорим	7	1
733	его содержание	2	1
734	слова поэтому	1	1
735	мог ли	1	1
736	из которых	2	1
737	к своему	1	1
738	влияния на	1	1
739	жизни когда	1	1
740	смысле этого	1	1
741	что всякое	1	1
742	накопляется в	1	1
743	в первой	1	1
744	имеющие ничего	1	1
745	быть не	2	1
746	в это	2	1
747	этого слова	7	1
748	к дальнейшему	1	1
749	и формы	1	1
750	говорим в	2	1
751	благодаря этому	1	1
752	что сознание	1	1
753	в смысле	3	1
754	под влиянием	1	1
755	без дальнейших	1	1
756	известной степени	3	1
757	самого важного	1	1
758	не знаем	2	1
759	потому не	1	1
760	но на	1	1
761	об отношении	2	1
762	или только	1	1
763	об искусстве	1	1
764	которая в	1	1
765	чтобы понять	2	1
766	и самым	1	1
767	ее и	1	1
768	у них	1	1
769	бы в	2	1
770	еще более	2	1
771	тем более	5	1
772	и смысл	1	1
773	словами мы	1	1
774	я в	2	1
775	или не	1	1
776	отношению ко	1	1
777	же в	1	1
778	в различных	2	1
779	же предмет	1	1
780	в том	23	1
781	время когда	2	1
782	отношении к	1	1
783	требует чтобы	2	1
784	нет ничего	3	1
785	но можно	1	1
786	равно как	2	1
787	их с	1	1
788	более сложного	1	1
789	же мы	2	1
790	по которой	1	1
791	из этого	2	1
792	на свет	1	1
793	два момента	1	1
794	самосознания и	1	1
795	и слов	1	1
796	это так	1	1
797	а может	2	1
798	видим в	1	1
799	весь процесс	1	1
800	ребенок и	1	1
801	значение в	1	1
802	можно назвать	2	1
