N	2gram	Trubetskoy_1	StatiiOP
197	в таком	2	3
198	отношения к	2	2
199	не хочет	1	2
200	мы не	1	2
201	не была	1	2
202	в сущности	1	2
203	когда речь	1	2
204	и большинство	1	2
205	в сторону	1	2
206	русского языка	1	2
207	идет о	1	2
208	в своем	6	2
209	смысле этого	1	2
210	целый ряд	2	2
211	от этого	1	2
212	ни один	1	2
213	бы не	1	2
214	в себе	9	2
215	и те	2	2
216	но на	1	2
217	не могла	1	2
218	вообще не	1	2
219	при этом	5	2
220	он не	5	2
221	всех этих	3	2
222	он должен	5	2
223	этого вопроса	1	2
224	и более	2	2
225	на совершенно	2	2
226	что ни	1	2
227	что все	3	2
228	причем все	1	2
229	в данной	1	2
230	его в	4	2
231	не всегда	1	2
232	нисколько не	2	2
233	перед собой	1	2
234	недавнего времени	1	2
235	в такой	1	2
236	для которых	1	2
237	их в	2	2
238	является вполне	1	2
239	тем самым	2	2
240	что эта	1	2
241	она не	2	2
242	что с	2	2
243	на него	1	2
244	было не	1	2
245	говорить о	3	2
246	случае не	1	2
247	больше чем	2	2
248	тем не	1	2
249	в сознании	3	2
250	только с	2	2
251	что на	1	2
252	есть только	1	2
253	числе и	1	2
254	что при	1	2
255	и это	1	2
256	однако ни	1	2
257	без всякого	1	2
258	в эпоху	1	2
259	для этого	3	2
260	то есть	1	2
261	другом месте	1	2
262	этой статьи	1	2
263	может не	3	2
264	на точку	1	2
265	должно было	1	2
266	и все	1	2
267	и во	3	2
268	а потому	5	2
269	отметить что	2	2
270	крайней мере	1	2
271	следовало бы	1	2
272	более что	1	2
273	к нему	2	2
274	быть и	2	2
275	на которой	2	2
276	по своей	1	2
277	конечно не	5	2
278	и у	1	2
279	если в	6	2
280	а то	1	2
281	могло бы	1	2
282	не для	1	2
283	у него	2	2
284	в других	2	2
285	даже и	2	2
286	бы это	1	2
287	еще и	1	2
288	превращается в	1	2
289	здесь дело	1	2
290	однако и	1	2
291	по крайней	1	2
292	и заняться	1	2
293	если не	2	2
294	ни на	1	2
295	что во	1	2
296	и потому	3	2
297	многих случаях	1	2
298	нет ни	1	2
299	и их	1	2
300	а если	1	2
301	по существу	5	2
302	этого слова	1	2
303	этом случае	3	2
304	между прочим	1	2
305	и тогда	2	2
306	но для	2	2
307	при таком	1	2
308	о котором	3	2
309	зрения в	1	2
310	в истинности	1	2
311	в этих	2	2
312	хотя в	1	2
313	несмотря на	3	2
314	в своих	6	2
315	можно назвать	1	2
316	том числе	1	2
317	а между	5	1
318	не должны	1	1
319	но тогда	1	1
320	на деле	1	1
321	и есть	2	1
322	бы против	1	1
323	что эти	1	1
324	исходит из	1	1
325	от которых	1	1
326	этому пути	1	1
327	видеть в	2	1
328	в зависимости	1	1
329	и этот	3	1
330	их и	1	1
331	смотреть на	4	1
332	в лучшем	3	1
333	дела от	1	1
334	в каждый	1	1
335	так чтобы	3	1
336	этого прежде	1	1
337	от друга	2	1
338	но даже	2	1
339	быть уверен	1	1
340	один общий	1	1
341	что оба	1	1
342	ставить в	1	1
343	на нем	1	1
344	и на	5	1
345	на них	1	1
346	между собой	5	1
347	время в	2	1
348	бы то	4	1
349	вполне и	2	1
350	при жизни	1	1
351	отказ от	1	1
352	но как	1	1
353	а только	1	1
354	только при	1	1
355	тех же	1	1
356	должны были	1	1
357	очевидно что	1	1
358	в гармонии	1	1
359	было а	1	1
360	друг от	2	1
361	нет и	1	1
362	в свои	1	1
363	результате этого	1	1
364	и таким	1	1
365	во что	3	1
366	в одной	1	1
367	каждая из	1	1
368	для русской	2	1
369	показать что	1	1
370	стороны и	1	1
371	перед нами	1	1
372	что по	1	1
373	и к	6	1
374	есть самое	1	1
375	котором она	1	1
376	и конечно	1	1
377	еще на	1	1
378	а во-вторых	2	1
379	лучшем случае	3	1
380	им в	1	1
381	всего необходимо	1	1
382	другом случае	2	1
383	иначе и	1	1
384	если он	1	1
385	с существующими	1	1
386	сейчас не	1	1
387	время и	1	1
388	от которого	1	1
389	на одну	1	1
390	дела не	2	1
391	в корне	4	1
392	и вот	2	1
393	которые существовали	1	1
394	так часто	2	1
395	чтобы в	2	1
396	но дело	1	1
397	такого же	1	1
398	значительной степени	1	1
399	том же	2	1
400	в одну	1	1
401	таким каким	1	1
402	для всей	1	1
403	могла бы	1	1
404	том случае	4	1
405	в таких	2	1
406	а по	1	1
407	на все	1	1
408	на каком	1	1
409	входит в	1	1
410	те или	1	1
411	в глазах	2	1
412	нечего и	1	1
413	то все	1	1
414	она стала	1	1
415	ведь в	2	1
416	для них	3	1
417	является для	1	1
418	это положение	1	1
419	о которых	3	1
420	на основании	2	1
421	с тем	6	1
422	и следовало	1	1
423	которой он	4	1
424	всегда и	1	1
425	проблемы для	1	1
426	принадлежит в	1	1
427	иначе говоря	1	1
428	и некоторые	1	1
429	в один	1	1
430	на себя	2	1
431	нетрудно было	1	1
432	что значит	1	1
433	бы на	1	1
434	от своего	1	1
435	и при	6	1
436	что такая	1	1
437	будет в	2	1
438	а главное	1	1
439	что такое	2	1
440	представить себе	2	1
441	нас не	1	1
442	это только	2	1
443	место в	2	1
444	мы в	1	1
445	не столько	1	1
446	оказывается что	1	1
447	мы теперь	1	1
448	том чтобы	3	1
449	и эти	1	1
450	это разумеется	2	1
451	на другую	1	1
452	том и	2	1
453	чтобы она	2	1
454	быть не	1	1
455	по себе	2	1
456	же мы	1	1
457	если и	1	1
458	всех их	1	1
459	каждого отдельного	2	1
460	из нас	1	1
461	и другое	1	1
462	хотелось бы	1	1
463	тогда когда	4	1
464	одна из	3	1
465	и старая	1	1
466	он еще	1	1
467	все обстоит	1	1
468	но только	1	1
469	не могло	1	1
470	наука и	1	1
471	казалось бы	1	1
472	в разных	1	1
473	никому не	1	1
474	это то	1	1
475	с одним	1	1
476	таким путем	1	1
477	явление в	1	1
478	такой вид	1	1
479	и является	2	1
480	действительно является	1	1
481	протестом против	1	1
482	которых он	1	1
483	в духе	1	1
484	не могут	4	1
485	разницей что	1	1
486	отличается от	2	1
487	к тому	7	1
488	действительно можно	1	1
489	отказаться от	4	1
490	не дала	1	1
491	то ни	4	1
492	как мы	1	1
493	и о	2	1
494	но при	1	1
495	проявляется в	2	1
496	и говорить	1	1
497	эти ошибки	1	1
498	ни стало	3	1
499	последнее время	2	1
500	россии в	7	1
501	мысль о	1	1
502	только то	1	1
503	с самого	1	1
504	не подлежит	2	1
505	являются лишь	1	1
506	на том	3	1
507	и когда	1	1
508	больше в	1	1
509	мог бы	1	1
510	господствующей в	1	1
511	разумеется что	2	1
512	образом в	1	1
513	там в	1	1
514	вот это	1	1
515	лишь при	5	1
516	некоторых из	2	1
517	язык и	1	1
518	настоящее время	2	1
519	при котором	3	1
520	и просто	1	1
521	что его	1	1
522	можно сказать	1	1
523	не просто	2	1
524	работа по	2	1
525	его личности	1	1
526	за последнее	2	1
527	конкретно представить	1	1
528	состоящая в	1	1
529	что бы	3	1
530	в свете	1	1
531	является результатом	1	1
532	самостоятельно и	1	1
533	случае и	1	1
534	что только	2	1
535	сомнению что	1	1
536	и дело	1	1
537	время когда	2	1
538	всю свою	2	1
539	положение в	1	1
540	это стремление	1	1
541	бы ни	2	1
542	именно на	2	1
543	россии никогда	1	1
544	себя в	4	1
545	сомнений в	1	1
546	уже не	2	1
547	ясного и	1	1
548	видеть что	1	1
549	том чем	1	1
550	если мы	1	1
551	чтобы он	1	1
552	еще одну	1	1
553	же у	1	1
554	чем должен	1	1
555	в праве	1	1
556	и обратно	1	1
557	и других	1	1
558	то у	1	1
559	его и	2	1
560	он имеет	1	1
561	не так	2	1
562	существуют в	1	1
563	всякого давления	1	1
564	в прошлом	1	1
565	решения этого	1	1
566	опять оказывается	1	1
567	но которая	1	1
568	к ним	1	1
569	не о	2	1
570	естественно что	2	1
571	случаев это	1	1
572	трудно видеть	1	1
573	от того	4	1
574	само собой	1	1
575	были бы	2	1
576	с общим	1	1
577	видно из	1	1
578	без того	1	1
579	представляется в	1	1
580	или иной	5	1
581	себе представить	1	1
582	при отсутствии	2	1
583	на ее	1	1
584	ведь на	1	1
585	собой разумеется	1	1
586	из таких	1	1
587	в некоторых	2	1
588	связано с	1	1
589	которых мы	1	1
590	до конца	1	1
591	не верит	1	1
592	не на	1	1
593	именно так	1	1
594	в руках	1	1
595	ближе к	1	1
596	в одно	1	1
597	себя на	2	1
598	особенно когда	1	1
599	вместе с	4	1
600	на чем	1	1
601	усомниться в	1	1
602	в меру	2	1
603	тот факт	2	1
604	из которых	5	1
605	чем то	1	1
606	которые являются	1	1
607	и довольно	1	1
608	той и	1	1
609	верить что	1	1
610	в течение	2	1
611	все таки	4	1
612	то нужно	1	1
613	ему по	2	1
614	это его	1	1
615	при условии	3	1
616	этом и	2	1
617	такую картину	1	1
618	говорить что	1	1
619	к вопросу	4	1
620	факт что	2	1
621	и от	2	1
622	к данной	1	1
623	или в	3	1
624	которая в	1	1
625	в настоящее	2	1
626	тот кто	1	1
627	в отдельных	1	1
628	у некоторых	1	1
629	той или	3	1
630	бы в	1	1
631	не должен	2	1
632	конце концов	3	1
633	можно спорить	1	1
634	уверен в	1	1
635	отношении к	2	1
636	свою задачу	2	1
637	одной из	3	1
638	с ней	1	1
639	же будет	1	1
640	не быть	1	1
641	к его	1	1
642	из этого	3	1
643	для большинства	1	1
644	давления со	1	1
645	бы найти	1	1
646	к этому	1	1
647	как на	8	1
648	точно так	2	1
649	они не	1	1
