N	2gram	Tiupa_Lite_2	Freidism
221	этих двух	1	2
222	произведение искусства	1	2
223	что и	2	2
224	во всей	1	2
225	в него	2	2
226	мир в	1	2
227	в какой	2	2
228	с одной	7	2
229	для всех	5	2
230	не можем	1	2
231	уже в	2	2
232	только на	1	2
233	ни было	2	2
234	из них	2	2
235	а потому	2	2
236	в конце	2	2
237	рядом с	1	2
238	и даже	8	2
239	с другой	8	2
240	человека в	4	2
241	в психологии	1	2
242	а с	1	2
243	до конца	2	2
244	одной стороны	6	2
245	это прежде	2	2
246	более того	1	2
247	а не	20	2
248	что мы	1	2
249	так же	1	2
250	быть это	1	2
251	не заметил	1	2
252	в развитии	1	2
253	к объекту	2	2
254	в основном	1	2
255	же самое	1	2
256	для нас	2	2
257	конце концов	1	2
258	с сыном	1	2
259	из тех	2	2
260	к его	1	2
261	есть и	1	2
262	в своих	2	2
263	снова и	1	2
264	к этому	1	2
265	как на	3	2
266	они не	1	2
267	эта новая	1	1
268	с новыми	1	1
269	ту же	2	1
270	и т	2	1
271	одним из	3	1
272	же как	2	1
273	в движение	1	1
274	за то	2	1
275	но тем	4	1
276	которое мы	1	1
277	повлечь за	1	1
278	обойтись без	1	1
279	свою объективную	1	1
280	случае это	2	1
281	жизни как	2	1
282	но даже	1	1
283	ему в	1	1
284	мы и	1	1
285	в будущем	1	1
286	в целом	2	1
287	первого и	1	1
288	в каждой	2	1
289	дает им	1	1
290	оказывается что	1	1
291	и воля	1	1
292	что по	1	1
293	в качестве	5	1
294	ведь мы	2	1
295	нет и	1	1
296	из таких	1	1
297	которые не	1	1
298	в истории	2	1
299	вследствие чего	1	1
300	общего с	1	1
301	от содержания	1	1
302	пути в	8	1
303	и нет	2	1
304	однако не	1	1
305	кто не	1	1
306	этом же	1	1
307	как уже	2	1
308	в круг	1	1
309	в противоположность	2	1
310	и хотя	1	1
311	лет а	1	1
312	за собой	1	1
313	но эта	1	1
314	где все	1	1
315	лежит на	1	1
316	по преимуществу	2	1
317	объекта в	1	1
318	в интересах	1	1
319	как он	2	1
320	на то	1	1
321	читатель и	1	1
322	что было	2	1
323	от его	1	1
324	порядка в	1	1
325	в переводе	1	1
326	а скорее	1	1
327	с нашим	1	1
328	же это	1	1
329	только ему	1	1
330	без исключения	1	1
331	это конечно	1	1
332	не следует	1	1
333	а затем	2	1
334	им как	1	1
335	счете оказывается	1	1
336	из всех	1	1
337	каждого из	1	1
338	должен был	1	1
339	нам все	1	1
340	поведения и	1	1
341	далеко не	1	1
342	в моменты	1	1
343	не всегда	1	1
344	он и	2	1
345	и было	1	1
346	не мог	1	1
347	этом случае	2	1
348	и культуры	1	1
349	художественного творчества	2	1
350	он должен	1	1
351	и без	2	1
352	где мы	1	1
353	формы так	1	1
354	не к	2	1
355	себе а	1	1
356	в одном	2	1
357	этой же	1	1
358	мы идем	1	1
359	по крайней	2	1
360	вещей и	1	1
361	однако в	6	1
362	возникает в	1	1
363	друг друга	2	1
364	на два	2	1
365	к новым	1	1
366	не по	2	1
367	без остатка	3	1
368	ним а	1	1
369	в форму	1	1
370	а во	1	1
371	и убитый	1	1
372	явление в	1	1
373	базируется на	1	1
374	только этим	1	1
375	себе во	1	1
376	задолго до	1	1
377	этого необходимо	1	1
378	что на	1	1
379	на веру	1	1
380	бытия не	2	1
381	сделать в	1	1
382	является одним	1	1
383	всего что	1	1
384	той или	1	1
385	общения в	1	1
386	о том	2	1
387	этот путь	3	1
388	он ищет	1	1
389	приходит к	1	1
390	ни одно	1	1
391	как по	1	1
392	в душу	1	1
393	мысль о	1	1
394	и находится	1	1
395	что такой	1	1
396	и когда	1	1
397	и сам	2	1
398	художественное творчество	1	1
399	в мире	9	1
400	на нее	1	1
401	на заре	1	1
402	не с	3	1
403	культуры на	1	1
404	отождествляется с	1	1
405	мог бы	1	1
406	что никакого	1	1
407	в результате	2	1
408	жизнь и	1	1
409	мы в	1	1
410	основана на	1	1
411	ничего не	3	1
412	этого сознания	1	1
413	находится в	1	1
414	мы чувствуем	1	1
415	то есть	5	1
416	а также	2	1
417	сознание становится	1	1
418	это я	1	1
419	сила которая	1	1
420	после того	1	1
421	основе своей	1	1
422	в сфере	4	1
423	особого рода	1	1
424	любви к	1	1
425	все на	1	1
426	при которой	2	1
427	всегда может	1	1
428	русской литературы	1	1
429	искусства в	1	1
430	что человек	1	1
431	этом как	1	1
432	крайней мере	2	1
433	что главную	1	1
434	путь и	3	1
435	все время	1	1
436	к которому	1	1
437	борьбы за	1	1
438	убежден что	1	1
439	к делу	1	1
440	дело с	1	1
441	во всем	1	1
442	не перестает	1	1
443	связанным с	1	1
444	который в	1	1
445	в обществе	1	1
446	что нам	2	1
447	есть в	1	1
448	то и	3	1
449	за пределами	1	1
450	от других	1	1
451	по выражению	1	1
452	и других	4	1
453	плана в	1	1
454	сказано в	1	1
455	одно из	2	1
456	не так	2	1
457	пока не	1	1
458	слова в	1	1
459	в землю	1	1
460	бытия и	1	1
461	тем что	4	1
462	к той	1	1
463	но за	1	1
464	даже и	2	1
465	лишь для	1	1
466	и только	2	1
467	этого пути	1	1
468	или иной	1	1
469	сами эти	1	1
470	именно в	1	1
471	что любовная	1	1
472	сама с	1	1
473	принадлежит не	1	1
474	к человеку	1	1
475	только по	1	1
476	и своего	1	1
477	целым рядом	1	1
478	что находится	1	1
479	однако и	1	1
480	человек в	1	1
481	отнюдь не	4	1
482	в слове	1	1
483	культуры мы	1	1
484	и вовсе	1	1
485	есть борьба	1	1
486	имея в	1	1
487	более широкого	1	1
488	мы говорим	1	1
489	в строгом	1	1
490	та сила	1	1
491	требует от	1	1
492	перейти в	1	1
493	из которых	2	1
494	к своему	2	1
495	для искусства	1	1
496	целом ряде	1	1
497	ненависть к	1	1
498	на которое	1	1
499	такого рода	9	1
500	ко всему	2	1
501	быть не	2	1
502	в это	1	1
503	в контексте	1	1
504	его собственный	1	1
505	в смысле	1	1
506	сохраняет за	1	1
507	в недрах	1	1
508	мира в	2	1
509	этого рода	1	1
510	он по	1	1
511	которая в	1	1
512	в индивидуальном	1	1
513	совершенно иной	1	1
514	ними все	1	1
515	ее и	1	1
516	бы в	1	1
517	еще более	1	1
518	мышления не	1	1
519	я в	7	1
520	отношению ко	1	1
521	же в	2	1
522	в том	10	1
523	отношении к	1	1
524	к ее	1	1
525	нам не	1	1
526	границу между	1	1
527	нет ничего	1	1
528	о своем	1	1
529	жизни а	2	1
530	я это	2	1
531	по которой	1	1
532	из этого	1	1
533	который не	1	1
534	два момента	1	1
535	судьба в	1	1
536	можно назвать	1	1
537	гораздо более	1	1
