N	2gram	Potebnia_M_3	Mirosoze
558	все свое	1	1
559	независимо от	5	1
560	в разговоре	2	1
561	чтобы образ	1	1
562	по своему	2	1
563	своей души	1	1
564	достигается в	1	1
565	сознание необходимости	2	1
566	а между	2	1
567	им с	1	1
568	а потом	1	1
569	о человеке	1	1
570	в тот	1	1
571	многих других	1	1
572	про себя	1	1
573	этого слова	11	1
574	с этой	2	1
575	все это	4	1
576	есть знак	1	1
577	формы и	1	1
578	в силах	1	1
579	это можно	3	1
580	а все	1	1
581	а к	3	1
582	когда он	1	1
583	целый ряд	2	1
584	из себя	2	1
585	мы должны	4	1
586	всякий раз	1	1
587	только что	8	1
588	на такой	1	1
589	с людьми	1	1
590	в какие	1	1
591	между ними	1	1
592	была бы	4	1
593	а образ	2	1
594	чтобы произвести	1	1
595	в массе	1	1
596	за жизнь	1	1
597	сам в	1	1
598	в свое	2	1
599	друга а	1	1
600	этим объясняется	1	1
601	собственной природы	1	1
602	но эти	1	1
603	это так	1	1
604	уже есть	1	1
605	а может	1	1
606	по поводу	4	1
607	к этому	3	1
608	на лице	1	1
609	как на	5	1
610	которая не	2	1
611	еще слишком	1	1
