N	2gram	Potebnia_M_4	Otkroven
398	враг и	1	1
399	к его	2	1
400	одно только	1	1
401	та же	1	1
402	в свое	1	1
403	людей но	1	1
404	и состоит	3	1
405	его с	1	1
406	в голову	2	1
407	жизни и	1	1
408	это так	1	1
409	бы он	1	1
410	во всяком	5	1
411	всегда ведет	1	1
412	указывает на	2	1
413	случае если	1	1
414	они и	1	1
415	быть назван	3	1
416	открывает нам	1	1
