N	2gram	Tiupa_Disk_2	Problema
186	с этой	1	3
187	слова и	1	3
188	в условиях	1	3
189	формы и	1	3
190	и все	3	3
191	и ни	1	3
192	ни к	5	3
193	будто бы	1	3
194	ни было	1	3
195	же в	1	3
196	или иного	2	3
197	из этого	1	3
198	к тому	1	3
199	к их	2	2
200	того же	2	2
201	и до	1	2
202	поэтому и	1	2
203	и могут	1	2
204	его не	1	2
205	однако для	1	2
206	мы имеем	2	2
207	в некотором	1	2
208	этого термина	1	2
209	нечто более	1	2
210	не был	1	2
211	во всех	1	2
212	не то	1	2
213	с которыми	1	2
214	друг от	1	2
215	первый взгляд	2	2
216	просто как	1	2
217	когда он	1	2
218	себе не	1	2
219	еще на	1	2
220	в которой	1	2
221	с их	2	2
222	время и	1	2
223	но именно	1	2
224	слова а	1	2
225	что является	1	2
226	и может	3	2
227	в другом	3	2
228	модель художественного	1	2
229	чего бы	1	2
230	например и	1	2
231	жизни но	3	2
232	данного стихотворения	1	2
233	в этих	3	2
234	в котором	3	2
235	с точки	2	2
236	не столько	3	2
237	в отличие	12	2
238	бы мы	1	2
239	и более	1	2
240	произведения в	1	2
241	для нее	1	2
242	об ее	1	2
243	с теми	1	2
244	дело не	1	2
245	в процессе	1	2
246	в основе	4	2
247	и именно	1	2
248	например не	1	2
249	и всегда	1	2
250	не имели	1	2
251	как она	1	2
252	со своим	2	2
253	однако это	1	2
254	является ни	1	2
255	могут быть	3	2
256	в стихотворении	1	2
257	но также	1	2
258	для себя	2	2
259	с ее	2	2
260	от друга	1	2
261	и образ	1	2
262	рассматривать как	1	2
263	но тоже	1	2
264	только то	1	2
265	о ней	1	2
266	все дело	1	2
267	не стоит	1	2
268	и во	1	2
269	и следовательно	1	2
270	картины природы	1	2
271	но тут	1	2
272	но с	1	2
273	даже если	1	2
274	имеет своим	1	2
275	с одной	4	2
276	себя в	6	2
277	является не	2	2
278	у греков	1	2
279	из них	3	2
280	друг друга	1	2
281	друга и	1	2
282	были бы	1	2
283	именно в	2	2
284	а с	5	2
285	имеют никакого	1	2
286	человеческой жизни	2	2
287	о чем	2	2
288	это стало	1	2
289	в частности	12	2
290	вместе с	2	2
291	как это	1	2
292	из которых	1	2
293	по своему	1	2
294	конца xix	1	2
295	и там	1	2
296	в контексте	3	2
297	этой самой	1	2
298	ни для	4	2
299	пока еще	2	2
300	и для	2	2
301	иной мере	1	2
302	в результате	2	2
303	своей собственной	1	2
304	а к	2	2
305	к самому	1	2
306	героя в	5	2
307	и состоит	2	2
308	это в	2	2
309	как на	3	2
310	речь идет	1	1
311	одним из	1	1
312	слова поскольку	1	1
313	значении этого	2	1
314	изображения и	1	1
315	не идет	1	1
316	идет о	2	1
317	чего не	3	1
318	в первом	1	1
319	похожее на	1	1
320	должна быть	2	1
321	той же	2	1
322	например в	3	1
323	они сыграли	1	1
324	и само	1	1
325	м шолохова	1	1
326	древних греков	1	1
327	его под	1	1
328	вопрос о	1	1
329	нужно рассуждать	1	1
330	благодаря тому	1	1
331	а для	1	1
332	не вполне	1	1
333	греческое слово	1	1
334	тут все	1	1
335	не нужно	2	1
336	и на	5	1
337	бы не	1	1
338	своего рода	10	1
339	иван иваныч	1	1
340	чем это	1	1
341	стихотворения в	1	1
342	в сторону	1	1
343	ответ на	1	1
344	есть по	1	1
345	произведение не	1	1
346	в истории	1	1
347	до его	1	1
348	перехода от	1	1
349	такова же	1	1
350	однако не	1	1
351	в футляре	2	1
352	это область	1	1
353	в этот	1	1
354	открывает перспективу	1	1
355	но который	1	1
356	из той	1	1
357	из этих	3	1
358	собой в	1	1
359	рассказ о	2	1
360	значение так	1	1
361	но на	1	1
362	оказывается не	2	1
363	к выводу	1	1
364	сейчас и	1	1
365	о которой	1	1
366	не к	2	1
367	нашего времени	1	1
368	жизни здесь	1	1
369	его от	1	1
370	что ни	2	1
371	в образе	1	1
372	обнаруживает себя	1	1
373	именно это	1	1
374	не должно	1	1
375	слова можно	1	1
376	различие между	1	1
377	лишь в	1	1
378	к художественной	1	1
379	входит в	2	1
380	самым он	1	1
381	в жизни	1	1
382	ценность и	1	1
383	в них	3	1
384	далеко не	2	1
385	в своих	6	1
386	или попросту	1	1
387	духовной жизни	1	1
388	бытия с	1	1
389	и того	3	1
390	со всей	1	1
391	которую он	1	1
392	она сама	1	1
393	даже при	1	1
394	в такой	1	1
395	не как	1	1
396	и другого	2	1
397	как другие	1	1
398	однако от	1	1
399	и той	1	1
400	втором случае	1	1
401	для данного	3	1
402	исследовать их	1	1
403	но они	1	1
404	речи в	2	1
405	необходимо чтобы	1	1
406	сам этот	1	1
407	даже в	1	1
408	случае мы	1	1
409	же самого	1	1
410	в одно	1	1
411	вплоть до	1	1
412	из нас	1	1
413	мысли в	1	1
414	близок к	1	1
415	слова но	1	1
416	которого он	1	1
417	всей их	1	1
418	было у	1	1
419	мы все	1	1
420	и имеет	1	1
421	о них	1	1
422	одной и	1	1
423	того и	2	1
424	не всякий	1	1
425	подобно тому	2	1
426	нечто большее	1	1
427	к ней	1	1
428	целое в	1	1
429	такая же	1	1
430	не говорит	1	1
431	во всем	1	1
432	на него	1	1
433	целом и	1	1
434	не столь	2	1
435	выхожу один	1	1
436	от их	1	1
437	только от	1	1
438	не могут	1	1
439	оно не	1	1
440	утверждать что	1	1
441	мы его	1	1
442	времени но	1	1
443	более не	1	1
444	внимание на	1	1
445	но при	2	1
446	в собственном	1	1
447	по сути	2	1
448	то чтобы	1	1
449	в пределах	4	1
450	сознания с	1	1
451	и творит	2	1
452	можно только	1	1
453	строго говоря	1	1
454	поэтому в	1	1
455	в эпоху	1	1
456	все необходимые	1	1
457	и смерть	1	1
458	соотнесения с	1	1
459	часто и	1	1
460	произведения как	2	1
461	говорит об	2	1
462	к одному	1	1
463	я на	1	1
464	особого рода	1	1
465	там же	2	1
466	истории в	1	1
467	которыми интересуется	1	1
468	во втором	1	1
469	исторического развития	1	1
470	из нескольких	1	1
471	видно что	1	1
472	происходит только	1	1
473	перестал бы	1	1
474	не требует	2	1
475	предполагать что	1	1
476	вообще однако	1	1
477	именно о	1	1
478	и весьма	1	1
479	бесконечного ряда	1	1
480	от них	1	1
481	точка зрения	1	1
482	своей основе	1	1
483	для всех	1	1
484	к художественности	1	1
485	например три	1	1
486	и они	1	1
487	или не	1	1
488	к своим	2	1
489	этом в	2	1
490	его коммуникативной	1	1
491	которая может	1	1
492	в одном	4	1
493	и художественный	1	1
494	как такового	1	1
495	общая идея	1	1
496	к той	1	1
497	не обладает	1	1
498	становление и	1	1
499	момент в	2	1
500	а потом	2	1
501	что на	2	1
502	и между	1	1
503	или о	1	1
504	себя и	1	1
505	что будет	2	1
506	не нужна	1	1
507	которой нет	1	1
508	же будет	1	1
509	стремится к	2	1
510	до конца	1	1
511	не на	2	1
512	языка об	1	1
513	было сказано	1	1
514	поскольку речь	1	1
515	там где	1	1
516	начиная с	1	1
517	на смерть	1	1
518	места где	1	1
519	сути дела	1	1
520	требует от	1	1
521	не одно	1	1
522	к своему	2	1
523	одной стороны	4	1
524	для обозначения	1	1
525	пророк пушкина	1	1
526	для первого	1	1
527	типа как	1	1
528	один я	1	1
529	главного героя	1	1
530	в художественную	1	1
531	как известного	1	1
532	на существование	1	1
533	и развития	1	1
534	но для	1	1
535	и собственно	1	1
536	одного и	3	1
537	указать на	2	1
538	ли в	1	1
539	от той	1	1
540	обращается к	1	1
541	не с	2	1
542	себя самого	1	1
543	это требует	1	1
544	в языке	2	1
545	в литературной	1	1
546	стороны в	1	1
547	от всего	1	1
548	несмотря на	1	1
549	хотя в	1	1
550	менее в	1	1
551	равно как	1	1
552	их с	1	1
553	на дорогу	1	1
554	мере в	1	1
555	одновременно и	1	1
556	бы его	1	1
557	значение не	2	1
558	к другим	1	1
559	известного рода	4	1
560	ее в	1	1
561	вполне в	1	1
562	к этому	4	1
563	можно назвать	4	1
