N	2gram	Tiupa_Disk_2	Mirosoze
102	то есть	12	3
103	его в	3	3
104	в жизни	1	3
105	пребывает в	1	3
106	мир в	1	3
107	духовной жизни	1	3
108	том что	10	3
109	но если	1	3
110	ничего не	1	3
111	к тому	1	3
112	в ее	1	3
113	для человеческого	1	3
114	себя в	6	3
115	одно из	4	3
116	и их	1	3
117	себя и	1	3
118	в иных	1	3
119	в мир	1	3
120	для человека	1	3
121	должно быть	2	3
122	он должен	1	3
123	интерес к	2	3
124	в динамике	1	3
125	будто бы	1	3
126	одним из	1	2
127	также и	3	2
128	чтобы не	1	2
129	в этот	1	2
130	проникает в	1	2
131	к чему	1	2
132	вопрос о	1	2
133	не иметь	1	2
134	истории в	1	2
135	по отношению	4	2
136	идея свободы	1	2
137	в истории	1	2
138	как в	8	2
139	своем творчестве	1	2
140	все же	6	2
141	и как	3	2
142	личности но	1	2
143	все эти	3	2
144	бы не	1	2
145	приводит к	3	2
146	самого себя	1	2
147	с их	2	2
148	к миру	1	2
149	с ней	2	2
150	я бы	1	2
151	входит в	2	2
152	бытия но	1	2
153	которую он	1	2
154	место в	2	2
155	в то	5	2
156	к этим	1	2
157	в основе	4	2
158	по своей	6	2
159	не принадлежит	1	2
160	личности в	2	2
161	могут быть	3	2
162	тут все	1	2
163	отличается от	1	2
164	всего в	1	2
165	его с	1	2
166	в наше	2	2
167	должен быть	1	2
168	и от	1	2
169	необходимости и	1	2
170	человеческого сознания	1	2
171	и что	1	2
172	различие между	1	2
173	живет в	2	2
174	еще в	3	2
175	с ним	1	2
176	о нем	1	2
177	о том	4	2
178	может не	1	2
179	самому себе	1	2
180	и во	1	2
181	показывает как	1	2
182	и мир	1	2
183	свободы человеческой	1	2
184	свет и	1	2
185	не ведет	1	2
186	начало в	1	2
187	мир этот	1	2
188	жизни и	3	2
189	человека с	1	2
190	свободу в	1	2
191	отношению к	4	2
192	как будто	3	2
193	момент в	2	2
194	света и	1	2
195	на этот	1	2
196	человеческой жизни	2	2
197	его как	1	2
198	о чем	2	2
199	мир духовный	1	2
200	по своему	1	2
201	в той	2	2
202	как бы	4	2
203	бытия с	1	2
204	о мире	1	2
205	и для	2	2
206	человека это	1	2
207	жизни в	3	2
208	сказать что	1	2
209	к этому	4	2
210	себя как	1	1
211	я и	4	1
212	обращено к	1	1
213	и то	4	1
214	сил и	1	1
215	переход от	1	1
216	к другому	1	1
217	и до	1	1
218	двоится для	1	1
219	всей ее	1	1
220	мы имеем	2	1
221	мы не	1	1
222	это знание	1	1
223	но она	3	1
224	принадлежит к	3	1
225	не вполне	1	1
226	я не	1	1
227	жизни как	2	1
228	ему в	1	1
229	и состоит	2	1
230	собой в	1	1
231	еще не	6	1
232	его гения	1	1
233	вечности и	1	1
234	во всех	1	1
235	себе страшную	1	1
236	тем как	1	1
237	самом деле	1	1
238	иных случаях	1	1
239	отказ от	1	1
240	всякий раз	2	1
241	к которой	2	1
242	в сторону	1	1
243	тех же	1	1
244	если в	1	1
245	человеческих отношений	1	1
246	отличие от	12	1
247	мира в	3	1
248	более чем	2	1
249	стало быть	1	1
250	в одной	1	1
251	ней в	1	1
252	такова же	1	1
253	в противоположность	5	1
254	со своей	1	1
255	что же	2	1
256	роль в	4	1
257	говорят о	1	1
258	высокое и	1	1
259	похожее на	1	1
260	в записках	2	1
261	судьбы но	1	1
262	к одному	1	1
263	в силу	1	1
264	с таким	2	1
265	которое может	1	1
266	его от	1	1
267	значительной степени	1	1
268	подход к	3	1
269	в состоянии	1	1
270	от греческого	1	1
271	он ничего	1	1
272	не совпадает	1	1
273	жизни то	1	1
274	хотя в	1	1
275	человеческого счастья	1	1
276	существования а	1	1
277	доводит до	1	1
278	в такой	1	1
279	в отличие	12	1
280	обнаруживается в	1	1
281	обращение к	2	1
282	и более	1	1
283	и наоборот	1	1
284	не должно	1	1
285	вовсе не	1	1
286	с миром	1	1
287	о последнем	1	1
288	не менее	7	1
289	вплоть до	1	1
290	два полюса	1	1
291	в обоих	2	1
292	в русской	3	1
293	мысли в	1	1
294	и именно	1	1
295	мы все	1	1
296	в самых	1	1
297	чем не	2	1
298	это еще	2	1
299	себе самом	1	1
300	мышления и	1	1
301	знает он	1	1
302	такая же	1	1
303	во всем	1	1
304	мире и	3	1
305	что русский	1	1
306	в области	2	1
307	существенно для	1	1
308	необходимость не	1	1
309	только от	1	1
310	не одно	1	1
311	все то	1	1
312	к себе	1	1
313	личности при	1	1
314	людей в	1	1
315	было уже	1	1
316	оно не	1	1
317	почему он	1	1
318	приходит к	1	1
319	город и	1	1
320	зла или	1	1
321	в пределах	4	1
322	так в	1	1
323	не столько	3	1
324	слова а	1	1
325	бытия как	1	1
326	природе своей	2	1
327	и сам	1	1
328	столкновения и	1	1
329	не стремится	1	1
330	в образе	1	1
331	так и	9	1
332	в нескольких	1	1
333	было в	3	1
334	по природе	2	1
335	и каждый	1	1
336	означает не	2	1
337	она была	1	1
338	поэтому в	1	1
339	в глубинах	1	1
340	в эпоху	1	1
341	и даже	1	1
342	мире в	3	1
343	об этом	1	1
344	с человеком	1	1
345	в разных	1	1
346	а к	2	1
347	жизни не	2	1
348	небо не	1	1
349	при котором	2	1
350	одного из	4	1
351	не стоит	1	1
352	в значительной	1	1
353	нас в	1	1
354	ее существования	1	1
355	от них	1	1
356	погружен в	1	1
357	восходит к	3	1
358	и только	1	1
359	которая и	1	1
360	в описании	1	1
361	ставил и	1	1
362	и наконец	3	1
363	несет в	2	1
364	быть и	1	1
365	мысли не	1	1
366	перед которым	1	1
367	одной из	1	1
368	традиции в	1	1
369	и быть	1	1
370	наше время	2	1
371	что как	2	1
372	между тем	2	1
373	и ее	3	1
374	конец и	1	1
375	так что	1	1
376	есть откровение	1	1
377	же и	1	1
378	мира то	1	1
379	ответ на	1	1
380	чего бы	1	1
381	всяком случае	1	1
382	на одном	1	1
383	в одном	4	1
384	в новый	1	1
385	отличается не	2	1
386	мир на	1	1
387	но из	1	1
388	русской поэзии	1	1
389	не были	1	1
390	раскрывается не	1	1
391	как у	1	1
392	о влиянии	1	1
393	с той	2	1
394	действующих лиц	1	1
395	и недостаточно	1	1
396	мира это	1	1
397	и др	1	1
398	или о	1	1
399	близко к	1	1
400	которой нет	1	1
401	не на	2	1
402	точек зрения	1	1
403	в ряду	2	1
404	ближе к	1	1
405	и всякое	2	1
406	в частности	12	1
407	к его	4	1
408	к жизни	3	1
409	это его	1	1
410	да и	1	1
411	человек с	1	1
412	мира с	2	1
413	в это	1	1
414	является для	1	1
415	было сказано	1	1
416	л толстым	1	1
417	своей жизни	1	1
418	но это	3	1
419	он видел	1	1
420	человека для	1	1
421	лишь его	1	1
422	его нет	1	1
423	на большую	2	1
424	но также	1	1
425	особого рода	1	1
426	еще более	1	1
427	ни к	5	1
428	действительной жизни	1	1
429	я в	5	1
430	можно признать	3	1
431	но всегда	1	1
432	он от	1	1
433	открывает себя	1	1
434	в период	4	1
435	не быть	1	1
436	истины и	1	1
437	жизни а	3	1
438	можно назвать	4	1
439	в искусстве	1	1
440	в своих	6	1
441	в творческой	1	1
442	во всяком	1	1
443	которая не	1	1
