N	2gram	Tiupa_Anal_3	Formalny
132	так сказать	2	3
133	он не	6	3
134	роли в	3	3
135	литературных произведений	3	3
136	всех этих	1	3
137	в каждом	3	3
138	его в	3	3
139	в жизни	2	3
140	в них	2	3
141	со всей	1	3
142	они не	1	3
143	тем самым	4	3
144	не о	1	3
145	в основе	1	3
146	связи с	1	3
147	сводится к	2	3
148	к тому	6	3
149	здесь не	3	3
150	особенно в	1	3
151	жизнь и	3	3
152	в широком	1	3
153	его художественной	1	3
154	бы в	1	3
155	наконец в	1	3
156	один из	2	3
157	взаимодействии с	1	3
158	в большинстве	2	3
159	для него	6	3
160	не для	2	3
161	в особенности	3	3
162	и даже	8	3
163	не было	3	3
164	его как	3	3
165	на фоне	1	3
166	или иного	1	3
167	в художественном	1	3
168	этого слова	2	3
169	но это	1	3
170	каждой из	1	3
171	с помощью	1	3
172	же в	2	3
173	между ними	1	3
174	от всех	1	3
175	что он	4	3
176	и развитие	1	2
177	в применении	1	2
178	применении к	1	2
179	ее до	1	2
180	в зависимости	1	2
181	в году	3	2
182	в предыдущей	1	2
183	его не	3	2
184	вопрос о	1	2
185	единство и	1	2
186	но напротив	1	2
187	литературой в	1	2
188	как если	1	2
189	как роман	1	2
190	уже как	1	2
191	друг от	1	2
192	за пределы	1	2
193	идет о	1	2
194	с этим	3	2
195	от этого	1	2
196	в произведении	3	2
197	с художественной	1	2
198	не могла	2	2
199	на его	2	2
200	к миру	1	2
201	и вот	2	2
202	том чтобы	1	2
203	из виду	1	2
204	ни были	1	2
205	подход к	2	2
206	могла бы	2	2
207	того или	1	2
208	это не	2	2
209	отражение в	1	2
210	в самую	1	2
211	с тем	2	2
212	жизни но	1	2
213	в эту	1	2
214	таким же	1	2
215	не от	2	2
216	роман и	1	2
217	что было	1	2
218	войти в	1	2
219	на всю	1	2
220	бы быть	1	2
221	на него	1	2
222	только не	3	2
223	ничего не	3	2
224	одна из	2	2
225	в самой	1	2
226	в противовес	2	2
227	на языке	3	2
228	и является	1	2
229	во всем	3	2
230	а лишь	1	2
231	может и	1	2
232	не есть	4	2
233	от друга	1	2
234	всего этого	1	2
235	приводит к	4	2
236	произведение искусства	4	2
237	не с	2	2
238	с ним	1	2
239	произведения как	2	2
240	и должно	1	2
241	на их	1	2
242	произведение является	1	2
243	между тем	5	2
244	что и	5	2
245	во всей	1	2
246	не сводится	1	2
247	действительности не	1	2
248	только в	2	2
249	не имеющие	1	2
250	уже не	5	2
251	не можем	1	2
252	ни одного	1	2
253	большинстве случаев	1	2
254	его и	1	2
255	могло бы	1	2
256	в одном	4	2
257	в современном	1	2
258	как раз	7	2
259	лишь для	1	2
260	или иначе	1	2
261	сама по	2	2
262	она является	1	2
263	есть лишь	1	2
264	художественного целого	6	2
265	вступает в	3	2
266	вместе с	2	2
267	литературе и	1	2
268	в чужом	1	2
269	к которому	1	2
270	искусства как	1	2
271	в результате	5	2
272	места в	1	2
273	в своих	1	2
274	тот или	2	2
275	жизни в	1	2
276	одной из	1	2
277	только как	1	2
278	произведения под	1	1
279	а между	1	1
280	произведения но	1	1
281	например в	2	1
282	начинается с	1	1
283	и ценностей	1	1
284	или к	1	1
285	и есть	1	1
286	нам кажется	2	1
287	в первом	2	1
288	из самых	1	1
289	по преимуществу	2	1
290	также что	1	1
291	из его	1	1
292	едва ли	3	1
293	художественную значимость	1	1
294	мы уже	1	1
295	той же	5	1
296	со всех	1	1
297	элементы и	1	1
298	и само	1	1
299	на первом	1	1
300	время от	1	1
301	литературного явления	1	1
302	целого это	1	1
303	всех без	3	1
304	а для	2	1
305	в составе	2	1
306	ему в	1	1
307	целого в	2	1
308	всех сторон	1	1
309	проявляется в	1	1
310	говоря уже	1	1
311	в сюжете	1	1
312	тем как	1	1
313	это бывает	1	1
314	в данном	4	1
315	данное произведение	1	1
316	тогда как	20	1
317	были глубоко	1	1
318	произведение не	1	1
319	к литературе	1	1
320	к третьему	2	1
321	предполагает как	1	1
322	имела бы	1	1
323	как нам	5	1
324	этой стороны	1	1
325	что касается	3	1
326	перед нами	4	1
327	и точность	1	1
328	хотя и	2	1
329	реальной действительности	1	1
330	в точке	2	1
331	что произведение	1	1
332	то в	2	1
333	та же	1	1
334	бы и	2	1
335	так или	1	1
336	из этих	3	1
337	так в	3	1
338	с литературой	1	1
339	с их	3	1
340	с чисто	1	1
341	на то	1	1
342	этот конструктивный	1	1
343	не следует	1	1
344	в статье	1	1
345	конструктивный момент	1	1
346	тем не	2	1
347	в первой	8	1
348	определенной жанровой	1	1
349	они в	1	1
350	свою собственную	1	1
351	состоит в	4	1
352	однако той	1	1
353	нашего времени	3	1
354	какой бы	1	1
355	на наш	2	1
356	и по	2	1
357	как момент	1	1
358	всех своих	1	1
359	серьезность и	1	1
360	в нее	1	1
361	доверие к	1	1
362	произведения с	1	1
363	связанных с	1	1
364	есть одна	1	1
365	заключается в	1	1
366	не умеет	1	1
367	время и	1	1
368	этом смысле	1	1
369	лишь на	3	1
370	за ней	1	1
371	между отдельными	1	1
372	в итоге	4	1
373	и каждый	1	1
374	только одно	1	1
375	нет в	1	1
376	героя или	1	1
377	как формулирует	1	1
378	его частей	1	1
379	далеко не	4	1
380	в контексте	2	1
381	но лишь	1	1
382	место и	1	1
383	он и	3	1
384	как целого	1	1
385	и тогда	1	1
386	не мог	2	1
387	в восприятии	1	1
388	и другие	1	1
389	что между	1	1
390	что если	1	1
391	никаких оснований	1	1
392	к истории	1	1
393	не становится	1	1
394	а от	1	1
395	этому же	1	1
396	формы так	1	1
397	не столько	3	1
398	в отличие	2	1
399	лишь тем	1	1
400	бы мы	1	1
401	своего рода	8	1
402	от его	2	1
403	произведение есть	1	1
404	в силу	1	1
405	этих моментов	2	1
406	времени не	1	1
407	не должно	3	1
408	для нее	1	1
409	мог иметь	1	1
410	не знает	1	1
411	в русской	7	1
412	если в	3	1
413	к изучению	1	1
414	без остатка	2	1
415	которого он	2	1
416	говорить о	3	1
417	функцию в	1	1
418	того чтобы	1	1
419	для всего	1	1
420	значимости своего	1	1
421	роману как	1	1
422	и без	3	1
423	под этим	1	1
424	на себя	2	1
425	или иная	1	1
426	своей природе	1	1
427	по своей	2	1
428	жизни на	1	1
429	и чувства	1	1
430	углом зрения	2	1
431	потому что	1	1
432	искусства является	1	1
433	этом отношении	3	1
434	мы и	1	1
435	что на	1	1
436	конструктивную функцию	2	1
437	без исключения	3	1
438	которое как	1	1
439	уже о	1	1
440	в мифе	1	1
441	не могут	1	1
442	встречается в	1	1
443	могут быть	2	1
444	что при	1	1
445	правда не	1	1
446	и о	1	1
447	этого целого	1	1
448	то она	1	1
449	сторону и	1	1
450	данном случае	3	1
451	только при	1	1
452	тем это	1	1
453	сознания с	1	1
454	роль в	3	1
455	что у	1	1
456	по природе	1	1
457	в борьбе	2	1
458	мог бы	1	1
459	осуществляется в	2	1
460	живет и	1	1
461	с этого	1	1
462	приобщается к	2	1
463	с литературными	1	1
464	могла не	1	1
465	о ней	1	1
466	в отдельных	1	1
467	в другом	1	1
468	на всех	1	1
469	одного из	1	1
470	можно сказать	4	1
471	предыдущей части	1	1
472	романа а	1	1
473	а также	2	1
474	и смыслом	1	1
475	связь между	1	1
476	автора ибо	1	1
477	от них	1	1
478	должно было	1	1
479	в форме	2	1
480	искусства это	1	1
481	вслед за	1	1
482	искусства так	1	1
483	резко отличается	1	1
484	не тот	1	1
485	глубоко не	2	1
486	от всего	1	1
487	в состав	1	1
488	в дальнейшей	1	1
489	в стороне	1	1
490	который в	3	1
491	данного художественного	1	1
492	произведения то	1	1
493	в предисловии	1	1
494	так что	1	1
495	сколько в	1	1
496	для всех	2	1
497	себя в	4	1
498	слова в	1	1
499	чем с	1	1
500	от других	1	1
501	или даже	1	1
502	произведения не	1	1
503	глаза и	1	1
504	мы знаем	1	1
505	система смыслов	1	1
506	себе в	1	1
507	с этими	1	1
508	содержания а	1	1
509	у него	1	1
510	отличие от	2	1
511	этим же	1	1
512	с действительностью	1	1
513	или иной	5	1
514	за ними	1	1
515	как у	1	1
516	и вступает	1	1
517	что они	3	1
518	а именно	1	1
519	эти две	1	1
520	к роману	1	1
521	данного жанра	1	1
522	во второй	7	1
523	а с	1	1
524	один и	1	1
525	и обосновывается	1	1
526	этой роли	1	1
527	что не	3	1
528	конструктивным моментом	1	1
529	и политического	1	1
530	полагал что	1	1
531	зависит от	1	1
532	однако и	3	1
533	одну из	2	1
534	в слове	5	1
535	его собственной	1	1
536	там где	2	1
537	слово а	1	1
538	или с	1	1
539	несмотря на	2	1
540	в пушкинском	2	1
541	к содержанию	3	1
542	к его	1	1
543	требует от	1	1
544	неотделимо от	1	1
545	из которых	1	1
546	по своему	2	1
547	по поводу	3	1
548	художественное целое	6	1
549	в той	2	1
550	отдельности и	1	1
551	впервые в	3	1
552	тех пор	2	1
553	дело здесь	1	1
554	в иные	1	1
555	и всех	1	1
556	столько в	1	1
557	в гораздо	1	1
558	строфе в	1	1
559	как предмет	1	1
560	всей совокупности	1	1
561	между прочим	1	1
562	между собой	1	1
563	не является	5	1
564	и для	2	1
565	как живого	1	1
566	поэтики которая	1	1
567	мира и	2	1
568	том что	12	1
569	работы мы	1	1
570	два первых	1	1
571	это уже	1	1
572	есть система	1	1
573	тем более	1	1
574	не должен	2	1
575	в г	1	1
576	в становлении	2	1
577	до тех	1	1
578	а о	1	1
579	не говоря	1	1
580	сказать что	2	1
581	другой стороны	5	1
582	и роман	1	1
583	а ее	1	1
584	совершенно не	2	1
585	же самой	1	1
586	о себе	2	1
587	автора в	1	1
588	в отдельности	1	1
589	из этого	1	1
590	есть и	1	1
591	самом начале	1	1
592	себе не	1	1
593	одним общим	1	1
594	ее в	1	1
595	иные моменты	1	1
596	к этому	3	1
