N	2gram	Potebnia_M_2	KFilosof
104	только как	6	4
105	что в	16	4
106	в своих	1	4
107	самом деле	2	3
108	на самом	2	3
109	должна быть	1	3
110	предмета в	2	3
111	мы не	11	3
112	что это	3	3
113	в ней	3	3
114	еще не	4	3
115	и на	8	3
116	тем как	2	3
117	но конечно	1	3
118	себе и	1	3
119	независимо от	9	3
120	ясно и	1	3
121	к чему	1	3
122	бы и	1	3
123	бы не	5	3
124	всех этих	2	3
125	для того	5	3
126	и совершенно	1	3
127	из него	1	3
128	в каждом	2	3
129	могла бы	3	3
130	в другом	2	3
131	этом смысле	2	3
132	рядом с	3	3
133	не должно	2	3
134	не менее	5	3
135	тогда когда	10	3
136	в единство	1	3
137	где он	1	3
138	ничего не	1	3
139	меня и	1	3
140	могут быть	8	3
141	здесь не	1	3
142	с человеком	1	3
143	о том	5	3
144	и весь	2	3
145	не имеем	3	3
146	того что	7	3
147	и тем	3	3
148	не дает	2	3
149	тем что	7	3
150	от того	5	3
151	а эта	1	3
152	что не	5	3
153	сознания и	1	3
154	от него	4	3
155	и ни	1	3
156	только с	1	3
157	не я	1	3
158	в свою	6	3
159	в то	6	3
160	чтобы не	1	2
161	и то	3	2
162	я и	1	2
163	он может	1	2
164	чего не	2	2
165	а как	1	2
166	вопрос о	2	2
167	только это	1	2
168	с его	2	2
169	совсем не	2	2
170	один и	1	2
171	же с	1	2
172	как в	10	2
173	удержать в	1	2
174	как к	1	2
175	и как	6	2
176	от этого	1	2
177	себе как	1	2
178	думать что	3	2
179	для эстетического	1	2
180	нами в	1	2
181	и тот	2	2
182	было дано	1	2
183	имеем в	1	2
184	человек не	1	2
185	как оно	2	2
186	есть именно	1	2
187	ни был	2	2
188	так и	5	2
189	всех отношениях	1	2
190	смысле в	1	2
191	то ни	1	2
192	не будет	1	2
193	и может	3	2
194	в жизни	2	2
195	кажется что	3	2
196	из нее	1	2
197	с тем	4	2
198	и само	1	2
199	и общее	1	2
200	жизни но	1	2
201	и того	6	2
202	что значит	1	2
203	как предмет	1	2
204	тем не	6	2
205	и эти	1	2
206	этот мир	1	2
207	по себе	15	2
208	случае мы	1	2
209	тому что	2	2
210	раз и	1	2
211	что есть	2	2
212	и время	1	2
213	она могла	1	2
214	дело в	1	2
215	в процессе	1	2
216	того чтобы	2	2
217	вытекает из	2	2
218	целом как	1	2
219	же время	2	2
220	и чувство	1	2
221	не нужен	1	2
222	в сознании	23	2
223	для другого	1	2
224	не потому	1	2
225	к себе	1	2
226	пространство и	2	2
227	его с	2	2
228	бы он	1	2
229	предмет как	2	2
230	оно не	3	2
231	ничего общего	1	2
232	место не	1	2
233	на нем	1	2
234	это только	1	2
235	и та	1	2
236	его жизни	1	2
237	бы то	1	2
238	и просто	1	2
239	или как	1	2
240	однако что	1	2
241	ее от	1	2
242	как предмета	1	2
243	в ту	1	2
244	может иметь	1	2
245	содержания но	1	2
246	что только	2	2
247	тот же	5	2
248	дело с	1	2
249	что он	4	2
250	а с	2	2
251	именно на	1	2
252	со всеми	1	2
253	содержание не	1	2
254	сознания не	1	2
255	а это	2	2
256	и других	2	2
257	его и	1	2
258	места как	1	2
259	слова в	5	2
260	содержание и	1	2
261	не о	1	2
262	были бы	1	2
263	течение жизни	1	2
264	себя и	2	2
265	предмет и	1	2
266	прежде всего	7	2
267	только по	3	2
268	если не	4	2
269	и потому	2	2
270	его на	2	2
271	этих предметов	1	2
272	что за	2	2
273	знать что	2	2
274	это есть	1	2
275	быть не	3	2
276	этого слова	6	2
277	все остальные	5	2
278	но для	1	2
279	это уже	1	2
280	человек и	1	2
281	он имеет	1	2
282	потому что	49	2
283	но всегда	1	2
284	отношении к	2	2
285	его к	1	2
286	к этому	2	2
287	ту же	1	1
288	говоря о	3	1
289	в движение	2	1
290	человека и	3	1
291	в стороне	1	1
292	бы для	1	1
293	тем же	3	1
294	и до	1	1
295	имеем и	1	1
296	не имеют	2	1
297	видеть в	1	1
298	отношения к	2	1
299	мы уже	1	1
300	той же	3	1
301	его не	3	1
302	из всех	1	1
303	со всех	1	1
304	есть единственное	1	1
305	которую я	1	1
306	что между	1	1
307	не делает	1	1
308	это что	2	1
309	содержания в	1	1
310	бы что	2	1
311	что уже	1	1
312	единство и	1	1
313	не была	1	1
314	содержание мысли	1	1
315	оба эти	2	1
316	само слово	1	1
317	бы ни	5	1
318	как я	1	1
319	всех сторон	1	1
320	целого которому	1	1
321	мысли и	1	1
322	столь же	5	1
323	этим не	1	1
324	связи между	1	1
325	в нашем	2	1
326	а тем	1	1
327	они имеют	2	1
328	мы будем	1	1
329	что язык	2	1
330	а действительное	1	1
331	действительное бытие	1	1
332	как произойдет	1	1
333	с собою	1	1
334	и предметом	1	1
335	в истории	1	1
336	с этим	7	1
337	ним то	1	1
338	светом в	1	1
339	не это	1	1
340	нам остается	1	1
341	относятся к	1	1
342	помнить что	3	1
343	хотя и	3	1
344	из сознания	1	1
345	и наконец	1	1
346	смысл но	1	1
347	в действительности	2	1
348	и свою	1	1
349	в этот	1	1
350	в самом	4	1
351	в которой	5	1
352	сознание с	1	1
353	есть для	1	1
354	апперцепции и	2	1
355	из другого	1	1
356	другой человек	1	1
357	в известном	1	1
358	тона с	1	1
359	предметов и	1	1
360	ее как	1	1
361	на то	5	1
362	тоне но	1	1
363	с чем	3	1
364	что она	3	1
365	не следует	1	1
366	главным образом	4	1
367	сказать в	2	1
368	всех остальных	1	1
369	а скорее	2	1
370	а просто	1	1
371	перестает быть	2	1
372	не к	1	1
373	отношений между	3	1
374	ни была	1	1
375	оно должно	3	1
376	нем но	1	1
377	их в	2	1
378	чувства в	4	1
379	его от	1	1
380	и по	2	1
381	на этом	2	1
382	которое предполагает	1	1
383	себя потому	1	1
384	значительной степени	1	1
385	том же	1	1
386	мы его	1	1
387	иметь его	1	1
388	же не	1	1
389	в определенное	1	1
390	имеют в	1	1
391	том случае	1	1
392	об этом	1	1
393	связанных с	1	1
394	и с	1	1
395	то есть	30	1
396	где оно	2	1
397	это было	2	1
398	может стать	2	1
399	то все	4	1
400	он есть	1	1
401	делает его	1	1
402	между отдельными	1	1
403	этого не	2	1
404	а за	1	1
405	и уже	5	1
406	чем в	1	1
407	такой же	4	1
408	но само	1	1
409	лучше всего	1	1
410	мысли что	1	1
411	в этих	3	1
412	от своего	1	1
413	другим и	3	1
414	он должен	1	1
415	всяком случае	7	1
416	все и	1	1
417	цели и	1	1
418	не от	5	1
419	значение для	1	1
420	некоторое количество	1	1
421	не будем	1	1
422	совершенно иначе	1	1
423	содержание чем	1	1
424	но он	2	1
425	но во	3	1
426	действительно есть	1	1
427	есть всегда	1	1
428	попытка найти	1	1
429	не сказали	2	1
430	сознании в	1	1
431	если и	2	1
432	никогда бы	1	1
433	с которой	1	1
434	в содержании	1	1
435	что ему	2	1
436	есть а	1	1
437	для каждого	1	1
438	мысли в	3	1
439	одна из	4	1
440	например что	2	1
441	и имеет	1	1
442	к другим	3	1
443	но только	2	1
444	нем в	1	1
445	не могло	1	1
446	только не	1	1
447	все свои	2	1
448	которые могут	4	1
449	находятся в	1	1
450	между прочим	4	1
451	этих последних	2	1
452	по своей	1	1
453	не вытекает	1	1
454	это слово	1	1
455	к этим	1	1
456	до того	1	1
457	уже и	1	1
458	точке зрения	2	1
459	к таким	2	1
460	только от	3	1
461	представляется нам	5	1
462	есть только	6	1
463	во все	2	1
464	и другой	1	1
465	и такие	1	1
466	отличается от	1	1
467	содержанием и	1	1
468	к тому	1	1
469	это содержание	2	1
470	имеет место	2	1
471	него как	1	1
472	оно может	2	1
473	если мы	3	1
474	и о	1	1
475	что все	2	1
476	как не	3	1
477	свою очередь	6	1
478	но при	1	1
479	факт не	1	1
480	и от	3	1
481	места только	1	1
482	мысль о	7	1
483	возвращаться в	1	1
484	но мы	3	1
485	как с	1	1
486	на том	1	1
487	его самого	1	1
488	своей мысли	1	1
489	что может	2	1
490	как содержание	2	1
491	не за	1	1
492	не с	3	1
493	здесь как	1	1
494	мы только	1	1
495	мог бы	3	1
496	это событие	2	1
497	остается только	2	1
498	поэтому в	1	1
499	и всякого	1	1
500	остановимся на	2	1
501	образом в	4	1
502	находится в	3	1
503	тона и	1	1
504	каждый раз	1	1
505	на все	3	1
506	следовательно два	1	1
507	делает возможным	1	1
508	только за	1	1
509	можно сказать	1	1
510	считаем нужным	1	1
511	любви к	1	1
512	потому только	1	1
513	мы делаем	1	1
514	ни на	1	1
515	и во	3	1
516	все в	1	1
517	в данных	1	1
518	связь между	2	1
519	же лица	1	1
520	одном случае	1	1
521	которой мы	2	1
522	от них	3	1
523	переходит в	1	1
524	во втором	1	1
525	мы ни	1	1
526	вообще и	2	1
527	даже для	1	1
528	не знаю	1	1
529	если это	2	1
530	к ней	2	1
531	имеет места	1	1
532	для самого	4	1
533	ровно ничего	1	1
534	слово может	1	1
535	значит что	1	1
536	предмета и	4	1
537	один из	2	1
538	которой и	1	1
539	или нет	3	1
540	но с	1	1
541	вне себя	2	1
542	мы видим	2	1
543	что некоторое	1	1
544	менее в	1	1
545	в какой	2	1
546	быть признаны	1	1
547	то прежде	1	1
548	и так	1	1
549	ее смысл	1	1
550	их не	1	1
551	а только	8	1
552	только при	1	1
553	же и	1	1
554	не можем	6	1
555	в большинстве	1	1
556	только на	1	1
557	только тогда	3	1
558	различия в	1	1
559	мир и	1	1
560	а то	2	1
561	большинстве случаев	1	1
562	в душе	23	1
563	и вопрос	1	1
564	есть действительная	1	1
565	одно из	3	1
566	себе в	3	1
567	никто не	1	1
568	стать в	1	1
569	наше время	1	1
570	не для	1	1
571	смысле этого	3	1
572	так как	10	1
573	содержания а	1	1
574	может служить	1	1
575	друг друга	2	1
576	если оно	1	1
577	мы можем	12	1
578	к человеку	1	1
579	само по	2	1
580	своей самостоятельности	1	1
581	не противоречит	2	1
582	нас как	1	1
583	просто не	1	1
584	этой задачи	1	1
585	это будет	3	1
586	о словах	1	1
587	и также	1	1
588	был не	1	1
589	говорим о	1	1
590	с другим	1	1
591	произнесенное слово	1	1
592	на ее	1	1
593	а именно	1	1
594	только путем	1	1
595	во второй	1	1
596	сделало бы	1	1
597	по всей	1	1
598	и др	1	1
599	и затем	2	1
600	притом не	1	1
601	превращается в	2	1
602	по направлению	2	1
603	имеет только	1	1
604	уже давно	1	1
605	и музыка	1	1
606	ничем не	2	1
607	зависит от	2	1
608	остается и	1	1
609	понятие о	1	1
610	самом своем	1	1
611	что мы	11	1
612	будет совершенно	1	1
613	не исключительно	1	1
614	связь с	1	1
615	и определенная	1	1
616	нашей мысли	8	1
617	отношение ко	1	1
618	эти слова	1	1
619	вместе с	11	1
620	мы говорим	3	1
621	его содержание	2	1
622	противоречит то	1	1
623	что именно	1	1
624	но такое	1	1
625	содержания мысли	2	1
626	какого бы	1	1
627	нее это	1	1
628	он будет	1	1
629	когда мы	2	1
630	своим содержанием	1	1
631	в первой	1	1
632	все наше	1	1
633	в человеке	4	1
634	своего содержания	1	1
635	том смысле	4	1
636	слова и	3	1
637	только для	5	1
638	мысли но	2	1
639	должны быть	4	1
640	сознании и	2	1
641	вне его	1	1
642	за его	1	1
643	одного и	6	1
644	при таком	1	1
645	или в	2	1
646	имеет дело	1	1
647	такие которые	2	1
648	не переходит	1	1
649	а к	2	1
650	всего можно	1	1
651	в эту	3	1
652	с действительно	1	1
653	не более	1	1
654	мы должны	2	1
655	не непосредственно	2	1
656	только что	3	1
657	все они	1	1
658	жизни что	1	1
659	или не	5	1
660	же в	5	1
661	нельзя отказать	1	1
662	за этим	1	1
663	есть следовательно	1	1
664	лишь по	1	1
665	между ними	2	1
666	ней все	1	1
667	была бы	1	1
668	того же	14	1
669	день и	1	1
670	нет но	3	1
671	в последнем	1	1
672	бы его	1	1
673	ней в	1	1
674	чувство есть	1	1
675	но эти	2	1
676	ее в	1	1
677	по поводу	6	1
678	который не	1	1
679	им и	1	1
680	во всяком	7	1
681	все что	3	1
682	они не	4	1
