N	2gram	Propp_Isto_6	EvropaiE
301	однако не	1	1
302	кроме того	3	1
303	тех случаях	3	1
304	в полном	1	1
305	смысле этого	1	1
306	простирается от	1	1
307	его к	1	1
308	этого мира	1	1
309	более или	1	1
310	увидим что	2	1
311	в этот	1	1
312	та же	3	1
313	как то	1	1
314	это есть	1	1
315	бы с	1	1
316	все так	1	1
317	он в	1	1
318	еще далеко	1	1
319	которые в	2	1
320	связанного с	1	1
321	каждого народа	1	1
322	и тот	1	1
323	и те	2	1
324	жизнью и	1	1
325	на его	4	1
326	к выводу	1	1
327	при этом	3	1
328	т д	8	1
329	не значит	1	1
330	и когда	1	1
331	не как	1	1
332	на земле	4	1
333	этом мире	1	1
334	на этом	1	1
335	и наоборот	1	1
336	но все	2	1
337	от нее	2	1
338	как они	1	1
339	а затем	1	1
340	в нем	8	1
341	воспринимается как	1	1
342	мире как	1	1
343	в свой	1	1
344	в жизни	1	1
345	в ином	6	1
346	о которых	1	1
347	его частей	1	1
348	она и	1	1
349	соответствии с	1	1
350	у народа	2	1
351	здесь можно	7	1
352	мы хотели	1	1
353	и целые	1	1
354	их на	1	1
355	перед собой	1	1
356	или менее	1	1
357	установить что	2	1
358	дальнейшее развитие	1	1
359	что при	2	1
360	не представляется	1	1
361	другую сторону	1	1
362	выше мы	1	1
363	на другую	2	1
364	для этого	1	1
365	тому что	1	1
366	других народов	1	1
367	если и	1	1
368	некоторых случаях	2	1
369	все эти	8	1
370	не менее	1	1
371	что с	1	1
372	и другое	2	1
373	в обоих	1	1
374	считает что	1	1
375	принадлежат к	1	1
376	правда в	1	1
377	одна из	2	1
378	чтобы в	1	1
379	где в	1	1
380	из их	1	1
381	это мы	2	1
382	казалось бы	1	1
383	в форму	2	1
384	можно усмотреть	1	1
385	к концу	3	1
386	наряду со	1	1
387	такая же	1	1
388	за исключением	1	1
389	мире и	1	1
390	и его	7	1
391	в основе	1	1
392	только наиболее	1	1
393	у нас	5	1
394	других случаях	1	1
395	мир в	1	1
396	приобщения к	1	1
397	числе и	1	1
398	должны быть	2	1
399	для такого	1	1
400	не знающие	2	1
401	все еще	1	1
402	viii и	1	1
403	в европу	1	1
404	оно может	2	1
405	приходит к	3	1
406	и о	1	1
407	и сами	1	1
408	язык и	1	1
409	то или	2	1
410	народы не	1	1
411	не исключает	1	1
412	то время	3	1
413	а другие	1	1
414	и сам	2	1
415	с собой	2	1
416	был бы	1	1
417	те же	1	1
418	одного из	1	1
419	всех частей	1	1
420	об этом	1	1
421	и происходит	2	1
422	еще в	3	1
423	в австралии	2	1
424	когда в	2	1
425	имеется в	3	1
426	с ним	8	1
427	не случайна	1	1
428	означает что	1	1
429	связанное с	1	1
430	и вода	1	1
431	сводится к	2	1
432	на берегах	1	1
433	силы и	1	1
434	земель в	2	1
435	продолжить и	1	1
436	тех кто	1	1
437	на вопрос	1	1
438	позднее когда	1	1
439	или на	1	1
440	побережье и	1	1
441	более высокой	1	1
442	это может	1	1
443	из себя	1	1
444	а через	2	1
445	эти два	2	1
446	китай и	1	1
447	на острове	1	1
448	значит что	2	1
449	чтобы ответить	1	1
450	быть и	1	1
451	но так	3	1
452	один из	3	1
453	же все	1	1
454	что наряду	2	1
455	связь и	1	1
456	с ними	2	1
457	дело с	1	1
458	ли он	1	1
459	как нечто	1	1
460	которое мы	1	1
461	страх перед	1	1
462	что как	1	1
463	нужно и	1	1
464	или же	2	1
465	и ее	3	1
466	случаи когда	2	1
467	по этому	1	1
468	больше чем	1	1
469	с которыми	1	1
470	со своим	1	1
471	переходит в	1	1
472	уже не	7	1
473	уже в	1	1
474	если мы	1	1
475	то и	2	1
476	борьбы с	3	1
477	только тогда	1	1
478	что не	2	1
479	как кажется	1	1
480	что путем	1	1
481	но совершенно	1	1
482	вхождения в	1	1
483	одно из	1	1
484	не будут	2	1
485	для него	1	1
486	мы находим	2	1
487	и должна	1	1
488	потому с	1	1
489	и продолжает	1	1
490	как его	1	1
491	от того	3	1
492	железа и	1	1
493	в более	6	1
494	указание что	1	1
495	другие более	1	1
496	или иное	3	1
497	даже не	1	1
498	а на	1	1
499	на примере	1	1
500	государство и	1	1
501	или иначе	1	1
502	что тот	1	1
503	с той	1	1
504	пребывает в	1	1
505	общение с	1	1
506	те кто	2	1
507	не было	3	1
508	их можно	2	1
509	коротко ли	5	1
510	на которых	1	1
511	выше и	1	1
512	зависит от	4	1
513	и далее	2	1
514	и египта	1	1
515	которые по	1	1
516	что из	2	1
517	что мы	2	1
518	становится ясным	1	1
519	мы знаем	2	1
520	в связи	1	1
521	так называемых	1	1
522	сказать даже	1	1
523	связь с	11	1
524	видели в	2	1
525	имеются в	2	1
526	их к	1	1
527	этих случаях	1	1
528	а если	1	1
529	последнем случае	1	1
530	есть только	1	1
531	некоторое время	1	1
532	может развиться	1	1
533	эту мысль	1	1
534	приблизительно в	1	1
535	действительно ли	1	1
536	и разнообразие	1	1
537	мыслится как	1	1
538	крови и	1	1
539	том смысле	1	1
540	вспомним что	1	1
541	с ее	1	1
542	этого слова	1	1
543	для тех	1	1
544	аналогии с	1	1
545	живет и	1	1
546	находятся не	1	1
547	и где	1	1
548	указать на	1	1
549	что оно	4	1
550	своем пути	2	1
551	о котором	2	1
552	ее и	1	1
553	находим в	1	1
554	но это	4	1
555	на берегу	3	1
556	и другие	3	1
557	хотели бы	1	1
558	всего мира	1	1
559	что такие	1	1
560	в последнем	2	1
561	с такой	1	1
562	оно не	1	1
563	что даже	1	1
564	в свое	2	1
565	время не	1	1
566	из более	1	1
567	к этой	1	1
568	только одна	3	1
569	случае если	1	1
570	это в	1	1
571	он на	1	1
572	все что	4	1
573	том числе	1	1
574	смысле что	1	1
