N	2gram	Propp_Russ_1	Mirosoze
265	рисует картину	1	1
266	народа в	1	1
267	это был	1	1
268	и как	2	1
269	его к	2	1
270	у разных	1	1
271	было таким	1	1
272	из жизни	1	1
273	в целом	2	1
274	все эти	2	1
275	во многих	5	1
276	в жертву	1	1
277	на то	1	1
278	же от	1	1
279	на западе	2	1
280	все другие	1	1
281	и другим	2	1
282	еще было	1	1
283	может также	1	1
284	потребности в	1	1
285	он должен	1	1
286	в последний	2	1
287	христа и	3	1
288	не могли	1	1
289	образ его	1	1
290	но все	3	1
291	совпадают с	3	1
292	же не	2	1
293	и характер	1	1
294	они должны	1	1
295	об этом	9	1
296	их и	3	1
297	жизнь но	1	1
298	и менее	1	1
299	с целью	2	1
300	и бессмертие	1	1
301	входит в	4	1
302	люди не	1	1
303	было бы	1	1
304	после этого	4	1
305	и тем	1	1
306	не соответствует	1	1
307	формах в	1	1
308	жизни то	1	1
309	с тем	8	1
310	первые два	1	1
311	которой он	1	1
312	в развитии	1	1
313	на себя	2	1
314	других так	1	1
315	но если	1	1
316	привело к	2	1
317	и без	1	1
318	во времена	1	1
319	с точки	3	1
320	в которых	5	1
321	своего рода	3	1
322	должны были	2	1
323	одном из	1	1
324	она в	3	1
325	и более	2	1
326	их в	3	1
327	и всякую	1	1
328	между двумя	2	1
329	нас к	2	1
330	не стыдились	1	1
331	иной раз	1	1
332	был уже	1	1
333	но они	3	1
334	его нет	1	1
335	для каждого	1	1
336	к этим	1	1
337	не по	1	1
338	в самых	1	1
339	следовательно и	1	1
340	с земли	1	1
341	или как	1	1
342	на одной	1	1
343	и теперь	1	1
344	сами не	1	1
345	того же	1	1
346	до того	2	1
347	что на	4	1
348	а мы	2	1
349	при такой	1	1
350	не потому	1	1
351	не знали	2	1
352	церковь не	1	1
353	не могут	1	1
354	ее на	1	1
355	мало чем	1	1
356	для такого	1	1
357	для себя	1	1
358	как не	2	1
359	в час	1	1
360	всего этого	1	1
361	к нам	2	1
362	это имело	1	1
363	в пределах	1	1
364	приводит к	3	1
365	в xix	10	1
366	и сам	1	1
367	не с	3	1
368	и каждый	1	1
369	к тем	3	1
370	думает что	1	1
371	на что	2	1
372	находится в	2	1
373	а также	3	1
374	и который	1	1
375	можно встретить	1	1
376	каждый человек	1	1
377	раньше чем	1	1
378	во втором	1	1
379	стоит и	1	1
380	себя но	1	1
381	хотел бы	1	1
382	наконец в	1	1
383	кто в	1	1
384	же все	1	1
385	к русским	1	1
386	которых они	1	1
387	в какой	2	1
388	но ни	2	1
389	бы ни	1	1
390	только этот	1	1
391	его жизнь	1	1
392	и у	5	1
393	смысла в	1	1
394	не дает	1	1
395	но есть	2	1
396	его и	2	1
397	в прошлом	2	1
398	для них	3	1
399	но что	2	1
400	дело и	1	1
401	другому и	1	1
402	этом отношении	1	1
403	была только	1	1
404	церкви и	1	1
405	котором в	1	1
406	как можно	2	1
407	не были	2	1
408	возможно что	1	1
409	во второй	1	1
410	такое же	2	1
411	а с	4	1
412	он считал	1	1
413	за руки	1	1
414	детскую игру	1	1
415	судьбы которые	1	1
416	также в	3	1
417	у других	1	1
418	на смерть	1	1
419	вопрос можно	1	1
420	по нему	1	1
421	о чем	3	1
422	так поступали	1	1
423	люди в	1	1
424	и пришли	1	1
425	можно будет	1	1
426	на самом	2	1
427	в меру	1	1
428	независимо от	2	1
429	но такое	1	1
430	может так	1	1
431	по своему	1	1
432	это приводит	1	1
433	в той	1	1
434	русского народа	3	1
435	чтобы сделать	1	1
436	этого слова	3	1
437	этот не	1	1
438	все это	6	1
439	что наш	1	1
440	не нашли	1	1
441	а к	1	1
442	когда он	2	1
443	целый ряд	1	1
444	мы должны	2	1
445	счастье на	1	1
446	люди которые	1	1
447	на такой	1	1
448	ты не	1	1
449	нас удовлетворить	1	1
450	между ними	1	1
451	с ней	2	1
452	ко всему	1	1
453	этим объясняется	1	1
454	приводит нас	2	1
455	всегда была	1	1
456	но эти	3	1
457	по поводу	1	1
458	к этому	4	1
459	как на	1	1
460	образ этот	1	1
