N	2gram	Bakhtin_Pr_1	Komedia
148	как бы	22	3
149	в целом	3	3
150	не знает	3	3
151	дело с	6	3
152	все что	3	3
153	в какой	2	3
154	отношения к	6	2
155	человека и	1	2
156	такое же	1	2
157	из его	1	2
158	его не	2	2
159	время как	1	2
160	не совсем	1	2
161	и он	2	2
162	и на	3	2
163	бы то	3	2
164	во всех	11	2
165	его а	1	2
166	конечном счете	4	2
167	отличие от	5	2
168	за пределы	12	2
169	и я	1	2
170	как в	4	2
171	стороны и	1	2
172	в известной	3	2
173	ней в	1	2
174	целый ряд	1	2
175	в результате	1	2
176	не приходится	1	2
177	цитат и	1	2
178	бы не	2	2
179	только один	1	2
180	если он	1	2
181	ни было	3	2
182	и если	1	2
183	человека в	2	2
184	в мире	3	2
185	является конечно	2	2
186	из всех	1	2
187	не с	4	2
188	а как	3	2
189	с другими	3	2
190	это не	5	2
191	ни одной	1	2
192	которую он	1	2
193	и без	1	2
194	в котором	2	2
195	в их	10	2
196	в одном	1	2
197	что эта	2	2
198	тому что	1	2
199	она не	2	2
200	что с	1	2
201	вплоть до	1	2
202	что их	1	2
203	в основе	5	2
204	положение вещей	2	2
205	к концу	1	2
206	в области	11	2
207	и со	1	2
208	известной степени	4	2
209	и это	3	2
210	как мы	7	2
211	и о	5	2
212	в виду	4	2
213	здесь не	4	2
214	без всякого	1	2
215	за пределами	1	2
216	то время	1	2
217	можно было	4	2
218	от своей	1	2
219	а также	1	2
220	в другом	2	2
221	аналогии с	1	2
222	и во	2	2
223	в конечном	4	2
224	между тем	7	2
225	нуждается в	2	2
226	все время	1	2
227	какой мере	2	2
228	несколько иначе	1	2
229	не как	1	2
230	должен быть	2	2
231	и ее	2	2
232	был бы	1	2
233	до того	1	2
234	этом отношении	2	2
235	чувствует себя	1	2
236	или иначе	1	2
237	один шаг	1	2
238	себя и	3	2
239	не было	2	2
240	а на	1	2
241	что мы	1	2
242	и особенно	1	2
243	до этого	1	2
244	из которых	2	2
245	к своему	2	2
246	в пределах	6	2
247	не могут	2	2
248	для обозначения	1	2
249	сравнению с	1	2
250	по существу	2	2
251	для понимания	2	2
252	его от	1	2
253	все остальные	1	2
254	и все	3	2
255	отношению ко	1	2
256	а о	1	2
257	между ними	4	2
258	только как	6	2
259	другой стороны	4	2
260	совершенно не	7	2
261	равно как	1	2
262	из этого	1	2
263	в свое	1	2
264	к этой	1	2
265	по сравнению	1	2
266	в своих	2	2
267	это в	1	2
268	в таком	3	2
269	формы и	5	1
270	например в	3	1
271	а из	1	1
272	в первом	1	1
273	к другому	1	1
274	особенно часто	3	1
275	мы имеем	2	1
276	вопрос о	1	1
277	свою любовь	1	1
278	я не	2	1
279	как впрочем	1	1
280	стороны его	1	1
281	в большинстве	5	1
282	первый план	2	1
283	все эти	5	1
284	говоря уже	1	1
285	со словами	2	1
286	в чем	2	1
287	ли кто-нибудь	1	1
288	тем как	5	1
289	и высказать	1	1
290	но не	12	1
291	но как	2	1
292	к которой	1	1
293	не входит	10	1
294	если в	1	1
295	конкретно и	1	1
296	себе и	1	1
297	относится к	4	1
298	которые не	1	1
299	в истории	2	1
300	независимо от	13	1
301	не сделает	1	1
302	как к	2	1
303	как уже	1	1
304	и как	8	1
305	что по	1	1
306	и наконец	6	1
307	может послужить	1	1
308	в действительности	1	1
309	моментов в	1	1
310	следует остановиться	1	1
311	от чего	1	1
312	в нашем	4	1
313	им в	1	1
314	и те	2	1
315	т д	1	1
316	которой не	1	1
317	нее и	1	1
318	в понимании	1	1
319	к одному	1	1
320	не к	6	1
321	чем она	1	1
322	найти себе	1	1
323	двусмысленности и	1	1
324	на этом	2	1
325	его можно	1	1
326	в нее	1	1
327	именно это	1	1
328	в каждом	2	1
329	что все	2	1
330	отходит в	1	1
331	значение в	1	1
332	и дальше	1	1
333	себя не	1	1
334	это было	1	1
335	в существенном	1	1
336	в свой	1	1
337	и тем	3	1
338	его и	1	1
339	для них	1	1
340	он является	1	1
341	нет в	1	1
342	этого не	1	1
343	не всегда	6	1
344	а завершение	1	1
345	зрения самого	2	1
346	из общего	1	1
347	при изучении	1	1
348	мы конечно	1	1
349	место в	8	1
350	что подобное	1	1
351	в отличие	5	1
352	его отношение	1	1
353	лишь средством	1	1
354	сам же	1	1
355	образом и	1	1
356	которые в	1	1
357	но он	1	1
358	них является	1	1
359	иным как	1	1
360	том и	1	1
361	том же	2	1
362	так называемого	1	1
363	и вся	2	1
364	быть лишь	1	1
365	некоторых случаях	1	1
366	несколько часов	1	1
367	как можно	1	1
368	ее не	1	1
369	виду что	1	1
370	свое время	1	1
371	этой тенденции	1	1
372	и раскаяние	1	1
373	в самых	1	1
374	и снова	1	1
375	особый характер	1	1
376	для завершения	1	1
377	найти в	1	1
378	находятся в	1	1
379	и весь	2	1
380	и лишь	1	1
381	таким путем	1	1
382	во всем	2	1
383	рассказом о	1	1
384	и теперь	1	1
385	со своим	1	1
386	в сознании	1	1
387	не нуждается	2	1
388	ли это	1	1
389	представляется нам	2	1
390	уже о	1	1
391	все то	3	1
392	могут быть	5	1
393	как только	3	1
394	но едва	1	1
395	слова с	2	1
396	здесь мы	2	1
397	следовательно не	2	1
398	живет на	1	1
399	подобно тому	1	1
400	эта последняя	1	1
401	приходит к	1	1
402	я вхожу	1	1
403	выходят за	1	1
404	и от	3	1
405	можно сделать	2	1
406	в себя	2	1
407	действия и	1	1
408	она только	2	1
409	и может	1	1
410	как с	1	1
411	что у	1	1
412	уже за	1	1
413	особенно в	2	1
414	мог бы	1	1
415	к его	2	1
416	на которую	1	1
417	полном согласии	1	1
418	это только	1	1
419	мы в	3	1
420	строго говоря	1	1
421	не его	2	1
422	в настоящее	1	1
423	ней как	1	1
424	даже совершенно	1	1
425	должна бы	1	1
426	как раньше	1	1
427	средством для	1	1
428	возможным не	1	1
429	понять как	1	1
430	в задачу	1	1
431	два момента	1	1
432	настоящее время	1	1
433	делает возможным	2	1
434	на что	1	1
435	основе своей	3	1
436	нас в	1	1
437	мы понимаем	1	1
438	затем в	1	1
439	то в	1	1
440	от них	2	1
441	этот момент	2	1
442	во втором	1	1
443	того в	1	1
444	сказать и	3	1
445	мы вполне	1	1
446	в лучшем	2	1
447	и несмотря	1	1
448	что здесь	1	1
449	на которой	1	1
450	ни к	2	1
451	не самого	1	1
452	ли он	1	1
453	только в	13	1
454	из сторон	1	1
455	моменты в	1	1
456	драматический характер	1	1
457	со всеми	3	1
458	человека с	1	1
459	события и	2	1
460	и у	2	1
461	только на	1	1
462	в нашей	2	1
463	каким образом	1	1
464	и два	1	1
465	в душе	1	1
466	и других	2	1
467	в новом	1	1
468	с этими	1	1
469	дела до	1	1
470	человека из	1	1
471	может служить	1	1
472	от ответственности	1	1
473	как его	3	1
474	в некоторых	2	1
475	идет в	1	1
476	не были	1	1
477	выходит за	1	1
478	всего содержания	1	1
479	них в	1	1
480	человека а	1	1
481	уходит в	1	1
482	и между	1	1
483	из других	1	1
484	мы еще	1	1
485	виде и	1	1
486	не на	5	1
487	от их	1	1
488	с которым	1	1
489	в слове	3	1
490	отнесенный к	1	1
491	сходится с	1	1
492	которые как	1	1
493	и ему	1	1
494	как ни	1	1
495	было в	1	1
496	именно поэтому	2	1
497	на фоне	3	1
498	человек в	2	1
499	и потому	4	1
500	впрочем не	1	1
501	ничего нет	2	1
502	чем на	1	1
503	видит в	1	1
504	для создания	1	1
505	лицом к	1	1
506	тому как	1	1
507	в тех	3	1
508	быть только	5	1
509	да и	3	1
510	она на	1	1
511	составу и	1	1
512	быть не	1	1
513	нашей работы	1	1
514	можно сказать	2	1
515	и звучит	1	1
516	в смысле	1	1
517	здесь прежде	1	1
518	он должен	2	1
519	к вопросу	1	1
520	анализа хотя	1	1
521	войти в	2	1
522	или в	2	1
523	и душевной	1	1
524	о котором	2	1
525	это как	1	1
526	а к	2	1
527	себя самого	4	1
528	на первый	2	1
529	к счастью	1	1
530	для нас	1	1
531	могли бы	1	1
532	это может	1	1
533	в этих	2	1
534	ибо в	2	1
535	было только	1	1
536	все они	5	1
537	места в	1	1
538	хотя в	1	1
539	отношении к	1	1
540	к лицу	1	1
541	можно скорее	1	1
542	жизни в	1	1
543	от ее	2	1
544	не говоря	1	1
545	это касается	2	1
546	сказать что	4	1
547	и только	4	1
548	была бы	2	1
549	что угодно	1	1
550	но этот	1	1
551	жизни а	1	1
552	первом случае	1	1
553	и психологическая	1	1
554	жизни и	1	1
555	по поводу	2	1
556	и эта	2	1
557	они не	3	1
