N	2gram	Medvedev_F_3	Istorich
367	в эту	2	1
368	но если	2	1
369	в своей	6	1
370	художественного творчества	2	1
371	в такой	2	1
372	еще сильнее	1	1
373	с точки	14	1
374	она в	1	1
375	это подтверждается	1	1
376	для объяснения	1	1
377	и той	1	1
378	для данного	4	1
379	в особых	1	1
380	что этот	2	1
381	по себе	4	1
382	же мы	1	1
383	сам он	2	1
384	и очень	2	1
385	а от	1	1
386	самого начала	1	1
387	меня не	1	1
388	того как	1	1
389	или другие	1	1
390	историческое явление	1	1
391	и отдельных	1	1
392	одной и	2	1
393	для всего	1	1
394	коллектива в	1	1
395	правда в	2	1
396	в разных	1	1
397	больше чем	1	1
398	находятся в	2	1
399	смысле как	1	1
400	как она	1	1
401	нам важен	1	1
402	развивается в	1	1
403	на себе	1	1
404	не ставит	1	1
405	определенном месте	1	1
406	е не	1	1
407	мы и	3	1
408	в каком	2	1
409	не создает	1	1
410	качестве мотивировки	1	1
411	но там	1	1
412	в америке	1	1
413	и другой	1	1
414	лежит в	1	1
415	отличается от	2	1
416	с полной	1	1
417	не есть	4	1
418	и тот	1	1
419	в одну	1	1
420	что при	1	1
421	если же	5	1
422	тем и	1	1
423	с ее	2	1
424	как не	2	1
425	в ее	4	1
426	теперь что	1	1
427	совершенно ясно	1	1
428	вместе со	1	1
429	и этим	1	1
430	только то	3	1
431	в себя	1	1
432	на той	1	1
433	с самого	1	1
434	сам становится	2	1
435	только через	1	1
436	можно было	1	1
437	это можно	2	1
438	его совершенно	1	1
439	понято как	1	1
440	отсюда и	1	1
441	чтобы быть	1	1
442	является в	2	1
443	для этого	2	1
444	по мере	1	1
445	с ним	1	1
446	все те	1	1
447	и должно	1	1
448	имеет еще	1	1
449	это происходит	1	1
450	и та	1	1
451	к одной	2	1
452	за пределами	1	1
453	никак не	3	1
454	с другим	1	1
455	что каждый	2	1
456	по их	1	1
457	тем как	1	1
458	связаны с	2	1
459	явление в	1	1
460	материал не	1	1
461	и только	2	1
462	соединении с	2	1
463	что бы	1	1
464	здесь в	1	1
465	из моментов	1	1
466	говорит в	2	1
467	предполагать что	1	1
468	указывает что	1	1
469	тот же	1	1
470	но этим	1	1
471	хотя бы	6	1
472	так всегда	1	1
473	жизнь с	1	1
474	может оказаться	1	1
475	который в	1	1
476	видеть и	1	1
477	материал как	2	1
478	период а	1	1
479	именно на	2	1
480	несколько типов	1	1
481	конечно не	4	1
482	не входит	1	1
483	на определенном	1	1
484	не можем	2	1
485	литература но	1	1
486	уже в	4	1
487	в большинстве	4	1
488	в нашей	1	1
489	в начале	1	1
490	они могли	1	1
491	или даже	1	1
492	и обратно	1	1
493	или просто	1	1
494	превращаются в	2	1
495	характерно что	2	1
496	одно из	1	1
497	и их	5	1
498	тогда он	2	1
499	обычно не	1	1
500	могло бы	1	1
501	другую сторону	1	1
502	сами по	2	1
503	и должна	1	1
504	случае не	1	1
505	и следующий	1	1
506	явно не	1	1
507	от того	2	1
508	и вместе	1	1
509	же деле	2	1
510	ней и	1	1
511	как у	1	1
512	или иначе	1	1
513	нас в	1	1
514	нем происходит	1	1
515	что человек	1	1
516	и тех	2	1
517	предположению что	1	1
518	в каких	2	1
519	и быть	1	1
520	и между	5	1
521	с другом	1	1
522	огромном большинстве	1	1
523	она является	1	1
524	и затем	1	1
525	только к	1	1
526	говорит о	1	1
527	здесь действительно	1	1
528	однако в	2	1
529	самом же	2	1
530	чтобы убедиться	1	1
531	а на	2	1
532	она может	1	1
533	ничем не	1	1
534	жизнь в	1	1
535	имеется еще	2	1
536	самый факт	2	1
537	о чем	1	1
538	мы остановимся	1	1
539	или с	1	1
540	что мы	1	1
541	здесь имеет	1	1
542	понимания этого	1	1
543	под влиянием	1	1
544	для этой	1	1
545	есть одно	1	1
546	он приобретает	1	1
547	человека как	2	1
548	в руках	1	1
549	ли было	1	1
550	этой работы	1	1
551	друга в	2	1
552	он играл	1	1
553	и столь	1	1
554	к своему	1	1
555	в жизнь	1	1
556	находит в	1	1
557	то где	1	1
558	для создания	1	1
559	так или	1	1
560	смысле этого	2	1
561	тому как	5	1
562	как бы	8	1
563	и всей	1	1
564	в американских	1	1
565	в отдельности	1	1
566	место здесь	1	1
567	друг с	1	1
568	форма в	2	1
569	исходя из	1	1
570	это значит	2	1
571	дело здесь	1	1
572	что же	5	1
573	этого слова	2	1
574	с этой	1	1
575	на другое	1	1
576	в основном	2	1
577	только для	1	1
578	все это	7	1
579	но для	2	1
580	она должна	2	1
581	быту в	1	1
582	становится понятным	1	1
583	при таком	1	1
584	войти в	5	1
585	та форма	1	1
586	и вошел	1	1
587	окончательно этот	1	1
588	свою историческую	1	1
589	все они	1	1
590	обстоит дело	4	1
591	они находятся	1	1
592	на фоне	3	1
593	который будет	1	1
594	героя и	2	1
595	не знает	1	1
596	состоит из	1	1
597	была бы	2	1
598	от всех	4	1
599	является и	2	1
600	героя в	3	1
601	бы его	1	1
602	это и	2	1
603	из этого	4	1
604	это так	1	1
605	направление в	1	1
606	и эта	3	1
607	это в	1	1
608	она выбирает	1	1
609	доступ к	1	1
610	в таком	2	1
611	в огромном	1	1
612	этой точки	1	1
613	том числе	1	1
