N	2gram	Bakhtin_Pr_5	VelikijI
283	конечно в	2	1
284	не были	1	1
285	и с	12	1
286	а его	1	1
287	себя не	1	1
288	с другой	4	1
289	его личности	1	1
290	есть не	1	1
291	их же	1	1
292	и быть	1	1
293	к миру	1	1
294	еще и	1	1
295	люди что	1	1
296	не ты	8	1
297	говорит о	2	1
298	и своего	3	1
299	она и	1	1
300	может ли	1	1
301	был в	1	1
302	мы скажем	1	1
303	мы так	1	1
304	тоже ведь	1	1
305	у человека	2	1
306	власти и	1	1
307	с которым	4	1
308	жизнь в	1	1
309	для чего	1	1
310	о чем	1	1
311	и было	1	1
312	него не	1	1
313	в речах	6	1
314	и вновь	1	1
315	их на	1	1
316	его речей	1	1
317	иван карамазов	2	1
318	нет этих	1	1
319	места в	2	1
320	же ведь	1	1
321	него в	1	1
322	таким же	1	1
323	себя за	2	1
324	вместе с	2	1
325	так же	7	1
326	сделать его	2	1
327	ко всем	1	1
328	то есть	16	1
329	сам это	1	1
330	является и	1	1
331	еще с	1	1
332	с каким-то	2	1
333	и столь	1	1
334	в человеке	1	1
335	над ним	1	1
336	в которых	2	1
337	в изображении	1	1
338	он говорит	1	1
339	если оно	1	1
340	ненависть к	2	1
341	и ведет	1	1
342	случилось к	1	1
343	в одном	6	1
344	но я	2	1
345	его воли	1	1
346	образ и	1	1
347	в мир	1	1
348	в тот	1	1
349	по крайней	1	1
350	есть еще	1	1
351	и скажет	1	1
352	его совести	1	1
353	этого слова	5	1
354	освободиться от	1	1
355	с этой	2	1
356	и очень	1	1
357	раз и	3	1
358	любви и	1	1
359	как можно	2	1
360	так ли	1	1
361	чтобы заставить	1	1
362	здесь есть	2	1
363	о мире	8	1
364	на котором	1	1
365	на два	1	1
366	а ты	1	1
367	смысле и	1	1
368	и именно	1	1
369	но она	1	1
370	в другие	1	1
371	и от	3	1
372	ее но	1	1
373	первые слова	1	1
374	найти в	1	1
375	и всегда	1	1
376	это как	3	1
377	которая в	1	1
378	ничего не	3	1
379	человек и	4	1
380	лишь как	1	1
381	может быть	14	1
382	в третьем	1	1
383	как она	1	1
384	конце концов	3	1
385	iv в	2	1
386	во всем	4	1
387	будто бы	2	1
388	и любовь	1	1
389	это слово	4	1
390	вот что	1	1
391	на него	5	1
392	но вот	1	1
393	уже и	2	1
394	последнем же	1	1
395	что на	2	1
396	может и	1	1
397	наконец не	1	1
398	другой стороны	3	1
399	будет с	1	1
400	теперь когда	2	1
401	я ничего	1	1
402	но все	4	1
403	к этому	1	1
404	и развитием	1	1
405	его с	5	1
406	и другие	1	1
407	в своих	1	1
408	нет что	1	1
409	слова с	2	1
410	в процессе	1	1
411	и эта	1	1
412	это в	2	1
413	и слияние	1	1
414	но к	1	1
415	им и	3	1
416	себя и	8	1
417	она не	1	1
