N	2gram	Trubetskoy_1	Myshleni
204	важно отметить	1	2
205	только тогда	1	2
206	друг от	2	2
207	нет и	1	2
208	сама по	2	2
209	которые не	1	2
210	отнюдь не	7	2
211	в течение	2	2
212	каждая из	1	2
213	стороны и	1	2
214	перед нами	1	2
215	в полном	1	2
216	целый ряд	2	2
217	и как	3	2
218	более или	4	2
219	от этого	1	2
220	к чему	2	2
221	в себе	9	2
222	но ведь	1	2
223	не следует	1	2
224	чем для	1	2
225	он должен	5	2
226	же это	1	2
227	в силу	2	2
228	и более	2	2
229	друг с	14	2
230	подход к	1	2
231	для всей	1	2
232	другой вид	1	2
233	в другом	3	2
234	на все	1	2
235	на этой	2	2
236	сейчас в	1	2
237	и мы	1	2
238	ни в	2	2
239	все равно	1	2
240	должно быть	3	2
241	иначе говоря	1	2
242	в один	1	2
243	и тогда	2	2
244	нисколько не	2	2
245	или менее	4	2
246	в этих	2	2
247	но если	3	2
248	том же	2	2
249	в такой	1	2
250	прийти к	1	2
251	с уверенностью	2	2
252	стало быть	1	2
253	для данного	1	2
254	быть может	1	2
255	с совершенной	1	2
256	тому чтобы	4	2
257	и другое	1	2
258	не могло	1	2
259	больше чем	2	2
260	к ней	1	2
261	во всем	4	2
262	и теперь	1	2
263	что на	1	2
264	с другом	14	2
265	к себе	2	2
266	не могут	4	2
267	могут быть	1	2
268	но все	1	2
269	в других	2	2
270	как только	1	2
271	же самое	1	2
272	все свое	1	2
273	той или	3	2
274	указывает на	2	2
275	в применении	1	2
276	должен быть	1	2
277	то естественно	1	2
278	с ее	1	2
279	от друга	2	2
280	это обстоятельство	1	2
281	без всякого	1	2
282	в себя	1	2
283	на том	3	2
284	за то	2	2
285	которую можно	1	2
286	можно сказать	1	2
287	другом месте	1	2
288	той и	1	2
289	в его	4	2
290	что и	3	2
291	образом как	1	2
292	говорили выше	1	2
293	бы ни	2	2
294	и тем	2	2
295	и других	1	2
296	у него	2	2
297	случае не	1	2
298	тем что	3	2
299	от того	4	2
300	были бы	2	2
301	или иной	5	2
302	и обратно	1	2
303	именно в	3	2
304	с ней	1	2
305	в некоторых	2	2
306	на которых	1	2
307	понятие о	1	2
308	на эту	2	2
309	для человека	1	2
310	связь с	1	2
311	человека к	1	2
312	речь не	1	2
313	это есть	2	2
314	что же	4	2
315	остается в	2	2
316	человек с	1	2
317	с этой	1	2
318	на которой	2	2
319	своей жизни	1	2
320	общественной жизни	2	2
321	но для	2	2
322	к вопросу	4	2
323	и для	6	2
324	однако и	1	2
325	в отдельных	1	2
326	к признанию	1	2
327	по пути	1	2
328	к его	1	2
329	слишком далеко	1	2
330	ее в	2	2
331	себя как	2	1
332	от этой	2	1
333	в силе	1	1
334	говоря о	2	1
335	в сфере	1	1
336	связи между	1	1
337	силы и	1	1
338	тех же	1	1
339	имеет в	1	1
340	это стремление	1	1
341	не хочет	1	1
342	тот или	1	1
343	что эти	1	1
344	видеть в	2	1
345	со своей	1	1
346	к созданию	1	1
347	и этот	3	1
348	есть не	1	1
349	на первый	1	1
350	это при	1	1
351	виде чем	2	1
352	не во	1	1
353	ни у	1	1
354	и о	2	1
355	так чтобы	3	1
356	свою особую	1	1
357	но даже	2	1
358	и средство	1	1
359	ли оно	1	1
360	становясь на	1	1
361	в ней	2	1
362	и то	4	1
363	и на	5	1
364	он был	1	1
365	между собой	5	1
366	время в	2	1
367	когда же	1	1
368	бы то	4	1
369	во имя	5	1
370	а после	1	1
371	в ее	1	1
372	друг к	1	1
373	ее к	1	1
374	сущности и	1	1
375	отказ от	1	1
376	но как	1	1
377	к которой	6	1
378	силу этого	1	1
379	себе и	4	1
380	оно является	1	1
381	это и	1	1
382	может принимать	1	1
383	данный момент	1	1
384	в постоянном	1	1
385	для создания	1	1
386	из области	1	1
387	и наконец	2	1
388	и тот	2	1
389	не удалось	1	1
390	коренным образом	1	1
391	еще на	1	1
392	преимущественно из	1	1
393	эти положения	1	1
394	привести к	1	1
395	ни один	1	1
396	формы в	1	1
397	выяснению того	1	1
398	только один	1	1
399	себе те	1	1
400	тому же	1	1
401	и если	7	1
402	в нем	5	1
403	по самому	2	1
404	время и	1	1
405	раз навсегда	2	1
406	о которой	1	1
407	фактических данных	1	1
408	не являются	1	1
409	этого вопроса	1	1
410	не к	2	1
411	собой не	1	1
412	и вот	2	1
413	на совершенно	2	1
414	мало того	1	1
415	том и	2	1
416	постольку поскольку	1	1
417	но дело	1	1
418	случае если	3	1
419	и заключается	1	1
420	этим самым	1	1
421	то ни	4	1
422	могла бы	1	1
423	факт что	2	1
424	не за	1	1
425	единственное что	1	1
426	и никакого	1	1
427	к другу	1	1
428	а по	1	1
429	его в	4	1
430	входит в	1	1
431	того или	2	1
432	его личности	1	1
433	интересов и	1	1
434	с самим	2	1
435	которая как	1	1
436	с самого	1	1
437	в жизни	1	1
438	материал для	1	1
439	все черты	1	1
440	признать за	1	1
441	для них	3	1
442	это положение	1	1
443	ли может	1	1
444	на основании	2	1
445	что не	1	1
446	с тем	6	1
447	не всегда	1	1
448	которой он	4	1
449	из которой	1	1
450	чтобы они	1	1
451	такой же	1	1
452	что значит	1	1
453	и при	6	1
454	что такое	2	1
455	бы привести	1	1
456	этому пути	1	1
457	не удастся	1	1
458	что вся	1	1
459	мы говорили	3	1
460	место в	2	1
461	он принимает	1	1
462	дела не	2	1
463	и другого	1	1
464	своему существу	1	1
465	то это	3	1
466	свою точку	1	1
467	друг другу	2	1
468	зрения этой	2	1
469	ни было	1	1
470	бы нас	2	1
471	они сами	1	1
472	и вся	1	1
473	тому что	2	1
474	от чисто	1	1
475	далее что	1	1
476	и внешней	1	1
477	в таких	2	1
478	этой действительности	1	1
479	самого начала	1	1
480	на него	1	1
481	не по	1	1
482	ибо каждая	1	1
483	когда они	4	1
484	иметь в	1	1
485	языком и	1	1
486	проблема и	1	1
487	только не	1	1
488	лишь пассивно	1	1
489	из вида	1	1
490	движения в	1	1
491	что наша	1	1
492	связано с	1	1
493	в противоречие	2	1
494	суть дела	1	1
495	самому своему	2	1
496	связь и	1	1
497	такой вид	1	1
498	то у	1	1
499	у кого	1	1
500	только с	2	1
501	в области	2	1
502	других странах	1	1
503	только от	1	1
504	если у	1	1
505	по нашему	1	1
506	можно формулировать	1	1
507	исходить из	1	1
508	которое в	1	1
509	отличается от	2	1
510	всего в	1	1
511	т.е к	2	1
512	не есть	3	1
513	на это	2	1
514	здесь мы	1	1
515	всегда будет	1	1
516	может интересовать	1	1
517	приходит к	3	1
518	тогда это	1	1
519	но по	1	1
520	подходе к	1	1
521	на известной	1	1
522	личности и	1	1
523	только то	1	1
524	нашего рассуждения	1	1
525	некоторых других	1	1
526	т.е как	1	1
527	ином виде	1	1
528	совершенно различных	1	1
529	том случае	4	1
530	того и	1	1
531	в борьбе	2	1
532	в какое-то	1	1
533	конечно сами	1	1
534	и второй	1	1
535	это как	1	1
536	стремление к	7	1
537	необходимо иметь	1	1
538	вот это	1	1
539	момент и	1	1
540	сводится к	3	1
541	и должно	2	1
542	эта точка	1	1
543	язык и	1	1
544	для целей	1	1
545	одного из	1	1
546	до сих	5	1
547	при современном	1	1
548	может не	3	1
549	она не	2	1
550	на точку	1	1
551	вопросу о	3	1
552	к нему	2	1
553	воздействия на	1	1
554	и во	3	1
555	переходит в	1	1
556	а потому	5	1
557	борьбе с	3	1
558	а следовательно	3	1
559	в свете	1	1
560	по количеству	1	1
561	совершенно ином	1	1
562	один из	1	1
563	сделать это	2	1
564	обе эти	1	1
565	что только	2	1
566	согласиться с	2	1
567	на другие	1	1
568	и является	2	1
569	положение в	1	1
570	между тем	5	1
571	появляется у	1	1
572	представить как	1	1
573	именно на	2	1
574	человека с	1	1
575	так что	2	1
576	же и	1	1
577	конечно не	5	1
578	вопроса о	1	1
579	только на	2	1
580	то и	1	1
581	в виде	3	1
582	в сознании	3	1
583	еще одну	1	1
584	является не	2	1
585	здесь же	1	1
586	или даже	1	1
587	в данной	1	1
588	лишь постольку	1	1
589	за ним	1	1
590	он принадлежит	1	1
591	к мысли	1	1
592	могло бы	1	1
593	не для	1	1
594	от тех	1	1
595	у этих	1	1
596	к ним	1	1
597	это значило	1	1
598	при отсутствии	2	1
599	что та	1	1
600	доказать что	1	1
601	основе его	1	1
602	и оставаться	1	1
603	бы это	1	1
604	в очень	1	1
605	которые как	1	1
606	связаны с	1	1
607	а наоборот	1	1
608	дело в	1	1
609	о котором	3	1
610	еще и	1	1
611	вообще не	1	1
612	только к	3	1
613	естественно что	2	1
614	сомнений в	1	1
615	зрения этих	1	1
616	до конца	1	1
617	зависит от	2	1
618	в руках	1	1
619	целостности личности	1	1
620	с которым	1	1
621	решения вопроса	1	1
622	при той	1	1
623	ближе к	1	1
624	бы чрезвычайно	1	1
625	народов и	2	1
626	похожие на	1	1
627	двух других	1	1
628	эта идея	1	1
629	ко всем	3	1
630	усомниться в	1	1
631	и потому	3	1
632	играют в	1	1
633	противоречие с	2	1
634	согласии с	1	1
635	перелом в	1	1
636	тот факт	2	1
637	себя из	1	1
638	силы можно	1	1
639	который мы	1	1
640	которые являются	1	1
641	применении к	1	1
642	к индивидуальному	1	1
643	что действительно	2	1
644	самого себя	7	1
645	эту мысль	1	1
646	в тот	1	1
647	да и	3	1
648	различных людей	1	1
649	или хотя	1	1
650	и от	2	1
651	стать во	1	1
652	сих пор	5	1
653	весь ход	1	1
654	стоит только	2	1
655	ничего кроме	1	1
656	с элементами	1	1
657	должны быть	1	1
658	к другим	1	1
659	первый вид	2	1
660	одна из	3	1
661	являются не	1	1
662	не знаем	1	1
663	или страх	1	1
664	и человек	2	1
665	значило бы	2	1
666	от него	2	1
667	бы в	1	1
668	зрения в	1	1
669	осуществляет свое	1	1
670	бы показать	1	1
671	но это	2	1
672	у разных	1	1
673	силы в	1	1
674	свое мышление	1	1
675	или не	1	1
676	сферы влияния	1	1
677	к ее	1	1
678	и материал	1	1
679	жизни в	5	1
680	и внутренне	1	1
681	но можно	1	1
682	две или	1	1
683	указали на	1	1
684	всех других	1	1
685	же мы	1	1
686	из этого	3	1
687	разных народов	1	1
688	которой она	2	1
689	до степени	1	1
690	в своих	6	1
691	свою задачу	2	1
692	нас не	1	1
693	как на	8	1
694	точно так	2	1
