N	2gram	Savitsky_E_1	Problemy
317	что как	1	1
318	на минуту	1	1
319	как нам	5	1
320	отдельные этапы	1	1
321	в противном	1	1
322	может найти	1	1
323	хотя и	2	1
324	более или	1	1
325	от этого	5	1
326	и отчасти	2	1
327	мы но	1	1
328	ими с	1	1
329	в идеологической	1	1
330	та же	1	1
331	что это	2	1
332	бы с	1	1
333	в нашем	1	1
334	вопрос в	1	1
335	в известном	3	1
336	элементов в	1	1
337	но на	3	1
338	и если	2	1
339	вообще не	3	1
340	в случае	2	1
341	и еще	2	1
342	сожалению не	1	1
343	в начале	1	1
344	современности и	1	1
345	кажется нам	1	1
346	или вовсе	1	1
347	и по	5	1
348	его можно	1	1
349	находит себе	1	1
350	находим у	1	1
351	или иных	1	1
352	от нее	1	1
353	не будет	3	1
354	бы дать	1	1
355	что все	2	1
356	в совершенно	1	1
357	же касается	1	1
358	об этом	1	1
359	из них	3	1
360	и неизбежно	1	1
361	к другу	1	1
362	которую по	1	1
363	лишь в	1	1
364	заключается в	2	1
365	и мы	3	1
366	истории и	1	1
367	весь мир	1	1
368	ведь в	1	1
369	к области	1	1
370	для них	2	1
371	и совершенной	2	1
372	она и	1	1
373	смысле она	1	1
374	при том	1	1
375	т д	1	1
376	всегда и	1	1
377	к некоторому	1	1
378	она неизбежно	1	1
379	потому и	1	1
380	одного и	1	1
381	или менее	1	1
382	чтобы войти	1	1
383	или точнее	2	1
384	фактом что	1	1
385	место в	3	1
386	как совокупность	4	1
387	признать что	1	1
388	значение для	1	1
389	что имеет	1	1
390	одном из	2	1
391	в аспекте	1	1
392	и необходимость	1	1
393	если и	1	1
394	идеологической жизни	1	1
395	как обычно	1	1
396	почти никогда	1	1
397	и другое	1	1
398	не имеет	4	1
399	дело в	3	1
400	и притом	4	1
401	только это	1	1
402	значение только	2	1
403	и имеет	2	1
404	подходят к	1	1
405	наблюдений над	1	1
406	того чтобы	6	1
407	та или	1	1
408	земли в	1	1
409	рассматривать как	1	1
410	или иная	1	1
411	того в	1	1
412	на этом	1	1
413	к концу	1	1
414	среди великих	1	1
415	не находим	1	1
416	такая постановка	1	1
417	так то	1	1
418	то это	1	1
419	в области	11	1
420	другие не	1	1
421	в каком	4	1
422	с другом	3	1
423	у нас	1	1
424	настоящего времени	1	1
425	мира только	1	1
426	должны быть	1	1
427	всего в	2	1
428	одну и	2	1
429	для такого	1	1
430	к тому	8	1
431	то существенно	1	1
432	все еще	1	1
433	свое значение	1	1
434	существует только	1	1
435	в каждой	1	1
436	мы привели	1	1
437	то она	1	1
438	свою очередь	2	1
439	и сами	1	1
440	людей в	1	1
441	в ее	8	1
442	мы думаем	1	1
443	он определяет	1	1
444	то время	1	1
445	как с	1	1
446	и когда	1	1
447	котором мы	1	1
448	достаточно чтобы	1	1
449	по природе	1	1
450	во многом	2	1
451	по сравнению	2	1
452	является в	1	1
453	в осуществлении	1	1
454	не кто	1	1
455	был не	1	1
456	сделан из	1	1
457	для этого	1	1
458	со стороны	5	1
459	этой концепции	1	1
460	в содержании	2	1
461	даже не	1	1
462	его построения	1	1
463	только и	1	1
464	полной мере	1	1
465	русских и	2	1
466	тех кто	1	1
467	о том	3	1
468	и та	2	1
469	говорит об	1	1
470	не перед	1	1
471	можно сказать	4	1
472	времени в	1	1
473	такими же	1	1
474	на которых	1	1
475	ее от	2	1
476	они являются	1	1
477	во втором	2	1
478	как его	1	1
479	отметить что	3	1
480	и только	3	1
481	перед тем	1	1
482	мог осуществиться	1	1
483	которая как	1	1
484	она может	1	1
485	того что	7	1
486	к которому	1	1
487	большей или	1	1
488	дают для	1	1
489	быть и	1	1
490	известном смысле	3	1
491	или меньшей	1	1
492	связь и	1	1
493	одной из	5	1
494	мы увидим	1	1
495	что даже	1	1
496	ли он	1	1
497	в какой	2	1
498	то в	4	1
499	для одних	1	1
500	по этому	1	1
501	однако с	1	1
502	за их	1	1
503	как более	1	1
504	и других	2	1
505	следует что	1	1
506	себе в	3	1
507	и их	1	1
508	бы тот	1	1
509	к ним	3	1
510	бытия и	1	1
511	того или	4	1
512	к той	2	1
513	в других	2	1
514	другой и	2	1
515	для того	6	1
516	выходит за	1	1
517	а именно	2	1
518	во второй	3	1
519	если мы	1	1
520	что не	1	1
521	только к	2	1
522	что для	1	1
523	это стремление	1	1
524	а на	1	1
525	нем и	1	1
526	зависит от	1	1
527	но из	1	1
528	не допускает	1	1
529	тут есть	1	1
530	действительности как	1	1
531	что мы	1	1
532	если не	1	1
533	в частности	5	1
534	ни на	3	1
535	поэтому даже	1	1
536	как одно	1	1
537	от других	1	1
538	до настоящего	1	1
539	что за	1	1
540	сравнению с	2	1
541	воспринять как	1	1
542	лежат в	4	1
543	располагались в	1	1
544	в тех	1	1
545	реальность и	1	1
546	в человеческом	1	1
547	в состоянии	1	1
548	мы сказали	1	1
549	этого слова	1	1
550	активности и	1	1
551	слова и	1	1
552	при условии	2	1
553	определяющим фактором	1	1
554	тому или	2	1
555	тех или	1	1
556	в более	1	1
557	в сферу	2	1
558	известной степени	3	1
559	и другими	1	1
560	собой это	1	1
561	в индивидуальном	1	1
562	ее и	1	1
563	сознания что	1	1
564	и все	2	1
565	и однако	1	1
566	вполне понятно	1	1
567	более всего	1	1
568	в большей	1	1
569	ее в	3	1
570	мы видели	3	1
571	идеологии с	1	1
572	в свою	3	1
573	но если	5	1
574	с ней	1	1
575	это в	1	1
576	или иного	4	1
577	сам в	1	1
578	на своем	3	1
579	себе не	3	1
580	к этой	1	1
581	можно еще	1	1
582	и другие	1	1
583	случае если	1	1
584	и эта	2	1
585	в таком	3	1
586	такой же	2	1
587	этой точки	5	1
588	или наоборот	1	1
