N	3gram	Berdyaev_O_1	Mirosoze
376	нормальное и положительное	1	1
377	и скажет нам	1	1
378	бы еще ничего	1	1
379	до записок из	1	1
380	удержать за собой	1	1
381	человеческой природы достоевский	1	1
382	должна быть не	1	1
383	нам опять по	1	1
384	достоевского с обычным	1	1
385	ним может быть	1	1
386	устроен и все	1	1
387	достижения иначе сказать	1	1
388	в глубине человека	2	1
389	хотел а вовсе	1	1
390	и с умом	1	1
391	никто не может	1	1
392	сердце его и	1	1
393	это страшная и	1	1
394	раздраженная иногда хотя	1	1
395	достигнуть цели и	1	1
396	ни у кого	2	1
397	и вся-то цель	1	1
398	свой пагубный фантастический	1	1
399	но и таинственная	1	1
400	во имя счастья	1	1
401	красоты в космосе	1	1
402	будет когда дело	1	1
403	еще страшнее кто	1	1
404	обидно то что	1	1
405	и упоминать не	1	1
406	все внимание его	1	1
407	исследует человеческую природу	1	1
408	созерцает красоты в	1	1
409	филипповну и аглаю	1	1
410	каприз своя фантазия	1	1
411	идеалом содомским в	1	1
412	обычным различием между	1	1
413	лишь его судьба	1	1
414	его и воистину	1	1
415	будущего благоразумия возникнет	1	1
416	подросток одно из	1	1
417	только одно благоденствие	1	1
418	производит свои антропологические	1	1
419	вовсе не так	1	1
420	какой-нибудь джентльмен с	1	1
421	упрет руки в	1	1
422	вопрос о боге	3	1
423	как повелевали ему	1	1
424	пагубного вздора самой	1	1
425	том только и	1	1
426	в нем все	1	1
427	можно и против	1	1
428	не быть связанным	1	1
429	но обидно то	1	1
430	вот подросток одно	1	1
431	штифтик курсив мой	1	1
432	а в частности	1	1
433	этой беспрерывности процесса	1	1
434	он ни был	1	1
435	все эти мудрецы	1	1
436	сказать в самой	1	1
437	в экстатически-огненной атмосфере	1	1
438	тут дьявол с	1	1
439	непременно вообразили они	1	1
440	никакого другого дела	1	1
441	кончает идеалом содомским	1	1
442	нет у него	1	1
443	что уж одна	1	1
444	есть один только	1	1
445	все чувствуют значительность	1	1
446	воистину горит как	1	1
447	того что человек	1	1
448	хаоса никогда не	1	1
449	в нем нет	3	1
450	уже не жизнь	1	1
451	всего что есть	1	1
452	такая ли своя	1	1
453	природы в глубину	1	1
454	надо какого-то нормального	1	1
455	силе и остроте	1	1
456	дьявольским не совпадает	1	1
457	не иное что	1	1
458	что есть на	1	1
459	и идеала содомского	1	1
460	от которой все	1	1
461	человек устроен и	1	1
462	вместо твердого древнего	1	1
463	была дороже всего	1	1
464	нему как к	1	1
465	широк я бы	1	1
466	тут своя воля	1	1
467	в антропологии достоевского	1	1
468	в том случае	1	1
469	жизнь господа а	1	1
470	только страшная но	1	1
471	мрак и проклятие	1	1
472	это благоразумие с	1	1
473	воистину воистину горит	1	1
474	человек решать впредь	1	1
475	фантастический элемент именно	1	1
476	вы скажете что	1	1
477	записках из подполья	3	1
478	и это все	1	1
479	так как повелевали	1	1
480	человек от настоящего	1	1
481	творений достоевского все	1	1
482	ведь это глупейшее	1	1
483	если вдруг ни	1	1
484	одно нормальное и	1	1
485	быть выгоднее всех	1	1
486	человек и с	1	1
487	чего же можно	1	1
488	когда будет одно	1	1
489	процесса достижения иначе	1	1
490	чтобы ко всему	1	1
491	высоким начинает с	1	1
492	жорж занд в	1	1
493	зла в этом	1	1
494	солнцу все исходит	1	1
495	глупейшего а именно	1	1
496	себе даже и	1	1
497	так любит разрушение	1	1
498	периода до записок	1	1
499	утра до вечера	1	1
500	потому что бог	1	1
501	в цели которая	1	1
502	как от существа	1	1
503	самому себе подтвердить	1	1
504	человек не исчезает	1	1
505	равно настолько же	2	1
506	иной высший даже	1	1
507	можно рассчитать по	1	1
508	нормального какого-то добровольного	1	1
509	самого достоевского он	1	1
510	которую он сам	1	1
511	скажет нам всем	1	1
512	человек поминутно доказывал	1	1
513	люди с их	1	1
514	умом высоким начинает	1	1
515	в самую глубь	2	1
516	и положительно должно	1	1
517	тянется к нему	1	1
518	есть для него	1	1
519	достоевского все вращается	1	1
520	только и состоит	1	1
521	в своем художественном	2	1
522	а не штифтик	1	1
523	и таинственная вещь	1	1
524	все устойчивые формы	1	1
525	должен был человек	1	1
526	решать впредь сам	1	1
527	не собственно в	1	1
528	с их душевным	1	1
529	ничего кроме человека	1	1
530	самая пропущенная самая	1	1
531	может быть что	1	1
532	что во всяком	1	1
533	нашего брата из	1	1
534	любит не одно	1	1
535	т е от	1	1
536	и в творчестве	1	1
537	без моей воли	1	1
538	лишь один шекспир	1	1
539	таинственную глубину человеческой	1	1
540	джентльмен с неблагородной	1	1
541	особенно в иных	1	1
542	всегда и везде	1	1
543	человек может нарочно	1	1
544	человек пожелает самого	1	1
545	последователей найдет так	1	1
546	своя фантазия раздраженная	1	1
547	и воистину воистину	1	1
548	и самое дорогое	1	1
549	мудрецы что человеку	1	1
550	того ни с	1	1
551	вся-то цель на	1	1
552	оси образуется вихрь	1	1
553	выгод даже и	1	1
554	миллионов счастливых младенцев	1	1
555	что человек всегда	1	1
556	взяли все эти	1	1
557	и положительное одним	1	1
558	нашу индивидуальность курсив	1	1
559	что в центре	1	1
560	формула а ведь	1	1
561	о человеке вообще	1	1
562	так твердо так	1	1
563	глупость пожелает удержать	1	1
564	идет до самой	1	1
565	чему бы ни	1	1
566	безмерности своих стремлений	1	1
567	четыре есть уже	1	1
568	же можно и	1	1
569	даже сердцем человек	1	1
570	нем нет ничего	1	1
571	и хаос что	1	1
572	образ человека лик	1	1
573	сходятся тут все	1	1
574	непременно последователей найдет	1	1
575	выгоднее для нашего	1	1
576	быть что и	1	1
577	страшнее кто уже	1	1
578	все эти логарифмы	1	1
579	арифметики когда будет	1	1
580	нисколько не удивлюсь	1	1
581	чтобы свободно пошел	1	1
582	дьявол с богом	1	1
583	я уверен что	1	1
584	и не быть	1	1
585	о человеке в	1	1
586	бы кажется и	1	1
587	воле пожить курсив	1	1
588	на своем я	1	1
589	тайн человеческой природы	1	1
590	прежде всего двух	1	1
591	иногда хотя бы	1	1
592	одной этой беспрерывности	1	1
593	что неопределимая а	1	1
594	нашего рассудка о	1	1
595	именно чтобы иметь	1	1
596	он равно настолько	1	1
597	в безмерности своих	1	1
598	е от разрушения	1	1
599	человека и все	1	1
600	и к чему	1	1
601	бывает не потому	1	1
602	униженным и оскорбленным	1	1
603	не подходит и	1	1
604	слишком даже широк	1	1
605	так человек нарочно	1	1
606	благоразумие с одного	1	1
607	к чему бы	1	1
608	какого-то нормального какого-то	1	1
609	по сравнению с	1	1
610	что ведь непременно	1	1
611	космосе в божественном	1	1
612	о выгодах потому	1	1
613	дважды два и	1	1
614	потому что ведь	1	1
615	себе подтвердить что	1	1
616	собой единственно для	1	1
617	буйном исступленном движении	1	1
618	нам самое главное	1	1
619	люди все еще	1	1
620	своя воля будет	1	1
621	свобода их веры	1	1
622	подходит и от	1	1
623	с обычным различием	1	1
624	вообразили они что	1	1
625	нашу личность и	1	1
626	главное и самое	1	1
627	случае если приносит	1	1
628	дело-то человеческое кажется	1	1
629	ведь это единственная	1	1
630	по природе своей	1	1
631	дано было познать	1	1
632	в душе не	1	1
633	что сам инстинктивно	1	1
634	для нашего брата	1	1
635	на два периода	1	1
636	пожелает удержать за	1	1
637	надо непременно благоразумно-выгодного	1	1
638	сам инстинктивно боится	1	1
639	всего творчества достоевского	1	1
640	одна возможность предварительного	1	1
641	загадка о версилове	1	1
642	до конца признает	1	1
643	смерти курсив мой	1	1
644	нет природы нет	1	1
645	а определить нельзя	1	1
646	потому что неопределимая	1	1
647	с того ни	1	1
648	системы и теории	1	1
649	не в том	1	1
650	с разных сторон	2	1
651	в этих словах	1	1
652	о человеческой судьбе	2	1
653	хотение свой собственный	1	1
654	все исходит от	1	1
655	перенести я притом	1	1
656	право пожелать себе	1	1
657	один когда человек	1	1
658	границу достоевского не	1	1
659	в самой жизни	1	1
660	быть не иное	1	1
661	исключительно люди с	1	1
662	раскольникова ставрогина кириллова	1	1
663	только и заключается	1	1
664	этого мира он	1	1
665	за это потому	1	1
666	покой красоты ее	1	1
667	к гибели но	1	1
668	начинает с идеала	1	1
669	если вы скажете	1	1
670	все охлажденные и	1	1
671	вокруг этой оси	1	1
672	человеку выгодно? не	1	1
673	вдруг ни с	1	1
674	ничего застывшего окаменевшего	1	1
675	должно свое собственное	1	1
676	никогда не откажется	1	1
677	я притом не	1	1
678	ней нужно искать	1	1
679	этому положительному благоразумию	1	1
680	действовать так как	1	1
681	свое так человек	1	1
682	быть человек любит	1	1
683	может нарочно сознательно	1	1
684	берега сходятся тут	1	1
685	рассчитать по табличке	1	1
686	свое собственное вольное	1	1
687	от самой пустейшей	1	1
688	герой „записок из	1	1
689	я отвечаю за	1	1
690	когда дело доходит	1	1
691	человек не арифметика	1	1
692	я верю в	1	1
693	фантастические мечты свою	1	1
694	ни с сего	1	1
695	друг к другу	1	1
696	у него человек	1	1
697	е формула а	1	1
698	пошлейшую глупость пожелает	1	1
699	во всяком случае	1	1
700	и довершить созидаемое	1	1
701	нарочно сознательно пожелать	1	1
702	одно только дважды	1	1
703	ногой прахом единственно	1	1
704	частности может быть	1	1
705	на людей и	1	1
706	даже до сумасшествия	1	1
707	дело доходит до	1	1
708	выгода хотеть же	1	1
709	ошибается ли разум-то	1	1
710	обязанностью желать себе	1	1
711	и в самой	2	1
712	человек любит не	1	1
713	и дьявольским не	1	1
714	христа и антихриста	1	1
715	в руководстве твой	1	1
716	страшная но и	1	1
717	и выгода хотеть	1	1
718	человек всегда и	1	1
719	инстинктивно боится достигнуть	1	1
720	что добро и	1	1
721	как бы в	1	1
722	и против собственной	1	1
723	с сего среди	1	1
724	лучше сказать с	1	1
725	так торжественно уверены	1	1
726	от него сердце	1	1
727	это все можно	1	1
728	в творчестве шекспира	1	1
729	пагубный фантастический элемент	1	1
730	быть всего выгоднее	1	1
731	образ онтологического совершенства	1	1
732	оцененных творений достоевского	1	1
733	человечество стремится только	1	1
734	насмешливой физиономией упрет	1	1
735	в ней нужно	1	1
736	чувствуют значительность версилова	1	1
737	опять по своей	1	1
738	от существа одаренного	1	1
739	выгодно? не ошибается	1	1
740	в глубину эту	1	1
741	не арифметика человек	1	1
742	или лучше сказать	1	1
743	любит разрушение и	1	1
744	памятники ни произведения	1	1
745	заключениям нашего рассудка	1	1
746	расчета все остановит	1	1
747	их веры тебе	1	1
748	примешать свой пагубный	1	1
749	сам что добро	1	1
750	а кончает идеалом	1	1
751	все можно рассчитать	1	1
752	можно ожидать от	1	1
753	веры а не	1	1
754	уже с идеалом	1	1
755	хотя бы даже	1	1
756	человеческой природы все	2	1
757	совпадает у достоевского	1	1
758	поставлена жизненная загадка	1	1
759	мечты свою пошлейшую	1	1
760	бы даже до	1	1
761	которая ни под	1	1
762	уверены что только	1	1
763	от разрушения и	1	1
764	так как хотел	1	1
765	людей и он	1	1
766	благоденствие человеку выгодно?	1	1
767	природы всем бросается	1	1
768	тысячи миллионов счастливых	1	1
769	а ведь дважды	1	1
770	вредного глупого даже	1	1
771	единственная причина сознания	1	1
772	что иной высший	1	1
773	вещь страшная потому	1	1
774	так человек устроен	1	1
775	и без моей	1	1
776	он схватывал только	1	1
777	у него до	1	1
778	ему разум и	1	1
779	два четыре т	1	1
780	земле особенно в	1	1
781	с идеалом содомским	1	1
782	отталкиванием от него	1	1
783	записки из подполья	1	1
784	достоевского не было	1	1
785	горит от него	1	1
786	и в том	1	1
787	в одной этой	1	1
788	что человек от	1	1
789	какая уж тут	1	1
790	кажется и упоминать	1	1
791	над собственной природой	1	1
792	к нему как	1	1
793	у него человека	1	1
794	между этими двумя	1	1
795	одни загадки тут	1	1
796	таинственная вещь тут	1	1
797	и хаоса никогда	1	1
798	природу и характер	1	1
799	проблематическое и загадочное	1	1
800	другого дела никакого	1	1
801	человек так любит	1	1
802	умного ведь это	1	1
803	страдания т е	1	1
804	впредь сам что	1	1
805	человек слишком даже	1	1
806	которой человечество стремится	1	1
807	цели и довершить	1	1
808	возьмет свое так	1	1
809	свою пошлейшую глупость	1	1
810	иметь право пожелать	1	1
811	что он был	1	1
812	все это благоразумие	1	1
813	был человек решать	1	1
814	неопределимая а определить	1	1
815	передышки и отдыха?	1	1
816	один только случай	1	1
817	характер его интересовали	1	1
818	которой все системы	1	1
819	стоит именно от	1	1
820	жизни их чувств	1	1
821	по табличке и	1	1
822	благоразумию примешать свой	1	1
823	боится достигнуть цели	1	1
824	к человеку и	4	1
825	на земле особенно	1	1
826	что и вся-то	1	1
827	люди исключительно люди	1	1
828	от того что	1	1
829	и хаос и	1	1
830	и исступлении и	1	1
831	выгодная выгода которая	1	1
832	нет ничего эпического	1	1
833	от человека как	1	1
834	самого пагубного вздора	1	1
835	под какую классификацию	1	1
836	идеалом содомским еще	1	1
837	нет ничего кроме	2	1
838	два и без	1	1
839	хотеть же можно	1	1
840	преступления и наказания	1	1
841	добро и что	1	1
842	даже и в	1	1
843	было устремлено на	1	1
844	к катастрофе за	1	1
845	и нашу индивидуальность	1	1
846	не созерцает божественный	1	1
847	любви человека чтобы	1	1
848	божественный покой красоты	1	1
849	глубине человеческой природы	1	1
850	начало смерти курсив	1	1
851	самое главное и	1	1
852	а не собственно	1	1
853	только один когда	1	1
854	все тянется к	1	1
855	и что зло	1	1
856	люди а не	1	1
857	ни природа ни	1	1
858	настоящего страдания т	1	1
859	расплавляются и сгорают	1	1
860	не фортепианные клавиши	1	1
861	периферии бытия но	1	1
862	науку о человеке	1	1
863	учение о человеке	1	1
864	это взяли все	1	1
865	и характер его	1	1
866	до арифметики когда	1	1
867	сказать с ретроградной	1	1
868	противоречит самым здравым	1	1
869	как к солнцу	1	1
870	человеке о его	3	1
871	глупейшее ведь этот	1	1
872	природа ни исторические	1	1
873	и состоит чтобы	1	1
874	человека чтобы свободно	1	1
875	проклятие так что	1	1
876	мадонны и горит	1	1
877	есть одно из	1	1
878	все остановит и	1	1
879	что господа не	1	1
880	сего среди всеобщего	1	1
881	не совпадает у	1	1
882	и никогда не	2	1
883	содомским еще страшнее	1	1
884	подойти к достоевскому	1	1
885	а самая глубина	1	1
886	жизни а не	1	1
887	своя воля бывает	1	1
888	насыщено страстным к	1	1
889	да ведь это	1	1
890	ни с чем	1	1
891	есть та самая	1	1
892	и ужасная вещь	1	1
893	ожидать от человека	1	1
894	красота перенести я	1	1
895	не таков достоевский	1	1
896	достоевскому дано было	1	1
897	всем а что	1	1
898	свои фантастические мечты	1	1
899	вольное и свободное	1	1
900	среди всеобщего будущего	1	1
901	ведь непременно последователей	1	1
902	и свободное хотение	1	1
903	пожить курсив мой	1	1
904	в глубине человеческой	1	1
905	остановит и рассудок	1	1
906	выгоды а иногда	1	1
907	т е формула	1	1
908	широк человек слишком	1	1
909	в божественном миропорядке	1	1
910	с записок из	1	1
911	кто знает может	1	1
912	явный вред и	1	1
913	иное что как	1	1
914	ни исторические памятники	1	1
915	хаос и мрак	1	1
916	есть уже не	1	1
917	был бы признать	1	1
918	было познать человека	1	1
919	на земле к	1	1
920	в это я	1	1
921	стремится только и	1	1
922	устойчивые формы все	1	1
923	везде кто бы	1	1
924	знает может быть	1	1
925	глупого даже глупейшего	1	1
926	собственно в цели	1	1
927	всего выгоднее для	1	1
928	хотения чего бы	1	1
929	деле господа может	1	1
930	божеским и дьявольским	1	1
931	приносит нам явный	1	1
932	всему этому положительному	1	1
933	поток раскаленной лавы	1	1
934	к солнцу все	1	1
935	тебе была дороже	1	1
936	бог у него	1	1
937	у достоевского он	1	1
938	вопрос о человеке	3	1
939	о том что	1	1
940	сердцем человек и	1	1
941	которая разумеется должна	1	1
942	„записок из подполья	1	1
943	кто уже с	1	1
944	содомским в душе	1	1
945	вред и противоречит	1	1
946	нет широк человек	1	1
947	даже широк я	1	1
948	индивидуальность курсив мой	1	1
949	в первый период	1	1
950	человеку надо непременно	1	1
951	личность и нашу	1	1
952	свои силы в	1	1
953	с ним может	1	1
954	мадонны а кончает	1	1
955	с чего это	2	1
956	все в исступлении	1	1
957	все дело-то человеческое	1	1
958	его было устремлено	1	1
959	ведь дважды два	1	1
960	табличке и хаос	1	1
961	в этот вихрь	1	1
962	и есть та	1	1
963	а именно чтобы	1	1
964	исступленное чувство личности	1	1
965	что как дважды	1	1
966	а что господа	1	1
967	отвечаю за это	1	1
968	страшная потому что	1	1
969	фантазия раздраженная иногда	1	1
970	него сердце его	1	1
971	может быть выгоднее	1	1
972	притом не могу	1	1
973	не штифтик курсив	1	1
974	почему вы так	1	1
975	физиономией упрет руки	1	1
976	цель на земле	1	1
977	во имя свободы	1	1
978	которой бы кажется	1	1
979	художественном творчестве в	1	1
980	в выгодах? ведь	1	1
981	и рассудок возьмет	1	1
982	ни с того	1	1
983	и проклятие так	1	1
984	все системы и	1	1
985	с идеала мадонны	1	1
986	достоевский открыл что	1	1
987	свой каприз и	1	1
988	разрушение и хаос	1	1
989	веры тебе была	1	1
990	сохраняет нам самое	1	1
991	дикий каприз своя	1	1
992	четыре т е	1	1
993	на периферии бытия	1	1
994	из всего что	1	1
995	определить нельзя потому	1	1
996	любит страдание до	1	1
997	мити карамазова красота	1	1
998	в бытийственной бездне	1	1
999	разум-то в выгодах?	1	1
1000	сознательно пожелать себе	1	1
1001	как хотел а	1	1
1002	только умного ведь	1	1
1003	себе одного только	1	1
1004	познать человека в	1	1
1005	если бы достоевский	1	1
1006	силы в безмерности	1	1
1007	такими странными качествами?	1	1
1008	человеческой личности против	1	1
1009	верю в это	1	1
1010	катастрофе за грани	1	1
1011	самым здравым заключениям	1	1
1012	выше всякого дела	1	1
1013	сознания в этих	1	1
1014	в том что	1	1
1015	всеобщего будущего благоразумия	1	1
1016	годы нет широк	1	1
