N	2gram	Vinokur_St_3	Freidism
193	нам в	1	2
194	благодаря тому	1	2
195	не совсем	2	2
196	того же	2	2
197	без труда	2	2
198	между собой	1	2
199	в ее	1	2
200	но как	2	2
201	с которыми	2	2
202	ответ на	5	2
203	большое значение	2	2
204	относится к	4	2
205	чем же	1	2
206	опирается на	1	2
207	что как	1	2
208	в своем	1	2
209	от этого	1	2
210	что это	16	2
211	всей его	1	2
212	человек не	1	2
213	с чувством	2	2
214	что она	1	2
215	но все	2	2
216	же касается	1	2
217	на этой	1	2
218	при помощи	2	2
219	это было	8	2
220	это не	7	2
221	на почве	5	2
222	чаще всего	1	2
223	же объясняется	1	2
224	рассказывает что	1	2
225	этом мы	1	2
226	этого не	1	2
227	жизни но	2	2
228	том что	15	2
229	в эту	4	2
230	что значит	1	2
231	и при	1	2
232	в их	3	2
233	его отношение	2	2
234	сих пор	2	2
235	но во	1	2
236	в отношении	2	2
237	случае в	2	2
238	но для	1	2
239	дело не	2	2
240	к этим	2	2
241	только не	1	2
242	тем не	2	2
243	этом отношении	4	2
244	в области	6	2
245	все то	1	2
246	когда мы	1	2
247	отличается от	4	2
248	приходится сказать	1	2
249	для себя	1	2
250	в виду	2	2
251	на основе	2	2
252	и вообще	1	2
253	стремление к	1	2
254	в другом	3	2
255	до сих	2	2
256	этих двух	2	2
257	что и	1	2
258	во всей	1	2
259	этого периода	1	2
260	всего этого	1	2
261	также в	1	2
262	человека как	1	2
263	мы видим	4	2
264	в какой	3	2
265	окружающей его	1	2
266	с одной	2	2
267	для всех	1	2
268	не можем	1	2
269	и у	2	2
270	уже в	3	2
271	и они	1	2
272	из них	1	2
273	а потому	2	2
274	точка зрения	4	2
275	в конце	6	2
276	свое выражение	1	2
277	заметить что	2	2
278	рядом с	1	2
279	влияние на	1	2
280	с другой	5	2
281	и тех	1	2
282	а с	2	2
283	до конца	3	2
284	связано с	5	2
285	них и	1	2
286	одной стороны	3	2
287	а не	5	2
288	что мы	3	2
289	речи и	1	2
290	так же	1	2
291	быть это	3	2
292	в развитии	2	2
293	же самое	1	2
294	похоже на	1	2
295	это уже	1	2
296	формы и	1	2
297	для нас	1	2
298	и ни	2	2
299	конце концов	3	2
300	все они	3	2
301	есть и	1	2
302	вполне понятно	1	2
303	и другие	1	2
304	в своих	8	2
305	к этому	3	2
306	как на	6	2
307	они не	1	2
308	с новыми	1	1
309	ту же	1	1
310	и т	8	1
311	одним из	1	1
312	а из	1	1
313	показать что	1	1
314	мы имели	2	1
315	этим новым	1	1
316	и этот	1	1
317	а как	4	1
318	работах этого	1	1
319	бы сделать	1	1
320	вопрос о	1	1
321	ответить на	1	1
322	ему в	1	1
323	мы и	1	1
324	то это	1	1
325	в целом	4	1
326	что можно	1	1
327	первого и	1	1
328	личной и	1	1
329	в каждой	2	1
330	проявляется в	1	1
331	такое отношение	1	1
332	что по	3	1
333	всегда по	1	1
334	не был	2	1
335	что его	2	1
336	без всякого	2	1
337	отказ от	2	1
338	в качестве	4	1
339	иногда и	1	1
340	и органическим	1	1
341	нет и	2	1
342	что они	2	1
343	из таких	1	1
344	его развития	1	1
345	к сожалению	2	1
346	которые не	1	1
347	что хотя	1	1
348	определения и	1	1
349	в истории	1	1
350	как говорит	1	1
351	всего от	1	1
352	вследствие чего	1	1
353	в центре	4	1
354	независимо от	5	1
355	некоторые типические	1	1
356	и нет	1	1
357	остановиться на	1	1
358	это был	2	1
359	однако не	1	1
360	определенных черт	1	1
361	нас за	1	1
362	этом же	1	1
363	что когда	1	1
364	пр с	1	1
365	его к	2	1
366	но эта	1	1
367	представлял себе	2	1
368	еще на	1	1
369	бы не	1	1
370	эпоху его	1	1
371	то обстоятельство	5	1
372	по преимуществу	1	1
373	в интересах	2	1
374	говорят о	1	1
375	имеем в	2	1
376	как он	1	1
377	на то	5	1
378	к искусству	1	1
379	идей и	1	1
380	т д	2	1
381	и социальной	1	1
382	с нашим	2	1
383	вы видите	2	1
384	же это	1	1
385	гармонии но	1	1
386	этот период	1	1
387	его от	1	1
388	находит себе	1	1
389	все с	1	1
390	в нее	1	1
391	как они	1	1
392	а затем	1	1
393	нечего говорить	1	1
394	из всех	1	1
395	и которые	2	1
396	этом смысле	4	1
397	связанная с	1	1
398	ни разу	2	1
399	должен был	2	1
400	и тем	4	1
401	что характерно	1	1
402	во многом	2	1
403	любви в	1	1
404	о которых	3	1
405	во внимание	1	1
406	он и	2	1
407	никакого смысла	1	1
408	чем в	1	1
409	можно считать	1	1
410	не больше	1	1
411	не мог	2	1
412	особенно для	1	1
413	какие же	1	1
414	в связь	1	1
415	разработку этой	1	1
416	ссылки на	1	1
417	художественного творчества	1	1
418	нас не	2	1
419	он должен	1	1
420	наших дней	1	1
421	где мы	1	1
422	почти не	1	1
423	не к	1	1
424	в одном	1	1
425	которые в	2	1
426	творчества и	1	1
427	друг другу	1	1
428	это относится	1	1
429	по крайней	4	1
430	и эти	1	1
431	для культурного	1	1
432	этого мало	1	1
433	нас к	2	1
434	точно и	1	1
435	иной раз	1	1
436	если и	2	1
437	гораздо большей	1	1
438	это чувство	1	1
439	а иногда	1	1
440	и должно	1	1
441	отметить что	5	1
442	в содержании	1	1
443	друг друга	1	1
444	тогда когда	2	1
445	к новым	1	1
446	словами о	1	1
447	образом в	1	1
448	него было	1	1
449	это с	1	1
450	вытекает из	1	1
451	дело в	1	1
452	трагедии в	3	1
453	обратим внимание	1	1
454	или как	1	1
455	явление в	1	1
456	того в	1	1
457	к ней	4	1
458	он хочет	2	1
459	характерные для	1	1
460	свидетельствуют о	1	1
461	для анализа	1	1
462	о детской	1	1
463	это один	1	1
464	и со	1	1
465	похожи на	1	1
466	и далее	3	1
467	от их	1	1
468	обстоятельство что	5	1
469	и здесь	3	1
470	нет ни	1	1
471	следует заметить	1	1
472	под словом	1	1
473	является одним	1	1
474	назвать в	1	1
475	его с	1	1
476	смерти и	1	1
477	той или	1	1
478	в поле	1	1
479	своего отца	1	1
480	на это	2	1
481	о том	8	1
482	все обычные	1	1
483	и это	5	1
484	он ищет	1	1
485	приходит к	1	1
486	своего развития	1	1
487	то она	2	1
488	совершенно ясно	1	1
489	это за	2	1
490	свои силы	1	1
491	как по	1	1
492	то время	4	1
493	в дальнейшем	1	1
494	что такой	1	1
495	материала для	1	1
496	явления о	1	1
497	как с	1	1
498	до самого	1	1
499	и когда	1	1
500	и сам	1	1
501	котором он	1	1
502	по аналогии	1	1
503	на нее	2	1
504	эти факты	1	1
505	времени и	2	1
506	ясно что	1	1
507	на месте	1	1
508	в результате	2	1
509	в окружающей	1	1
510	мы в	1	1
511	основана на	1	1
512	в эпоху	1	1
513	из одного	1	1
514	только у	1	1
515	на язык	3	1
516	ничего не	4	1
517	к прошлому	1	1
518	означает что	1	1
519	которые у	1	1
520	находится в	1	1
521	все его	1	1
522	то есть	2	1
523	а также	4	1
524	внимание на	2	1
525	язык и	1	1
526	этой почве	1	1
527	особого рода	1	1
528	и во	2	1
529	борьба с	2	1
530	он берет	1	1
531	не выходит	1	1
532	с теми	1	1
533	а у	2	1
534	от них	2	1
535	и пережить	1	1
536	которое делает	1	1
537	в форме	2	1
538	не характерно	1	1
539	крайней мере	4	1
540	на те	1	1
541	выше в	1	1
542	все время	2	1
543	искусства он	2	1
544	у которого	3	1
545	к которому	3	1
546	был более	1	1
547	но так	1	1
548	в двух	1	1
549	которым мы	1	1
550	два основных	1	1
551	и так	1	1
552	поэтому и	1	1
553	связанным с	2	1
554	который в	1	1
555	в обществе	1	1
556	это же	1	1
557	и прочие	2	1
558	какой степени	1	1
559	только одного	1	1
560	есть в	2	1
561	с нею	1	1
562	впечатление которое	1	1
563	говорить об	1	1
564	то и	2	1
565	также и	1	1
566	в виде	3	1
567	смысл этой	1	1
568	которых можно	1	1
569	а это	1	1
570	от других	1	1
571	широко пользуется	1	1
572	в ином	1	1
573	и других	2	1
574	одно из	2	1
575	не так	3	1
576	цели и	2	1
577	слова в	1	1
578	содержания и	1	1
579	свою точку	1	1
580	может служить	1	1
581	имели дело	1	1
582	тем что	19	1
583	к той	1	1
584	даже и	1	1
585	перейти к	1	1
586	последним прибежищем	1	1
587	и только	2	1
588	связан с	3	1
589	или иной	2	1
590	на примере	1	1
591	этот взгляд	1	1
592	эта трагедия	4	1
593	именно в	1	1
594	стороны он	1	1
595	с большим	1	1
596	характерно для	1	1
597	такое же	2	1
598	во внешней	1	1
599	в некоторых	3	1
600	вот в	1	1
601	целым рядом	1	1
602	однако и	1	1
603	в свете	1	1
604	человек в	1	1
605	долгое время	1	1
606	только несколько	1	1
607	основу своей	1	1
608	на возможность	1	1
609	там где	1	1
610	блестяще и	1	1
611	эту эпоху	2	1
612	является его	1	1
613	при его	1	1
614	является во	1	1
615	для самого	1	1
616	теперь к	1	1
617	первые годы	1	1
618	находим в	1	1
619	книге все	1	1
620	требует от	1	1
621	что давало	1	1
622	из которых	4	1
623	человека под	1	1
624	так мы	1	1
625	для искусства	2	1
626	такого рода	5	1
627	смысле этого	1	1
628	связаны с	1	1
629	ко всему	1	1
630	даже с	1	1
631	свое внимание	1	1
632	быть не	2	1
633	в это	2	1
634	этого слова	2	1
635	в контексте	1	1
636	в первые	1	1
637	этой трагедии	4	1
638	нужно отметить	2	1
639	это выражение	2	1
640	является как	2	1
641	в смысле	4	1
642	внешнего выражения	1	1
643	в книге	1	1
644	известной степени	1	1
645	его душе	1	1
646	этого рода	3	1
647	такое сознание	1	1
648	потому не	1	1
649	но на	1	1
650	на время	1	1
651	об отношении	1	1
652	или только	1	1
653	которой можно	1	1
654	чтобы понять	1	1
655	совершенно иной	1	1
656	но эти	1	1
657	целый ряд	1	1
658	у них	1	1
659	и события	1	1
660	находит свое	3	1
661	бы в	1	1
662	возникает вопрос	1	1
663	тем более	3	1
664	а эта	1	1
665	в том	20	1
666	отношении к	1	1
667	нет ничего	1	1
668	о своем	1	1
669	работы и	1	1
670	но можно	1	1
671	я это	1	1
672	из этого	4	1
673	культурного сознания	1	1
674	является выражением	1	1
675	которых является	2	1
676	стороны содержания	1	1
677	молодой человек	2	1
678	можно назвать	4	1
679	гораздо более	2	1
