N	2gram	Potebnia_M_4	Russkaja
184	стремления к	1	2
185	участие в	1	2
186	же образом	1	2
187	на основании	4	2
188	и тогда	1	2
189	в этих	3	2
190	во время	2	2
191	что такое	7	2
192	в котором	4	2
193	и высшая	1	2
194	с уверенностью	1	2
195	в силу	7	2
196	друг другу	1	2
197	и более	4	2
198	их в	3	2
199	том и	2	2
200	том же	2	2
201	для нее	1	2
202	тому что	2	2
203	она не	2	2
204	только для	2	2
205	в таких	2	2
206	что с	1	2
207	для нас	14	2
208	у него	1	2
209	следовательно и	1	2
210	чтобы их	1	2
211	все члены	1	2
212	на которой	1	2
213	как будто	1	2
214	в области	2	2
215	если только	1	2
216	понять что	1	2
217	указывает на	2	2
218	которой она	1	2
219	если же	4	2
220	и о	4	2
221	от друга	1	2
222	ясно что	1	2
223	это только	1	2
224	даже не	2	2
225	настоящее время	1	2
226	и что	7	2
227	это потому	2	2
228	были бы	1	2
229	любви к	1	2
230	при полном	1	2
231	от него	2	2
232	к нему	5	2
233	это в	1	2
234	эта работа	1	2
235	быть и	2	2
236	что только	2	2
237	время когда	2	2
238	этот вопрос	3	2
239	проявляется в	2	2
240	бы ни	2	2
241	их не	1	2
242	по этому	1	2
243	так что	5	2
244	уже не	3	2
245	только на	4	2
246	но совершенно	1	2
247	не так	2	2
248	представить себе	2	2
249	мы можем	10	2
250	только с	1	2
251	и вместе	3	2
252	в других	2	2
253	даже и	3	2
254	и даже	2	2
255	будет ли	1	2
256	а с	1	2
257	а не	12	2
258	большинстве случаев	2	2
259	на эту	1	2
260	в частности	1	2
261	так же	4	2
262	в течение	2	2
263	если человек	1	2
264	есть и	2	2
265	благодаря этому	1	2
266	но это	3	2
267	стоит только	1	2
268	от нас	1	2
269	но для	1	2
270	если не	1	2
271	не подлежит	1	2
272	в настоящее	1	2
273	чтобы понять	2	2
274	с ним	5	2
275	отношении к	1	2
276	и состоит	3	2
277	значило бы	1	2
278	ее в	1	2
279	тем самым	4	2
280	точно так	2	2
281	в сфере	1	1
282	человек только	1	1
283	потом и	1	1
284	того же	1	1
285	ли оно	1	1
286	он может	1	1
287	к своей	1	1
288	идет о	1	1
289	на деле	2	1
290	показать что	1	1
291	смотрит на	1	1
292	не признает	1	1
293	исходят из	1	1
294	ту же	3	1
295	не заботясь	1	1
296	можно лишь	2	1
297	что эти	3	1
298	то самое	1	1
299	и за	1	1
300	лишь тогда	3	1
301	есть не	4	1
302	успешнее идет	1	1
303	заботясь о	1	1
304	надо было	1	1
305	мы не	8	1
306	не во	1	1
307	до такой	5	1
308	к новой	1	1
309	наша мысль	2	1
310	имеет свою	2	1
311	не была	1	1
312	в сущности	2	1
313	оно есть	2	1
314	основании что	1	1
315	которое в	3	1
316	себе что	1	1
317	формы в	3	1
318	без всякого	1	1
319	что оба	1	1
320	чем больше	2	1
321	разумеется не	1	1
322	столько же	1	1
323	а отрицание	1	1
324	дать ему	1	1
325	на них	1	1
326	не был	1	1
327	столь же	2	1
328	что его	2	1
329	друг к	1	1
330	было говорить	2	1
331	но как	1	1
332	и то-то	1	1
333	значение и	2	1
334	только тогда	5	1
335	силу этого	1	1
336	очевидно что	7	1
337	нравственной жизни	1	1
338	том чем	1	1
339	которые не	2	1
340	что хотя	3	1
341	в истории	4	1
342	первый взгляд	1	1
343	по которому	3	1
344	что первое	1	1
345	перед нами	1	1
346	что по	2	1
347	с понятием	1	1
348	для которой	1	1
349	имеет в	2	1
350	котором она	2	1
351	не быть	1	1
352	эти признаки	1	1
353	в которой	6	1
354	практические выводы	1	1
355	или для	1	1
356	бы не	3	1
357	что так	2	1
358	то и	4	1
359	им в	1	1
360	к человеческому	1	1
361	образом при	1	1
362	только один	1	1
363	иначе и	1	1
364	если он	1	1
365	но на	1	1
366	то этим	2	1
367	вообще не	1	1
368	на его	3	1
369	как оно	2	1
370	не следует	2	1
371	выражается в	1	1
372	тем не	4	1
373	время и	1	1
374	всех остальных	4	1
375	есть дело	1	1
376	что вне	1	1
377	они в	1	1
378	эта последняя	2	1
379	избавиться от	1	1
380	же это	1	1
381	к одному	3	1
382	состоит сущность	1	1
383	этой природы	1	1
384	языком и	3	1
385	его можно	1	1
386	заключает в	8	1
387	можем думать	1	1
388	но все	1	1
389	значительной степени	2	1
390	и знать	1	1
391	здесь мы	2	1
392	этим самым	1	1
393	тем же	1	1
394	об этом	2	1
395	к другу	1	1
396	а по	1	1
397	то есть	34	1
398	гораздо труднее	1	1
399	от степени	1	1
400	входит в	1	1
401	заключается в	1	1
402	не умеет	1	1
403	с другими	4	1
404	чтобы он	1	1
405	это не	7	1
406	и мы	5	1
407	из нее	2	1
408	человека на	1	1
409	этого слова	7	1
410	это положение	1	1
411	различных языках	2	1
412	она и	2	1
413	все равно	3	1
414	случайны а	1	1
415	не всегда	3	1
416	нет и	1	1
417	на одну	1	1
418	и того	1	1
419	одного и	1	1
420	перед собой	1	1
421	недавнего времени	1	1
422	мысли что	2	1
423	на первый	1	1
424	что значит	2	1
425	есть центр	1	1
426	переносится в	1	1
427	бы на	1	1
428	нет для	1	1
429	от своего	1	1
430	даже тогда	1	1
431	в такой	1	1
432	и без	2	1
433	нас может	1	1
434	бы к	1	1
435	доступная человеку	1	1
436	фактом что	1	1
437	в которых	3	1
438	может сделать	1	1
439	том основании	1	1
440	и другого	1	1
441	стало быть	8	1
442	с большею	1	1
443	познает себя	1	1
444	теми же	2	1
445	по крайней	5	1
446	всякое явление	1	1
447	возможно только	3	1
448	ее части	1	1
449	не требуют	1	1
450	вовсе не	7	1
451	даже в	2	1
452	же мы	2	1
453	нетрудно заметить	2	1
454	если и	2	1
455	не менее	5	1
456	или что	2	1
457	до известной	2	1
458	что эта	1	1
459	и другое	2	1
460	самого начала	2	1
461	и проч	18	1
462	дело в	1	1
463	ее с	1	1
464	к новым	1	1
465	на себе	3	1
466	не по	1	1
467	образом в	5	1
468	говорить что	1	1
469	иметь в	2	1
470	только не	3	1
471	того и	1	1
472	самого предмета	1	1
473	казалось бы	1	1
474	что весьма	1	1
475	все рассмотренные	1	1
476	в разных	3	1
477	это то	1	1
478	невозможно но	1	1
479	с одним	1	1
480	природы в	1	1
481	таким путем	1	1
482	бы все	1	1
483	к ней	2	1
484	связь и	2	1
485	особое значение	1	1
486	и сама	2	1
487	доказать что	1	1
488	этом отношении	1	1
489	что на	2	1
490	применимо к	1	1
491	это два	1	1
492	только от	3	1
493	если у	1	1
494	и совершенное	1	1
495	есть только	5	1
496	могут быть	7	1
497	человека в	2	1
498	слова но	1	1
499	же самое	4	1
500	должны быть	3	1
501	одну и	1	1
502	по возможности	1	1
503	что при	1	1
504	быть назван	3	1
505	в применении	1	1
506	для образования	1	1
507	и это	2	1
508	только возможно	1	1
509	как мы	2	1
510	нас от	1	1
511	как не	1	1
512	свою очередь	1	1
513	но при	1	1
514	и говорить	2	1
515	и многие	2	1
516	в ее	2	1
517	не могло	1	1
518	языка и	3	1
519	в собственном	1	1
520	мысль о	6	1
521	в себя	1	1
522	с самого	1	1
523	без различия	1	1
524	роль в	1	1
525	то нужно	1	1
526	до самого	1	1
527	и когда	2	1
528	котором мы	1	1
529	что у	3	1
530	и ту	1	1
531	так и	6	1
532	те же	3	1
533	том виде	1	1
534	таковы что	2	1
535	сказано выше	1	1
536	мы в	3	1
537	и несовершенства	1	1
538	быть может	4	1
539	которое будет	1	1
540	из одного	3	1
541	иное как	2	1
542	с тою	1	1
543	то-то и	1	1
544	что наша	2	1
545	можно сказать	4	1
546	в различных	2	1
547	с другой	2	1
548	подлежит сомнению	1	1
549	на отдельные	1	1
550	от них	1	1
551	когда оно	2	1
552	народ как	1	1
553	крайней мере	5	1
554	чем и	1	1
555	что народ	1	1
556	мы хотим	2	1
557	может иметь	2	1
558	мощь и	1	1
559	самостоятельно и	1	1
560	происходит в	2	1
561	эти последние	1	1
562	он есть	1	1
563	один из	2	1
564	образом как	1	1
565	с себя	1	1
566	оно и	1	1
567	обе эти	1	1
568	а если	2	1
569	с ними	3	1
570	на другие	1	1
571	зрения в	1	1
572	в разные	1	1
573	не идет	1	1
574	в обществе	2	1
575	они могут	2	1
576	же он	1	1
577	человека с	1	1
578	земного шара	1	1
579	носит в	1	1
580	и у	2	1
581	если мы	2	1
582	или не	1	1
583	а это	1	1
584	и обратно	1	1
585	и других	3	1
586	разума и	1	1
587	за ним	2	1
588	к своим	1	1
589	это обстоятельство	2	1
590	и их	3	1
591	в известной	1	1
592	могло бы	1	1
593	случае когда	2	1
594	словом на	2	1
595	от тех	1	1
596	ее не	3	1
597	к ним	2	1
598	бытия и	1	1
599	которое является	1	1
600	к ближнему	1	1
601	превращается в	2	1
602	ближайшим образом	1	1
603	но из	1	1
604	бы это	1	1
605	природы и	2	1
606	которые как	1	1
607	из двух	1	1
608	влияние на	2	1
609	если признать	1	1
610	под то	1	1
611	может ли	1	1
612	каждый человек	1	1
613	его себе	1	1
614	человека а	2	1
615	к которому	1	1
616	и прежде	2	1
617	мы верим	1	1
618	как же	4	1
619	на чем	1	1
620	что не	6	1
621	а главное	1	1
622	они воспринимают	1	1
623	на этот	2	1
624	здесь дело	1	1
625	человеческой жизни	1	1
626	с которым	2	1
627	то по	1	1
628	понятие о	1	1
629	для человека	4	1
630	это до	1	1
631	именно так	1	1
632	не об	1	1
633	душевной жизни	3	1
634	в одно	1	1
635	в связи	1	1
636	к сознанию	2	1
637	нужно создать	1	1
638	в руках	1	1
639	следовало бы	1	1
640	связь с	1	1
641	в самой	2	1
642	как это	1	1
643	без помощи	1	1
644	процесс то	1	1
645	этих случаях	2	1
646	по своему	2	1
647	той и	2	1
648	которому оно	1	1
649	смысле этого	1	1
650	не видят	1	1
651	какой-нибудь одной	1	1
652	эту мысль	2	1
653	только чтобы	1	1
654	такие люди	1	1
655	ближнему и	1	1
656	в состоянии	2	1
657	быть не	2	1
658	следует чтобы	1	1
659	есть много	1	1
660	этом настроении	1	1
661	и таким	3	1
662	между прочим	3	1
663	начинает быть	1	1
664	признает за	1	1
665	ничего кроме	1	1
666	числе и	1	1
667	к другим	2	1
668	важно то	1	1
669	известной степени	3	1
670	на все	1	1
671	то будет	1	1
672	не знаем	2	1
673	другими или	1	1
674	при таком	1	1
675	такой взгляд	1	1
676	которая в	1	1
677	человек и	1	1
678	в отдельных	2	1
679	ее и	1	1
680	но когда	1	1
681	бы в	2	1
682	тем более	5	1
683	его жизнь	1	1
684	признать и	1	1
685	и все	4	1
686	люди которые	2	1
687	отношению ко	1	1
688	хотя в	2	1
689	от всякого	1	1
690	к самому	1	1
691	от ее	2	1
692	вместе и	2	1
693	а о	1	1
694	в свою	2	1
695	же будет	1	1
696	из тех	2	1
697	была бы	1	1
698	но можно	1	1
699	то хотя	1	1
700	к его	2	1
701	отношению к	8	1
702	что ни	1	1
703	идеал и	1	1
704	есть то	4	1
705	этом состоит	1	1
706	себе но	1	1
707	до степени	1	1
708	для создания	3	1
709	можно назвать	2	1
710	том числе	1	1
