N	2gram	Propp_Russ_1	formyVre
336	увидим что	1	1
337	он на	1	1
338	животных и	4	1
339	и первую	1	1
340	не приходится	1	1
341	та же	2	1
342	из жизни	1	1
343	что это	3	1
344	по которым	1	1
345	из этих	4	1
346	которые в	1	1
347	в этой	1	1
348	вообще а	1	1
349	в жертву	1	1
350	на то	1	1
351	образ его	1	1
352	к выводу	2	1
353	связанные с	3	1
354	и лучше	2	1
355	оно было	1	1
356	с нашим	1	1
357	и нового	2	1
358	но вместе	1	1
359	встречаются в	2	1
360	не бывает	1	1
361	здесь мы	1	1
362	как они	2	1
363	главным образом	2	1
364	в совершенно	1	1
365	но ему	1	1
366	уже знаем	1	1
367	имело такое	1	1
368	времен года	1	1
369	ближе к	1	1
370	по всему	1	1
371	на свои	1	1
372	люди не	1	1
373	мы сосредоточим	1	1
374	которой он	1	1
375	использования в	1	1
376	семьи и	1	1
377	форма и	1	1
378	и некоторые	3	1
379	в один	2	1
380	времени на	1	1
381	что значит	1	1
382	во время	14	1
383	этом случае	5	1
384	и при	1	1
385	таким же	3	1
386	особенности же	1	1
387	в народной	2	1
388	нас не	2	1
389	всяком случае	1	1
390	что дело	1	1
391	они от	1	1
392	не столько	1	1
393	в первый	4	1
394	они уже	1	1
395	далее в	2	1
396	своего рода	3	1
397	их происхождение	2	1
398	не путем	1	1
399	должны были	2	1
400	же месте	1	1
401	теми же	1	1
402	и более	2	1
403	с такими	1	1
404	что этот	4	1
405	из которых	1	1
406	вплоть до	4	1
407	эти дни	4	1
408	она не	2	1
409	иной раз	1	1
410	виду что	1	1
411	дело не	1	1
412	и сама	1	1
413	они же	2	1
414	составные элементы	1	1
415	когда они	1	1
416	день на	1	1
417	из ряда	1	1
418	находится в	2	1
419	следовательно и	1	1
420	что наука	1	1
421	место во	1	1
422	на землю	1	1
423	и воскресения	1	1
424	что их	1	1
425	того в	1	1
426	в русском	4	1
427	и обычаев	1	1
428	на природу	1	1
429	жизни как	1	1
430	это слово	1	1
431	с другом	1	1
432	у нас	8	1
433	такие же	1	1
434	характер этой	1	1
435	как только	1	1
436	должны быть	1	1
437	его с	4	1
438	они и	2	1
439	этот день	10	1
440	в каждом	2	1
441	день и	2	1
442	и был	1	1
443	приходит к	1	1
444	они наделены	1	1
445	значение чем	1	1
446	в архиве	1	1
447	свою очередь	2	1
448	и сами	1	1
449	как самого	1	1
450	так в	4	1
451	приводит к	3	1
452	на том	1	1
453	с собой	4	1
454	часть его	1	1
455	из всего	1	1
456	было в	1	1
457	есть какие-то	1	1
458	одном и	1	1
459	и каждый	1	1
460	обрядов и	2	1
461	вокруг этого	2	1
462	этим в	1	1
463	вошел в	1	1
464	выводу что	2	1
465	одно это	1	1
466	но здесь	1	1
467	и здесь	2	1
468	не был	1	1
469	о том	8	1
470	характер этого	2	1
471	внимание на	1	1
472	или на	3	1
473	дается описание	1	1
474	от них	3	1
475	комедии и	1	1
476	сюда же	1	1
477	были связаны	2	1
478	этом ряду	1	1
479	а следовательно	1	1
480	наконец в	1	1
481	все стороны	1	1
482	также в	3	1
483	имеет большое	1	1
484	бросается в	1	1
485	год и	5	1
486	же все	1	1
487	тот же	1	1
488	что он	1	1
489	мы увидим	8	1
490	его жизнь	1	1
491	очень много	1	1
492	их не	2	1
493	эти по	1	1
494	по этому	3	1
495	точка зрения	1	1
496	в эти	4	1
497	чаще всего	3	1
498	так что	2	1
499	в большинстве	2	1
500	случаях когда	1	1
501	что во	1	1
502	они могли	2	1
503	этому вопросу	2	1
504	из них	8	1
505	описывается как	2	1
506	смерти и	1	1
507	с совершенно	1	1
508	не связанных	1	1
509	событий но	1	1
510	него нет	1	1
511	привела к	1	1
512	мы можем	2	1
513	должны будем	1	1
514	тут же	2	1
515	на некоторые	1	1
516	ее на	1	1
517	которые как	1	1
518	были совершенно	1	1
519	говорит о	1	1
520	что им	1	1
521	то и	1	1
522	и своего	1	1
523	из быта	1	1
524	которых мы	1	1
525	и самый	1	1
526	не на	2	1
527	на весь	2	1
528	с которым	1	1
529	о чем	3	1
530	мы остановимся	1	1
531	и том	1	1
532	но есть	2	1
533	становится ясным	1	1
534	если не	1	1
535	себя на	1	1
536	уже давно	1	1
537	начиная с	3	1
538	смысл который	1	1
539	в иных	1	1
540	по своему	1	1
541	их то	1	1
542	оно сохраняет	1	1
543	в тех	4	1
544	друг с	1	1
545	и мотивы	1	1
546	и смерти	1	1
547	этого слова	3	1
548	о своих	1	1
549	между прочим	2	1
550	этим объясняется	1	1
551	же значение	1	1
552	содержанием и	1	1
553	на одной	1	1
554	тем и	2	1
555	которого они	1	1
556	в отдельных	1	1
557	но эти	3	1
558	от него	1	1
559	не более	1	1
560	на берегу	1	1
561	быть использованы	2	1
562	его к	2	1
563	этой же	1	1
564	с ними	5	1
565	слово в	1	1
566	этот вопрос	2	1
567	с ней	2	1
568	с греческим	1	1
569	является и	1	1
570	никаких сколько-нибудь	1	1
571	имеет существенного	1	1
572	значение они	1	1
573	для которой	1	1
574	процессия с	1	1
575	в своих	2	1
576	они их	2	1
