N	2gram	Bakhtin_Pr_1	Otkroven
118	не все	1	2
119	что и	5	2
120	достоевский прежде	2	2
121	что они	1	2
122	в истории	2	2
123	ивана и	1	2
124	как к	1	2
125	в своем	8	2
126	и нет	1	2
127	все же	5	2
128	героев достоевского	3	2
129	и к	4	2
130	в этот	2	2
131	и потому	3	2
132	и этим	2	2
133	в которой	4	2
134	что достоевский	3	2
135	он в	2	2
136	творчество достоевского	3	2
137	произведений достоевского	7	2
138	так что	1	2
139	уже в	5	2
140	в единстве	7	2
141	что для	2	2
142	одно из	1	2
143	же это	1	2
144	ведь это	2	2
145	так как	7	2
146	и никогда	1	2
147	тем что	3	2
148	его в	4	2
149	человека а	1	2
150	иваном карамазовым	1	2
151	достоевского с	7	2
152	сказать что	5	2
153	чем в	2	2
154	личности и	1	2
155	должно быть	1	2
156	него не	2	2
157	достоевским и	2	2
158	достоевского но	8	2
159	достоевского нет	3	2
160	том что	9	2
161	от человека	1	2
162	и против	1	2
163	не созерцает	1	2
164	к этому	2	2
165	что же	1	2
166	не могли	2	2
167	в человеческом	1	2
168	свобода и	1	2
169	можно ли	1	2
170	с которой	4	2
171	ничего кроме	1	2
172	романов достоевского	12	2
173	человека о	1	2
174	любовь к	1	2
175	и для	3	2
176	ничего не	6	2
177	и ивана	1	2
178	о достоевском	12	2
179	к ней	1	2
180	ничто не	1	2
181	не есть	1	2
182	жизни в	1	2
183	особенность достоевского	2	2
184	иван карамазов	1	2
185	в своей	11	2
186	что все	3	2
187	всего в	1	2
188	хотя и	1	2
189	ее в	1	2
190	все еще	1	2
191	но в	4	2
192	дмитрия и	1	2
193	смысле слова	1	1
194	и это	5	1
195	вихревое движение	2	1
196	и самое	2	1
197	отношения к	2	1
198	любви а	1	1
199	не показал	1	1
200	в обычном	2	1
201	например в	3	1
202	не делает	1	1
203	и действительно	1	1
204	людей в	1	1
205	него лишь	1	1
206	совершенно новый	1	1
207	на самом	4	1
208	характер и	1	1
209	него была	1	1
210	вовлекаются в	1	1
211	тем же	1	1
212	из самых	1	1
213	к другому	2	1
214	и до	1	1
215	должна быть	2	1
216	и больше	1	1
217	видеть в	1	1
218	природе своей	1	1
219	этот период	1	1
220	человека он	1	1
221	можно было	3	1
222	мышкиным и	1	1
223	из всех	1	1
224	есть не	2	1
225	по природе	1	1
226	в борьбе	1	1
227	он знает	3	1
228	нельзя найти	1	1
229	говорит достоевский	1	1
230	мы не	2	1
231	преступления и	1	1
232	по сравнению	1	1
233	в первый	1	1
234	достоевского нельзя	1	1
235	если бы	10	1
236	его романов	3	1
237	в сущности	5	1
238	находится в	1	1
239	жизни как	1	1
240	о нем	11	1
241	версилова или	1	1
242	его идеологии	1	1
243	вот тема	1	1
244	и был	3	1
245	в ней	1	1
246	была для	1	1
247	было до	1	1
248	и что	1	1
249	его жизни	1	1
250	дороги и	1	1
251	все его	1	1
252	жизни ни	1	1
253	раскольникова и	1	1
254	своих героев	3	1
255	достоевского всегда	1	1
256	самом деле	5	1
257	но не	8	1
258	мира по	1	1
259	то он	3	1
260	духа как	1	1
261	и положительное	1	1
262	и всякий	1	1
263	сравнению с	1	1
264	к творчеству	1	1
265	человека версилова	1	1
266	в новом	1	1
267	себе и	3	1
268	творчества достоевский	1	1
269	версилова к	1	1
270	говорит он	8	1
271	в форме	6	1
272	и достоевский	3	1
273	и можно	1	1
274	и чем	1	1
275	пределы и	1	1
276	все время	1	1
277	он создал	2	1
278	толстого и	2	1
279	которой в	1	1
280	он хотел	1	1
281	нет такой	1	1
282	достоевского совершенно	1	1
283	в одной	4	1
284	как в	6	1
285	друг к	1	1
286	по содержанию	1	1
287	что как	1	1
288	у толстого	2	1
289	как например	2	1
290	в частности	1	1
291	он что	1	1
292	один из	2	1
293	еще больше	1	1
294	возможности достоевский	1	1
295	сознания в	2	1
296	и как	8	1
297	речь о	1	1
298	ли он	2	1
299	проникнуть в	1	1
300	формы он	1	1
301	от этого	1	1
302	и свобода	1	1
303	и изображает	1	1
304	не идет	1	1
305	то в	1	1
306	за собой	1	1
307	с чертом	1	1
308	духа в	1	1
309	который в	1	1
310	по достоевскому	2	1
311	бы и	4	1
312	что это	1	1
313	есть их	1	1
314	не оставляет	1	1
315	других писателей	2	1
316	со всеми	1	1
317	к которой	1	1
318	одно время	1	1
319	путь которым	1	1
320	же и	1	1
321	с их	5	1
322	возможны лишь	1	1
323	только один	1	1
324	уже не	8	1
325	толстого не	1	1
326	было дано	1	1
327	романы и	1	1
328	ее как	2	1
329	в братьях	1	1
330	великих художников	1	1
331	а вовсе	1	1
332	что она	2	1
333	на этих	1	1
334	больше всего	1	1
335	после которого	1	1
336	до последней	1	1
337	и других	5	1
338	да и	2	1
339	у самого	2	1
340	из них	2	1
341	его и	1	1
342	достоевский так	1	1
343	единство в	1	1
344	мир в	2	1
345	был бы	5	1
346	он должен	1	1
347	есть та	1	1
348	к одному	1	1
349	в одном	9	1
350	месте и	1	1
351	все устойчивые	1	1
352	вовсе не	8	1
353	но достоевский	1	1
354	и сам	2	1
355	братьях карамазовых	1	1
356	его судьба	1	1
357	само по	2	1
358	достоевскому дано	1	1
359	из него	1	1
360	людей и	1	1
361	этом отношении	5	1
362	от того	2	1
363	творчеству достоевского	1	1
364	я бы	1	1
365	лишь один	1	1
366	в каждом	8	1
367	лишь для	1	1
368	ни был	1	1
369	же не	1	1
370	подпольного человека	1	1
371	в совершенно	2	1
372	и даже	3	1
373	со стороны	2	1
374	к другу	1	1
375	для художника	1	1
376	одном месте	1	1
377	уже сам	1	1
378	обычном смысле	1	1
379	как у	2	1
380	заключается в	2	1
381	есть без	1	1
382	делает в	1	1
383	подходит к	4	1
384	своеобразие достоевского	1	1
385	понял что	1	1
386	а именно	1	1
387	лица в	1	1
388	он ни	1	1
389	не совпадает	1	1
390	лишь на	2	1
391	приходит в	1	1
392	всякого человека	1	1
393	и наказания	1	1
394	в жизни	6	1
395	в положительных	1	1
396	кажется что	3	1
397	говорит о	1	1
398	жизни человека	1	1
399	и пр	1	1
400	притом не	1	1
401	в них	3	1
402	этого слова	2	1
403	достоевский и	2	1
404	а с	1	1
405	на этот	2	1
406	стремится к	1	1
407	и самый	1	1
408	их взаимоотношения	1	1
409	романы достоевского	3	1
410	особенности достоевского	1	1
411	всегда и	1	1
412	заключено в	1	1
413	не романы	1	1
414	он ходит	1	1
415	своей новой	1	1
416	ведет к	1	1
417	в пределы	1	1
418	в мире	7	1
419	и тогда	1	1
420	нисколько не	2	1
421	под влиянием	1	1
422	мира в	6	1
423	его характер	1	1
424	он и	5	1
425	в одно	1	1
426	мысль его	1	1
427	проникновения в	1	1
428	не так	1	1
429	места в	1	1
430	художественного творчества	2	1
431	и тут	1	1
432	каждый может	1	1
433	его как	5	1
434	эта тема	1	1
435	достоевский самый	1	1
436	сам и	1	1
437	достоевскому для	1	1
438	в котором	2	1
439	достоевский может	1	1
440	природы достоевский	1	1
441	что говорит	1	1
442	слишком много	1	1
443	он говорит	2	1
444	русской и	1	1
445	одном из	2	1
446	из романов	2	1
447	смысле этого	1	1
448	мир и	6	1
449	есть на	1	1
450	тех которые	1	1
451	как достоевский	3	1
452	в мир	3	1
453	что было	3	1
454	человеке а	1	1
455	всяком случае	3	1
456	и более	1	1
457	в конце	5	1
458	друг с	3	1
459	распадается на	1	1
460	а потому	2	1
461	его творчество	4	1
462	да ведь	2	1
463	в отношении	2	1
464	и здесь	3	1
465	но это	5	1
466	эта самостоятельность	1	1
467	на своем	1	1
468	но у	2	1
469	отличается от	2	1
470	она не	5	1
471	мысли в	2	1
472	противоречие и	1	1
473	дело в	1	1
474	одна из	2	1
475	в процессе	4	1
476	было не	1	1
477	этих романах	1	1
478	в нас	1	1
479	творчества достоевского	7	1
480	великого инквизитора	2	1
481	не существует	1	1
482	его творчества	7	1
483	раскольников и	2	1
484	в высшее	1	1
485	самой жизни	1	1
486	может служить	1	1
487	его природы	1	1
488	к одной	1	1
489	и весь	1	1
490	ее и	1	1
491	братья карамазовы	1	1
492	бы в	3	1
493	действительно в	1	1
494	для его	3	1
495	своих романах	1	1
496	с достоевским	1	1
497	он развивал	1	1
498	по своей	1	1
499	мира достоевский	3	1
500	свою мысль	1	1
501	вот что	2	1
502	достоевского можно	1	1
503	его он	1	1
504	достоевский в	7	1
505	в сознании	2	1
506	он подошел	1	1
507	оказывается у	1	1
508	внутренней жизни	1	1
509	не жизнь	1	1
510	отношении к	2	1
511	как будто	3	1
512	своего творчества	1	1
513	достоевским в	1	1
514	но есть	1	1
515	не потому	2	1
516	с другом	3	1
517	у нас	1	1
518	петербурга и	1	1
519	среди них	1	1
520	была бы	2	1
521	от всех	1	1
522	совершенно не	1	1
523	к его	1	1
524	жизни а	2	1
525	был человек	1	1
526	и заключается	1	1
527	ко всему	1	1
528	чтобы сделать	1	1
529	уже отмечали	1	1
530	и всех	1	1
531	всего художник	1	1
532	людей но	1	1
533	огромное значение	1	1
534	ставрогина и	1	1
535	его с	1	1
536	в голову	1	1
537	жизни и	6	1
538	будто бы	1	1
539	в достоевском	1	1
540	всего что	1	1
541	бы он	1	1
542	достоевский как	2	1
543	во всяком	4	1
544	они и	1	1
545	ведется рассказ	1	1
546	быть назван	1	1
