N	2gram	Vinokur_St_2	FransuaR
626	введенных в	1	1
627	бы в	1	1
628	еще более	4	1
629	и как	2	1
630	будто бы	1	1
631	течение почти	1	1
632	в стихах	1	1
633	но оно	1	1
634	к самому	1	1
635	достигший своего	1	1
636	с ними	1	1
637	довольно сильны	1	1
638	была создана	1	1
639	в свою	1	1
640	является и	1	1
641	отношению к	1	1
642	ко времени	2	1
643	на своем	1	1
644	на это	2	1
645	эти слова	2	1
646	к этому	4	1
