N	2gram	Nazirov_Tv_2	Problema
310	которую она	1	1
311	если в	1	1
312	искусство в	1	1
313	него с	1	1
314	дается еще	1	1
315	или иное	1	1
316	во что	2	1
317	с восхищением	1	1
318	о необходимости	1	1
319	человеческой личности	2	1
320	с этим	1	1
321	этой стороны	1	1
322	это был	3	1
323	перед нами	1	1
324	и наконец	2	1
325	и превращается	1	1
326	его к	1	1
327	в этот	2	1
328	то в	1	1
329	поэтому он	1	1
330	для которого	2	1
331	он дал	1	1
332	из жизни	2	1
333	автор в	1	1
334	что это	1	1
335	чуть ли	1	1
336	очень важно	1	1
337	из этих	1	1
338	его а	1	1
339	или великий	1	1
340	у а	1	1
341	и если	2	1
342	что она	4	1
343	главным образом	1	1
344	он ни	1	1
345	т д	11	1
346	после этого	1	1
347	от которого	1	1
348	поскольку он	1	1
349	у древних	1	1
350	эта последняя	1	1
351	же это	1	1
352	сердце и	2	1
353	и вот	1	1
354	свои собственные	1	1
355	содержит в	1	1
356	не могли	2	1
357	и по	2	1
358	в образе	3	1
359	так например	3	1
360	спрашивается что	1	1
361	за свою	1	1
362	то чтобы	1	1
363	не считать	2	1
364	об этой	1	1
365	а по	1	1
366	г в	1	1
367	или наконец	2	1
368	входит в	1	1
369	образом если	1	1
370	должен был	1	1
371	но лишь	1	1
372	восходят к	1	1
373	такой же	2	1
374	при виде	2	1
375	для своих	1	1
376	их на	1	1
377	себе я	1	1
378	меняется и	1	1
379	мы как	1	1
380	не выдерживает	2	1
381	жизни или	1	1
382	в такой	2	1
383	всему миру	2	1
384	древних греков	1	1
385	самого в	1	1
386	не столько	2	1
387	еще с	1	1
388	говорил о	1	1
389	первым и	1	1
390	своего рода	3	1
391	что я	2	1
392	в трудах	1	1
393	том чтобы	1	1
394	под псевдонимом	1	1
395	все это	6	1
396	их в	2	1
397	где нет	2	1
398	в устах	2	1
399	возвращается к	1	1
400	даже в	1	1
401	нас к	1	1
402	тому что	1	1
403	о будущем	1	1
404	вплоть до	1	1
405	дня и	1	1
406	тем самым	4	1
407	xviii века	2	1
408	самого начала	1	1
409	хотелось бы	1	1
410	не имеет	1	1
411	в xx	1	1
412	ему это	1	1
413	противоречии с	1	1
414	на свадьбе	1	1
415	и имеет	1	1
416	чем не	1	1
417	себе самом	1	1
418	он с	1	1
419	в день	1	1
420	у этого	1	1
421	же время	7	1
422	это сделать	1	1
423	к античной	1	1
424	к ней	1	1
425	как она	1	1
426	поэт и	1	1
427	вот что	1	1
428	со своим	1	1
429	то этот	1	1
430	бога и	1	1
431	рабов и	1	1
432	в подобном	1	1
433	а мы	1	1
434	мифов и	1	1
435	ни о	1	1
436	представляется нам	1	1
437	в городе	1	1
438	к себе	1	1
439	и должно	1	1
440	героев и	1	1
441	как только	1	1
442	восходе солнца	1	1
443	на кресте	1	1
444	в душе	4	1
445	его с	1	1
446	той или	1	1
447	на это	1	1
448	она не	1	1
449	в наше	2	1
450	и это	3	1
451	к действию	1	1
452	смысле что	1	1
453	меня в	1	1
454	трагедию в	1	1
455	на другой	1	1
456	на основе	1	1
457	ночь у	2	1
458	и мало	1	1
459	человеческой истории	1	1
460	то или	1	1
461	что само	1	1
462	с самого	1	1
463	был за	1	1
464	это для	1	1
465	значение в	1	1
466	вспомнить о	1	1
467	он сначала	1	1
468	здесь он	1	1
469	на восходе	1	1
470	что никогда	1	1
471	мог бы	1	1
472	к самой	1	1
473	чем у	1	1
474	когда в	1	1
475	том как	1	1
476	веры в	1	1
477	но у	4	1
478	рассматриваться в	1	1
479	поэтому в	1	1
480	со стороны	1	1
481	только потому	1	1
482	люди его	1	1
483	сводится к	2	1
484	с полным	2	1
485	и здесь	1	1
486	в работе	1	1
487	не приходит	1	1
488	почему же	1	1
489	утверждает что	1	1
490	мы понимаем	1	1
491	можно читать	1	1
492	восходит к	2	1
493	человек был	1	1
494	этот момент	1	1
495	нуждается в	1	1
496	он против	1	1
497	учения в	1	1
498	не зная	1	1
499	в италии	1	1
500	то все	1	1
501	этого героя	1	1
502	что всегда	1	1
503	понимание этого	1	1
504	одной из	3	1
505	этот вопрос	3	1
506	цивилизации в	1	1
507	даже если	1	1
508	наше время	2	1
509	в обществе	1	1
510	этот факт	2	1
511	в большинстве	1	1
512	больше не	1	1
513	в поэзии	1	1
514	возрождается в	1	1
515	на этих	1	1
516	слова не	1	1
517	здесь же	1	1
518	рассказывает о	3	1
519	по выражению	1	1
520	и других	2	1
521	что для	1	1
522	она действительно	1	1
523	прикасается к	1	1
524	был бы	1	1
525	человечества на	1	1
526	в диалоге	1	1
527	говорит ему	1	1
528	тому же	2	1
529	не о	1	1
530	как его	1	1
531	бытия и	1	1
532	противоречит тому	1	1
533	нет и	2	1
534	или иной	1	1
535	даже не	1	1
536	о своей	1	1
537	как у	3	1
538	к которым	1	1
539	в предисловии	1	1
540	души и	1	1
541	и др	3	1
542	его из	1	1
543	колебания в	1	1
544	ничего общего	1	1
545	превращается в	3	1
546	не было	2	1
547	в рассказе	3	1
548	нем и	1	1
549	зависит от	2	1
550	в ту	2	1
551	человек в	1	1
552	как видно	1	1
553	когда же	1	1
554	приходит в	1	1
555	действия в	1	1
556	христос в	1	1
557	нет никаких	1	1
558	на фоне	1	1
559	и она	1	1
560	от страха	1	1
561	и а	1	1
562	роль но	1	1
563	и потому	4	1
564	как это	1	1
565	xix века	7	1
566	для искусства	1	1
567	предисловии к	1	1
568	аргументов против	1	1
569	могут быть	2	1
570	в литературе	2	1
571	думается что	2	1
572	из этой	2	1
573	считал что	1	1
574	я с	1	1
575	н а	1	1
576	на свете	1	1
577	том смысле	1	1
578	но это	5	1
579	ничего кроме	1	1
580	числе и	1	1
581	однако не	1	1
582	которые были	1	1
583	под влиянием	1	1
584	году издал	1	1
585	с большой	1	1
586	она ни	1	1
587	любовь к	1	1
588	г а	3	1
589	перед собой	1	1
590	и от	4	1
591	и человек	1	1
592	представляется что	1	1
593	его несовершенство	1	1
594	что оно	1	1
595	а все	1	1
596	в силах	2	1
597	об этих	1	1
598	от него	1	1
599	польский писатель	1	1
600	или нет	1	1
601	не должен	1	1
602	но зато	3	1
603	он страдал	2	1
604	в г	1	1
605	дана в	1	1
606	это человек	1	1
607	страсть к	1	1
608	и борьбе	1	1
609	людей при	1	1
610	упоминаний о	1	1
611	с ними	2	1
612	а о	1	1
613	это все	2	1
614	в романе	15	1
615	героя и	2	1
616	с ней	1	1
617	от своего	1	1
618	только как	1	1
619	выражает то	1	1
620	что угодно	1	1
621	но когда	1	1
622	человек это	1	1
623	огромное значение	1	1
624	таким же	1	1
625	в голову	1	1
626	а я	2	1
627	того или	1	1
628	в искусстве	2	1
629	создать образ	1	1
630	в своих	3	1
631	по причине	2	1
632	и вновь	1	1
