N	2gram	Kanaev_Sov_1	Narrotol
376	в предыдущей	1	1
377	по аналогии	1	1
378	так как	4	1
379	жизни мы	2	1
380	от его	1	1
381	достаточно для	1	1
382	нам только	1	1
383	к одному	1	1
384	но это	1	1
385	но ведь	1	1
386	на которых	1	1
