N	2gram	Medvedev_F_3	Analitik
260	к предмету	1	2
261	не есть	4	2
262	или ином	1	2
263	все эти	6	1
264	и из	2	1
265	что о	1	1
266	отвлечься от	1	1
267	которые могут	1	1
268	может и	3	1
269	все они	1	1
270	с сюжетом	1	1
271	в отдельности	1	1
272	из одного	2	1
273	всех сторон	2	1
274	и здесь	1	1
275	а другой	1	1
276	то его	2	1
277	исходя из	1	1
278	а о	1	1
279	для нас	3	1
280	не доказывает	1	1
281	одно и	1	1
282	вся первая	1	1
283	если они	2	1
284	же нам	1	1
285	входит в	8	1
286	единство всех	1	1
287	в художественной	2	1
288	тех же	1	1
289	материала в	5	1
290	за исключением	1	1
291	одни и	3	1
292	в литературе	6	1
293	в стихах	2	1
294	в каждый	1	1
295	в первую	1	1
296	на человека	1	1
297	в разных	1	1
298	даже не	1	1
299	отличается от	2	1
300	данном контексте	1	1
301	здесь и	6	1
302	же в	1	1
303	формы высказывания	1	1
304	всех этих	2	1
305	не к	1	1
306	сходятся все	1	1
307	еще и	1	1
308	для всего	1	1
309	и ее	6	1
310	в жизни	11	1
311	но при	2	1
312	система мотивов	1	1
313	в связи	4	1
314	есть не	1	1
315	распространяется на	1	1
316	определенным образом	1	1
317	зависит от	1	1
318	и тот	1	1
319	на ее	4	1
320	чем объясняется	1	1
321	точнее как	1	1
322	одним и	2	1
323	то он	3	1
324	эпизодов и	1	1
325	смысл высказывания	1	1
326	без исключения	5	1
327	людей не	1	1
328	в какой	3	1
329	это рассуждение	1	1
330	в нем	15	1
331	социальной группы	2	1
332	облекается в	1	1
333	быть только	2	1
334	но мы	1	1
335	независимо от	5	1
336	его и	3	1
337	это в	1	1
338	хотя бы	6	1
339	бы не	2	1
340	на место	1	1
341	произведения его	2	1
342	времени не	1	1
343	таков например	1	1
344	оказывается и	1	1
345	нисколько не	2	1
346	внутреннюю речь	1	1
347	то и	1	1
348	от него	2	1
349	друг с	1	1
350	при условии	1	1
351	его индивидуальную	1	1
352	его конструктивные	1	1
353	только то	3	1
354	и взаимодействия	1	1
355	и те	4	1
356	в художественном	5	1
357	только его	1	1
358	об этом	1	1
359	бы и	3	1
360	убедиться в	1	1
361	как его	9	1
362	более того	6	1
363	тем как	1	1
364	художественной организации	1	1
365	к самому	2	1
366	слов и	4	1
367	меня не	1	1
368	на жизнь	2	1
369	стороны и	2	1
370	до известной	2	1
371	же имеет	1	1
372	совсем не	5	1
373	нуждается в	3	1
374	отношения между	2	1
375	объективную данность	2	1
376	и сюжет	2	1
377	что же	5	1
378	места и	1	1
379	путь к	1	1
380	но только	1	1
381	определить как	1	1
382	к понятию	1	1
383	в ее	4	1
384	один и	1	1
385	в иную	1	1
386	и тогда	2	1
387	с этой	1	1
388	реагирует на	1	1
389	с другом	1	1
390	совершенно не	7	1
391	потому что	7	1
392	художественном восприятии	1	1
393	совершенно случайным	1	1
394	дело с	3	1
395	в начале	1	1
396	и т	11	1
397	в ином	1	1
398	что ни	2	1
399	дело и	1	1
400	и более	3	1
401	сами по	2	1
402	на этих	1	1
403	и обозначает	1	1
404	установкой на	2	1
405	состоит из	1	1
406	но если	2	1
407	событие самого	1	1
408	только к	1	1
409	и сами	2	1
410	это не	3	1
411	для данного	4	1
412	жизнь и	3	1
413	переход от	1	1
414	этом достаточно	1	1
415	оно становится	2	1
416	в данный	1	1
417	за его	1	1
418	с установкой	2	1
419	эту особенность	1	1
420	границы между	1	1
421	из одних	1	1
422	и писать	1	1
423	что этот	2	1
424	где в	1	1
425	сама по	1	1
426	мало существенны	1	1
427	виду что	2	1
428	всегда и	1	1
429	в конкретное	1	1
430	противном случае	1	1
431	евгения онегина	1	1
432	такой степени	1	1
433	героя и	2	1
434	в разбираемом	1	1
435	со всех	1	1
436	человека с	1	1
437	из этих	2	1
438	дистанция между	1	1
439	из этого	4	1
440	ее в	3	1
441	имеется еще	2	1
442	тогда когда	4	1
443	у нас	3	1
444	что его	1	1
445	смысла как	1	1
446	и действительное	1	1
447	ни одна	1	1
448	тот же	1	1
449	одного сознания	1	1
450	мы должны	2	1
451	для уяснения	1	1
452	как он	2	1
453	и внутреннее	1	1
454	в отношении	2	1
455	в противном	1	1
456	и о	1	1
457	мы ощущаем	1	1
458	да и	4	1
459	другой как	1	1
460	следующим образом	1	1
461	и нисколько	1	1
462	в романе	4	1
463	не должна	1	1
464	во все	1	1
465	как она	1	1
466	ни в	8	1
467	в событие	1	1
468	взятое в	1	1
469	в литературоведении	1	1
470	и потому	5	1
471	сливаются в	3	1
472	новеллы о	1	1
473	а и	3	1
474	в специальном	1	1
475	данный момент	2	1
476	в первом	1	1
477	различных моментов	1	1
478	со своей	1	1
479	действительности и	6	1
480	из виду	2	1
481	высказывания а	1	1
482	вопроса о	1	1
483	отношении к	1	1
484	же и	4	1
485	очевидно что	2	1
486	не совпадает	1	1
487	этом фоне	2	1
488	в них	3	1
489	со слушателями	1	1
490	в виду	3	1
491	но оно	2	1
492	одна из	2	1
493	и всей	1	1
494	слова в	1	1
495	и понимает	1	1
496	мы уже	3	1
497	с более	1	1
498	и тех	2	1
499	произведения а	1	1
500	но даже	1	1
501	что такой	1	1
502	внутренняя форма	1	1
503	с каким-то	1	1
504	мере в	1	1
505	к другому	2	1
506	том же	1	1
507	так сказать	5	1
508	значение в	1	1
509	или с	1	1
510	в такой	2	1
511	о нем	3	1
512	на периферию	1	1
513	тому что	3	1
514	является по	1	1
515	вне своего	1	1
516	не забывает	1	1
517	место и	1	1
518	который как	1	1
519	слова и	4	1
520	такой же	2	1
521	если он	1	1
522	случае с	2	1
523	в полной	2	1
524	целого ряда	1	1
525	мы видим	1	1
526	оставаться за	1	1
527	не совпадают	1	1
528	и что	3	1
529	как известно	1	1
530	поэтому в	2	1
531	художественное целое	1	1
532	как у	1	1
533	из того	1	1
534	форму в	1	1
535	слова их	1	1
536	не как	2	1
537	но ведь	4	1
538	оно ни	1	1
539	от них	1	1
540	не тот	1	1
541	однако в	2	1
542	но отнюдь	1	1
543	известной степени	2	1
544	с его	2	1
545	если же	5	1
546	время и	1	1
547	за ним	1	1
548	и другой	1	1
549	высказывания с	1	1
550	только для	1	1
551	его не	1	1
552	и эти	1	1
553	слова как	2	1
554	в основном	2	1
555	продолжает жить	2	1
556	связи с	5	1
557	одних и	1	1
558	самом деле	16	1
559	таким же	2	1
560	произведения но	4	1
561	бы уже	1	1
562	который в	1	1
563	и помимо	1	1
564	раз и	3	1
565	жизни так	1	1
566	пути и	1	1
567	тем же	7	1
568	или иначе	1	1
569	этой точки	1	1
570	интонаций в	2	1
571	же слова	2	1
572	с другим	1	1
573	так или	1	1
574	не даны	1	1
575	органическое единство	2	1
576	суде в	1	1
577	настоящего времени	1	1
578	речи то	1	1
579	и речи	2	1
580	неотделима от	1	1
581	в принципе	1	1
582	произведения искусства	1	1
583	не является	5	1
584	уже в	4	1
585	в каждом	5	1
586	мира в	1	1
587	слово в	2	1
588	себе и	1	1
589	так как	9	1
590	что при	1	1
591	на речь	1	1
592	еще один	1	1
593	человека в	2	1
594	видение и	3	1
595	служит для	1	1
596	и как	4	1
597	ни к	1	1
598	же самое	3	1
599	к одному	1	1
600	и по	1	1
601	в литературном	1	1
602	бы от	1	1
603	с первым	1	1
604	но это	2	1
605	начала и	1	1
606	и при	1	1
