N	2gram	Bakhtin_Pr_1	Mirosoze
158	себя и	2	3
159	не существует	1	3
160	если бы	9	3
161	с ним	5	3
162	и перед	2	3
163	о том	1	3
164	самого достоевского	6	3
165	и во	2	3
166	что они	1	3
167	к которой	1	3
168	в том	8	3
169	только в	10	3
170	не так	1	3
171	творчестве достоевского	5	3
172	но достоевский	1	3
173	и никогда	1	3
174	тем что	4	3
175	от того	4	3
176	до сих	2	3
177	к которому	1	3
178	не раскрывает	1	3
179	в творчестве	5	3
180	не знал	1	3
181	тех которые	1	3
182	и нет	2	3
183	сих пор	2	3
184	и от	2	3
185	лишь как	7	3
186	отношении к	3	3
187	сказать что	3	3
188	есть и	2	3
189	в своих	3	3
190	и человек	2	3
191	отношения к	3	2
192	в обычном	2	2
193	от этой	1	2
194	достоевского в	12	2
195	поэтому он	1	2
196	лишь одна	1	2
197	с таким	1	2
198	и за	1	2
199	его не	1	2
200	идеей и	1	2
201	из подполья	10	2
202	достоевского нельзя	1	2
203	который был	1	2
204	только это	1	2
205	же что	5	2
206	во всех	1	2
207	то он	2	2
208	по отношению	8	2
209	себе и	3	2
210	под его	1	2
211	как к	3	2
212	хотя и	1	2
213	в действительности	1	2
214	от этого	1	2
215	то в	1	2
216	и этим	3	2
217	духа в	1	2
218	в которой	2	2
219	по достоевскому	3	2
220	момент его	2	2
221	достоевского а	1	2
222	но на	1	2
223	замыкается в	2	2
224	и если	1	2
225	на его	2	2
226	на этом	1	2
227	образа и	1	2
228	лишь в	1	2
229	то все	1	2
230	достоевского и	7	2
231	не всегда	1	2
232	чем в	2	2
233	должно быть	4	2
234	достоевского нет	3	2
235	самого последнего	1	2
236	как раскольников	1	2
237	точки зрения	19	2
238	ее в	1	2
239	место в	1	2
240	то перед	2	2
241	личное начало	1	2
242	мир и	5	2
243	но эта	4	2
244	ему как	1	2
245	быть лишь	1	2
246	правда в	2	2
247	не овладевает	2	2
248	него была	1	2
249	ничего не	5	2
250	жизни не	2	2
251	связи с	2	2
252	было не	1	2
253	как будто	3	2
254	в основе	4	2
255	и социального	1	2
256	к себе	2	2
257	нет ни	2	2
258	оно не	3	2
259	быть назван	1	2
260	людей в	1	2
261	самим собою	2	2
262	его любовь	1	2
263	человека он	1	2
264	можно было	2	2
265	своего образа	1	2
266	по себе	8	2
267	вот почему	1	2
268	и та	1	2
269	и что	2	2
270	в сущности	5	2
271	к нему	6	2
272	свобода и	1	2
273	не надо	1	2
274	все время	2	2
275	такой человек	1	2
276	подобно тому	3	2
277	но с	3	2
278	мы видим	2	2
279	тот же	2	2
280	направлена на	1	2
281	мы увидим	1	2
282	и свобода	1	2
283	бы его	1	2
284	а лишь	2	2
285	между тем	5	2
286	старец зосима	1	2
287	герои достоевского	3	2
288	так что	2	2
289	же и	2	2
290	со своим	2	2
291	уже в	3	2
292	ни одного	2	2
293	друг за	1	2
294	него и	1	2
295	и других	1	2
296	себе в	1	2
297	не о	2	2
298	противоречии с	1	2
299	лишь один	2	2
300	были бы	4	2
301	е в	2	2
302	как у	1	2
303	всякого человека	1	2
304	подполья и	2	2
305	что не	1	2
306	и люди	1	2
307	превращается в	4	2
308	личности в	4	2
309	личности и	1	2
310	достоевским и	2	2
311	перейти в	1	2
312	в человеке	3	2
313	к своему	1	2
314	что за	1	2
315	такого рода	1	2
316	тому как	3	2
317	что же	4	2
318	понял что	1	2
319	другого человека	4	2
320	последний день	2	2
321	всякий человек	1	2
322	ничего кроме	1	2
323	в более	1	2
324	все внешнее	1	2
325	сознания и	5	2
326	его с	1	2
327	человек и	2	2
328	ее и	1	2
329	и самое	3	2
330	бы в	3	2
331	быть и	1	2
332	а в	7	2
333	к самому	1	2
334	жизни а	2	2
335	отношению к	8	2
336	и эта	1	2
337	героя лишь	1	1
338	лишь из	1	1
339	самом деле	6	1
340	он может	3	1
341	с идеей	4	1
342	из самых	1	1
343	с изображением	1	1
344	человека достоевский	1	1
345	должна быть	5	1
346	почвы и	3	1
347	со своей	1	1
348	он знает	3	1
349	мы не	1	1
350	выбора и	1	1
351	не была	1	1
352	и над	1	1
353	на практике	1	1
354	и ее	2	1
355	одного или	1	1
356	по замыслу	1	1
357	степени как	1	1
358	на мир	6	1
359	он остается	1	1
360	достоевского был	2	1
361	или наташи	1	1
362	тем как	4	1
363	а следовательно	1	1
364	не оставляет	1	1
365	внешней среды	1	1
366	себе он	1	1
367	есть своя	1	1
368	сознания не	4	1
369	не все	1	1
370	царство царство	1	1
371	нет и	1	1
372	в свои	1	1
373	за пределы	7	1
374	сама по	1	1
375	которые не	1	1
376	с этим	2	1
377	мира в	5	1
378	своем творчестве	1	1
379	романах достоевского	5	1
380	оформления в	1	1
381	сознания в	1	1
382	могли бы	2	1
383	и как	7	1
384	раскольникова ставрогина	1	1
385	его к	2	1
386	был таким	1	1
387	в материал	1	1
388	он мыслится	1	1
389	лежит на	1	1
390	его творений	1	1
391	отказывается от	1	1
392	ни один	3	1
393	в целом	6	1
394	что достоевский	1	1
395	формы в	1	1
396	все эти	9	1
397	правильного сознания	1	1
398	ее как	3	1
399	человека ибо	1	1
400	чем его	1	1
401	мира но	2	1
402	иван и	2	1
403	в первых	1	1
404	на западе	2	1
405	все те	2	1
406	перестает быть	4	1
407	по ту	2	1
408	он должен	1	1
409	есть та	1	1
410	в последний	2	1
411	у толстого	2	1
412	не могли	1	1
413	в плане	5	1
414	как момент	1	1
415	но все	5	1
416	была основная	1	1
417	в вечности	1	1
418	же не	2	1
419	не образ	2	1
420	сознание и	5	1
421	в другом	1	1
422	мире не	1	1
423	об этом	1	1
424	раскольников и	2	1
425	их и	1	1
426	и менее	1	1
427	входит в	7	1
428	за собою	2	1
429	его личности	1	1
430	а без	1	1
431	построен так	1	1
432	образа она	1	1
433	мира иного	1	1
434	было бы	5	1
435	он есть	4	1
436	к миру	1	1
437	начала и	2	1
438	его ум	1	1
439	так называемого	1	1
440	она и	1	1
441	его образа	3	1
442	духа вообще	1	1
443	и уже	2	1
444	в чистом	1	1
445	она неизбежно	1	1
446	достоевский говорит	2	1
447	потому и	1	1
448	данте и	2	1
449	достоевского было	3	1
450	остается в	1	1
451	на себя	2	1
452	достоевского но	6	1
453	и становится	1	1
454	которую он	1	1
455	переносится в	1	1
456	но если	1	1
457	от своего	1	1
458	сознания но	2	1
459	можно найти	1	1
460	замыслу достоевского	1	1
461	эта тема	1	1
462	в котором	2	1
463	с точки	13	1
464	идеи но	2	1
465	к одному	1	1
466	в другое	1	1
467	себе а	1	1
468	в которых	2	1
469	жизни с	1	1
470	духа поэтому	1	1
471	своего рода	1	1
472	признать что	1	1
473	должны были	1	1
474	ее он	2	1
475	значение для	1	1
476	одном из	1	1
477	него не	2	1
478	не превращает	1	1
479	как достоевский	2	1
480	имеет смысл	1	1
481	их в	4	1
482	путь его	1	1
483	потому они	1	1
484	но они	2	1
485	его нет	1	1
486	человека но	2	1
487	которой должен	1	1
488	к этим	2	1
489	и форм	1	1
490	личности от	1	1
491	и именно	1	1
492	же его	1	1
493	та или	1	1
494	земли в	1	1
495	следовательно и	2	1
496	и весь	1	1
497	или как	5	1
498	или иная	1	1
499	ту сторону	2	1
500	есть то	3	1
501	своих романах	1	1
502	наоборот он	1	1
503	одного духа	1	1
504	духа а	1	1
505	ибо все	1	1
506	был так	1	1
507	собственной личности	1	1
508	в сознании	2	1
509	находит себе	1	1
510	слова о	1	1
511	уже и	2	1
512	него но	1	1
513	не потому	2	1
514	записок из	2	1
515	в момент	1	1
516	не могут	6	1
517	ее на	1	1
518	своей книге	1	1
519	лежит в	1	1
520	бы он	2	1
521	сам был	2	1
522	отличается от	3	1
523	это свое	1	1
524	может менее	1	1
525	для такого	1	1
526	воля к	2	1
527	мысли о	1	1
528	как человек	1	1
529	осуществляется эта	1	1
530	по сравнению	1	1
531	все еще	1	1
532	достоевского достоевский	1	1
533	в вечность	2	1
534	для себя	2	1
535	как не	8	1
536	в ее	1	1
537	его художественного	3	1
538	говорит об	1	1
539	же идея	1	1
540	в пределах	13	1
541	и хоть	1	1
542	приводит к	3	1
543	роль в	1	1
544	переживает кризис	1	1
545	дано в	3	1
546	сама идея	1	1
547	как с	1	1
548	и сам	2	1
549	по природе	1	1
550	в борьбе	1	1
551	его героев	6	1
552	которая была	1	1
553	нельзя найти	1	1
554	она была	1	1
555	мира и	7	1
556	но у	4	1
557	целом мире	1	1
558	мысль не	3	1
559	оценок и	1	1
560	была идея	2	1
561	находится в	2	1
562	голос самого	2	1
563	вот это	1	1
564	сознание не	1	1
565	именно потому	2	1
566	в самой	6	1
567	на вопрос	2	1
568	достоевского все	1	1
569	дает никакой	1	1
570	что такой	1	1
571	до известной	1	1
572	достоевского он	2	1
573	все в	3	1
574	это в	1	1
575	во втором	1	1
576	показывает как	1	1
577	и только	1	1
578	тотчас же	1	1
579	достоевского это	1	1
580	наконец в	2	1
581	нем и	1	1
582	последних пределов	1	1
583	к концу	1	1
584	ну и	1	1
585	способна на	1	1
586	ли он	1	1
587	в какой	1	1
588	так всегда	1	1
589	как другое	1	1
590	сознание в	3	1
591	соня мармеладова	1	1
592	поэтому она	1	1
593	с какой-то	1	1
594	это очень	1	1
595	к свободе	1	1
596	внешних условий	1	1
597	бы ни	1	1
598	в уста	3	1
599	не то	1	1
600	его жизнь	2	1
601	к идее	2	1
602	идеи в	9	1
603	и у	3	1
604	в противоречии	1	1
605	и чисто	1	1
606	другу как	1	1
607	не из	3	1
608	достоевском нельзя	1	1
609	не дает	3	1
610	достоевский во	1	1
611	но есть	1	1
612	его и	2	1
613	это отрицание	1	1
614	мир в	3	1
615	был бы	6	1
616	искать в	2	1
617	а потому	2	1
618	постановка проблемы	1	1
619	не находит	1	1
620	выход за	1	1
621	в пространстве	3	1
622	самосознания в	5	1
623	для них	1	1
624	идея у	1	1
625	но что	1	1
626	дело и	1	1
627	бытия и	1	1
628	из нее	1	1
629	целиком в	1	1
630	тезис достоевского	1	1
631	этом отношении	3	1
632	и всякий	1	1
633	бы это	1	1
634	лишь для	1	1
635	котором в	1	1
636	как можно	2	1
637	этого пути	1	1
638	подпольного человека	1	1
639	но потому	2	1
640	обычном смысле	1	1
641	с другой	3	1
642	хоть и	3	1
643	лишь те	1	1
644	делает в	1	1
645	знал бы	1	1
646	и быть	1	1
647	во второй	1	1
648	а с	1	1
649	он считал	1	1
650	действие романа	2	1
651	к более	2	1
652	личности не	1	1
653	перед тем	1	1
654	идея не	1	1
655	достоевского с	3	1
656	дух и	1	1
657	от всех	1	1
658	знает только	1	1
659	представляется нам	2	1
660	он принимает	1	1
661	материал и	3	1
662	ни на	1	1
663	на самом	5	1
664	независимо от	1	1
665	ним как	1	1
666	в изображении	2	1
667	сравнению с	1	1
668	в романах	7	1
669	в той	2	1
670	он становится	1	1
671	слова он	1	1
672	что весь	1	1
673	это за	1	1
674	о человеке	1	1
675	у ивана	1	1
676	него есть	1	1
677	правде правда	1	1
678	чтобы сделать	1	1
679	толстого в	1	1
680	мира с	1	1
681	про себя	1	1
682	этого слова	1	1
683	с этой	2	1
684	есть правда	1	1
685	этот не	1	1
686	я сам	1	1
687	будет и	1	1
688	все это	6	1
689	я ты	1	1
690	которые были	2	1
691	во мне	1	1
692	достоевский как	1	1
693	не достигает	1	1
694	идей или	1	1
695	он по	1	1
696	сознания что	1	1
697	как теперь	1	1
698	о достоевском	7	1
699	конце концов	5	1
700	мы должны	3	1
701	более всего	1	1
702	только что	1	1
703	все они	1	1
704	но сколько	1	1
705	нет свободы	1	1
706	этим он	1	1
707	не допускает	1	1
708	самостоятельную жизнь	1	1
709	а о	1	1
710	в какие	1	1
711	на их	1	1
712	между ними	2	1
713	с ней	1	1
714	ценность личности	1	1
715	пределы своего	1	1
716	была бы	3	1
717	остается как	1	1
718	идея в	1	1
719	все исторические	1	1
720	что действие	1	1
721	сам в	1	1
722	на своем	1	1
723	ставрогина и	1	1
724	и смердяков	1	1
725	души все	1	1
726	нет этой	1	1
727	но эти	2	1
728	к этой	1	1
729	обладают лишь	1	1
730	дмитрия и	1	1
731	к этому	1	1
732	как на	3	1
