N	2gram	Vinokur_St_2	DiskursI
219	предполагать что	1	1
220	в чем	1	1
221	автора есть	1	1
222	характер и	1	1
223	в ее	2	1
224	сохраняет и	1	1
225	о смерти	1	1
226	точка зрения	1	1
227	не то	3	1
228	в сторону	1	1
229	ответ на	1	1
230	которая не	1	1
231	героиня и	1	1
232	произведение не	1	1
233	не просто	1	1
234	за пределы	1	1
235	в истории	2	1
236	мере в	2	1
237	в одной	2	1
238	для русской	1	1
239	вот как	1	1
240	для поэтической	1	1
241	хотя и	4	1
242	к числу	1	1
243	в самом	7	1
244	в которой	11	1
245	поэтому и	1	1
246	так в	1	1
247	раз в	2	1
248	им в	1	1
249	говорят о	1	1
250	о возможности	1	1
251	как у	3	1
252	того при	1	1
253	к выводу	1	1
254	не имеют	1	1
255	но именно	1	1
256	и именно	3	1
257	одному из	1	1
258	пушкина и	9	1
259	и еще	1	1
260	к одному	1	1
261	не как	1	1
262	разговора с	1	1
263	характерное для	1	1
264	его от	1	1
265	на этом	1	1
266	человек с	1	1
267	с этой	2	1
268	таким образом	10	1
269	значительной степени	2	1
270	что является	1	1
271	то ни	2	1
272	различие между	1	1
273	об этом	6	1
274	о русском	1	1
275	пути от	1	1
276	не совпадает	1	1
277	форму и	1	1
278	лишь на	1	1
279	не соответствует	1	1
280	еще одно	1	1
281	с семеном	1	1
282	жизни то	1	1
283	несмотря на	2	1
284	она была	1	1
285	которую он	2	1
286	как произведение	2	1
287	и той	1	1
288	тем не	2	1
289	выражение под	1	1
290	и более	2	1
291	том же	2	1
292	что этот	2	1
293	при всех	1	1
294	вплоть до	1	1
295	но они	2	1
296	в таких	1	1
297	она не	1	1
298	виду что	1	1
299	с теми	1	1
300	самого начала	3	1
301	мысли в	1	1
302	дело не	2	1
303	одна из	1	1
304	или другие	1	1
305	первая часть	1	1
306	на него	1	1
307	в процессе	2	1
308	xix века	3	1
309	в историческую	2	1
310	которого он	1	1
311	о них	1	1
312	и всегда	2	1
313	на отношения	1	1
314	ничего не	4	1
315	в москву	1	1
316	из другой	1	1
317	не вполне	1	1
318	того как	7	1
319	году как	1	1
320	к ней	1	1
321	белинский в	1	1
322	и до	1	1
323	в текст	1	1
324	грубая брань	1	1
325	звучит в	1	1
326	этом жанре	1	1
327	ему не	2	1
328	именно такой	1	1
329	ни о	1	1
330	и картина	1	1
331	уже о	1	1
332	в городе	1	1
333	не могут	1	1
334	на границе	1	1
335	не оставляют	1	1
336	реплики в	1	1
337	но все	7	1
338	в прозе	1	1
339	отличается от	1	1
340	к тому	10	1
341	но также	4	1
342	в полной	2	1
343	оно не	3	1
344	утверждать что	2	1
345	представляют собой	1	1
346	говоря уже	1	1
347	в в	1	1
348	эпизода в	1	1
349	с самого	3	1
350	в условиях	1	1
351	слова а	1	1
352	столько в	2	1
353	и сам	2	1
354	в образе	3	1
355	биографический интерес	1	1
356	идеальный образ	1	1
357	поэтому в	1	1
358	жанра в	1	1
359	в эпоху	1	1
360	и даже	3	1
361	и здесь	3	1
362	не был	3	1
363	другом месте	2	1
364	внимание на	4	1
365	никак не	2	1
366	и что	6	1
367	все необходимые	1	1
368	в значительной	2	1
369	и во	1	1
370	должно было	3	1
371	и вследствие	1	1
372	собственной жизни	1	1
373	таким путем	1	1
374	в форме	1	1
375	мне представляется	1	1
376	века и	2	1
377	у обоих	1	1
378	как она	1	1
379	следует однако	1	1
380	не зная	1	1
381	о рассказе	1	1
382	жанровая мотивировка	1	1
383	действующих лиц	4	1
384	и быть	1	1
385	что другие	1	1
386	ср у	3	1
387	б с	1	1
388	сторону от	1	1
389	до нас	1	1
390	от них	1	1
391	с которыми	1	1
392	так что	3	1
393	и роста	1	1
394	знаком с	2	1
395	свидетельствуют о	2	1
396	на всем	2	1
397	или о	1	1
398	только на	1	1
399	себя и	1	1
400	в поэзии	1	1
401	во втором	1	1
402	не дает	2	1
403	присутствует в	2	1
404	в книге	1	1
405	и их	1	1
406	всяком случае	3	1
407	могло бы	1	1
408	написанное в	1	1
409	вовсе не	6	1
410	не для	1	1
411	может служить	1	1
412	не случайно	1	1
413	случае не	2	1
414	принципиально не	1	1
415	тем что	3	1
416	чем и	1	1
417	уступает место	2	1
418	были бы	1	1
419	из того	1	1
420	русской поэзии	1	1
421	того что	5	1
422	не были	1	1
423	весной года	1	1
424	обращении к	2	1
425	гораздо проще	1	1
426	внушить ему	1	1
427	еще и	3	1
428	во второй	1	1
429	и др	2	1
430	в романе	4	1
431	между ними	1	1
432	поэзии и	2	1
433	близко к	1	1
434	в некоторых	2	1
435	на этот	2	1
436	до конца	3	1
437	сколько в	3	1
438	его как	2	1
439	подробности не	1	1
440	поскольку речь	1	1
441	на возможность	1	1
442	там где	2	1
443	что из	1	1
444	и слово	1	1
445	воля а	1	1
446	с народом	1	1
447	должна была	2	1
448	именно поэтому	1	1
449	в пушкинском	1	1
450	решительно не	1	1
451	вольному воля	2	1
452	внимания к	1	1
453	на чем	1	1
454	как это	2	1
455	всем что	1	1
456	в особенности	2	1
457	что первая	1	1
458	по своему	2	1
459	в лирических	1	1
460	это были	2	1
461	проще чем	1	1
462	утверждая что	1	1
463	самого себя	1	1
464	до его	1	1
465	да и	1	1
466	сам в	1	1
467	в это	2	1
468	ценность и	1	1
469	образцом для	2	1
470	даже в	2	1
471	на пути	1	1
472	и от	1	1
473	той мере	2	1
474	на существование	1	1
475	этом и	1	1
476	что касается	1	1
477	но для	1	1
478	один из	1	1
479	о мире	2	1
480	рассматривать как	1	1
481	при всем	1	1
482	но с	4	1
483	истории русской	1	1
484	ли в	1	1
485	только таким	1	1
486	его не	3	1
487	русского классического	1	1
488	когда он	1	1
489	еще более	4	1
490	брань и	1	1
491	пушкиным в	14	1
492	его жизнь	1	1
493	будто бы	1	1
494	с ума	1	1
495	ни было	2	1
496	же в	1	1
497	к самому	1	1
498	была написана	1	1
499	одной из	3	1
500	из народа	1	1
501	не говоря	1	1
502	сказать что	2	1
503	другой в	1	1
504	их с	1	1
505	одновременно и	1	1
506	я это	1	1
507	характеризует его	1	1
508	бы его	1	1
509	из этого	1	1
510	только о	2	1
511	занимает в	1	1
512	в какой	2	1
513	из романа	2	1
514	в голову	1	1
515	ее в	2	1
516	как слово	1	1
517	нас не	2	1
518	во всяком	3	1
519	том числе	1	1
