N	2gram	Vinokur_Ku_3	Tvorches
312	в первую	3	1
313	не значит	5	1
314	чем у	1	1
315	не к	1	1
316	и вот	3	1
317	у читателя	1	1
318	важную роль	1	1
319	на этом	2	1
320	в основу	1	1
321	а вместе	1	1
322	то ни	1	1
323	значение в	2	1
324	же касается	1	1
325	внутренней форме	1	1
326	и чтобы	2	1
327	на этой	1	1
328	в несколько	1	1
329	его в	2	1
330	заключается в	4	1
331	случае гораздо	1	1
332	было бы	16	1
333	самую простую	1	1
334	приходит в	2	1
335	он приходит	1	1
336	прочим в	1	1
337	ни в	3	1
338	но мы	2	1
339	о которых	1	1
340	все равно	1	1
341	показывает что	1	1
342	с этой	3	1
343	с тем	6	1
344	и уже	1	1
345	и чего	1	1
346	не заметить	1	1
347	друга в	1	1
348	чем в	2	1
349	можно считать	1	1
350	и было	1	1
351	одного и	2	1
352	вопроса об	1	1
353	можно только	1	1
354	в войне	1	1
355	что такое	4	1
356	рассказа о	1	1
357	и ее	1	1
358	центр тяжести	1	1
359	их сознания	2	1
360	же это	2	1
361	на месте	1	1
362	и степени	1	1
363	что до	1	1
364	бы что	1	1
365	заявил что	1	1
366	всякий раз	1	1
367	не самый	1	1
368	сам же	2	1
369	войне и	1	1
370	образом и	1	1
371	мы были	1	1
372	и более	3	1
373	по себе	6	1
374	а вот	2	1
375	тому что	4	1
376	ему как	1	1
377	в отношении	3	1
378	дня и	1	1
379	в таких	2	1
380	отличную от	1	1
381	что с	1	1
382	быть без	1	1
383	есть подлинная	1	1
384	меня не	1	1
385	в возможности	1	1
386	пусть даже	1	1
387	в смысле	1	1
388	не имеет	3	1
389	так уж	1	1
390	ее с	1	1
391	к этим	1	1
392	на него	3	1
393	в процессе	3	1
394	это еще	2	1
395	все без	1	1
396	для всего	1	1
397	перейдем от	1	1
398	черт возьми	1	1
399	нельзя не	2	1
400	казалось бы	1	1
401	вот это	1	1
402	как формы	1	1
403	в самой	1	1
404	на себя	2	1
405	приближаемся к	1	1
406	учения о	4	1
407	на практике	4	1
408	того в	1	1
409	в русском	2	1
410	показал что	1	1
411	полтора года	1	1
412	и мире	1	1
413	о внешнем	1	1
414	только с	1	1
415	и делает	1	1
416	в области	14	1
417	содержания как	1	1
418	у нас	10	1
419	уже о	2	1
420	начиная с	1	1
421	не могут	5	1
422	но все	2	1
423	что на	3	1
424	ли что	1	1
425	не есть	3	1
426	если же	2	1
427	она не	3	1
428	на помощь	1	1
429	и о	4	1
430	но по	1	1
431	свою очередь	1	1
432	внимание на	2	1
433	всего этого	3	1
434	в ее	4	1
435	другой стороны	3	1
436	в собственном	1	1
437	правды и	1	1
438	только не	1	1
439	только то	3	1
440	культуры и	1	1
441	мы наблюдаем	1	1
442	новый оттенок	1	1
443	это вовсе	1	1
444	русского литературного	2	1
445	часто в	1	1
446	способы передачи	1	1
447	которая в	1	1
448	к языку	4	1
449	означает что	1	1
450	нас и	1	1
451	в таком	4	1
452	связанное с	1	1
453	каждый раз	1	1
454	и здесь	2	1
455	на тех	1	1
456	и должно	5	1
457	и возможно	1	1
458	в действительной	1	1
459	никак не	2	1
460	и что	7	1
461	что каждый	1	1
462	и просто	1	1
463	с того	1	1
464	нас в	3	1
465	связь между	3	1
466	к нему	1	1
467	путь к	2	1
468	между тем	4	1
469	от них	1	1
470	эти два	2	1
471	нуждается в	1	1
472	это указание	1	1
473	чем и	1	1
474	вообще и	3	1
475	все время	1	1
476	выводы этот	1	1
477	в современной	1	1
478	действительности не	1	1
479	известном смысле	2	1
480	средства выражения	1	1
481	социальной среды	1	1
482	как он	2	1
483	с гораздо	1	1
484	с ними	1	1
485	и действительно	3	1
486	всей жизни	1	1
487	что ж	1	1
488	с одной	4	1
489	с какой	1	1
490	насчет того	1	1
491	сколько в	1	1
492	если мы	7	1
493	то и	2	1
494	не знать	3	1
495	которых можно	1	1
496	не все	2	1
497	но с	1	1
498	чего стоит	1	1
499	и обратно	1	1
500	и рядом	3	1
501	то у	2	1
502	ту или	1	1
503	возможно в	1	1
504	мы знаем	1	1
505	могло бы	3	1
506	котором все	1	1
507	в одном	2	1
508	и со	1	1
509	из контекста	1	1
510	вся вообще	1	1
511	но что	1	1
512	отметить что	3	1
513	заметить что	1	1
514	тем что	5	1
515	само собой	1	1
516	не противоречит	1	1
517	не было	4	1
518	занятия так	1	1
519	за ними	1	1
520	не надо	1	1
521	до сих	8	1
522	город и	1	1
523	для этого	6	1
524	представляет собою	1	1
525	понимали и	1	1
526	жаловаться на	1	1
527	а с	3	1
528	говорят об	1	1
529	элементов и	1	1
530	естественно что	3	1
531	что бы	1	1
532	и их	1	1
533	превращается в	1	1
534	одной стороны	4	1
535	связи с	6	1
536	а на	1	1
537	на этот	2	1
538	а наоборот	1	1
539	на которых	5	1
540	и самый	2	1
541	есть лишь	1	1
542	а так	1	1
543	о чем	2	1
544	и я	2	1
545	когда же	1	1
546	школы с	2	1
547	с помощью	6	1
548	именно поэтому	2	1
549	этот рассказ	1	1
550	из элементов	1	1
551	он упоминает	1	1
552	как это	7	1
553	не сразу	1	1
554	по своему	2	1
555	стоило бы	1	1
556	в область	2	1
557	а если	1	1
558	но сам	2	1
559	это есть	1	1
560	что же	5	1
561	известной книге	1	1
562	материал для	2	1
563	ли не	1	1
564	слова и	7	1
565	сих пор	8	1
566	только для	2	1
567	о его	1	1
568	в какую	1	1
569	отличается от	2	1
570	между прочим	8	1
571	же самое	1	1
572	как раз	4	1
573	к вопросу	2	1
574	и часто	1	1
575	бы говорить	1	1
576	уже на	1	1
577	другого то	1	1
578	в связи	5	1
579	но на	3	1
580	и научная	4	1
581	еще раз	2	1
582	во время	1	1
583	от него	1	1
584	понята как	1	1
585	тем более	5	1
586	у которого	1	1
587	мы должны	3	1
588	все они	2	1
589	теперь же	1	1
590	ассоциации и	1	1
591	я в	3	1
592	же в	1	1
593	давно уже	1	1
594	отношении к	1	1
595	в целях	1	1
596	и содержание	3	1
597	в моем	1	1
598	этот вопрос	3	1
599	только как	4	1
600	и роман	1	1
601	равно как	2	1
602	к его	2	1
603	отношению к	2	1
604	т е	32	1
605	первую очередь	3	1
606	в какой	3	1
607	о нем	1	1
608	а может	1	1
609	именно здесь	1	1
