N	2gram	Nazirov_Vr_1	Problema
303	не должна	1	1
304	что эта	1	1
305	вплоть до	1	1
306	как о	1	1
307	добрые отношения	1	1
308	если в	1	1
309	в процессе	1	1
310	из него	1	1
311	через него	1	1
312	правда в	1	1
313	а поскольку	1	1
314	одна из	2	1
315	это то	1	1
316	мыслей и	1	1
317	х годов	4	1
318	же он	1	1
319	мы бы	1	1
320	возможно при	1	1
321	существуют в	1	1
322	считать что	1	1
323	было не	1	1
324	этом отношении	1	1
325	ему не	1	1
326	этот закон	1	1
327	только от	1	1
328	в момент	2	1
329	начиная с	2	1
330	этой сцене	1	1
331	этого и	1	1
332	же только	1	1
333	его с	2	1
334	время он	2	1
335	правда не	1	1
336	у себя	1	1
337	с ее	1	1
338	и образ	1	1
339	полной уверенности	1	1
340	то время	1	1
341	человека с	2	1
342	и сам	1	1
343	в условиях	1	1
344	на нее	1	1
345	не с	1	1
346	нам уже	1	1
347	именно этот	1	1
348	имеется в	1	1
349	он был	3	1
350	гораздо подробнее	1	1
351	его жизни	1	1
352	единства и	1	1
353	ее и	1	1
354	доходит до	1	1
355	это в	2	1
356	в полтаве	1	1
357	можно проследить	1	1
358	тотчас же	1	1
359	слова часто	1	1
360	и можно	1	1
361	именно у	1	1
362	в ту	1	1
363	и борьбы	1	1
364	и всего	1	1
365	известном смысле	1	1
366	по своей	1	1
367	но с	1	1
368	оказалось что	1	1
369	не хотят	1	1
370	он стал	1	1
371	к сожалению	1	1
372	сложности и	1	1
373	это же	1	1
374	себя в	1	1
375	для всех	1	1
376	раз в	3	1
377	указания на	1	1
378	факт остается	1	1
379	записках из	1	1
380	чтобы он	3	1
381	в нашей	2	1
382	в начале	6	1
383	в душе	1	1
384	его и	2	1
385	мы знаем	2	1
386	и их	1	1
387	ее не	1	1
388	друг друга	1	1
389	каждый из	1	1
390	от того	1	1
391	это будет	1	1
392	с большими	1	1
393	в записках	1	1
394	с очень	1	1
395	встречался с	1	1
396	в стиле	1	1
397	и самый	1	1
398	со мной	1	1
399	с которым	2	1
400	человек в	1	1
401	в россии	5	1
402	для начала	1	1
403	что из	1	1
404	под влиянием	1	1
405	ближе к	1	1
406	с первого	1	1
407	он уже	1	1
408	человека к	1	1
409	или по	1	1
410	полтаве пушкина	1	1
411	у человека	1	1
412	из которых	1	1
413	чуть было	1	1
414	без труда	1	1
415	что за	1	1
416	наряду с	3	1
417	с типом	1	1
418	в москве	1	1
419	хотя он	1	1
420	в бесах	10	1
421	довольно много	2	1
422	еще к	1	1
423	в основном	1	1
424	и выражение	1	1
425	в мысли	1	1
426	что я	2	1
427	образ петра	1	1
428	и от	1	1
429	и указание	1	1
430	о котором	1	1
431	на свою	1	1
432	у достоевского	4	1
433	года в	7	1
434	но зато	1	1
435	в свете	1	1
436	романа и	1	1
437	но вот	1	1
438	в период	2	1
439	в романе	6	1
440	только как	1	1
441	обычно не	1	1
442	мы считаем	1	1
443	по которой	1	1
444	т е	3	1
445	бы его	1	1
446	об отношениях	1	1
447	жизни и	1	1
448	к этой	1	1
449	молодой человек	1	1
450	к этому	3	1
451	как на	1	1
