N	2gram	Bakhtin_KF_1	Narrotol
110	тем не	2	3
111	их в	1	3
112	не менее	3	3
113	и о	1	3
114	но при	1	3
115	сводится к	2	3
116	о нем	4	3
117	его жизни	3	3
118	лишь в	8	3
119	в конечном	1	3
120	между тем	4	3
121	что он	2	3
122	по отношению	26	3
123	могло бы	4	3
124	может служить	1	3
125	именно в	5	3
126	не было	8	3
127	как это	1	3
128	быть не	2	3
129	но для	2	3
130	это уже	2	3
131	не является	1	3
132	не существует	1	3
133	и все	7	3
134	жизни а	1	3
135	первом случае	1	3
136	отношению к	22	3
137	что в	4	3
138	тем же	1	2
139	в зависимости	1	2
140	всех его	2	2
141	и для	9	2
142	жизни как	5	2
143	ему в	2	2
144	более не	1	2
145	зависимости от	1	2
146	в чем	4	2
147	события в	3	2
148	как если	1	2
149	в едином	9	2
150	один и	1	2
151	отнюдь не	6	2
152	в событие	2	2
153	сознания в	2	2
154	та же	2	2
155	в известном	1	2
156	на то	1	2
157	не будет	2	2
158	а по	2	2
159	входит в	3	2
160	это было	2	2
161	я в	1	2
162	и иных	1	2
163	событийности бытия	1	2
164	все равно	1	2
165	этого не	1	2
166	а за	1	2
167	он и	2	2
168	жизни но	3	2
169	и того	2	2
170	в этих	1	2
171	и значимость	2	2
172	она не	1	2
173	не имеет	5	2
174	дело в	2	2
175	и сама	1	2
176	дело не	2	2
177	не могло	1	2
178	ничего не	3	2
179	ни о	1	2
180	же самое	1	2
181	в событии	5	2
182	оно не	2	2
183	с ее	2	2
184	свою очередь	1	2
185	здесь не	3	2
186	друг для	1	2
187	что может	1	2
188	особенно в	1	2
189	с ним	5	2
190	точек зрения	1	2
191	при такой	1	2
192	своей истории	2	2
193	тем или	1	2
194	и только	6	2
195	содержание не	2	2
196	же в	1	2
197	известном смысле	1	2
198	с ними	3	2
199	дело с	2	2
200	всяком случае	1	2
201	для друга	1	2
202	значимость и	2	2
203	себя в	8	2
204	только на	1	2
205	до конца	3	2
206	его и	2	2
207	к ним	4	2
208	не о	2	2
209	друг друга	1	2
210	мы можем	1	2
211	и даже	1	2
212	в области	2	2
213	в результате	1	2
214	она в	1	2
215	на ее	1	2
216	или просто	1	2
217	было и	2	2
218	что не	3	2
219	зависит от	1	2
220	человеческой жизни	1	2
221	только от	1	2
222	что мы	1	2
223	если не	2	2
224	вместе с	1	2
225	к его	1	2
226	две жизни	1	2
227	по своему	3	2
228	в первой	1	2
229	быть и	3	2
230	о его	1	2
231	к двум	1	2
232	и от	1	2
233	она может	1	2
234	не подлежит	1	2
235	или иным	2	2
236	хотя бы	4	2
237	только что	1	2
238	жизни в	5	2
239	между ними	1	2
240	в свою	3	2
241	все что	1	2
242	и будущего	1	2
243	во всяком	1	2
244	жизнь человека	1	1
245	как все	1	1
246	говоря о	1	1
247	о каких	1	1
248	чтобы не	2	1
249	не остается	2	1
250	связи между	1	1
251	в эстетике	1	1
252	на самом	3	1
253	в стороне	1	1
254	это и	2	1
255	причем все	1	1
256	и есть	9	1
257	и до	1	1
258	за границей	1	1
259	и утверждается	1	1
260	мы уже	1	1
261	из всех	1	1
262	что между	1	1
263	смысле можно	1	1
264	мир не	1	1
265	он как	1	1
266	события так	2	1
267	в некотором	3	1
268	из которых	2	1
269	жизни это	1	1
270	слово не	3	1
271	течения времени	1	1
272	бы себе	1	1
273	быть в	4	1
274	нему в	4	1
275	бы то	2	1
276	в различных	1	1
277	скорее наоборот	1	1
278	тем как	3	1
279	сказать и	1	1
280	различия между	1	1
281	мы будем	1	1
282	а только	1	1
283	свою жизнь	2	1
284	а он	1	1
285	христа в	1	1
286	отношение к	5	1
287	и я	5	1
288	его на	2	1
289	что именно	1	1
290	с этим	1	1
291	что ее	1	1
292	факторов и	1	1
293	когда он	1	1
294	и наконец	1	1
295	и к	1	1
296	оказывается с	1	1
297	в действительности	1	1
298	и автора	1	1
299	не смысл	1	1
300	за собой	1	1
301	для которого	3	1
302	шире и	1	1
303	в которой	1	1
304	из жизни	1	1
305	что это	3	1
306	ни один	1	1
307	бы не	3	1
308	из другого	1	1
309	ни одна	2	1
310	приводит к	1	1
311	и тот	1	1
312	мира но	4	1
313	но ведь	5	1
314	всей его	2	1
315	человек не	2	1
316	что она	1	1
317	задний план	1	1
318	главным образом	1	1
319	сама система	1	1
320	как с	1	1
321	не как	4	1
322	однако он	1	1
323	в корне	2	1
324	имеет смысл	1	1
325	новое и	1	1
326	содержит в	1	1
327	его от	1	1
328	целом как	2	1
329	и по	1	1
330	людей и	2	1
331	возможно это	1	1
332	но все	5	1
333	значительной степени	1	1
334	этом последнем	1	1
335	то ни	2	1
336	могла бы	4	1
337	том случае	1	1
338	той же	1	1
339	его в	5	1
340	сознание может	1	1
341	бытия но	4	1
342	он есть	1	1
343	именно что	1	1
344	всю свою	1	1
345	это ее	1	1
346	видения в	1	1
347	но уже	1	1
348	в ее	16	1
349	с тем	2	1
350	и само	1	1
351	одна и	1	1
352	смысла своей	1	1
353	в не	1	1
354	и было	1	1
355	в один	1	1
356	нисколько не	4	1
357	она сама	1	1
358	не становится	1	1
359	в котором	24	1
360	с точки	9	1
361	в их	8	1
362	себе а	2	1
363	что я	5	1
364	от его	5	1
365	рождение и	1	1
366	мир и	1	1
367	но во	1	1
368	жизни является	2	1
369	всякий другой	1	1
370	ни было	4	1
371	значимость в	1	1
372	что этот	3	1
373	в предыдущем	1	1
374	для нее	7	1
375	что эта	2	1
376	случае мы	2	1
377	тому что	2	1
378	к каждому	1	1
379	раз и	2	1
380	любви и	1	1
381	все для	1	1
382	можно ли	1	1
383	так как	1	1
384	не раз	1	1
385	для каждого	1	1
386	освободиться от	1	1
387	это существенно	1	1
388	в единство	2	1
389	чтобы стать	1	1
390	из их	1	1
391	единственном и	4	1
392	а тот	1	1
393	и уже	1	1
394	вся его	1	1
395	жизни не	1	1
396	смысл бытия	1	1
397	до их	1	1
398	вследствие того	1	1
399	по своей	1	1
400	за исключением	1	1
401	определения как	1	1
402	во всем	7	1
403	как не	1	1
404	только с	3	1
405	и делает	2	1
406	жизни жизнь	1	1
407	стремящееся к	1	1
408	именно оно	1	1
409	в момент	3	1
410	в специальном	1	1
411	могут быть	3	1
412	отличается от	1	1
413	собственных имен	1	1
414	игра в	1	1
415	действующих лица	1	1
416	для героя	1	1
417	свою позицию	1	1
418	должен быть	7	1
419	в виду	3	1
420	для всего	1	1
421	смысл но	1	1
422	всей своей	2	1
423	по способу	1	1
424	и совершенно	3	1
425	и когда	2	1
426	в другом	3	1
427	не за	1	1
428	не с	1	1
429	ясно что	3	1
430	живет в	1	1
431	мог бы	1	1
432	и каждый	1	1
433	осуществляется в	1	1
434	с собой	1	1
435	имеет дело	1	1
436	во второй	1	1
437	и мыслится	1	1
438	поэтому в	1	1
439	был не	1	1
440	с этого	2	1
441	и чтобы	1	1
442	соотнесении с	11	1
443	остановимся на	1	1
444	и смерть	1	1
445	я теперь	1	1
446	и здесь	7	1
447	и та	2	1
448	ее и	6	1
449	для нас	4	1
450	в значительной	1	1
451	подлежит сомнению	1	1
452	во всех	11	1
453	нем не	1	1
454	событийности но	1	1
455	таков предмет	1	1
456	нуждается в	1	1
457	что и	7	1
458	не более	1	1
459	он его	1	1
460	не тот	1	1
461	человека как	1	1
462	к ней	1	1
463	в него	2	1
464	и мы	2	1
465	его значимым	1	1
466	в жизнь	1	1
467	которой и	1	1
468	тот же	1	1
469	одной из	1	1
470	и этих	1	1
471	значения как	1	1
472	не само	1	1
473	в разные	1	1
474	бытия в	5	1
475	не случаен	1	1
476	бы ни	1	1
477	их не	1	1
478	и мысли	1	1
479	со всеми	2	1
480	того же	1	1
481	отрешенный от	1	1
482	но о	1	1
483	различия в	1	1
484	не из	2	1
485	мог стать	1	1
486	предположение что	1	1
487	в данной	1	1
488	в душе	1	1
489	конечном счете	1	1
490	в теоретической	2	1
491	только одно	1	1
492	а то	1	1
493	мир так	1	1
494	событийности того	1	1
495	для другого	2	1
496	может претендовать	1	1
497	возможна не	1	1
498	живет не	1	1
499	бытия и	10	1
500	само по	1	1
501	которые могут	1	1
502	автор и	1	1
503	тем что	3	1
504	и перенос	1	1
505	не просто	1	1
506	на том	1	1
507	и всякий	1	1
508	смерти и	1	1
509	момент в	7	1
510	это будет	1	1
511	и смысловую	1	1
512	он живет	1	1
513	который не	1	1
514	сознанию мы	1	1
515	до этого	1	1
516	а именно	1	1
517	для этого	2	1
518	на чем	1	1
519	а с	2	1
520	нового времени	1	1
521	един и	1	1
522	смысл это	1	1
523	его как	5	1
524	понятие о	1	1
525	там где	5	1
526	которой он	2	1
527	ближе к	3	1
528	связь с	1	1
529	событие не	1	1
530	субъекта и	1	1
531	смысл который	1	1
532	и потому	2	1
533	возможность в	2	1
534	в историю	1	1
535	этого момента	1	1
536	к бытию	1	1
537	в человеке	1	1
538	над ним	1	1
539	себя за	2	1
540	этих случаях	1	1
541	что за	2	1
542	есть на	2	1
543	к ценности	2	1
544	и смысла	1	1
545	и всей	1	1
546	не можем	1	1
547	пространстве его	1	1
548	бытию а	1	1
549	и смерти	1	1
550	в контексте	5	1
551	христос уже	1	1
552	входит как	2	1
553	слова и	1	1
554	принципиально иначе	1	1
555	но это	6	1
556	при условии	2	1
557	все это	10	1
558	событие бытия	3	1
559	слышит и	1	1
560	одного и	1	1
561	которых он	1	1
562	каким бы	1	1
563	при таком	1	1
564	не он	1	1
565	моей жизни	4	1
566	сознания и	3	1
567	человек и	1	1
568	или другой	1	1
569	так она	1	1
570	это позволяет	1	1
571	еще более	2	1
572	каждого участника	4	1
573	важно в	1	1
574	истории а	1	1
575	все они	1	1
576	предмета и	1	1
577	не падает	1	1
578	отношении к	2	1
579	не знает	5	1
580	была бы	1	1
581	ценности к	1	1
582	это весь	1	1
583	совершенно не	6	1
584	него нет	1	1
585	но достаточно	1	1
586	действие которое	1	1
587	элементов из	1	1
588	существенно не	1	1
589	в искусстве	1	1
590	по поводу	1	1
591	к этому	2	1
592	они не	1	1
