N	2gram	Savitsky_P_1	Problemy
190	тем более	2	1
191	и пр	5	1
192	могли бы	1	1
193	что по	1	1
194	значительности и	1	1
195	к чему	2	1
196	не вследствие	1	1
197	каков он	1	1
198	у каждого	1	1
199	есть как	1	1
200	в этой	1	1
201	во многих	1	1
202	и резко	2	1
203	не могла	1	1
204	в статье	2	1
205	к миру	1	1
206	идеи и	1	1
207	был и	1	1
208	и если	4	1
209	ни были	1	1
210	чтобы в	1	1
211	заключает в	2	1
212	о явлениях	1	1
213	о в	5	1
214	и мы	2	1
215	есть несколько	1	1
216	по всему	1	1
217	и осуществить	1	1
218	далеко не	1	1
219	в реальной	1	1
220	личности не	1	1
221	и само	1	1
222	нисколько не	1	1
223	в г	1	1
224	и ее	1	1
225	с возможной	1	1
226	мысли и	1	1
227	иначе как	1	1
228	и эти	1	1
229	и более	1	1
230	с величайшим	1	1
231	и очень	1	1
232	в идеологическом	1	1
233	она не	1	1
234	иной раз	1	1
235	для каждого	1	1
236	одна из	2	1
237	и именно	1	1
238	того чтобы	1	1
239	и всегда	1	1
240	это сделать	1	1
241	как она	1	1
242	и при	1	1
243	входят в	1	1
244	есть у	1	1
245	случаях когда	1	1
246	и другим	1	1
247	для того	3	1
248	из нее	1	1
249	в применении	1	1
250	и которая	1	1
251	в себя	1	1
252	пример такого	1	1
253	чтобы дать	1	1
254	за то	1	1
255	что дело	1	1
256	по сравнению	2	1
257	является в	2	1
258	если бы	4	1
259	находится в	1	1
260	тех кто	4	1
261	но к	2	1
262	характер этого	1	1
263	никак не	2	1
264	пр в	1	1
265	в значительной	2	1
266	связь между	1	1
267	да в	1	1
268	во всей	2	1
269	и только	1	1
270	ее лучшее	1	1
271	глаза на	1	1
272	которой в	1	1
273	эти последние	1	1
274	в формах	1	1
275	ибо то	1	1
276	и весьма	2	1
277	одних и	2	1
278	бы ни	2	1
279	с одной	3	1
280	есть в	2	1
281	эти черты	1	1
282	этого процесса	1	1
283	в ином	1	1
284	и других	2	1
285	противоречии с	1	1
286	в других	1	1
287	не были	1	1
288	и тех	1	1
289	и быть	1	1
290	но о	2	1
291	обратиться к	1	1
292	может ли	2	1
293	что из	2	1
294	нет ничего	1	1
295	и особенно	1	1
296	и потому	4	1
297	оставаясь в	1	1
298	мысли но	1	1
299	над ним	1	1
300	в данном	1	1
301	живых и	1	1
302	находятся в	1	1
303	в мир	1	1
304	в тот	2	1
305	образом на	2	1
306	конечно и	1	1
307	или хотя	1	1
308	его другим	1	1
309	в основном	1	1
310	не два	1	1
311	его нет	1	1
312	в результате	1	1
313	мысль о	2	1
314	еще более	2	1
315	главным образом	2	1
316	же в	4	1
317	давно уже	1	1
318	самосознание и	1	1
319	на фоне	1	1
320	может и	2	1
321	будет с	1	1
322	из тех	1	1
323	является и	1	1
324	и жизнь	1	1
325	к действию	1	1
326	и другие	1	1
327	все основные	1	1
328	который не	1	1
329	как на	2	1
