N	2gram	Propp_Isto_5	PoTuStor
222	некоторое время	2	1
223	все же	10	1
224	когда он	2	1
225	его к	3	1
226	увидим что	1	1
227	есть ли	1	1
228	от этого	4	1
229	уже не	11	1
230	та же	1	1
231	под ним	1	1
232	или во	1	1
233	не сделал	1	1
234	во многих	1	1
235	по мнению	1	1
236	как совершенно	1	1
237	что она	1	1
238	главным образом	1	1
239	этого есть	1	1
240	и социальной	1	1
241	в мифах	6	1
242	борьбу с	1	1
243	наших глазах	1	1
244	но вместе	3	1
245	из него	2	1
246	подобно тому	1	1
247	человека в	3	1
248	а то	1	1
249	той же	1	1
250	первый и	1	1
251	входит в	5	1
252	это было	2	1
253	уже знаем	1	1
254	на почве	1	1
255	свою противоположность	2	1
256	за ней	2	1
257	его состав	1	1
258	еще одно	1	1
259	не ясно	3	1
260	он является	1	1
261	были в	1	1
262	с тем	8	1
263	этим и	1	1
264	одна и	1	1
265	несмотря на	2	1
266	мать была	1	1
267	представляет себе	1	1
268	ясно из	1	1
269	смысл и	1	1
270	их на	2	1
271	лучше всего	1	1
272	и еще	1	1
273	искать в	1	1
274	но если	1	1
275	что есть	1	1
276	идущее от	1	1
277	свой смысл	1	1
278	выше мы	2	1
279	не будем	5	1
280	на другую	1	1
281	на всю	1	1
282	быть сделан	1	1
283	а иногда	1	1
284	тогда когда	2	1
285	одна из	2	1
286	к изучению	1	1
287	в самых	1	1
288	в стадии	1	1
289	того чтобы	3	1
290	не имеет	1	1
291	это мы	1	1
292	и всегда	1	1
293	ничего не	2	1
294	очень важен	1	1
295	быть речи	1	1
296	обратим внимание	2	1
297	этих двух	1	1
298	возник не	2	1
299	в русском	1	1
300	утробу матери	1	1
301	за которой	1	1
302	во всем	2	1
303	мире и	1	1
304	связи с	8	1
305	в сознании	1	1
306	более позднее	1	1
307	в виду	1	1
308	следует что	1	1
309	уже и	2	1
310	самым важным	1	1
311	потом в	1	1
312	мы и	2	1
313	с другом	2	1
314	нам что	1	1
315	мы узнаем	2	1
316	его за	1	1
317	должны быть	1	1
318	к тому	1	1
319	совместно с	1	1
320	этот комплекс	1	1
321	что при	3	1
322	на это	1	1
323	она не	2	1
324	и стали	1	1
325	но вообще	1	1
326	без всякого	1	1
327	на другой	1	1
328	данном случае	2	1
329	в себя	3	1
330	приводит к	1	1
331	роль в	2	1
332	и что	8	1
333	и сам	2	1
334	что может	1	1
335	каждого из	1	1
336	мог бы	1	1
337	еще в	2	1
338	к тем	1	1
339	это только	1	1
340	из корней	1	1
341	если бы	2	1
342	в глубине	1	1
343	о ней	1	1
344	и начало	1	1
345	о нем	3	1
346	и здесь	7	1
347	характер этого	1	1
348	на вопрос	1	1
349	говорит об	1	1
350	всего и	1	1
351	мифах и	1	1
352	этот момент	1	1
353	борьба с	1	1
354	эти два	1	1
355	но нет	1	1
356	на одном	2	1
357	в другой	3	1
358	наконец в	1	1
359	нем и	3	1
360	в свете	3	1
361	на наших	1	1
362	этих способностей	1	1
363	в которую	2	1
364	к нему	3	1
365	что здесь	3	1
366	но так	2	1
367	словами мы	1	1
368	тот же	1	1
369	на другие	1	1
370	истории его	1	1
371	мы увидим	5	1
372	позднее время	1	1
373	а часто	1	1
374	на своей	1	1
375	при некоторых	1	1
376	о смерти	1	1
377	смерти как	1	1
378	нас очень	1	1
379	это же	3	1
380	с одной	7	1
381	знакомых нам	1	1
382	в качестве	7	1
383	себя в	6	1
384	же и	1	1
385	оказывается в	1	1
386	утверждают что	1	1
387	не пытается	1	1
388	выводам что	1	1
389	уже в	2	1
390	нами и	2	1
391	и они	2	1
392	то и	1	1
393	в нашей	1	1
394	а это	1	1
395	не дает	1	1
396	его и	2	1
397	центр тяжести	2	1
398	ведь это	1	1
399	ним и	2	1
400	в конце	1	1
401	вовсе не	2	1
402	в землю	2	1
403	с этими	1	1
404	ее не	1	1
405	не говорит	1	1
406	то наоборот	1	1
407	перейти к	1	1
408	для того	3	1
409	во власти	2	1
410	со всем	1	1
411	без всякой	1	1
412	со стороны	2	1
413	или иной	1	1
414	имеет и	1	1
415	с другой	9	1
416	в лодке	5	1
417	здесь в	1	1
418	эти две	1	1
419	в каких	1	1
420	в свою	3	1
421	и быть	2	1
422	на неудачу	1	1
423	а с	1	1
424	мы еще	1	1
425	что для	1	1
426	говорит о	2	1
427	в некоторых	4	1
428	связано с	5	1
429	нужно искать	1	1
430	одной стороны	7	1
431	а не	2	1
432	с которым	2	1
433	кусок дерева	1	1
434	в руках	1	1
435	такие представления	2	1
436	не всегда	4	1
437	в связи	4	1
438	не найдут	1	1
439	в момент	1	1
440	связь с	8	1
441	стороны формы	1	1
442	этот мотив	6	1
443	не сразу	1	1
444	однако сказать	1	1
445	в данном	3	1
446	тому как	1	1
447	и основной	1	1
448	а потом	1	1
449	даже с	1	1
450	друг с	2	1
451	матери а	1	1
452	из представлений	2	1
453	в состоянии	1	1
454	том смысле	1	1
455	быть не	1	1
456	нам из	1	1
457	сейчас же	1	1
458	смерти это	1	1
459	в более	3	1
460	это уже	2	1
461	только одна	1	1
462	и часто	1	1
463	потому не	1	1
464	формы и	2	1
465	особого рода	1	1
466	это может	1	1
467	мы должны	4	1
468	его тянет	1	1
469	только что	1	1
470	же в	2	1
471	хотя в	1	1
472	нам сделать	1	1
473	к ее	1	1
474	и начинается	1	1
475	нет ничего	1	1
476	с ней	2	1
477	что такие	1	1
478	все люди	1	1
479	по которой	2	1
480	и жизнь	1	1
481	на свет	1	1
482	себе но	1	1
483	в своих	1	1
484	этой точки	1	1
485	как на	1	1
