N	2gram	Potebnia_M_3	Poddanst
234	если мы	1	1
235	них самих	1	1
236	человека с	1	1
237	себя в	1	1
238	только один	2	1
239	мира но	1	1
240	уже в	5	1
241	во многих	1	1
242	только на	3	1
243	на то	2	1
244	но на	1	1
245	в наших	1	1
246	положение что	1	1
247	несовершенство и	1	1
248	наш взгляд	1	1
249	д не	1	1
250	как оно	1	1
251	не могла	2	1
252	не внешнее	1	1
253	можно думать	3	1
254	т д	3	1
255	к миру	1	1
256	мы знаем	1	1
257	есть как	1	1
258	при виде	1	1
259	одно из	5	1
260	есть та	1	1
261	идеи и	2	1
262	не как	2	1
263	иначе как	1	1
264	к ним	1	1
265	друг друга	3	1
266	это значение	1	1
267	мы можем	3	1
268	самосознание и	1	1
269	само по	3	1
270	каждый из	1	1
271	на наш	1	1
272	и по	4	1
273	прежде чем	2	1
274	одно и	5	1
275	не хотим	1	1
276	от нее	2	1
277	многих других	1	1
278	в каждом	3	1
279	и признаки	1	1
280	тем в	1	1
281	из двух	3	1
282	не были	2	1
283	развития в	2	1
284	ясно что	1	1
285	его в	3	1
286	в душе	10	1
287	поэзии с	1	1
288	со всякою	1	1
289	некотором смысле	2	1
290	бы эти	1	1
291	и быть	1	1
292	а с	2	1
293	в природе	2	1
294	области и	1	1
295	последние в	1	1
296	что не	8	1
297	но есть	1	1
298	к более	1	1
299	возможность не	1	1
300	далеко не	4	1
301	в этой	2	1
302	идеи в	2	1
303	как и	10	1
304	с которым	1	1
305	признаки что	1	1
306	и я	1	1
307	круга мыслей	1	1
308	и многие	1	1
309	не об	1	1
310	нисколько не	1	1
311	когда в	2	1
312	в одно	3	1
313	прямо на	1	1
314	или менее	3	1
315	бы оно	1	1
316	речь но	1	1
317	что если	1	1
318	и при	4	1
319	следовательно к	1	1
320	и любовью	1	1
321	не дается	4	1
322	так же	3	1
323	из мира	1	1
324	за тем	3	1
325	представить себе	3	1
326	многих случаях	1	1
327	что именно	4	1
328	место в	3	1
329	на каждом	1	1
330	мысли и	2	1
331	знаем что	1	1
332	бы мы	2	1
333	вела к	1	1
334	в данном	1	1
335	вопрос о	1	1
336	никому другому	1	1
337	заключен в	1	1
338	эти последние	2	1
339	и более	1	1
340	в прошлом	1	1
341	там где	3	1
342	или что	3	1
343	друг с	1	1
344	и наоборот	4	1
345	того кто	1	1
346	к следующему	1	1
347	есть знак	1	1
348	что есть	2	1
349	и другим	1	1
350	что происходит	1	1
351	чем то	1	1
352	от многих	1	1
353	что эта	2	1
354	с которой	1	1
355	она не	2	1
356	что с	2	1
357	тогда когда	9	1
358	действие которое	1	1
359	с и	3	1
360	того чтобы	3	1
361	об отношении	4	1
362	не имеет	6	1
363	в результате	1	1
364	о котором	1	1
365	причины почему	1	1
366	находятся в	1	1
367	тот мир	1	1
368	что называют	1	1
369	и пред	1	1
370	и притом	2	1
371	и которая	1	1
372	более что	1	1
373	что по	2	1
374	другой стороны	4	1
375	только что	8	1
376	и теперь	6	1
377	в этих	1	1
378	к соединению	1	1
379	значило бы	1	1
380	давно уже	1	1
381	до тех	1	1
382	в каком	5	1
383	только как	5	1
384	по одному	1	1
385	и именно	1	1
386	относиться к	1	1
387	что все	3	1
388	есть и	1	1
389	в других	2	1
390	мысли но	1	1
391	что то	1	1
392	мыслей к	1	1
393	что оно	11	1
394	всего что	1	1
395	не есть	17	1
396	вместе с	12	1
397	это в	2	1
398	что при	3	1
399	нет сомнения	1	1
400	в з	1	1
401	во всяком	1	1
402	гораздо более	1	1
