N	2gram	Propp_Isto_2	SlovoVZh
118	с одной	4	2
119	уже в	2	2
120	тому же	2	2
121	имеем в	5	2
122	жизнью и	1	2
123	он не	8	2
124	в зависимости	1	2
125	мы можем	8	2
126	но что	1	2
127	из него	2	2
128	но все	5	2
129	в особенности	2	2
130	с другими	2	2
131	это не	2	2
132	и дает	2	2
133	себя и	2	2
134	героя или	1	2
135	определить его	1	2
136	одной стороны	3	2
137	можем сказать	1	2
138	зависит от	2	2
139	до конца	1	2
140	другой стороны	2	2
141	там где	1	2
142	связь с	4	2
143	нет ничего	2	2
144	вместе с	7	2
145	можно найти	5	2
146	но не	2	2
147	с этой	1	2
148	она не	5	2
149	на один	2	2
150	такой же	2	2
151	в основном	2	2
152	этой стороны	1	2
153	в то	1	2
154	на него	5	2
155	ничего не	7	2
156	этих двух	1	2
157	все они	1	2
158	в этих	11	2
159	но это	4	2
160	слагается из	1	2
161	могут быть	2	2
162	и вполне	2	2
163	как только	1	2
164	на это	1	2
165	что в	12	2
166	и другие	4	2
167	к этому	1	2
168	если же	1	2
169	и это	3	1
170	например в	2	1
171	же как	5	1
172	как мы	1	1
173	и о	1	1
174	совпадают с	1	1
175	с ее	2	1
176	но чтобы	1	1
177	мы здесь	6	1
178	сам по	1	1
179	задачи в	1	1
180	миром и	1	1
181	на основе	1	1
182	совершенно ясно	2	1
183	это и	1	1
184	характер и	1	1
185	показать что	2	1
186	нам кажется	1	1
187	он находится	1	1
188	не хочет	1	1
189	с самого	2	1
190	когда человек	1	1
191	идет речь	1	1
192	из его	1	1
193	дано в	2	1
194	не имеют	1	1
195	высшей степени	1	1
196	можно было	5	1
197	мы уже	6	1
198	только приобщившись	1	1
199	характер этих	1	1
200	это позволит	1	1
201	часто в	2	1
202	остается только	1	1
203	это только	2	1
204	является в	1	1
205	не вполне	1	1
206	на себя	1	1
207	то она	1	1
208	сводится к	1	1
209	зато она	1	1
210	не знают	2	1
211	и он	1	1
212	всех сторон	4	1
213	там же	1	1
214	нему в	1	1
215	со словами	1	1
216	во всех	2	1
217	и во	1	1
218	образом мы	1	1
219	то мы	2	1
220	все в	1	1
221	от его	1	1
222	у которой	1	1
223	гораздо чаще	1	1
224	к которой	1	1
225	теряет свой	1	1
226	отметить что	1	1
227	в свои	1	1
228	непосредственно в	1	1
229	и можно	1	1
230	что они	10	1
231	они действительно	1	1
232	именно в	2	1
233	остается при	1	1
234	герою и	1	1
235	что пошел	1	1
236	и она	3	1
237	в одной	4	1
238	не зная	1	1
239	пути в	2	1
240	что этому	2	1
241	что здесь	4	1
242	на которой	2	1
243	перед нами	2	1
244	кто не	1	1
245	в новой	2	1
246	в двух	1	1
247	тот же	1	1
248	мы увидим	8	1
249	себе не	1	1
250	следующим образом	1	1
251	увидим что	3	1
252	бы показать	1	1
253	именно эта	1	1
254	можно в	1	1
255	тому как	3	1
256	что это	6	1
257	в целом	1	1
258	если мы	1	1
259	в эти	1	1
260	не то	1	1
261	еще один	1	1
262	им в	1	1
263	права и	1	1
264	мы обратимся	1	1
265	не можем	1	1
266	героя с	1	1
267	они слишком	1	1
268	что она	5	1
269	на этих	1	1
270	ей в	1	1
271	еще другая	1	1
272	при помощи	2	1
273	его и	4	1
274	одно из	2	1
275	себе в	1	1
276	и их	2	1
277	понять эту	2	1
278	пор мы	2	1
279	человеческого тела	2	1
280	в одном	5	1
281	вовсе не	1	1
282	у нее	4	1
283	можно создать	1	1
284	друг друга	1	1
285	у него	4	1
286	из нее	1	1
287	подобно тому	3	1
288	она имеет	1	1
289	это один	1	1
290	здесь мы	3	1
291	др все	1	1
292	не назван	1	1
293	и только	2	1
294	они должны	4	1
295	в другом	9	1
296	связанных с	1	1
297	мы это	1	1
298	и из	2	1
299	входит в	1	1
300	и которые	1	1
301	который и	1	1
302	одна форма	1	1
303	само нуждается	1	1
304	и иных	1	1
305	было бы	5	1
306	миру и	1	1
307	к которому	5	1
308	и прежде	1	1
309	в высшую	1	1
310	но есть	2	1
311	для них	1	1
312	но уже	1	1
313	не было	2	1
314	на второй	1	1
315	а с	2	1
316	не знает	2	1
317	далеко не	1	1
318	не всегда	1	1
319	он имеет	2	1
320	и вне	1	1
321	несмотря на	1	1
322	если этот	1	1
323	о чем	1	1
324	так называемый	2	1
325	план перед	1	1
326	и некоторые	1	1
327	здесь имеет	1	1
328	в истории	1	1
329	обратимся к	2	1
330	остается в	1	1
331	но можно	1	1
332	нигде не	2	1
333	мы видели	2	1
334	всего нужно	1	1
335	но если	3	1
336	в частности	1	1
337	видели в	1	1
338	он вдруг	1	1
339	это делает	1	1
340	к одному	1	1
341	сторона дела	2	1
342	не могут	1	1
343	наряду с	6	1
344	нельзя было	1	1
345	но эта	1	1
346	и тот	1	1
347	которые в	1	1
348	высшую степень	1	1
349	мы еще	1	1
350	материал для	1	1
351	же мы	2	1
352	случае мы	2	1
353	по мере	3	1
354	характером этого	1	1
355	одна сторона	1	1
356	другую форму	1	1
357	только для	1	1
358	в высшей	1	1
359	с которой	2	1
360	в обоих	1	1
361	самого начала	2	1
362	как о	1	1
363	в русской	5	1
364	от социального	1	1
365	форма не	1	1
366	в науке	1	1
367	здесь на	2	1
368	от двух	1	1
369	только одна	1	1
370	он еще	1	1
371	нет можно	1	1
372	уже на	3	1
373	при таком	1	1
374	того чтобы	2	1
375	тот не	1	1
376	найти в	1	1
377	в результате	1	1
378	эта сторона	1	1
379	в качестве	3	1
380	особого рода	1	1
381	от него	1	1
382	человека или	1	1
383	еще более	1	1
384	не должен	4	1
385	как явление	1	1
386	мы должны	4	1
387	на одно	1	1
388	них и	1	1
389	связи с	8	1
390	в свою	1	1
391	входят в	1	1
392	как будто	3	1
393	и сохраняет	1	1
394	у нас	1	1
395	явление или	1	1
396	и оно	1	1
397	что можно	1	1
398	является и	1	1
399	когда мы	2	1
400	ясно это	1	1
401	вошли в	1	1
402	героя в	1	1
403	мы могли	2	1
404	и эта	1	1
405	или он	3	1
406	в таком	1	1
407	они не	4	1
408	к тому	5	1
