N	2gram	Bakhtin_KF_1	FransuaR
106	на волю	2	3
107	во все	1	3
108	рядом с	3	3
109	здесь мы	4	3
110	и о	1	3
111	характер и	1	3
112	в другом	3	3
113	и здесь	7	3
114	и т.д	2	3
115	настоящее время	1	3
116	подлежит сомнению	1	3
117	между тем	4	3
118	в литературе	1	3
119	одной из	1	3
120	уже не	7	3
121	был бы	3	3
122	что и	7	3
123	может быть	45	3
124	здесь в	1	3
125	там где	5	3
126	связь с	1	3
127	к его	1	3
128	образом и	1	3
129	в первой	1	3
130	здесь есть	1	3
131	не подлежит	1	3
132	в настоящее	1	3
133	то что	7	3
134	также и	1	2
135	и то	2	2
136	самом деле	3	2
137	на самом	3	2
138	в средние	1	2
139	что эти	1	2
140	действительности и	1	2
141	их и	1	2
142	из всех	1	2
143	и конечно	2	2
144	мы не	3	2
145	конечно в	2	2
146	бы то	2	2
147	совсем не	2	2
148	себе и	3	2
149	это мир	2	2
150	как к	2	2
151	все остальные	1	2
152	хотя и	1	2
153	когда он	1	2
154	и как	2	2
155	живы в	1	2
156	в действительности	1	2
157	проникает во	1	2
158	бы и	3	2
159	в нашем	1	2
160	что она	1	2
161	ни было	4	2
162	в виде	2	2
163	не как	4	2
164	и такие	1	2
165	людей и	2	2
166	в мире	6	2
167	его в	5	2
168	здесь как	1	2
169	ни в	12	2
170	из нее	1	2
171	с тем	2	2
172	он и	2	2
173	несмотря на	1	2
174	для него	8	2
175	в своей	10	2
176	в котором	24	2
177	с точки	9	2
178	мир и	1	2
179	если бы	8	2
180	и эти	2	2
181	дело в	2	2
182	чтобы стать	1	2
183	дело не	2	2
184	смыслу и	2	2
185	ему и	1	2
186	в каком	4	2
187	не потому	2	2
188	ни о	1	2
189	определенность и	1	2
190	той или	3	2
191	события так	2	2
192	нашей работы	1	2
193	только не	1	2
194	культуры и	5	2
195	картина мира	1	2
196	и совершенно	3	2
197	с собой	1	2
198	с ним	5	2
199	образом в	1	2
200	его жизни	3	2
201	можно сказать	1	2
202	в значительной	1	2
203	и во	1	2
204	к нему	12	2
205	этот момент	6	2
206	во всей	4	2
207	нем и	3	2
208	не тот	1	2
209	было бы	8	2
210	но с	1	2
211	что он	2	2
212	это очень	1	2
213	это не	10	2
214	события и	1	2
215	только на	1	2
216	первые три	1	2
217	в известном	1	2
218	в одном	4	2
219	к ним	4	2
220	как раз	1	2
221	смерти и	1	2
222	для того	3	2
223	момент в	7	2
224	и смысловых	1	2
225	нового времени	1	2
226	то ни	2	2
227	его как	5	2
228	точек зрения	1	2
229	он становится	1	2
230	и исторической	1	2
231	не может	27	2
232	вместе с	1	2
233	из которых	2	2
234	в данном	2	2
235	а не	17	2
236	как целое	1	2
237	но это	6	2
238	все же	5	2
239	и для	9	2
240	которых он	1	2
241	мы найдем	1	2
242	мира и	4	2
243	в эту	1	2
244	а в	4	2
245	между ними	1	2
246	это в	1	2
247	средние века	1	2
248	культуры в	1	2
249	и эта	2	2
250	к этому	2	2
251	смысле слова	1	1
252	только он	1	1
253	говоря о	1	1
254	в этот	1	1
255	того же	1	1
256	тем же	1	1
257	книге о	1	1
258	включая и	1	1
259	а как	2	1
260	несравненно шире	1	1
261	и себя	1	1
262	что между	1	1
263	это что	1	1
264	и свой	2	1
265	конкретностью и	1	1
266	бы что	1	1
267	вопрос о	2	1
268	науки и	1	1
269	события ее	1	1
270	каждый отдельный	2	1
271	он как	1	1
272	равно как	1	1
273	так чтобы	1	1
274	вместо того	1	1
275	ему в	2	1
276	или иным	2	1
277	жизни это	1	1
278	все остальное	2	1
279	не нужно	2	1
280	т.п но	1	1
281	оно ни	1	1
282	в чем	4	1
283	но конечно	3	1
284	а следовательно	3	1
285	сказать и	1	1
286	различия между	1	1
287	мышления как	2	1
288	землю и	1	1
289	в ткань	1	1
290	по отношению	26	1
291	мистерии и	1	1
292	значение для	1	1
293	себя в	8	1
294	одного и	1	1
295	как в	2	1
296	моменты но	1	1
297	в непосредственной	1	1
298	и принципиально	2	1
299	за собой	1	1
300	поэтому он	1	1
301	ее целом	2	1
302	не можем	1	1
303	та же	2	1
304	и современная	1	1
305	этих моментов	2	1
306	включает в	2	1
307	он начинает	1	1
308	вообще а	1	1
309	но ведь	5	1
310	всей его	2	1
311	этот процесс	1	1
312	жизнью и	1	1
313	такие которые	1	1
314	не следует	1	1
315	всех остальных	1	1
316	а скорее	1	1
317	момента в	1	1
318	и удержать	1	1
319	не к	1	1
320	понятий и	1	1
321	ни была	1	1
322	из него	3	1
323	ни был	2	1
324	всех великих	1	1
325	же не	1	1
326	связанных с	1	1
327	на все	1	1
328	лишь в	8	1
329	это было	2	1
330	действительности в	2	1
331	на почве	1	1
332	этом смысле	3	1
333	и единственным	1	1
334	на характер	1	1
335	и смерти	1	1
336	только одно	1	1
337	были в	1	1
338	место и	2	1
339	его и	2	1
340	соотнесение с	1	1
341	чем в	1	1
342	культуры с	1	1
343	в один	1	1
344	смысл и	6	1
345	что значит	2	1
346	мысль и	2	1
347	лежат в	1	1
348	большому целому	1	1
349	даль и	1	1
350	место в	5	1
351	основательно и	1	1
352	мысли и	1	1
353	ее ни	1	1
354	веков и	1	1
355	не раз	1	1
356	совершенно иначе	1	1
357	возможности которые	1	1
358	но во	1	1
359	быть таким	1	1
360	есть еще	1	1
361	войти в	2	1
362	том же	1	1
363	показать что	1	1
364	этот мир	2	1
365	не любит	1	1
366	тому что	2	1
367	к пределу	1	1
368	к такой	1	1
369	себя момент	1	1
370	она могла	2	1
371	не имеет	5	1
372	тогда когда	3	1
373	здесь на	1	1
374	и сама	1	1
375	не по	4	1
376	совершенно правильно	1	1
377	следовательно и	1	1
378	на язык	3	1
379	и весь	2	1
380	таким путем	1	1
381	этих последних	1	1
382	за исключением	1	1
383	масштабы для	1	1
384	это слово	1	1
385	ибо все	3	1
386	представляется нам	1	1
387	но там	1	1
388	едином и	7	1
389	могут быть	3	1
390	в категориях	4	1
391	вошли в	1	1
392	сумел сделать	1	1
393	же самое	1	1
394	этой книги	1	1
395	к тому	1	1
396	его с	2	1
397	котором говорит	1	1
398	социальные и	1	1
399	имеет место	1	1
400	и он	1	1
401	где он	3	1
402	т.е в	1	1
403	правда не	1	1
404	и это	12	1
405	своего развития	1	1
406	а затем	1	1
407	в виду	3	1
408	но при	1	1
409	на нем	2	1
410	здесь не	3	1
411	едином акте	1	1
412	только со	1	1
413	в себя	7	1
414	но мы	1	1
415	разобранный нами	1	1
416	остальное в	1	1
417	на том	1	1
418	его самого	1	1
419	особенно в	1	1
420	живет в	1	1
421	мог бы	1	1
422	это только	2	1
423	даны в	2	1
424	для этого	2	1
425	или иной	2	1
426	это существенно	1	1
427	смысле и	2	1
428	каждый раз	1	1
429	но к	1	1
430	и единственном	8	1
431	и та	2	1
432	с разных	1	1
433	разума что	1	1
434	для нас	4	1
435	и мира	1	1
436	последних двух	1	1
437	но внутри	1	1
438	места и	4	1
439	к последнему	3	1
440	тем или	1	1
441	ее от	1	1
442	необходимый момент	1	1
443	от них	1	1
444	уходят в	1	1
445	все в	1	1
446	даже для	1	1
447	и иных	1	1
448	и она	2	1
449	оказался в	1	1
450	оставаясь в	1	1
451	в современной	3	1
452	быть и	3	1
453	известном смысле	1	1
454	тот же	1	1
455	дело с	2	1
456	его конечно	1	1
457	каком бы	1	1
458	должен был	1	1
459	и так	1	1
460	сознания как	2	1
461	мира как	2	1
462	бы ни	1	1
463	и тем	3	1
464	что эта	2	1
465	со всеми	2	1
466	к которой	2	1
467	к миру	1	1
468	кажется что	2	1
469	него и	1	1
470	не из	2	1
471	он стремится	1	1
472	все названные	1	1
473	в теоретическом	2	1
474	возможности для	1	1
475	ибо он	1	1
476	одно из	1	1
477	никто не	1	1
478	культура в	2	1
479	слова в	2	1
480	с собою	1	1
481	мы можем	1	1
482	как его	4	1
483	только с	3	1
484	много и	1	1
485	чтобы не	2	1
486	тем что	3	1
487	притом не	1	1
488	все границы	1	1
489	нет в	4	1
490	того что	3	1
491	проникли во	1	1
492	со всем	5	1
493	и из	1	1
494	осмысления и	1	1
495	это лишь	1	1
496	не знать	1	1
497	именно в	5	1
498	а именно	1	1
499	а с	2	1
500	по всей	1	1
501	предмет и	2	1
502	больше и	1	1
503	нет конечно	1	1
504	превращается в	1	1
505	жизнь в	1	1
506	не быть	3	1
507	единого и	9	1
508	о каком-то	1	1
509	именно на	2	1
510	в живой	1	1
511	оценки и	2	1
512	которой он	2	1
513	мира в	6	1
514	действия в	1	1
515	бы оно	2	1
516	него в	1	1
517	эти слова	1	1
518	и будущего	1	1
519	я уже	2	1
520	подхода к	2	1
521	независимо от	3	1
522	поскольку мы	4	1
523	и мир	2	1
524	в моей	1	1
525	если оно	1	1
526	что за	2	1
527	есть на	2	1
528	в мистерии	1	1
529	непосредственной близости	1	1
530	им с	1	1
531	быть только	8	1
532	шире и	1	1
533	вес в	1	1
534	эти эпитеты	1	1
535	дело здесь	2	1
536	этого слова	2	1
537	в контексте	5	1
538	первом плане	2	1
539	было ни	1	1
540	не будем	1	1
541	и единственного	12	1
542	нет ничего	1	1
543	к другим	1	1
544	существенно проникает	1	1
545	всего в	1	1
546	это уже	2	1
547	для выражения	1	1
548	к пониманию	1	1
549	и от	1	1
550	или другой	1	1
551	от него	3	1
552	еще более	2	1
553	и ни	3	1
554	ее основных	1	1
555	которой мы	1	1
556	ее в	1	1
557	же в	1	1
558	по поводу	1	1
559	не знает	5	1
560	и только	6	1
561	только как	4	1
562	но этот	1	1
563	одновременно и	1	1
564	отношению к	22	1
565	возведена на	1	1
566	жизни и	8	1
567	существенный момент	1	1
568	и смысловым	1	1
569	гораздо более	1	1
570	было он	1	1
