N	2gram	Tiupa_Narr_1	slovoVRo
388	силу и	1	1
389	тем не	3	1
390	произведения в	1	1
391	как от	1	1
392	в двух	2	1
393	как будет	3	1
394	до известной	1	1
395	не о	3	1
396	религиозного политического	1	1
397	облекается в	1	1
398	чтобы стать	2	1
399	дело не	1	1
400	иметь в	1	1
401	для всего	1	1
402	и уже	1	1
403	ничего не	2	1
404	это то	1	1
405	а во	3	1
406	и речевой	1	1
407	по своей	3	1
408	и ценностями	1	1
409	из существенных	1	1
410	достаточно напомнить	1	1
411	или иных	1	1
412	не теряют	1	1
413	они лишены	1	1
414	есть к	1	1
415	к себе	5	1
416	если же	1	1
417	как только	1	1
418	конца в	1	1
419	указать на	1	1
420	и смертью	1	1
421	в интенциональном	1	1
422	числе и	4	1
423	протяжении всего	1	1
424	не предполагает	5	1
425	совершенно иной	2	1
426	утверждать что	2	1
427	как они	1	1
428	авторитетное слово	1	1
429	а предмет	1	1
430	то она	2	1
431	в виду	1	1
432	обязательно в	1	1
433	зрения не	1	1
434	приводит к	2	1
435	и может	1	1
436	слова а	1	1
437	на том	3	1
438	предложения или	1	1
439	например о	1	1
440	эти наблюдения	1	1
441	во второй	2	1
442	одно из	2	1
443	к языку	1	1
444	с человеком	2	1
445	но может	1	1
446	не на	2	1
447	входит и	1	1
448	филологии в	1	1
449	никогда и	1	1
450	голос в	1	1
451	за пределами	1	1
452	обращается к	1	1
453	не поддается	1	1
454	можно сказать	5	1
455	нас в	1	1
456	это может	1	1
457	в драме	1	1
458	нем не	1	1
459	не довлеет	1	1
460	во всей	2	1
461	говорящий здесь	1	1
462	ее содержание	1	1
463	и богаче	1	1
464	человека как	1	1
465	того что	1	1
466	всегда в	1	1
467	его смысла	1	1
468	героя до	1	1
469	одной из	4	1
470	композиционная форма	1	1
471	в какой	2	1
472	которые будучи	1	1
473	до нас	1	1
474	распространенная в	1	1
475	и ее	2	1
476	в качестве	21	1
477	с нею	1	1
478	на всем	1	1
479	вместить в	1	1
480	это требует	1	1
481	характерно что	1	1
482	мир в	1	1
483	мы касаемся	1	1
484	сами по	2	1
485	в пространстве	4	1
486	и со	1	1
487	в конце	1	1
488	или социальной	1	1
489	может служить	1	1
490	мы можем	1	1
491	как такового	1	1
492	жизни на	1	1
493	как раз	2	1
494	тем что	3	1
495	и оценки	1	1
496	вне ее	1	1
497	лишь одним	1	1
498	как у	1	1
499	или иначе	3	1
500	не обязательно	3	1
501	говорить и	1	1
502	речи а	1	1
503	характерно для	1	1
504	что не	4	1
505	говорит о	2	1
506	а на	1	1
507	зависит от	2	1
508	однако и	1	1
509	другой стороны	4	1
510	как ни	2	1
511	становления мира	1	1
512	все время	1	1
513	отнюдь не	5	1
514	когда она	1	1
515	оценки и	1	1
516	мира в	5	1
517	в частности	14	1
518	все то	2	1
519	о себе	1	1
520	в рамках	12	1
521	даже не	3	1
522	в неразрывное	1	1
523	от содержания	1	1
524	продуктивным в	1	1
525	передаваемого текста	1	1
526	всего предшествующего	1	1
527	или иного	2	1
528	романа он	1	1
529	реплики бытового	1	1
530	в эпическом	1	1
531	в литературе	2	1
532	быть только	1	1
533	шире и	1	1
534	да и	4	1
535	образом на	1	1
536	ней не	1	1
537	рассказ в	2	1
538	мира с	1	1
539	этого слова	2	1
540	от естественных	1	1
541	того или	2	1
542	этом и	1	1
543	свою жизненную	1	1
544	в самую	2	1
545	центральная проблема	1	1
546	было показано	1	1
547	нами уже	1	1
548	тех или	1	1
549	слушателя его	1	1
550	не является	8	1
551	это кругозор	1	1
552	и времени	1	1
553	становящегося человека	1	1
554	но на	1	1
555	в дальнейшей	1	1
556	но зато	1	1
557	идет об	1	1
558	же в	4	1
559	наиболее продуктивным	1	1
560	но всегда	1	1
561	в системе	1	1
562	к самому	2	1
563	здесь только	1	1
564	нами не	2	1
565	говорить или	1	1
566	выступают с	1	1
567	возможно лишь	1	1
568	этой проблемы	1	1
569	бы быть	3	1
570	на свет	1	1
571	этого второго	1	1
572	мифа как	1	1
573	также не	1	1
574	том числе	6	1
575	которая не	1	1
