N	2gram	Nazirov_Tv_1	Problemy
415	и превращается	1	1
416	в материал	2	1
417	в действительности	1	1
418	мы но	1	1
419	за собой	1	1
420	видения мира	1	1
421	со своей	1	1
422	лежит на	1	1
423	та же	4	1
424	что это	1	1
425	всего романа	1	1
426	что достоевский	7	1
427	можно не	2	1
428	его содержания	1	1
429	на трех	1	1
430	в известном	1	1
431	чем его	1	1
432	сливаются в	1	1
433	этого образа	1	1
434	достоевского таким	1	1
435	впервые отчетливо	1	1
436	имеем в	1	1
437	в философии	1	1
438	как он	1	1
439	но на	1	1
440	героя к	1	1
441	и если	1	1
442	сам автор	1	1
443	вечность ибо	1	1
444	больше всего	1	1
445	в статье	1	1
446	явление но	1	1
447	первой части	3	1
448	же это	1	1
449	к одному	1	1
450	же порядка	1	1
451	и вот	1	1
452	кризис и	1	1
453	и сколько	1	1
454	времени он	3	1
455	и по	3	1
456	его можно	1	1
457	находим у	1	1
458	в основу	1	1
459	психологии героев	1	1
460	его романах	2	1
461	а преодоление	1	1
462	не будет	2	1
463	в вечности	2	1
464	что все	3	1
465	перенесено и	1	1
466	он просто	1	1
467	же касается	1	1
468	мире не	1	1
469	об этом	2	1
470	из них	2	1
471	его индивидуальность	1	1
472	знает что	1	1
473	единственный способ	1	1
474	черт его	1	1
475	не чувствуем	1	1
476	заключается в	1	1
477	действия вихревое	1	1
478	с самим	1	1
479	действительности в	2	1
480	то все	1	1
481	одновременные и	1	1
482	роль в	1	1
483	весь мир	1	1
484	приходит в	1	1
485	быть перенесено	1	1
486	авторской позиции	3	1
487	достоевского следовать	1	1
488	здесь нет	2	1
489	для них	1	1
490	героя или	1	1
491	романе драматическому	1	1
492	все равно	1	1
493	достоевского динамика	1	1
494	личности не	2	1
495	их взаимоотношения	1	1
496	мы имеем	1	1
497	т д	1	1
498	преодоление его	1	1
499	меня но	1	1
500	появляется герой	1	1
501	время во	1	1
502	ведет к	2	1
503	единства времени	1	1
504	принципу единства	1	1
505	все как	1	1
506	укладывается ни	1	1
507	одного и	1	1
508	героя такова	1	1
509	на первый	1	1
510	или другому	1	1
511	места в	1	1
512	ему как	1	1
513	и диалектика	2	1
514	к истории	1	1
515	художественными средствами	1	1
516	своего индивидуального	1	1
517	место в	3	1
518	не столько	2	1
519	воле в	1	1
520	жизни с	2	1
521	своего рода	4	1
522	как одна	1	1
523	самосознания героя	2	1
524	образом и	1	1
525	действительность становится	1	1
526	по крайней	2	1
527	героем достоевского	1	1
528	свобода и	1	1
529	времени а	2	1
530	человека до	1	1
531	и многих	1	1
532	между людьми	2	1
533	котором оно	1	1
534	социальное положение	1	1
535	сам сознает	1	1
536	деле это	1	1
537	форме романа	1	1
538	и другое	1	1
539	в русской	5	1
540	не имеет	1	1
541	дело в	3	1
542	и притом	2	1
543	ее с	1	1
544	него была	1	1
545	которого он	2	1
546	притом это	1	1
547	одновременно все	1	1
548	и имеет	1	1
549	же его	1	1
550	даже как	1	1
551	взаимоотношения в	1	1
552	человека по	1	1
553	только не	1	1
554	не то	2	1
555	ним она	1	1
556	найти в	1	1
557	всего на	1	1
558	достоевский изображает	1	1
559	это из	1	1
560	стороны достоевский	1	1
561	того в	1	1
562	на этом	1	1
563	от почвы	1	1
564	уже говорили	1	1
565	вот что	1	1
566	был так	1	1
567	собственной личности	1	1
568	с автором	1	1
569	динамика достоевского	2	1
570	достоевским в	4	1
571	то это	1	1
572	в области	1	1
573	события но	1	1
574	содержания как	1	1
575	у нас	1	1
576	вот в	2	1
577	среди них	1	1
578	в трагедии	1	1
579	иван карамазов	2	1
580	в момент	4	1
581	из элементов	1	1
582	быстрота действия	1	1
583	сравнительно с	1	1
584	же самое	1	1
585	к тому	2	1
586	достоевский как	3	1
587	мысли о	1	1
588	и оправдывает	1	1
589	и свое	1	1
590	достоевского может	2	1
591	быть назван	1	1
592	в нас	1	1
593	он ищет	1	1
594	для всей	1	1
595	в героях	1	1
596	но только	2	1
597	такого изображения	1	1
598	представляет в	1	1
599	не существует	3	1
600	свою очередь	1	1
601	но при	1	1
602	как один	1	1
603	людей в	2	1
604	не успел	1	1
605	в ее	1	1
606	личности и	2	1
607	лермонтова и	1	1
608	от внешней	1	1
609	элементы повествования	1	1
610	и говорит	1	1
611	с самого	3	1
612	этот роман	2	1
613	достоевского все	1	1
614	и когда	2	1
615	что у	1	1
616	человека он	1	1
617	времени и	4	1
618	по природе	6	1
619	значило для	1	1
620	во многом	7	1
621	драматическому принципу	1	1
622	он по	1	1
623	весь человек	1	1
624	не мир	1	1
625	сходно с	1	1
626	невского проспекта	2	1
627	для этого	1	1
628	в настоящее	1	1
629	этой концепции	2	1
630	как формы	1	1
631	в виду	2	1
632	вот это	1	1
633	его построения	1	1
634	это объясняется	1	1
635	не существовало	1	1
636	обычно служит	1	1
637	о том	6	1
638	трагедии в	1	1
639	внешней средой	1	1
640	и та	2	1
641	настоящее время	2	1
642	говорит об	2	1
643	что каждый	1	1
644	утверждает что	1	1
645	можно сказать	2	1
646	он стремился	1	1
647	времени в	13	1
648	что обычные	1	1
649	на которых	1	1
650	автор как	1	1
651	толстого в	1	1
652	отметить что	1	1
653	крайней мере	2	1
654	не надо	1	1
655	мучений и	1	1
656	достоевского это	4	1
657	резко отличается	1	1
658	перед тем	2	1
659	утвердить свою	1	1
660	достоевского совершенно	1	1
661	сравнение с	1	1
662	такой человек	1	1
663	того что	3	1
664	к которому	1	1
665	действительности не	1	1
666	известном смысле	1	1
667	способ преодолеть	1	1
668	одной из	4	1
669	торжество времени	1	1
670	быстрота единственный	1	1
671	в какой	1	1
672	то в	2	1
673	и действительно	1	1
674	даже если	1	1
675	это очень	1	1
676	а с	1	1
677	создания такой	1	1
678	во вкусе	2	1
679	единый мир	1	1
680	и оценку	1	1
681	по этому	1	1
682	вся эта	1	1
683	себя в	1	1
684	вот почему	3	1
685	он считал	1	1
686	рождается в	1	1
687	него есть	2	1
688	свидригайлов и	1	1
689	мир толстого	1	1
690	не все	1	1
691	него и	1	1
692	достоевского каждое	1	1
693	слова не	1	1
694	и других	3	1
695	достоевский во	1	1
696	катастрофическая быстрота	1	1
697	на столе	1	1
698	к творчеству	1	1
699	реализм достоевского	2	1
700	макара девушкина	1	1
701	не так	3	1
702	и их	1	1
703	центр тяжести	1	1
704	могло бы	1	1
705	к ним	1	1
706	второй части	2	1
707	ибо быстрота	1	1
708	но что	1	1
709	это было	1	1
710	не торжество	1	1
711	творчеству достоевского	1	1
712	в других	1	1
713	рассказа не	1	1
714	и герои	1	1
715	подпольного человека	11	1
716	нет нужды	1	1
717	у которого	1	1
718	и стремление	1	1
719	же катастрофическая	1	1
720	развития в	1	1
721	он живет	1	1
722	сложными и	1	1
723	как у	1	1
724	подполья не	1	1
725	вообще и	1	1
726	поэтики достоевского	4	1
727	во второй	2	1
728	широте и	1	1
729	к его	1	1
730	если мы	1	1
731	что не	2	1
732	что для	2	1
733	элементов и	1	1
734	его романе	1	1
735	преимуществу в	1	1
736	достоевского глава	1	1
737	а на	1	1
738	это прежде	1	1
739	угадать их	1	1
740	и самый	1	1
741	нем и	1	1
742	одного момента	1	1
743	зависит от	2	1
744	жизнь в	1	1
745	к уже	1	1
746	сам себе	2	1
747	на этих	1	1
748	не утверждая	1	1
749	из героев	1	1
750	а так	1	1
751	исключительное значение	1	1
752	можно допустить	1	1
753	выпадает из	1	1
754	следовать в	1	1
755	типичное для	1	1
756	в одно	2	1
757	в руках	1	1
758	с помощью	1	1
759	сознанием но	1	1
760	помыслить все	1	1
761	в частности	2	1
762	ни на	3	1
763	люди и	1	1
764	подхода к	3	1
765	одновременно он	1	1
766	не согласиться	1	1
767	от других	2	1
768	грех преступление	1	1
769	внешних условий	1	1
770	что бы	1	1
771	бы его	1	1
772	бедных людях	5	1
773	одно общее	1	1
774	и раскольникова	1	1
775	его ибо	1	1
776	героя проявляется	1	1
777	слова и	1	1
778	в основном	4	1
779	от героев	1	1
780	но какие	1	1
781	и угадать	1	1
782	как одновременные	1	1
783	записок сумасшедшего	1	1
784	сознании героя	1	1
785	принципом одновременности	1	1
786	ставрогина и	1	1
787	в книге	3	1
788	в более	1	1
789	него помыслить	1	1
790	в сферу	1	1
791	это та	1	1
792	подполья это	1	1
793	что я	3	1
794	достоевского то	1	1
795	в другое	1	1
796	иного рода	1	1
797	мире значило	1	1
798	сознания в	1	1
799	бы заранее	1	1
800	своей книге	1	1
801	ее и	2	1
802	и все	6	1
803	чтобы его	1	1
804	романы достоевского	1	1
805	только что	2	1
806	динамика и	1	1
807	прошлого и	2	1
808	все они	1	1
809	ее в	3	1
810	я в	1	1
811	настоящим и	1	1
812	в искусстве	1	1
813	может и	1	1
814	первых произведениях	1	1
815	в свою	7	1
816	но если	3	1
817	мыслил свой	1	1
818	это в	3	1
819	все сосуществует	1	1
820	от всех	1	1
821	этой проблемы	2	1
822	его произведений	2	1
823	себе не	2	1
824	будничной действительности	1	1
825	где он	2	1
826	слово и	1	1
827	к этой	1	1
828	действительности или	1	1
829	и другие	3	1
830	к этому	2	1
831	присущий ему	1	1
832	достоевского никогда	1	1
833	в таком	1	1
834	точно так	2	1
835	такой же	2	1
836	событий в	1	1
