N	2gram	Propp_Isto_2	VelikijI
246	слова для	1	1
247	его по	1	1
248	человека не	1	1
249	о чем	1	1
250	хлеба и	1	1
251	и вновь	1	1
252	могут сказать	1	1
253	с братьями	1	1
254	в одно	1	1
255	стороны в	1	1
256	только мы	1	1
257	себя за	1	1
258	вместе с	7	1
259	так же	13	1
260	ко всем	1	1
261	к сонму	1	1
262	как это	3	1
263	человека к	1	1
264	является и	1	1
265	мы в	2	1
266	их к	1	1
267	у нас	1	1
268	в которых	2	1
269	он говорит	1	1
270	ведет к	1	1
271	эта не	1	1
272	в одном	5	1
273	но я	1	1
274	а потом	4	1
275	образ и	1	1
276	в мир	2	1
277	в тот	2	1
278	есть еще	1	1
279	человек с	1	1
280	это значит	1	1
281	который он	1	1
282	благо и	1	1
283	этого слова	1	1
284	освободиться от	1	1
285	с этой	1	1
286	и очень	1	1
287	на пути	1	1
288	как можно	1	1
289	есть знак	1	1
290	в познании	1	1
291	думают что	1	1
292	на котором	2	1
293	а ты	1	1
294	и два	1	1
295	и именно	2	1
296	природу его	1	1
297	указать на	1	1
298	но она	1	1
299	ушел от	1	1
300	найти в	1	1
301	мира и	1	1
302	это как	1	1
303	он за	1	1
304	ничего не	7	1
305	в разных	2	1
306	пошел он	1	1
307	того как	4	1
308	может быть	17	1
309	в русском	2	1
310	как она	4	1
311	видим что	5	1
312	во всем	1	1
313	будто бы	2	1
314	там он	1	1
315	можно признать	1	1
316	на него	5	1
317	к жизни	1	1
318	наших дней	1	1
319	на части	1	1
320	связь с	4	1
321	что на	1	1
322	ничего нельзя	1	1
323	другой стороны	2	1
324	но часто	1	1
325	я ничего	1	1
326	но все	5	1
327	есть и	2	1
328	людей но	1	1
329	есть то	1	1
330	к этому	1	1
331	его с	1	1
332	всем мире	1	1
333	и другие	4	1
334	в процессе	1	1
335	и эта	1	1
336	себя и	2	1
337	она не	5	1
338	они не	4	1
