N	2gram	Medvedev_V_1	DiskursI
231	конечном счете	5	1
232	ответ на	1	1
233	которая не	2	1
234	состоял в	1	1
235	быть сведена	1	1
236	письма за	1	1
237	за пределы	1	1
238	однако от	1	1
239	в истории	1	1
240	человеческой личности	1	1
241	вот как	4	1
242	своем творчестве	3	1
243	или слов	1	1
244	хотя и	2	1
245	мира однако	1	1
246	то в	1	1
247	видения мира	1	1
248	в самом	4	1
249	только то	2	1
250	в которой	2	1
251	ни один	7	1
252	таковы например	1	1
253	бы не	2	1
254	ни одна	2	1
255	обдумывал и	1	1
256	лица и	2	1
257	но на	1	1
258	как у	2	1
259	три года	2	1
260	так сказать	2	1
261	говорит как	1	1
262	и еще	1	1
263	не как	1	1
264	в силу	11	1
265	его от	2	1
266	на этом	1	1
267	своих персонажей	1	1
268	с этой	1	1
269	именно это	1	1
270	таким образом	31	1
271	я бы	2	1
272	для характеристики	1	1
273	самого автора	1	1
274	об этом	9	1
275	всей ее	1	1
276	лишь в	2	1
277	ее нельзя	1	1
278	по выражению	1	1
279	того или	2	1
280	время и	1	1
281	в жизни	2	1
282	с которого	1	1
283	например рассказ	1	1
284	обходятся без	1	1
285	этого не	1	1
286	несмотря на	1	1
287	при разработке	2	1
288	как целого	3	1
289	духовной жизни	1	1
290	самых ранних	1	1
291	концентрические круги	1	1
292	восприятия и	2	1
293	рассказа о	1	1
294	как произведение	1	1
295	для зрелого	1	1
296	в которых	3	1
297	в памяти	1	1
298	и той	1	1
299	по крайней	2	1
300	произведения в	7	1
301	и наоборот	1	1
302	том же	6	1
303	что этот	1	1
304	личного опыта	1	1
305	а вот	2	1
306	вообще но	1	1
307	вплоть до	2	1
308	в таких	1	1
309	она не	3	1
310	виду что	1	1
311	с теми	1	1
312	самого начала	1	1
313	как о	2	1
314	мысли в	1	1
315	дело не	1	1
316	мышления и	1	1
317	области художественного	1	1
318	одна из	4	1
319	к этим	2	1
320	на него	1	1
321	в процессе	16	1
322	говорит но	1	1
323	и имеет	1	1
324	в самых	2	1
325	та или	1	1
326	например не	2	1
327	не имели	1	1
328	на язык	2	1
329	не вполне	2	1
330	того как	1	1
331	имеем дело	1	1
332	или иная	1	1
333	показывает как	2	1
334	к ней	1	1
335	с достаточной	1	1
336	возможно более	1	1
337	быть а	1	1
338	уже о	1	1
339	начиная с	2	1
340	не могут	7	1
341	в прозе	1	1
342	отличается от	2	1
343	числе и	2	1
344	к тому	4	1
345	утверждать что	4	1
346	в применении	1	1
347	должен быть	4	1
348	приходит к	1	1
349	по определению	1	1
350	основе этого	1	1
351	говоря уже	1	1
352	и служит	1	1
353	в в	1	1
354	однако эта	1	1
355	всего следует	1	1
356	и сам	1	1
357	решающую роль	1	1
358	что может	1	1
359	в образе	2	1
360	только через	1	1
361	по аналогии	1	1
362	в нескольких	1	1
363	мы в	1	1
364	строго говоря	1	1
365	поэтому в	1	1
366	и большого	1	1
367	для этого	1	1
368	и даже	2	1
369	остановимся на	2	1
370	отбор материала	2	1
371	человека это	1	1
372	творческим опытом	1	1
373	с ним	1	1
374	каждый из	1	1
375	для реализации	1	1
376	о нем	1	1
377	не был	1	1
378	другом месте	2	1
379	внимание на	1	1
380	никак не	1	1
381	и что	1	1
382	этом заключается	1	1
383	может не	2	1
384	аналогии с	1	1
385	в значительной	3	1
386	и во	1	1
387	в конечном	7	1
388	по слову	1	1
389	восприятии и	1	1
390	которой было	1	1
391	грань между	1	1
392	на одном	1	1
393	в форме	3	1
394	крайней мере	2	1
395	иной мере	1	1
396	даже наиболее	1	1
397	исторического развития	1	1
398	ставил и	1	1
399	индивидуальный характер	1	1
400	и мир	3	1
401	следует однако	1	1
402	следует ли	1	1
403	личности представляет	1	1
404	сводить к	1	1
405	действующих лиц	5	1
406	с каждым	1	1
407	и быть	2	1
408	а результатом	1	1
409	и так	1	1
410	до нас	2	1
411	приходит в	1	1
412	от них	2	1
413	же и	2	1
414	свидетельствуют о	2	1
415	лиц с	1	1
416	одном и	2	1
417	только на	1	1
418	себя и	1	1
419	в поэзии	1	1
420	и ночью	1	1
421	не дает	1	1
422	чего бы	2	1
423	в книге	2	1
424	и их	3	1
425	всяком случае	1	1
426	могло бы	2	1
427	художественного образа	1	1
428	содержания и	1	1
429	целом и	1	1
430	вовсе не	3	1
431	не для	1	1
432	в состоянии	1	1
433	может служить	1	1
434	друг друга	1	1
435	не случайно	1	1
436	при отсутствии	1	1
437	в творческой	4	1
438	тем что	1	1
439	внутреннего мира	1	1
440	были бы	1	1
441	из того	1	1
442	того что	3	1
443	гораздо проще	1	1
444	и тех	1	1
445	о своем	2	1
446	еще и	2	1
447	бытия в	1	1
448	и др	9	1
449	пародия на	2	1
450	в романе	4	1
451	между ними	3	1
452	поэзии и	1	1
453	близко к	1	1
454	быть названо	1	1
455	в любой	1	1
456	новеллы в	1	1
457	на этот	1	1
458	и составляет	1	1
459	что стихотворение	1	1
460	подобного рода	1	1
461	деятельности человека	3	1
462	некоторых его	1	1
463	все то	1	1
464	и том	2	1
465	что из	1	1
466	к лицу	1	1
467	равно как	4	1
468	как это	12	1
469	всем что	1	1
470	опирается на	1	1
471	в особенности	2	1
472	из которых	2	1
473	по своему	1	1
474	этого типа	3	1
475	лицом к	1	1
476	применении к	1	1
477	типа как	1	1
478	самого себя	2	1
479	о творческом	1	1
480	это его	1	1
481	к настоящему	1	1
482	да и	1	1
483	исходя из	1	1
484	никем не	1	1
485	в художественную	1	1
486	даже в	5	1
487	слова и	1	1
488	как некую	1	1
489	и от	3	1
490	л толстым	2	1
491	этом и	2	1
492	но для	2	1
493	один из	5	1
494	при всем	3	1
495	но с	2	1
496	лишь его	1	1
497	в сугубо	1	1
498	в стихотворении	1	1
499	с понятиями	1	1
500	формы и	2	1
501	его не	3	1
502	когда он	3	1
503	и характерное	1	1
504	еще более	1	1
505	и ни	1	1
506	действий в	1	1
507	стороны в	2	1
508	от всего	1	1
509	будто бы	2	1
510	действительной жизни	3	1
511	же в	6	1
512	хотя в	1	1
513	в искусстве	6	1
514	быть и	1	1
515	одной из	1	1
516	а о	2	1
517	не говоря	1	1
518	сказать что	5	1
519	другой в	1	1
520	не быть	2	1
521	можно утверждать	3	1
522	одновременно и	1	1
523	бы его	1	1
524	только о	2	1
525	и повести	1	1
526	в какой	1	1
527	ее в	4	1
528	его внимание	1	1
529	во всяком	1	1
530	том числе	2	1
531	творчество как	3	1
