N	2gram	Vinokur_St_2	NovoeSre
178	не могут	1	1
179	своего рода	5	1
180	в которую	2	1
181	всей нашей	1	1
182	в его	13	1
183	но нет	1	1
184	себе и	1	1
185	отличие от	2	1
186	не хотел	1	1
187	мне представляется	1	1
188	востока и	1	1
189	которая должна	1	1
190	для борьбы	1	1
191	значение для	1	1
192	но внутри	1	1
193	времени совершенно	1	1
194	начала xix	2	1
195	не стоят	1	1
196	в значительной	2	1
197	к которому	1	1
198	в своем	9	1
199	как например	2	1
200	известном смысле	1	1
201	что мой	1	1
202	говорит что	1	1
203	что он	13	1
204	особое место	1	1
205	только в	2	1
206	и родовой	1	1
207	в самом	7	1
208	а во-вторых	1	1
209	то время	1	1
210	перестал быть	1	1
211	и жизни	1	1
212	вполне возможно	1	1
213	из этих	1	1
214	в известном	3	1
215	уже в	1	1
216	ко времени	2	1
217	вообще не	3	1
218	раньше чем	4	1
219	от других	1	1
220	идей и	1	1
221	в статье	2	1
222	из них	3	1
223	одному из	1	1
224	борьбу за	1	1
225	для того	7	1
226	в старых	1	1
227	и их	1	1
228	века не	1	1
229	всяком случае	3	1
230	нуждается в	1	1
231	которые нельзя	1	1
232	к одному	1	1
233	иная форма	1	1
234	народ не	1	1
235	сами по	2	1
236	в конце	2	1
237	не для	1	1
238	не случайно	1	1
239	тем что	3	1
240	вот что	3	1
241	и вместе	1	1
242	в основу	1	1
243	но все	7	1
244	значительной степени	2	1
245	значение в	1	1
246	о русском	1	1
247	не были	1	1
248	возможно что	1	1
249	из всех	1	1
250	а по	1	1
251	необходимой для	1	1
252	с другими	1	1
253	было бы	5	1
254	в каких	1	1
255	с общественным	1	1
256	в социальной	1	1
257	оставалось в	1	1
258	а это	1	1
259	лишь на	1	1
260	и быть	1	1
261	себя и	1	1
262	в отличие	2	1
263	но оно	1	1
264	к расширению	1	1
265	для них	1	1
266	связано с	1	1
267	их не	1	1
268	не верит	1	1
269	нет в	1	1
270	а на	1	1
271	попал в	1	1
272	они не	2	1
273	в этой	2	1
274	ничем не	1	1
275	не на	2	1
276	жизнь в	1	1
277	отказаться от	1	1
278	которыми так	1	1
279	он и	1	1
280	и ему	1	1
281	и еще	1	1
282	в эту	3	1
283	в этих	3	1
284	во время	2	1
285	имея в	1	1
286	но если	1	1
287	и сейчас	3	1
288	на это	2	1
289	в котором	7	1
290	что вся	1	1
291	одну из	1	1
292	не столько	7	1
293	нет ни	1	1
294	пр в	1	1
295	у нас	3	1
296	в зависимости	1	1
297	времени не	2	1
298	но он	3	1
299	неизбежно должна	1	1
300	и более	2	1
301	есть еще	2	1
302	них к	1	1
303	духовные силы	1	1
304	что этот	2	1
305	том смысле	2	1
306	быть не	1	1
307	по себе	3	1
308	в это	2	1
309	в той	5	1
310	совершенно так	2	1
311	борьбе за	2	1
312	нас к	1	1
313	и вся	2	1
314	употреблении слов	1	1
315	и очень	1	1
316	ему все	1	1
317	будто бы	1	1
318	нет никакого	2	1
319	сих пор	5	1
320	так как	2	1
321	должны быть	1	1
322	в сущности	1	1
323	в более	1	1
324	не по	2	1
325	за его	1	1
326	до сих	6	1
327	общественным мнением	1	1
328	этой системы	1	1
329	а к	2	1
330	но также	4	1
331	в исторический	1	1
332	всего что	1	1
333	бы он	1	1
334	к этой	1	1
335	к ней	1	1
336	самом себе	1	1
337	и его	6	1
338	а также	2	1
339	и роста	1	1
340	замечательно что	1	1
341	давно уже	3	1
342	речи о	1	1
343	в области	2	1
344	в период	2	1
345	в каком	2	1
346	ему не	2	1
347	в свою	1	1
348	того же	2	1
349	и вполне	1	1
350	в которой	11	1
351	эти слова	2	1
352	было быть	1	1
353	всегда была	1	1
354	во всяком	3	1
355	того времени	4	1
356	я могу	1	1
357	оно не	3	1
358	который не	1	1
359	как на	9	1
360	все что	1	1
361	том числе	1	1
