N	2gram	Bakhtin_Pr_1	TeoriaLi
641	для понимания	3	1
642	многих других	1	1
643	мира с	1	1
644	к жизненному	1	1
645	авторская позиция	1	1
646	он от	1	1
647	с этой	1	1
648	быть и	1	1
649	правило лишь	1	1
650	известном смысле	1	1
651	все это	7	1
652	о мире	1	1
653	себе еще	2	1
654	является как	1	1
655	писал в	1	1
656	это уже	1	1
657	известной степени	1	1
658	для автора	3	1
659	отношений и	1	1
660	и от	1	1
661	в результате	4	1
662	все они	1	1
663	его природы	1	1
664	чужой психики	1	1
665	не позволяет	2	1
666	себя самого	4	1
667	из своего	3	1
668	места в	1	1
669	бы в	3	1
670	как явление	1	1
671	пушкиным в	1	1
672	с формой	1	1
673	действительной жизни	1	1
674	новой художественной	1	1
675	с другими	7	1
676	ни было	4	1
677	же в	2	1
678	мы видим	3	1
679	не есть	1	1
680	вступает в	1	1
681	является его	1	1
682	помимо его	1	1
683	нами не	1	1
684	становления и	1	1
685	может и	1	1
686	от первого	2	1
687	а о	1	1
688	оценки и	1	1
689	с ней	1	1
690	их восприятия	1	1
691	исторической поэтики	1	1
692	а внутри	1	1
693	речь о	1	1
694	от всех	1	1
695	впервые в	1	1
696	совершенно не	1	1
697	авторский кругозор	1	1
698	себе самому	3	1
699	автора в	2	1
700	ней о	1	1
701	его произведений	2	1
702	некоторого единого	1	1
703	из этого	1	1
704	перед нею	1	1
705	лишает их	1	1
706	что такое	1	1
707	к сверхличному	1	1
708	жизни и	6	1
709	также может	1	1
710	ее в	1	1
711	и другие	2	1
712	в своих	2	1
713	по поводу	1	1
714	автора с	1	1
715	героя как	1	1
716	оказывается уже	1	1
717	точно так	2	1
718	все что	3	1
719	этой точки	1	1
